FECHA,HORA,LVI,TLA,XAL,MER,PED,CES,TLI,VIF,TAH,SUR,FAC,PLA,SAG,TAX,IZT
03/10/2007,7,64,72,153,54,19,37,110,52,57,43,58,31,80,46,68
03/10/2007,8,90,86,193,73,26,86,110,77,-99,67,69,44,98,57,66
03/10/2007,9,111,133,204,96,46,111,142,79,-99,65,56,56,86,79,85
03/10/2007,10,130,147,137,114,46,113,-99,86,-99,105,64,89,78,140,124
03/10/2007,11,97,41,136,105,76,97,-99,37,-99,81,43,92,83,125,140
03/10/2007,12,97,25,140,84,71,83,-99,-99,53,72,26,59,68,94,139
03/10/2007,13,89,73,54,68,38,57,-99,30,24,40,26,8,-99,82,147
03/10/2007,14,26,60,110,47,48,52,58,80,71,18,47,33,61,50,116
03/10/2007,15,27,48,98,35,50,30,50,64,40,31,47,38,50,46,80
03/10/2007,16,32,56,94,33,73,40,38,49,54,34,54,47,40,20,32
03/10/2007,17,30,60,68,49,62,48,44,46,76,51,57,36,38,44,24
03/10/2007,18,26,51,130,34,66,41,21,17,57,41,57,49,21,51,50
03/10/2007,19,21,55,101,21,36,34,37,84,73,34,40,26,28,51,57
03/10/2007,20,55,65,110,55,29,48,56,103,61,31,48,46,61,30,65
03/10/2007,21,52,54,72,45,47,38,57,74,57,-99,38,38,30,-99,-99
03/10/2007,22,47,50,73,32,32,25,55,65,59,-99,37,33,26,-99,-99
03/10/2007,23,26,42,68,34,27,15,56,65,37,26,35,32,41,17,58
03/10/2007,24,26,31,32,33,19,17,56,47,24,31,20,22,33,27,47
04/10/2007,1,43,20,39,45,7,25,39,36,36,22,21,24,20,27,53
04/10/2007,2,30,15,37,28,2,21,45,20,41,23,15,10,27,24,60
04/10/2007,3,28,13,34,31,6,17,48,32,41,20,9,15,22,22,47
04/10/2007,4,33,40,50,33,8,-99,29,39,40,37,7,14,29,31,44
04/10/2007,5,32,27,66,33,11,-99,35,53,46,37,12,14,38,44,53
04/10/2007,6,48,43,109,38,19,-99,71,25,29,27,32,20,49,60,65
04/10/2007,7,79,126,164,55,20,40,54,84,45,33,64,31,75,56,57
04/10/2007,8,83,134,187,72,43,87,96,92,84,62,65,55,101,85,70
04/10/2007,9,95,118,152,83,52,74,139,103,72,67,68,63,104,79,84
04/10/2007,10,117,96,191,103,70,72,132,-99,75,65,85,85,101,79,99
04/10/2007,11,101,84,165,97,76,71,114,-99,55,63,79,82,97,76,100
04/10/2007,12,83,53,115,61,46,53,61,-99,23,42,42,42,51,61,113
04/10/2007,13,13,40,51,-99,36,-99,19,-99,-99,-99,41,-99,21,-99,117
04/10/2007,14,25,33,66,-99,30,44,14,-99,55,12,25,28,18,20,47
04/10/2007,15,44,50,59,27,34,82,19,26,55,59,38,14,34,39,7
04/10/2007,16,66,57,70,79,61,63,29,48,25,68,64,53,64,79,40
04/10/2007,17,95,53,96,74,59,46,26,58,33,55,55,59,78,71,88
04/10/2007,18,72,100,159,56,38,71,40,49,68,46,92,34,90,29,83
04/10/2007,19,58,76,72,54,47,80,83,230,46,63,66,50,90,77,69
04/10/2007,20,84,63,82,51,43,64,84,153,46,45,59,-99,53,58,96
04/10/2007,21,84,59,76,52,46,49,50,54,74,76,61,47,59,68,96
04/10/2007,22,57,59,78,51,54,57,62,58,47,59,43,51,64,65,77
04/10/2007,23,80,46,80,64,53,45,48,42,53,73,32,49,41,59,77
04/10/2007,24,72,47,31,48,49,37,46,34,45,40,25,38,32,51,69
05/10/2007,1,66,53,44,48,33,27,37,-99,22,52,27,26,50,41,76
05/10/2007,2,36,73,45,45,26,25,32,-99,28,27,25,24,44,27,81
05/10/2007,3,43,47,47,26,24,16,30,-99,17,15,19,25,34,16,68
05/10/2007,4,34,76,61,48,28,23,37,-99,6,29,16,30,42,16,57
05/10/2007,5,33,66,79,43,22,23,45,-99,25,28,22,27,53,30,64
