FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CCA,CHO,COY,CUA,CUT,FAC,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TLA,TLI,TPN,UAX,UIZ,VIF,XAL
13/03/2015,3,23,2,16,-99,22,5,-99,-99,10,22,21,12,-99,10,-99,-99,-99,25,8,13,18,24,-99,-99,-99,3,32,20,-99,7,9,21,30
13/03/2015,4,22,3,22,-99,23,8,-99,-99,9,20,19,13,-99,12,-99,-99,-99,16,6,17,17,23,-99,-99,-99,6,31,10,-99,9,10,27,32
13/03/2015,5,19,6,24,-99,34,8,-99,-99,15,19,19,14,-99,13,-99,-99,-99,28,9,13,15,19,-99,-99,-99,4,33,14,-99,7,10,27,28
13/03/2015,6,19,6,27,-99,29,16,-99,-99,13,20,23,27,-99,18,-99,-99,-99,31,10,18,14,24,-99,-99,-99,5,34,29,-99,10,13,25,30
13/03/2015,7,18,8,27,-99,30,29,-99,-99,21,20,23,31,-99,30,-99,-99,-99,31,18,32,20,25,-99,-99,-99,7,32,35,-99,24,27,25,33
13/03/2015,8,17,8,29,-99,35,29,-99,-99,28,24,27,30,-99,33,-99,-99,-99,32,21,33,25,31,-99,-99,-99,8,37,36,-99,26,30,25,-99
13/03/2015,9,16,7,38,-99,38,22,-99,-99,20,-99,32,27,-99,25,-99,-99,-99,32,-99,28,18,32,-99,-99,-99,7,43,47,-99,17,22,30,44
13/03/2015,10,20,7,48,-99,23,19,-99,-99,11,41,38,17,-99,15,-99,-99,-99,27,16,18,12,25,-99,-99,-99,4,33,50,-99,7,9,36,36
13/03/2015,11,6,4,23,-99,16,15,-99,-99,9,35,22,16,-99,14,-99,-99,-99,14,8,10,7,14,-99,-99,-99,4,17,26,-99,7,8,32,17
13/03/2015,12,3,3,15,-99,11,12,-99,-99,9,27,8,12,-99,14,-99,-99,-99,11,7,9,3,12,-99,-99,-99,4,13,13,-99,6,8,16,16
13/03/2015,13,4,3,11,-99,12,5,-99,-99,9,8,11,12,-99,11,-99,-99,-99,9,7,9,4,13,-99,-99,-99,5,13,8,-99,6,9,9,19
13/03/2015,14,5,3,10,-99,18,4,-99,-99,-99,8,10,15,-99,14,-99,-99,-99,11,7,11,5,16,-99,-99,-99,4,15,12,-99,6,9,8,24
13/03/2015,15,12,3,10,-99,17,4,-99,-99,-99,11,12,17,-99,12,-99,-99,-99,13,10,14,6,18,-99,-99,-99,3,17,13,-99,7,8,10,27
13/03/2015,16,28,4,9,-99,14,6,-99,-99,8,16,10,15,-99,14,-99,-99,-99,6,10,12,4,19,-99,-99,-99,4,18,10,-99,9,11,12,24
13/03/2015,17,25,4,8,-99,9,10,-99,-99,8,6,10,15,-99,22,-99,-99,-99,6,10,11,4,21,-99,-99,-99,4,13,8,-99,9,11,12,20
13/03/2015,18,10,4,10,-99,10,10,-99,-99,10,8,13,12,-99,16,-99,-99,-99,12,10,12,5,20,-99,-99,-99,5,16,12,-99,6,13,12,19
13/03/2015,19,11,6,11,-99,16,21,-99,-99,16,20,19,20,-99,24,-99,-99,-99,14,17,17,9,26,-99,-99,-99,6,20,16,-99,9,21,20,30
13/03/2015,20,14,7,13,-99,19,30,-99,-99,11,15,20,31,-99,28,-99,-99,-99,27,26,20,19,31,-99,-99,-99,9,22,22,-99,15,27,25,31
13/03/2015,21,13,9,20,-99,22,21,-99,-99,11,11,17,33,-99,32,-99,-99,-99,24,14,32,16,23,-99,-99,-99,8,26,17,-99,13,21,13,29
13/03/2015,22,8,11,27,-99,30,24,-99,-99,18,21,25,22,-99,23,-99,-99,-99,23,13,27,23,24,-99,-99,-99,13,35,25,-99,13,17,19,26
13/03/2015,23,9,6,32,-99,30,20,-99,-99,22,25,27,26,-99,27,-99,-99,-99,28,14,28,15,23,-99,-99,-99,7,34,28,-99,12,19,17,30
13/03/2015,24,11,8,29,-99,33,14,-99,-99,11,24,20,25,-99,25,-99,-99,-99,28,9,21,8,25,-99,-99,-99,7,32,19,-99,15,20,18,28
14/03/2015,1,12,7,26,-99,32,21,-99,-99,18,21,25,23,-99,23,-99,-99,-99,24,11,25,24,22,-99,-99,-99,7,33,22,-99,12,14,17,30
14/03/2015,2,13,4,26,-99,19,20,-99,-99,9,17,27,16,-99,17,-99,-99,-99,15,7,21,14,16,-99,-99,-99,8,31,29,-99,10,11,20,24
14/03/2015,3,10,9,23,-99,25,17,-99,-99,12,20,23,28,-99,26,-99,-99,-99,21,8,20,18,11,-99,-99,-99,6,25,30,-99,12,17,16,17
14/03/2015,4,14,18,22,-99,23,14,-99,-99,18,21,21,27,-99,29,-99,-99,-99,29,11,15,15,9,-99,-99,-99,5,29,28,-99,10,20,13,24
14/03/2015,5,12,12,21,-99,31,16,-99,-99,25,20,25,31,-99,26,-99,-99,-99,29,13,18,13,20,-99,-99,-99,5,28,26,-99,9,13,18,21
14/03/2015,6,12,10,21,-99,30,15,-99,-99,23,17,23,29,-99,27,-99,-99,-99,26,22,26,12,24,-99,-99,-99,5,26,26,-99,15,21,21,30
14/03/2015,7,16,11,20,-99,27,15,-99,-99,27,20,23,27,-99,27,-99,-99,-99,26,21,22,15,24,-99,-99,-99,4,24,25,-99,19,25,21,35
14/03/2015,8,16,18,23,-99,28,19,-99,-99,24,19,23,25,-99,27,-99,-99,-99,26,15,22,18,25,-99,-99,-99,6,29,27,-99,21,23,21,29
14/03/2015,9,13,7,31,-99,27,21,-99,-99,20,19,29,21,-99,22,-99,-99,-99,22,15,16,19,23,-99,-99,-99,5,39,35,-99,10,16,23,27
14/03/2015,10,8,3,32,-99,28,16,-99,-99,25,20,32,13,-99,12,-99,-99,-99,21,7,10,11,14,-99,-99,-99,5,39,34,-99,7,8,22,18
14/03/2015,11,14,3,18,-99,34,12,-99,-99,23,19,19,26,-99,10,-99,-99,-99,21,6,10,6,25,-99,-99,-99,4,36,25,-99,6,8,17,29
14/03/2015,12,14,2,27,-99,25,12,-99,-99,24,18,25,9,-99,9,-99,-99,-99,10,7,8,6,28,-99,-99,-99,4,33,30,-99,5,7,15,31
14/03/2015,13,3,3,28,-99,7,9,-99,-99,9,19,18,6,-99,7,-99,-99,-99,9,6,7,4,11,-99,-99,-99,4,8,9,-99,5,6,14,13
14/03/2015,14,3,2,15,-99,7,9,-99,-99,4,23,14,6,-99,8,-99,-99,-99,10,6,6,3,9,-99,-99,-99,5,7,7,-99,6,7,7,15
14/03/2015,15,4,3,17,-99,9,11,-99,-99,4,17,17,7,-99,7,-99,-99,-99,12,6,7,3,11,-99,-99,-99,4,8,6,-99,7,7,10,15
14/03/2015,16,5,2,17,-99,10,11,-99,-99,4,18,19,9,-99,8,-99,-99,-99,14,7,8,4,15,-99,-99,-99,5,9,8,-99,7,7,15,19
14/03/2015,17,8,3,17,-99,11,11,-99,-99,5,13,20,9,-99,10,-99,-99,-99,15,8,9,3,18,-99,-99,-99,4,16,26,-99,6,6,14,19
14/03/2015,18,11,3,25,-99,15,7,-99,-99,7,14,27,14,-99,12,-99,-99,-99,16,7,11,4,25,-99,-99,-99,5,35,23,-99,6,8,17,23
14/03/2015,19,14,5,31,-99,16,4,-99,-99,9,16,32,13,-99,16,-99,-99,-99,17,11,10,4,31,-99,-99,-99,6,35,28,-99,8,13,23,34
14/03/2015,20,18,6,24,-99,33,5,-99,-99,21,13,29,18,-99,17,-99,-99,-99,23,15,17,4,28,-99,-99,-99,7,31,24,-99,7,18,19,34
14/03/2015,21,13,3,25,-99,31,13,-99,-99,33,14,27,33,-99,23,-99,-99,-99,28,21,33,7,22,-99,-99,-99,4,29,20,-99,7,15,19,28
14/03/2015,22,13,4,24,-99,30,10,-99,-99,29,21,28,31,-99,32,-99,-99,-99,26,21,30,11,21,-99,-99,-99,3,28,23,-99,8,28,23,36
14/03/2015,23,10,6,20,-99,30,28,-99,-99,26,23,22,30,-99,31,-99,-99,-99,25,20,28,28,21,-99,-99,-99,2,30,23,-99,25,32,15,32
14/03/2015,24,8,27,14,-99,24,28,-99,-99,24,16,19,28,-99,30,-99,-99,-99,26,19,23,28,17,-99,-99,-99,18,25,19,-99,27,26,9,23
15/03/2015,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
15/03/2015,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
15/03/2015,3,6,14,16,-99,23,16,-99,-99,12,6,12,23,-99,23,-99,-99,-99,12,8,19,13,11,-99,-99,-99,23,14,16,-99,20,26,10,23
15/03/2015,4,6,12,9,-99,23,12,-99,-99,12,6,12,19,-99,23,-99,-99,-99,11,9,18,11,9,-99,-99,-99,20,14,13,-99,18,26,7,14
15/03/2015,5,4,9,10,-99,18,12,-99,-99,10,8,12,19,-99,23,-99,-99,-99,13,10,13,12,10,-99,-99,-99,21,16,9,-99,18,20,8,14
15/03/2015,6,6,11,9,-99,23,16,-99,-99,11,8,10,22,-99,23,-99,-99,-99,13,10,12,15,12,-99,-99,-99,13,21,9,-99,15,16,7,17
15/03/2015,7,9,16,11,-99,27,16,-99,-99,10,16,11,25,-99,22,-99,-99,-99,16,8,16,15,18,-99,-99,-99,13,25,14,-99,16,20,12,20
15/03/2015,8,13,16,11,-99,27,19,-99,-99,10,11,11,24,-99,26,-99,-99,-99,16,10,21,16,20,-99,-99,-99,18,25,18,-99,22,25,11,22
15/03/2015,9,9,17,15,-99,22,21,-99,-99,13,15,17,27,-99,27,-99,-99,-99,18,12,20,17,21,-99,-99,-99,20,24,17,-99,23,21,9,20
15/03/2015,10,6,18,19,-99,24,23,-99,-99,13,11,18,24,-99,25,-99,-99,-99,21,8,17,20,18,-99,-99,-99,17,23,13,-99,21,20,8,18
15/03/2015,11,4,19,16,-99,23,20,-99,-99,12,9,15,21,-99,26,-99,-99,-99,17,8,24,17,16,-99,-99,-99,19,19,16,-99,22,26,7,20
15/03/2015,12,4,24,10,-99,22,20,-99,-99,15,6,14,23,-99,25,-99,-99,-99,19,10,29,18,14,-99,-99,-99,24,14,15,-99,25,31,9,27
15/03/2015,13,8,33,11,-99,22,21,-99,-99,17,9,13,22,-99,27,-99,-99,-99,17,11,30,22,17,-99,-99,-99,26,17,14,-99,23,29,9,22
15/03/2015,14,8,26,11,-99,24,23,-99,-99,20,11,19,23,-99,29,-99,-99,-99,20,13,33,22,18,-99,-99,-99,15,17,17,-99,23,28,8,25
15/03/2015,15,9,22,12,-99,27,25,-99,-99,24,12,21,28,-99,33,-99,-99,-99,24,14,39,25,20,-99,-99,-99,3,16,16,-99,26,36,8,32
15/03/2015,16,9,4,14,-99,27,19,-99,-99,15,9,20,33,-99,36,-99,-99,-99,26,11,27,13,22,-99,-99,-99,3,18,20,-99,12,26,17,35
15/03/2015,17,7,6,17,-99,24,7,-99,-99,11,9,18,16,-99,17,-99,-99,-99,11,11,31,8,26,-99,-99,-99,3,21,21,-99,7,9,19,34
15/03/2015,18,9,3,19,-99,20,9,-99,-99,13,13,26,15,-99,16,-99,-99,-99,15,18,36,9,25,-99,-99,-99,4,29,21,-99,11,14,16,24
15/03/2015,19,13,5,27,-99,33,13,-99,-99,17,15,33,29,-99,31,-99,-99,-99,21,19,33,11,27,-99,-99,-99,19,27,22,-99,24,37,20,32
15/03/2015,20,13,25,27,-99,34,31,-99,-99,23,24,31,34,-99,36,-99,-99,-99,30,18,29,26,28,-99,-99,-99,30,29,26,-99,32,33,25,30
15/03/2015,21,13,35,26,-99,33,32,-99,-99,25,23,27,33,-99,35,-99,-99,-99,29,15,29,33,24,-99,-99,-99,27,29,27,-99,29,31,23,32
15/03/2015,22,13,32,24,-99,32,30,-99,-99,28,19,23,32,-99,33,-99,-99,-99,27,18,31,30,23,-99,-99,-99,31,29,27,-99,31,33,23,31
15/03/2015,23,13,30,19,-99,31,27,-99,-99,25,15,17,31,-99,32,-99,-99,-99,22,21,31,28,21,-99,-99,-99,30,27,27,-99,30,32,22,31
15/03/2015,24,12,27,16,-99,29,24,-99,-99,16,10,14,29,-99,30,-99,-99,-99,20,21,33,22,21,-99,-99,-99,31,23,21,-99,28,31,19,32
16/03/2015,1,12,27,14,-99,26,21,-99,-99,13,14,14,26,-99,29,-99,-99,-99,18,20,30,21,20,-99,-99,-99,28,22,14,-99,27,30,12,30
16/03/2015,2,11,24,12,-99,25,22,-99,-99,19,17,16,25,-99,27,-99,-99,-99,16,19,24,22,18,-99,-99,-99,27,20,14,-99,25,29,14,26
16/03/2015,3,10,23,12,-99,23,20,-99,-99,24,17,13,24,-99,26,-99,-99,-99,16,18,18,18,17,-99,-99,-99,26,13,11,-99,23,25,11,26
16/03/2015,4,10,24,12,-99,23,17,-99,-99,21,15,18,25,-99,25,-99,-99,-99,18,14,16,18,18,-99,-99,-99,24,15,9,-99,23,20,9,26
16/03/2015,5,10,17,11,-99,24,17,-99,-99,25,14,17,25,-99,24,-99,-99,-99,18,13,19,19,18,-99,-99,-99,22,23,13,-99,22,20,14,24
16/03/2015,6,11,4,17,-99,24,19,-99,-99,16,18,16,24,-99,24,-99,-99,-99,18,13,20,20,18,-99,-99,-99,21,22,21,-99,19,22,14,24
16/03/2015,7,10,12,18,-99,24,20,-99,-99,13,18,18,27,-99,23,-99,-99,-99,19,13,21,20,19,-99,-99,-99,20,24,20,-99,20,22,16,22
16/03/2015,8,11,4,18,-99,26,18,-99,-99,16,17,20,28,-99,25,-99,-99,-99,22,12,19,18,19,-99,-99,-99,19,24,18,-99,21,24,16,26
16/03/2015,9,12,3,21,-99,31,21,-99,-99,21,15,23,32,-99,32,-99,-99,-99,23,17,21,17,20,-99,-99,-99,20,26,18,-99,25,22,14,30
16/03/2015,10,9,2,23,-99,34,28,-99,-99,21,16,32,33,-99,28,-99,-99,-99,37,16,21,17,19,-99,-99,-99,18,35,21,-99,21,24,15,26
16/03/2015,11,7,2,27,-99,31,9,-99,-99,9,14,33,27,-99,26,-99,-99,-99,31,16,21,3,16,-99,-99,-99,11,37,21,-99,9,28,14,20
16/03/2015,12,7,3,25,-99,29,8,-99,-99,5,17,22,12,-99,21,-99,-99,-99,7,14,24,2,15,-99,-99,-99,3,30,-99,-99,3,14,14,20
16/03/2015,13,7,3,21,-99,16,3,-99,-99,5,16,9,6,-99,8,-99,-99,-99,7,13,8,-99,10,-99,-99,-99,3,20,-99,-99,3,5,15,15
16/03/2015,14,5,4,9,-99,8,3,-99,-99,4,15,10,7,-99,7,-99,-99,-99,7,10,7,2,10,-99,-99,-99,3,6,-99,-99,4,5,13,11
16/03/2015,15,4,4,9,-99,8,4,-99,-99,5,12,12,7,-99,8,-99,-99,-99,7,9,8,3,12,-99,-99,-99,3,7,-99,-99,3,5,9,11
16/03/2015,16,4,4,8,-99,9,4,-99,-99,6,10,12,8,-99,9,-99,-99,-99,7,8,7,3,12,-99,-99,-99,3,7,7,-99,4,5,8,13
16/03/2015,17,5,4,9,-99,9,4,-99,-99,8,9,11,8,-99,10,-99,-99,-99,7,7,8,3,14,-99,-99,-99,3,8,8,-99,4,7,9,14
16/03/2015,18,10,4,11,-99,11,6,-99,-99,8,17,15,11,-99,11,-99,-99,-99,13,9,10,5,16,-99,-99,-99,4,9,10,-99,6,9,12,16
16/03/2015,19,14,4,14,-99,15,13,-99,-99,11,19,21,15,-99,15,-99,-99,-99,17,11,15,8,19,-99,-99,-99,5,14,12,-99,10,16,17,23
16/03/2015,20,19,4,21,-99,18,12,-99,-99,10,18,29,20,-99,22,-99,-99,-99,22,14,23,8,28,-99,-99,-99,7,19,17,-99,14,19,20,30
16/03/2015,21,26,4,28,-99,24,16,-99,-99,19,20,31,22,-99,24,-99,-99,-99,22,23,20,12,28,-99,-99,-99,7,23,18,-99,15,20,19,28
16/03/2015,22,18,5,28,-99,21,10,-99,-99,24,24,28,17,-99,17,-99,-99,-99,14,15,21,9,32,-99,-99,-99,12,34,28,-99,7,17,19,31
16/03/2015,23,20,6,27,-99,18,11,-99,-99,18,28,35,14,-99,14,-99,-99,-99,17,9,22,9,28,-99,-99,-99,13,36,26,-99,9,14,21,37
16/03/2015,24,18,3,26,-99,12,9,-99,-99,15,24,32,12,-99,12,-99,-99,-99,18,7,21,6,21,-99,-99,-99,8,31,24,-99,6,13,21,36
17/03/2015,1,5,3,23,-99,19,6,-99,-99,9,22,29,7,-99,8,-99,-99,-99,-99,6,15,5,12,-99,-99,-99,5,28,26,-99,3,8,24,35
17/03/2015,2,6,3,21,-99,30,6,-99,-99,16,21,28,8,-99,10,-99,-99,-99,7,6,13,6,11,-99,-99,-99,5,27,26,-99,6,6,24,18
17/03/2015,3,5,2,19,-99,27,6,-99,-99,13,19,25,7,-99,8,-99,-99,-99,17,6,11,5,7,-99,-99,-99,3,27,23,-99,5,6,22,18
17/03/2015,4,7,1,20,-99,15,6,-99,-99,13,21,23,7,-99,8,-99,-99,-99,12,8,16,10,9,-99,-99,-99,5,26,23,-99,5,6,19,16
17/03/2015,5,10,3,17,-99,28,10,-99,-99,10,19,21,16,-99,8,-99,-99,-99,22,8,17,15,14,-99,-99,-99,7,25,23,-99,9,14,17,21
17/03/2015,6,13,9,16,-99,27,12,-99,-99,24,21,21,26,-99,20,-99,-99,-99,22,9,22,21,19,-99,-99,-99,15,26,21,-99,13,21,20,29
17/03/2015,7,14,17,17,-99,27,25,-99,-99,26,20,21,28,-99,29,-99,-99,-99,22,13,28,25,19,-99,-99,-99,17,28,21,-99,23,29,21,30
17/03/2015,8,13,23,21,-99,33,26,-99,-99,26,20,22,32,-99,31,-99,-99,-99,24,18,25,26,20,-99,-99,-99,19,27,23,-99,22,31,21,32
17/03/2015,9,13,26,18,-99,41,33,-99,-99,29,19,29,43,-99,38,-99,-99,-99,31,14,24,31,26,-99,-99,-99,14,30,22,-99,16,39,18,23
17/03/2015,10,10,33,19,-99,45,40,-99,-99,27,15,35,45,-99,41,-99,-99,-99,49,9,15,35,26,-99,-99,-99,7,-99,25,-99,13,29,17,26
17/03/2015,11,6,31,27,-99,38,23,-99,-99,56,14,42,44,-99,28,-99,-99,-99,53,7,13,36,17,-99,-99,-99,4,36,26,-99,6,12,17,31
17/03/2015,12,7,14,25,-99,32,17,-99,-99,64,12,40,30,-99,19,-99,-99,-99,40,4,11,18,15,-99,-99,-99,3,35,18,-99,4,5,12,23
17/03/2015,13,10,16,24,-99,32,12,-99,-99,49,12,36,25,-99,21,-99,-99,-99,32,3,9,19,17,-99,-99,-99,3,41,17,-99,5,6,12,32
17/03/2015,14,7,11,22,-99,37,14,-99,-99,44,16,37,19,-99,15,-99,-99,-99,32,4,8,17,12,-99,-99,-99,5,39,16,-99,7,9,10,27
17/03/2015,15,12,8,23,-99,30,13,-99,-99,33,-99,37,17,-99,16,-99,-99,-99,24,7,10,13,17,-99,-99,-99,5,37,17,-99,5,9,-99,28
17/03/2015,16,11,8,21,-99,33,12,-99,-99,29,14,35,19,-99,16,-99,-99,-99,25,8,11,11,11,-99,-99,-99,3,34,20,-99,7,7,13,22
17/03/2015,17,6,11,20,-99,24,17,-99,-99,31,14,31,20,-99,18,-99,-99,-99,33,9,12,22,14,-99,-99,-99,4,34,20,-99,7,10,14,18
17/03/2015,18,7,12,15,-99,33,25,-99,-99,13,21,31,25,-99,21,-99,-99,-99,37,11,19,33,18,-99,-99,-99,4,38,27,-99,11,13,16,22
17/03/2015,19,13,7,24,-99,50,26,-99,-99,12,27,20,47,-99,31,-99,-99,-99,34,15,24,40,24,-99,-99,-99,4,39,32,-99,12,19,20,26
17/03/2015,20,12,11,38,-99,42,30,-99,-99,14,27,21,28,-99,34,-99,-99,-99,16,15,36,21,27,-99,-99,-99,7,52,34,-99,17,23,22,35
17/03/2015,21,16,18,40,-99,50,27,-99,-99,15,21,47,27,-99,28,-99,-99,-99,14,15,38,25,27,-99,-99,-99,10,38,27,-99,19,28,16,27
17/03/2015,22,11,38,40,-99,50,30,-99,-99,18,25,40,48,-99,44,-99,-99,-99,27,14,42,25,23,-99,-99,-99,25,37,31,-99,31,36,26,38
17/03/2015,23,13,26,34,-99,43,31,-99,-99,26,23,29,46,-99,47,-99,-99,-99,35,17,40,28,22,-99,-99,-99,24,39,38,-99,31,39,27,37
17/03/2015,24,14,19,23,-99,42,28,-99,-99,32,23,28,44,-99,45,-99,-99,-99,26,20,44,26,24,-99,-99,-99,22,38,33,-99,32,44,32,-99
18/03/2015,1,18,12,13,-99,35,29,-99,-99,21,23,26,34,-99,32,-99,-99,-99,26,16,46,20,26,-99,-99,-99,28,34,28,-99,28,39,29,-99
18/03/2015,2,13,7,11,-99,34,25,-99,-99,13,20,22,27,-99,36,-99,-99,-99,28,10,40,7,26,-99,-99,-99,20,27,24,-99,27,35,27,-99
18/03/2015,3,17,8,16,-99,33,17,-99,-99,8,20,18,19,-99,31,-99,-99,-99,20,10,33,7,26,-99,-99,-99,12,29,26,-99,11,18,29,-99
18/03/2015,4,21,14,17,-99,31,21,-99,-99,8,20,20,18,-99,20,-99,-99,-99,26,8,22,12,28,-99,-99,-99,8,31,30,-99,11,19,27,-99
18/03/2015,5,21,9,18,-99,28,15,-99,-99,9,17,19,28,-99,25,-99,-99,-99,19,11,26,18,28,-99,-99,-99,11,24,29,-99,20,17,27,-99
18/03/2015,6,24,14,18,-99,32,26,-99,-99,7,19,18,29,-99,33,-99,-99,-99,19,21,34,19,27,-99,-99,-99,16,25,28,-99,20,28,26,-99
18/03/2015,7,22,17,22,-99,29,23,-99,-99,23,18,23,35,-99,33,-99,-99,-99,27,26,35,23,26,-99,-99,-99,18,26,26,-99,22,30,27,-99
18/03/2015,8,18,19,23,-99,31,23,-99,-99,27,19,23,33,-99,33,-99,-99,-99,26,25,37,22,25,-99,-99,-99,18,34,27,-99,22,32,23,-99
18/03/2015,9,18,16,37,-99,36,27,-99,-99,12,30,33,36,-99,35,-99,-99,-99,33,13,35,18,25,-99,-99,-99,16,28,32,-99,21,33,20,-99
18/03/2015,10,10,20,49,-99,45,22,-99,-99,10,28,41,37,-99,36,-99,-99,-99,33,8,24,21,24,-99,-99,-99,7,31,34,-99,19,21,13,-99
18/03/2015,11,12,21,42,-99,37,14,-99,-99,9,16,46,-99,-99,25,-99,-99,-99,34,11,21,18,24,-99,-99,-99,5,39,24,-99,12,13,12,-99
18/03/2015,12,12,15,16,-99,27,10,-99,-99,-99,9,39,-99,-99,11,-99,-99,-99,24,12,17,16,16,-99,-99,-99,4,26,18,-99,13,13,8,-99
18/03/2015,13,13,14,19,-99,23,17,-99,-99,-99,14,27,-99,-99,15,-99,-99,-99,26,11,13,18,17,-99,-99,-99,4,24,18,-99,4,14,10,-99
18/03/2015,14,9,10,21,-99,22,16,-99,-99,-99,13,29,23,-99,20,-99,-99,-99,22,10,12,15,19,-99,-99,-99,-99,28,20,-99,5,9,14,-99
18/03/2015,15,-99,10,22,-99,22,17,-99,-99,-99,10,25,23,-99,17,-99,-99,-99,19,9,12,17,16,-99,-99,-99,5,29,24,-99,7,9,14,-99
18/03/2015,16,-99,12,18,-99,20,17,-99,-99,17,7,27,25,-99,20,-99,-99,-99,25,10,12,14,20,-99,-99,-99,4,28,25,-99,10,10,14,-99
18/03/2015,17,-99,6,14,-99,45,20,-99,-99,24,7,17,26,-99,19,-99,-99,-99,32,13,19,13,24,-99,-99,-99,5,27,20,-99,10,13,14,-99
18/03/2015,18,-99,6,12,-99,39,15,-99,-99,22,11,21,29,-99,24,-99,-99,-99,23,16,23,14,30,-99,-99,-99,5,29,16,-99,11,16,9,-99
18/03/2015,19,-99,9,17,-99,30,16,-99,-99,23,19,22,33,-99,30,-99,-99,-99,19,15,38,18,29,-99,-99,-99,5,34,27,-99,18,23,12,-99
18/03/2015,20,13,12,15,-99,34,16,-99,-99,14,24,31,31,-99,32,-99,-99,-99,21,18,40,14,38,-99,-99,-99,5,36,29,-99,15,23,32,-99
18/03/2015,21,13,21,21,-99,27,38,-99,-99,13,23,31,29,-99,23,-99,-99,-99,23,19,36,26,35,-99,-99,-99,11,35,22,-99,18,22,40,-99
18/03/2015,22,14,15,23,-99,29,36,-99,-99,12,14,27,28,-99,27,-99,-99,-99,26,19,39,36,35,-99,-99,-99,8,33,26,-99,17,24,34,-99
18/03/2015,23,10,13,14,-99,29,35,-99,-99,10,15,24,27,-99,-99,-99,-99,-99,17,16,40,22,29,-99,-99,-99,15,26,23,-99,32,26,18,-99
18/03/2015,24,9,22,18,-99,31,26,-99,-99,11,27,18,28,-99,-99,-99,-99,-99,17,20,38,21,24,-99,-99,-99,23,29,23,-99,31,34,13,-99
19/03/2015,1,10,13,12,-99,32,18,-99,-99,11,27,10,22,-99,-99,-99,-99,-99,14,14,33,14,16,-99,-99,-99,24,25,18,-99,26,31,8,21
19/03/2015,2,7,9,15,-99,27,12,-99,-99,11,24,9,25,-99,-99,-99,-99,-99,13,13,15,12,14,-99,-99,-99,19,27,15,-99,17,13,8,20
19/03/2015,3,6,9,14,-99,21,14,-99,-99,14,23,9,24,-99,-99,-99,-99,-99,14,-99,13,13,14,-99,-99,-99,19,21,15,-99,16,11,13,12
19/03/2015,4,12,12,9,-99,18,16,-99,-99,19,25,10,21,-99,-99,-99,-99,-99,18,9,16,-99,14,-99,-99,-99,12,16,21,-99,15,14,16,14
19/03/2015,5,18,13,11,-99,20,16,-99,-99,25,22,16,24,-99,-99,-99,-99,-99,20,12,19,-99,16,-99,-99,-99,15,16,20,-99,18,19,18,19
19/03/2015,6,18,16,15,-99,24,16,-99,-99,28,23,18,21,-99,-99,-99,-99,-99,21,24,25,13,21,-99,-99,-99,21,18,21,-99,26,28,20,24
19/03/2015,7,20,23,15,-99,28,20,-99,-99,29,21,17,26,-99,-99,-99,-99,-99,21,21,32,21,26,-99,-99,-99,31,23,24,-99,28,30,24,32
19/03/2015,8,20,25,17,-99,27,28,-99,-99,28,21,20,26,-99,-99,29,-99,-99,22,25,29,27,25,-99,-99,-99,27,29,24,-99,27,29,20,33
19/03/2015,9,11,19,20,-99,30,29,-99,-99,27,22,27,32,-99,-99,27,-99,-99,24,-99,22,28,25,-99,-99,-99,20,40,22,-99,22,23,20,36
19/03/2015,10,7,17,24,-99,31,29,-99,-99,24,17,29,37,-99,-99,18,-99,-99,32,12,20,28,19,-99,-99,-99,15,39,18,-99,21,23,13,35
19/03/2015,11,5,16,29,-99,41,23,-99,-99,25,-99,37,33,-99,-99,16,-99,-99,36,10,22,24,17,-99,-99,-99,13,32,17,-99,21,23,9,37
19/03/2015,12,5,14,32,-99,47,20,-99,-99,23,-99,47,33,-99,-99,16,-99,-99,30,11,16,22,16,-99,-99,-99,7,43,22,-99,16,19,12,38
19/03/2015,13,6,14,28,-99,33,17,-99,-99,22,-99,43,28,-99,-99,16,-99,-99,26,10,-99,17,13,-99,-99,-99,6,47,22,-99,9,15,15,28
19/03/2015,14,7,13,30,-99,30,16,-99,-99,21,-99,42,22,-99,-99,11,-99,-99,24,12,-99,16,11,-99,-99,-99,4,38,18,-99,8,14,14,20
19/03/2015,15,7,9,29,-99,29,20,-99,-99,29,-99,45,33,-99,-99,9,-99,-99,34,12,13,24,11,-99,-99,-99,4,27,16,-99,10,16,12,22
19/03/2015,16,7,5,34,-99,42,19,-99,-99,22,19,38,50,-99,-99,37,-99,-99,38,13,48,20,25,-99,-99,-99,6,43,35,-99,14,37,24,39
19/03/2015,17,19,6,47,-99,42,18,-99,-99,15,30,34,42,-99,-99,25,-99,-99,22,13,35,20,25,-99,-99,-99,10,44,33,-99,14,31,24,38
