"mes","mean.TLA","mean.MER","mean.UIZ","mean.PED","mean.SAG","mean.XAL","cont"
"10/2012",29.0600858369099,33.8631875881523,29.7438356164384,25.037089871612,21.1,26.0156028368794,744
"10/2013",29.8576850094877,33.1894586894587,27.4625176803395,24.9744360902256,20.4860426929392,26.7341772151899,744
"10/2014",28.335635359116,NA,26.7266483516484,22.6512605042017,20.8147590361446,25.6088193456615,744
"10/2015",29.0111111111111,31.5881523272214,26.0445062586926,22.0595567867036,20.4025069637883,25.9465811965812,744
"10/2016",25.2464589235127,27.1563055062167,23.9210526315789,20.5605006954103,16.9477977161501,19.9401947148818,744
"10/2017",28.8563218390805,29.2871012482663,24.234221598878,21.1167369901547,20.3293768545994,17.034188034188,744
"10/2018",26.7579250720461,29.9092219020173,23.2839756592292,18.9954954954955,17.8627450980392,23.204347826087,744
"10/2019",24.17,27.0748587570621,21.2861111111111,18.4616457461646,NA,23.6,744
"10/2020",27.8126721763085,29.4643356643357,23.850640113798,17.7144866385373,21.1695402298851,NA,744
"11/2005",37.8323076923077,37.2457865168539,36.415014164306,32.4481132075472,27.9266572637518,34.1012145748988,720
"11/2006",40.2543859649123,44.3690987124464,35.9733146067416,34.1551480959097,26.0695102685624,39.8300283286119,720
"11/2007",33.65,42.7762039660057,36.4094151212553,29.7960339943343,26.0141843971631,34.5206106870229,720
"11/2008",35.2436472346786,40.9900568181818,37.0798858773181,31.0284495021337,26.7802816901408,39.6716417910448,720
"11/2009",35.0937950937951,39.4711246200608,28.4732394366197,30.9698890649762,25.6074626865672,33.7589158345221,720
"11/2010",38.9293948126801,46.9101796407186,33.1179775280899,31.9985714285714,28.375189107413,42.6412884333821,720
"11/2011",40.4264705882353,42.5393586005831,30.268085106383,29.4331926863572,28.9114331723027,36.3773861967695,720
"11/2012",33.7197640117994,38.4739130434783,33.4377104377104,29.7809798270893,NA,30.0614934114202,720
"11/2013",33.2715328467153,37.9143686502177,31.8247863247863,27.2848920863309,23.9698275862069,32.1656050955414,720
"11/2014",36.5169491525424,43.1155778894472,30.3142037302726,28.6965317919075,27.1700288184438,34.6601941747573,720
"11/2015",32.5670261941448,34.5085714285714,28.4322766570605,25.5385714285714,23.292507204611,30.4293381037567,720
"11/2016",31.6748466257669,35.7147147147147,32.0075414781297,25.5242857142857,21.455919395466,27.8357142857143,720
"11/2017",33.9516837481698,40.9166666666667,31.1428571428571,29.257183908046,26.796486090776,31.3743315508021,720
"11/2018",35.832361516035,36.6739766081871,27.006106870229,24.5481335952849,25.0153139356815,33.3039647577093,720
"11/2019",28.5545590433483,32.664265129683,27.1656565656566,19.6057268722467,21.4313146233383,30.3151079136691,720
"11/2020",29.2995529061103,33.5379113018598,29.7517934002869,21.8467048710602,22.9397417503587,NA,720
"12/2005",47.0798969072165,54.6714060031596,47.1385869565217,40.0184135977337,32.6937716262976,47.2347354138399,744
"12/2006",38.4106628242075,45.1650750341064,34.0122116689281,32.6445366528354,31.2185714285714,39.748844375963,744
"12/2007",43.3386075949367,51.5778078484438,43.2640218878249,35.2049518569464,35.4993122420908,45.2282913165266,744
"12/2008",48.7279102384292,52.6192592592593,45.6262068965517,39.4206798866856,38.4301833568406,47.7420689655172,744
"12/2009",39.541782729805,41.5676429567643,30.6639231824417,30.3827160493827,28.9485714285714,37.168115942029,744
"12/2010",43.9635343618513,54.7404718693285,44.9596412556054,36.7020933977456,32.5537790697674,47.5549450549451,744
"12/2011",53.5104669887279,53.4191780821918,42.0632737276479,32.8223776223776,39.5017301038062,47.8361344537815,744
"12/2012",47.5912305516266,49.4267605633803,42.5141776937618,33.092050209205,NA,43.0056258790436,744
"12/2013",39.8418079096045,43.4,36.1616666666667,30.2201963534362,30.0557823129252,36.6685393258427,744
"12/2014",37.9850968703428,43.218878248974,34.0505464480874,30.4383753501401,29.5054794520548,35.7242798353909,744
"12/2015",41.961057023644,42.6343042071197,36.3743093922652,31.4916897506925,30.7759336099585,40.4944444444444,744
"12/2016",32.7597402597403,36.5060034305317,29.509954058193,24.512676056338,22.4295774647887,31.9237588652482,744
"12/2017",42.423019431988,46.8188202247191,36.7014446227929,33.5940740740741,32.1971014492754,40.0401721664275,744
"12/2018",39.9790502793296,42.3060648801128,32.1066666666667,28.9087078651685,30.1914893617021,38.808112324493,744
"12/2019",36.7132768361582,40.952023988006,33.285930408472,27.8132045088567,28.8038942976356,37.4511834319527,744
"12/2020",32.0055172413793,35.2064606741573,26.9750692520776,21.3613793103448,27.2675862068966,NA,744
