FECHA,HORA,LVI,TLA,XAL,MER,PED,CES,TLI,VIF,TAH,SUR,FAC,SAG,TAX,IZT
09/03/2010,10,51,83,93,36,64,55,87,74,23,48,96,66,62,53
09/03/2010,11,17,31,58,12,24,36,45,52,5,16,41,24,32,31
09/03/2010,12,13,22,47,13,26,32,31,60,2,19,31,26,34,17
09/03/2010,13,18,19,78,13,1,17,56,98,50,21,32,15,20,32
09/03/2010,14,30,28,37,17,40,33,51,110,-99,14,46,18,-99,33
09/03/2010,15,39,51,71,64,58,231,50,34,114,89,64,38,79,33
09/03/2010,16,47,49,134,67,30,187,42,60,55,55,56,83,75,59
09/03/2010,17,43,40,117,79,29,127,52,69,74,102,59,97,95,77
09/03/2010,18,37,39,65,31,28,79,47,83,60,43,42,87,34,68
09/03/2010,19,19,48,67,33,40,37,44,65,40,13,37,18,30,44
09/03/2010,20,24,37,109,15,27,22,29,43,28,11,52,55,-99,39
09/03/2010,21,47,39,93,27,32,24,49,49,7,27,33,68,25,20
09/03/2010,22,36,67,54,41,20,16,33,46,2,24,28,46,25,21
09/03/2010,23,15,51,57,24,17,6,37,28,-99,16,19,21,30,22
09/03/2010,24,-99,12,13,9,-99,18,28,19,28,29,13,24,47,24
10/03/2010,1,2,9,-99,2,-99,30,-99,1,17,10,8,-99,35,36
10/03/2010,2,4,2,-99,11,2,32,7,3,-99,25,7,8,18,16
10/03/2010,3,35,2,44,34,3,15,5,-99,10,17,7,37,32,20
10/03/2010,4,17,4,34,19,-99,22,-99,-99,13,36,12,14,24,46
10/03/2010,5,12,14,-99,26,2,7,5,15,25,12,10,22,20,28
10/03/2010,6,22,22,74,31,12,17,18,12,-99,18,18,25,14,34
10/03/2010,7,36,22,83,44,-99,32,17,22,12,26,27,43,33,43
10/03/2010,8,47,31,200,78,74,81,28,40,50,54,45,56,74,67
10/03/2010,9,43,40,82,51,59,70,39,56,67,63,69,70,69,57
10/03/2010,10,22,22,94,13,55,85,62,77,68,45,69,138,-99,55
10/03/2010,11,53,54,96,54,47,90,63,85,98,58,85,77,-99,41
10/03/2010,12,57,41,123,82,47,83,131,133,152,64,89,94,-99,106
10/03/2010,13,38,65,178,97,63,83,61,81,-99,83,68,105,74,84
10/03/2010,14,34,64,90,40,26,106,64,145,83,218,59,137,53,106
10/03/2010,15,47,50,98,65,51,107,29,44,111,61,69,114,84,76
10/03/2010,16,48,35,-99,62,69,73,9,53,59,32,47,57,50,116
10/03/2010,17,33,44,-99,93,42,31,29,52,87,23,39,68,44,74
10/03/2010,18,36,20,99,47,65,27,27,43,25,23,35,62,34,46
10/03/2010,19,72,19,83,35,24,31,40,35,3,28,35,109,27,44
10/03/2010,20,1,27,110,32,34,17,14,3,8,25,25,53,23,40
10/03/2010,21,59,37,74,27,29,29,8,15,18,30,40,81,28,35
10/03/2010,22,53,88,65,47,29,46,40,112,49,60,17,68,37,36
10/03/2010,23,33,58,52,29,38,35,51,72,29,40,21,47,53,44
10/03/2010,24,40,29,56,29,9,25,71,106,42,43,28,37,55,33
11/03/2010,1,34,40,91,28,-99,29,70,70,20,43,30,36,42,47
11/03/2010,2,21,53,73,24,23,30,37,40,35,38,34,20,37,35
11/03/2010,3,15,35,70,26,9,32,58,42,33,31,30,21,28,37
11/03/2010,4,16,40,69,22,8,37,51,36,21,26,-99,30,29,18
11/03/2010,5,26,30,82,41,12,35,77,51,12,27,13,23,31,42
11/03/2010,6,41,39,151,42,21,40,1,57,46,23,12,57,37,38
11/03/2010,7,51,71,190,53,27,47,48,91,9,33,19,62,38,39
11/03/2010,8,62,91,145,71,50,65,49,139,90,59,35,76,59,52
11/03/2010,9,59,75,80,67,51,97,16,145,48,-99,23,65,46,62
11/03/2010,10,27,19,59,36,43,76,36,110,31,-99,19,70,64,66
11/03/2010,11,46,32,23,22,41,29,39,7,31,-99,39,15,48,51
11/03/2010,12,21,38,72,27,4,39,65,153,52,-99,38,75,31,46
11/03/2010,13,-99,46,92,111,39,105,102,107,58,-99,50,-99,37,66
11/03/2010,14,-99,50,131,-99,89,125,133,173,80,-99,68,-99,78,52
11/03/2010,15,-99,48,321,-99,59,73,100,126,73,43,67,-99,50,60
11/03/2010,16,108,52,125,-99,52,31,67,88,29,30,48,68,50,53
11/03/2010,17,70,47,82,-99,37,99,32,69,116,78,46,44,54,42
11/03/2010,18,59,33,77,-99,42,73,63,64,63,86,35,48,59,45
11/03/2010,19,51,28,63,34,72,31,64,55,55,29,32,51,36,40
11/03/2010,20,59,41,130,90,28,21,64,36,11,26,44,56,29,42
11/03/2010,21,29,34,55,28,21,22,35,47,40,13,33,25,21,33
11/03/2010,22,39,37,25,12,26,25,43,115,51,15,29,33,20,24
11/03/2010,23,38,18,40,29,27,206,36,44,39,3,20,38,39,22
11/03/2010,24,35,29,83,22,26,31,26,36,29,23,17,47,19,22
12/03/2010,1,26,31,67,24,23,35,19,44,-99,22,10,33,33,32
12/03/2010,2,48,18,43,41,26,14,40,59,50,31,12,24,36,32
12/03/2010,3,31,18,48,28,9,21,46,44,1,25,15,21,28,49
12/03/2010,4,37,25,48,31,-99,11,50,28,10,21,25,27,23,32
12/03/2010,5,30,39,113,20,-99,6,62,43,17,14,46,14,17,31
12/03/2010,6,35,75,126,50,23,19,73,57,19,17,44,37,19,35
12/03/2010,7,73,79,142,50,20,61,46,47,60,23,50,39,35,31
12/03/2010,8,100,60,214,85,68,106,91,74,46,57,34,32,81,51
12/03/2010,9,-99,50,106,74,46,86,71,81,86,68,40,59,70,70
12/03/2010,10,-99,77,107,81,36,52,-99,74,42,61,53,32,72,71
12/03/2010,11,-99,36,113,50,52,36,-99,40,30,43,48,55,56,64
12/03/2010,12,65,38,79,32,44,65,107,71,46,45,48,44,50,36
12/03/2010,13,58,79,31,58,69,37,90,75,17,36,59,40,41,62
12/03/2010,14,63,63,88,48,47,44,69,79,53,37,61,54,55,54
12/03/2010,15,70,3,-99,36,28,39,77,84,40,27,40,61,55,44
12/03/2010,16,34,5,112,33,-99,42,92,76,94,34,76,43,45,28
12/03/2010,17,-99,21,97,42,38,45,45,112,86,79,45,41,42,15
12/03/2010,18,-99,16,57,53,85,72,28,91,90,38,23,36,49,46
12/03/2010,19,51,30,53,48,33,85,34,90,54,64,33,92,49,48
12/03/2010,20,48,43,149,82,38,47,47,116,37,47,49,123,61,50
12/03/2010,21,50,41,131,43,29,45,48,138,47,40,39,92,74,37
12/03/2010,22,55,32,118,21,9,34,54,99,66,33,29,74,34,31
12/03/2010,23,114,30,122,14,-99,30,50,256,58,2,37,77,28,32
12/03/2010,24,111,42,116,26,29,-99,122,195,43,-99,31,86,46,29
13/03/2010,1,64,119,110,28,20,31,102,83,49,-99,30,109,17,18
13/03/2010,2,111,80,203,104,13,56,82,67,17,8,39,72,30,47
13/03/2010,3,83,59,136,87,11,90,91,66,28,104,33,57,101,75
13/03/2010,4,69,49,99,87,25,55,57,50,32,85,23,63,79,66
13/03/2010,5,70,19,75,51,25,57,73,49,94,83,28,50,71,70
13/03/2010,6,81,49,83,40,29,58,78,70,57,-99,20,61,77,73
13/03/2010,7,77,52,107,60,29,59,83,82,43,47,34,65,62,80
13/03/2010,8,98,44,132,96,49,83,89,101,65,96,68,76,74,80
13/03/2010,9,98,52,135,71,96,104,134,116,93,102,70,79,98,77
13/03/2010,10,104,87,133,90,79,106,127,233,72,74,74,79,109,89
13/03/2010,11,90,128,66,86,61,89,114,124,56,49,112,49,90,99
13/03/2010,12,44,85,-99,11,31,57,113,110,38,70,83,2,68,91
13/03/2010,13,32,48,39,48,59,41,103,98,57,50,64,48,53,67
13/03/2010,14,43,50,95,37,34,35,76,80,63,50,63,50,50,56
13/03/2010,15,76,48,334,45,63,89,40,90,49,73,41,185,78,42
13/03/2010,16,37,17,124,96,55,30,42,74,48,61,22,94,42,57
13/03/2010,17,34,15,77,42,27,32,34,36,64,34,38,38,34,41
13/03/2010,18,65,18,58,27,25,34,24,20,30,30,27,73,25,31
13/03/2010,19,32,18,30,25,47,53,23,11,67,82,16,42,47,24
13/03/2010,20,46,49,104,76,41,39,32,25,52,63,33,79,41,23
13/03/2010,21,43,51,59,35,24,16,50,123,44,6,28,60,31,31
13/03/2010,22,10,26,53,27,12,11,48,14,-99,-99,18,61,24,41
13/03/2010,23,25,9,33,3,29,-99,31,81,-99,26,19,45,32,31
13/03/2010,24,30,8,27,-99,26,2,30,41,17,21,16,49,29,28
14/03/2010,1,22,54,-99,20,16,37,50,65,-99,40,22,51,39,35
14/03/2010,2,34,29,94,22,7,8,62,48,-99,23,19,29,37,26
14/03/2010,3,30,37,91,27,13,-99,58,111,13,31,25,37,35,34
14/03/2010,4,24,32,61,35,23,6,69,52,-99,26,27,11,25,29
14/03/2010,5,28,32,42,27,21,15,91,49,26,23,24,11,29,28
14/03/2010,6,25,36,58,21,27,17,82,61,30,29,32,22,17,24
14/03/2010,7,34,45,112,20,21,42,105,51,35,21,36,6,31,21
14/03/2010,8,49,39,141,27,20,59,74,97,61,29,20,31,43,29
14/03/2010,9,62,32,48,56,13,58,110,110,57,25,28,34,37,29
14/03/2010,10,3,22,18,13,29,29,103,87,53,43,21,42,47,37
14/03/2010,11,18,18,8,19,36,62,84,53,84,41,27,21,32,30
14/03/2010,12,23,22,29,33,30,83,10,44,69,52,42,23,29,26
14/03/2010,13,34,44,67,75,52,139,11,10,51,63,62,46,68,51
14/03/2010,14,87,31,110,101,47,153,19,59,66,83,57,100,82,114
14/03/2010,15,96,53,171,120,54,200,35,57,75,72,78,124,128,110
14/03/2010,16,130,52,173,116,62,165,37,43,192,52,53,214,60,113
14/03/2010,17,110,50,168,77,53,98,36,41,77,55,43,176,61,58
14/03/2010,18,56,39,161,56,44,84,40,46,75,40,42,145,56,53
14/03/2010,19,43,30,99,66,66,42,40,62,42,64,38,113,41,44
14/03/2010,20,65,57,74,74,43,55,38,125,38,83,36,87,45,56
14/03/2010,21,55,62,50,56,52,46,69,89,45,54,34,81,60,50
14/03/2010,22,77,75,45,39,42,32,68,55,18,35,64,72,29,46
14/03/2010,23,83,57,38,27,30,25,52,50,58,48,46,46,22,24
14/03/2010,24,50,11,13,23,33,11,59,127,15,34,58,29,25,40
15/03/2010,1,27,38,13,11,8,-99,36,29,16,9,45,26,14,29
15/03/2010,2,16,31,34,7,10,7,24,39,-99,28,36,23,11,23
15/03/2010,3,15,33,49,23,7,19,36,39,9,7,38,18,18,15
15/03/2010,4,17,33,49,17,19,21,41,38,22,23,28,15,25,16
15/03/2010,5,19,36,52,15,16,30,66,48,12,19,33,22,27,26
15/03/2010,6,20,43,102,34,19,30,26,45,19,30,31,17,34,21
15/03/2010,7,33,45,134,38,23,31,48,70,18,27,32,16,33,33
15/03/2010,8,57,47,157,41,32,48,92,110,45,31,45,30,36,33
15/03/2010,9,46,53,56,47,15,66,147,137,75,42,48,45,44,38
15/03/2010,10,26,41,75,32,32,47,96,147,39,36,60,37,42,46
15/03/2010,11,25,28,44,27,35,31,54,144,38,38,25,24,42,27
15/03/2010,12,27,24,27,29,38,25,31,59,23,34,26,27,25,23
15/03/2010,13,37,17,50,-99,42,69,26,44,37,55,26,33,41,32
15/03/2010,14,44,17,53,-99,33,51,15,30,25,49,24,62,41,46
15/03/2010,15,31,21,53,-99,39,50,19,39,41,37,29,65,50,45
15/03/2010,16,51,24,83,-99,56,47,24,24,35,52,30,75,54,41
15/03/2010,17,57,22,113,-99,45,48,34,38,62,58,22,117,64,43
15/03/2010,18,27,24,55,-99,34,36,34,36,56,30,19,50,40,31
15/03/2010,19,25,13,33,-99,14,17,23,29,75,14,20,33,22,27
15/03/2010,20,22,20,28,-99,16,18,26,25,61,20,15,29,34,20
15/03/2010,21,15,16,19,28,21,10,30,23,61,19,30,20,29,17
15/03/2010,22,28,19,40,31,17,22,33,48,50,75,22,37,30,24
15/03/2010,23,18,33,40,21,41,56,42,59,57,66,21,38,45,19
15/03/2010,24,21,30,43,14,41,61,46,64,47,56,32,49,57,16
16/03/2010,1,23,24,32,19,30,55,37,49,42,52,10,43,56,33
16/03/2010,2,33,26,42,23,57,41,42,76,37,44,13,61,40,45
16/03/2010,3,41,22,62,55,39,29,40,62,39,35,17,71,40,59
16/03/2010,4,47,12,63,33,4,32,52,59,27,33,17,55,32,41
16/03/2010,5,48,29,82,56,-99,52,60,57,32,32,17,57,27,35
16/03/2010,6,58,33,89,57,6,38,64,75,43,31,23,55,31,47
16/03/2010,7,59,61,105,79,31,53,88,120,47,57,54,69,40,45
16/03/2010,8,78,73,196,72,71,94,92,148,109,48,90,90,63,49
16/03/2010,9,80,90,193,74,21,84,109,178,92,49,82,113,96,54
16/03/2010,10,55,36,98,45,29,68,41,88,53,54,22,64,102,62
16/03/2010,11,25,25,60,40,32,46,30,53,47,26,29,34,48,38
16/03/2010,12,33,18,51,31,35,63,66,33,90,28,27,29,41,34
16/03/2010,13,18,10,39,17,-99,15,26,21,95,-99,21,27,33,26
16/03/2010,14,13,-99,17,22,-99,9,-99,137,19,25,8,21,66,21
16/03/2010,15,14,12,75,30,-99,23,20,149,35,20,18,28,29,17
16/03/2010,16,22,19,68,34,-99,39,40,116,45,38,17,40,35,35
16/03/2010,17,19,14,120,24,-99,12,58,103,40,22,22,95,26,33
16/03/2010,18,26,56,145,32,-99,31,103,118,94,30,16,96,45,16
16/03/2010,19,72,154,219,81,-99,34,110,97,83,18,93,101,29,28
16/03/2010,20,106,116,176,149,-99,141,112,74,90,131,106,91,103,64
16/03/2010,21,87,92,101,97,-99,78,69,51,126,102,78,63,100,83
16/03/2010,22,61,51,65,68,-99,57,51,48,73,68,58,54,79,59
16/03/2010,23,53,39,60,51,-99,49,38,32,53,57,48,40,58,41
16/03/2010,24,43,49,52,35,-99,32,42,35,49,47,39,29,43,40
17/03/2010,1,35,37,30,37,-99,17,37,28,31,35,39,28,34,36
17/03/2010,2,33,40,52,38,-99,18,33,-99,18,41,46,9,38,40
17/03/2010,3,31,43,13,44,-99,8,40,8,20,33,44,15,25,53
17/03/2010,4,27,52,21,12,-99,12,37,21,20,15,44,18,17,34
17/03/2010,5,22,33,65,20,-99,15,23,22,21,18,41,29,20,18
17/03/2010,6,33,39,73,28,-99,22,30,21,22,21,31,30,29,24
17/03/2010,7,51,47,86,23,-99,38,32,22,29,33,40,40,50,28
17/03/2010,8,55,56,98,34,-99,49,40,40,48,43,49,38,60,32
17/03/2010,9,57,68,104,49,-99,56,54,50,63,50,57,58,82,41
17/03/2010,10,67,75,104,57,-99,70,56,63,66,62,72,54,74,-99
17/03/2010,11,74,78,113,62,-99,83,72,92,-99,74,84,71,82,58
17/03/2010,12,77,95,134,65,-99,99,113,112,-99,81,95,82,92,71
17/03/2010,13,86,105,195,73,-99,93,106,104,69,83,103,120,95,59
17/03/2010,14,118,105,163,98,-99,56,88,103,78,49,105,119,89,82
17/03/2010,15,101,112,134,121,-99,103,113,108,53,115,93,103,107,96
17/03/2010,16,72,110,162,86,-99,117,81,74,44,130,119,105,111,104
17/03/2010,17,62,48,79,79,-99,117,44,75,58,87,69,61,97,82
17/03/2010,18,34,54,97,76,-99,155,53,77,75,-99,57,63,-99,77
17/03/2010,19,62,49,66,-99,-99,35,38,51,32,-99,32,49,-99,58
17/03/2010,20,65,56,137,37,-99,3,49,60,16,-99,56,81,-99,29
17/03/2010,21,32,91,147,26,-99,31,54,59,10,-99,69,63,-99,19
17/03/2010,22,35,39,44,44,-99,6,49,81,26,-99,56,38,-99,20
17/03/2010,23,33,11,91,25,39,55,63,58,42,-99,51,55,57,31
17/03/2010,24,27,34,16,-99,32,42,57,20,22,52,35,17,43,46
18/03/2010,1,55,38,87,24,25,23,53,53,27,42,23,21,35,58
18/03/2010,2,48,32,58,38,26,12,61,54,31,14,22,52,28,49
18/03/2010,3,60,26,41,57,22,-99,53,59,25,-99,25,54,11,57
18/03/2010,4,47,35,62,40,28,22,56,57,33,25,23,59,29,46
18/03/2010,5,49,44,69,48,21,24,53,38,33,16,26,52,29,48
18/03/2010,6,49,33,88,54,23,41,54,45,34,48,29,60,64,47
18/03/2010,7,54,54,117,47,25,35,56,73,42,31,59,58,53,53
18/03/2010,8,86,86,150,-99,45,67,83,109,64,55,94,81,74,65
18/03/2010,9,87,-99,195,-99,60,80,110,113,70,61,77,110,93,65
18/03/2010,10,79,-99,159,-99,66,120,125,119,54,70,87,-99,97,-99
18/03/2010,11,86,96,92,-99,74,141,109,114,48,78,87,-99,104,90
18/03/2010,12,41,60,30,-99,71,16,106,92,14,7,80,-99,36,90
18/03/2010,13,54,52,57,-99,53,25,55,57,-99,9,60,-99,37,62
18/03/2010,14,45,50,56,-99,50,33,44,68,65,28,54,44,44,56
18/03/2010,15,40,52,92,-99,66,55,49,81,31,112,53,56,53,44
18/03/2010,16,59,87,-99,38,46,146,79,93,52,8,62,63,53,59
18/03/2010,17,59,45,-99,44,34,35,-99,76,30,80,34,82,42,11
18/03/2010,18,67,32,108,45,30,32,28,92,17,-99,33,166,26,28
18/03/2010,19,52,46,194,47,34,66,40,47,31,78,34,85,45,45
18/03/2010,20,54,30,56,46,40,48,39,52,40,44,11,82,52,54
18/03/2010,21,63,38,57,45,27,31,42,51,37,-99,35,72,41,39
18/03/2010,22,24,27,76,25,20,15,33,71,-99,44,31,60,35,38
18/03/2010,23,26,39,105,23,15,75,51,125,-99,54,49,-99,63,24
18/03/2010,24,31,47,51,34,32,42,56,40,-99,44,14,64,62,39
19/03/2010,1,32,56,90,29,28,39,36,34,-99,22,26,45,46,36
19/03/2010,2,55,42,121,56,16,52,46,52,64,5,18,63,24,64
19/03/2010,3,59,31,86,60,21,26,25,62,39,21,20,62,17,55
19/03/2010,4,64,28,69,39,18,41,43,62,28,47,23,55,33,34
19/03/2010,5,34,28,99,37,19,41,48,40,75,32,20,37,27,34
19/03/2010,6,36,55,105,46,26,31,89,71,14,24,22,28,30,43
19/03/2010,7,57,63,176,63,36,37,138,79,21,33,56,44,35,45
19/03/2010,8,59,88,238,53,46,82,139,119,57,42,64,60,49,45
19/03/2010,9,48,86,83,52,48,88,38,153,64,47,52,69,56,41
19/03/2010,10,45,-99,33,64,42,52,25,108,37,35,38,30,-99,66
19/03/2010,11,22,-99,14,21,18,3,19,31,12,-99,3,18,-99,29
19/03/2010,12,7,-99,1,13,27,-99,59,87,-99,5,20,7,36,22
19/03/2010,13,-99,33,149,33,42,10,17,43,-99,5,42,70,37,15
19/03/2010,14,-99,42,82,30,36,16,27,34,33,37,52,40,41,53
19/03/2010,15,-99,30,82,41,39,30,19,52,65,38,47,72,-99,24
19/03/2010,16,-99,26,75,32,39,38,21,36,51,33,34,37,39,21
19/03/2010,17,-99,30,73,31,33,40,27,36,46,58,33,46,31,37
19/03/2010,18,-99,29,63,33,29,43,39,41,47,42,22,60,31,33
19/03/2010,19,37,29,69,31,26,73,37,39,35,29,26,50,30,26
19/03/2010,20,37,29,91,36,23,35,39,48,23,54,27,73,28,30
19/03/2010,21,32,35,75,37,18,11,37,56,20,29,23,51,28,28
19/03/2010,22,30,24,52,28,15,22,29,42,14,22,33,39,20,33
19/03/2010,23,29,27,62,25,12,7,25,43,18,12,22,42,17,16
19/03/2010,24,21,16,32,23,14,13,25,40,26,15,13,32,12,17
20/03/2010,1,18,9,3,14,25,21,16,24,40,-99,10,13,8,25
20/03/2010,2,7,11,19,10,25,-99,15,21,35,29,10,12,6,15
20/03/2010,3,13,15,53,13,17,51,11,-99,14,26,8,29,14,15
20/03/2010,4,5,21,65,11,6,6,9,-99,25,31,9,28,24,19
20/03/2010,5,-99,9,84,-99,11,8,9,5,28,11,10,34,30,26
20/03/2010,6,1,9,98,-99,25,11,7,58,34,21,14,6,27,14
20/03/2010,7,16,17,163,-99,13,5,12,59,23,14,27,26,30,41
20/03/2010,8,31,31,163,-99,25,59,74,99,41,-99,55,57,49,-99
20/03/2010,9,22,34,27,23,30,43,47,79,45,-99,-99,23,53,39
20/03/2010,10,-99,22,27,11,32,3,46,45,7,-99,14,23,53,27
20/03/2010,11,4,8,-99,13,21,-99,16,23,11,-99,10,8,16,25
20/03/2010,12,15,19,10,25,33,23,33,63,6,7,47,17,21,24
20/03/2010,13,23,13,70,27,38,17,5,29,8,31,21,34,29,24
20/03/2010,14,19,18,37,20,35,18,4,21,42,17,18,36,26,24
20/03/2010,15,17,16,27,23,31,13,13,22,30,32,15,19,30,24
20/03/2010,16,23,21,45,30,31,21,14,34,63,38,28,34,28,20
20/03/2010,17,24,24,30,27,23,29,21,32,44,38,26,32,51,19
20/03/2010,18,26,30,34,25,21,74,16,69,25,34,29,46,31,23
20/03/2010,19,58,30,33,34,26,26,33,55,29,62,32,57,39,23
20/03/2010,20,39,22,99,36,37,22,47,86,24,38,31,78,32,51
20/03/2010,21,66,42,81,53,32,50,59,58,13,54,33,28,40,46
20/03/2010,22,50,54,231,44,26,33,105,192,58,49,33,160,68,43
20/03/2010,23,124,107,92,88,37,42,96,71,60,49,86,74,61,46
20/03/2010,24,47,62,57,57,40,120,49,36,39,92,53,48,65,58
21/03/2010,1,61,44,56,57,37,61,45,38,44,92,46,37,53,49
21/03/2010,2,37,25,54,49,34,50,26,31,60,38,20,35,3,32
21/03/2010,3,33,24,37,34,31,16,25,31,46,31,23,25,27,45
21/03/2010,4,34,29,54,33,32,24,30,27,34,23,32,28,33,37
21/03/2010,5,32,39,35,33,29,22,34,34,32,30,26,28,31,38
21/03/2010,6,39,34,72,40,23,30,43,29,37,3,26,31,34,42
21/03/2010,7,52,27,45,42,27,34,52,59,39,34,29,52,37,25
21/03/2010,8,50,45,85,49,35,67,68,96,73,33,40,56,53,48
21/03/2010,9,54,52,77,55,39,56,74,91,62,61,40,68,54,48
21/03/2010,10,56,58,42,64,50,53,90,99,57,45,48,62,55,52
21/03/2010,11,46,46,44,64,57,19,76,75,20,46,46,46,43,65
21/03/2010,12,38,46,19,40,52,29,20,49,33,31,34,35,39,48
21/03/2010,13,21,20,13,27,51,44,13,10,69,74,15,23,32,46
21/03/2010,14,24,25,9,38,49,46,17,31,38,112,35,29,44,40
21/03/2010,15,48,32,55,50,50,74,24,32,42,159,31,36,47,50
21/03/2010,16,30,33,83,36,42,62,26,66,31,25,40,58,39,42
21/03/2010,17,37,27,30,42,32,55,7,6,35,41,42,42,31,40
21/03/2010,18,41,22,82,36,34,43,22,40,31,50,20,125,35,30
21/03/2010,19,41,28,7,35,26,38,45,111,32,41,24,67,35,35
21/03/2010,20,21,31,65,35,30,36,71,108,33,67,28,28,39,32
21/03/2010,21,30,43,145,30,26,36,81,95,36,77,26,101,41,35
21/03/2010,22,75,74,88,51,26,51,65,74,37,50,52,109,49,26
21/03/2010,23,56,58,63,52,29,44,62,64,47,18,38,56,53,33
21/03/2010,24,41,58,55,44,23,36,43,34,43,69,40,64,49,42
22/03/2010,1,34,47,50,47,30,37,36,45,52,50,50,40,48,56
22/03/2010,2,31,37,26,33,47,33,28,30,41,49,43,33,43,46
22/03/2010,3,39,40,37,38,51,26,36,27,27,44,32,24,35,32
22/03/2010,4,46,34,33,40,37,33,42,32,27,34,27,29,37,41
22/03/2010,5,53,34,61,40,33,39,37,56,45,36,32,42,35,52
22/03/2010,6,44,29,83,45,29,45,51,67,44,40,39,50,49,38
22/03/2010,7,59,42,104,80,37,68,59,65,48,49,54,49,53,50
22/03/2010,8,75,64,115,58,44,79,92,97,57,62,96,73,73,75
22/03/2010,9,75,92,150,64,56,93,100,94,60,66,68,75,91,63
22/03/2010,10,71,86,59,70,59,73,92,70,49,60,65,81,81,59
22/03/2010,11,57,72,115,54,72,58,64,52,48,70,-99,63,77,60
22/03/2010,12,33,44,52,22,69,21,49,45,44,37,-99,31,40,51
22/03/2010,13,31,77,45,27,75,47,41,18,38,32,73,28,34,-99
22/03/2010,14,37,55,68,-99,63,61,48,47,49,49,50,-99,51,39
22/03/2010,15,56,51,55,-99,61,49,49,71,40,46,49,-99,37,46
22/03/2010,16,52,54,87,-99,58,73,52,55,43,50,41,-99,43,53
22/03/2010,17,72,60,128,-99,60,66,54,47,49,79,53,-99,58,51
22/03/2010,18,68,71,199,-99,48,58,43,45,54,46,75,-99,74,49
22/03/2010,19,73,83,142,-99,43,39,77,126,49,49,94,-99,74,57
22/03/2010,20,48,59,132,-99,46,45,106,129,37,40,36,-99,39,52
22/03/2010,21,54,53,97,-99,47,45,89,99,50,62,61,-99,44,43
22/03/2010,22,96,75,86,54,43,64,81,63,53,46,46,-99,71,49
22/03/2010,23,88,64,79,60,45,47,57,45,58,51,52,-99,46,54
22/03/2010,24,66,61,100,52,33,52,45,56,45,48,48,-99,39,46
23/03/2010,1,53,59,131,48,34,40,76,81,52,41,44,-99,31,41
23/03/2010,2,44,49,130,37,36,35,70,76,38,21,34,-99,26,34
23/03/2010,3,32,36,93,30,39,27,63,86,32,29,24,-99,24,35
23/03/2010,4,40,55,73,34,40,26,80,63,35,38,29,-99,24,31
23/03/2010,5,31,69,91,38,37,24,69,55,33,29,44,-99,33,35
23/03/2010,6,45,73,211,51,31,35,92,59,29,33,54,-99,25,45
23/03/2010,7,74,84,288,88,37,57,125,98,45,40,81,-99,39,38
23/03/2010,8,74,142,218,84,54,65,107,153,64,70,88,-99,52,53
23/03/2010,9,71,122,92,71,95,45,126,162,77,78,53,-99,67,61
23/03/2010,10,45,65,89,57,100,57,86,103,36,38,61,-99,70,64
23/03/2010,11,35,56,42,37,58,27,44,73,21,42,58,-99,45,33
23/03/2010,12,31,36,24,29,62,33,36,96,45,21,49,-99,22,34
23/03/2010,13,27,33,54,30,45,28,29,65,53,26,34,-99,24,26
23/03/2010,14,45,36,46,36,-99,36,29,54,64,37,5,-99,-99,35
23/03/2010,15,48,18,85,53,44,70,21,30,42,36,24,-99,-99,44
23/03/2010,16,53,29,146,57,44,65,24,38,32,32,39,-99,-99,50
23/03/2010,17,98,77,188,71,46,58,67,129,62,67,47,-99,45,55
23/03/2010,18,73,117,224,58,43,63,116,187,103,53,69,-99,58,55
23/03/2010,19,48,65,166,46,34,41,83,205,92,38,48,-99,-99,-99
23/03/2010,20,41,54,86,39,37,31,59,118,41,32,39,-99,-99,46
23/03/2010,21,33,40,67,34,29,35,46,59,39,28,43,-99,25,34
23/03/2010,22,32,42,48,24,26,51,40,50,23,12,34,-99,21,25
23/03/2010,23,67,38,38,34,34,32,45,39,27,30,36,-99,-99,34
23/03/2010,24,54,43,36,37,41,9,41,26,36,34,-99,-99,-99,35
24/03/2010,1,22,35,35,27,31,17,29,86,27,45,-99,-99,14,43
24/03/2010,2,19,29,22,24,26,16,25,63,26,30,6,-99,15,29
24/03/2010,3,19,29,40,26,16,22,15,76,30,16,6,-99,17,28
24/03/2010,4,16,41,76,23,18,21,29,76,2,16,20,-99,19,21
24/03/2010,5,24,40,103,26,18,27,84,52,33,22,14,-99,18,35
24/03/2010,6,28,35,158,43,17,35,68,64,34,28,21,-99,24,31
24/03/2010,7,58,52,333,51,27,40,82,101,27,29,51,-99,29,39
24/03/2010,8,54,82,323,54,39,69,149,196,-99,45,119,-99,56,49
24/03/2010,9,65,89,134,48,49,54,45,138,-99,33,78,-99,49,28
24/03/2010,10,38,59,-99,55,62,50,12,65,20,33,47,-99,47,49
24/03/2010,11,9,57,-99,15,64,28,9,15,35,-99,14,-99,3,50
24/03/2010,12,7,10,-99,19,50,59,21,36,31,-99,10,-99,42,32
24/03/2010,13,56,19,95,50,41,48,22,24,60,51,29,-99,49,32
24/03/2010,14,55,31,111,70,42,69,27,47,58,41,33,-99,57,-99
24/03/2010,15,88,34,287,79,45,114,27,117,41,67,47,-99,69,80
24/03/2010,16,113,50,241,90,63,108,43,133,54,81,58,-99,128,103
24/03/2010,17,132,62,251,78,62,65,123,143,50,64,60,-99,86,76
24/03/2010,18,100,70,287,69,60,89,118,184,54,148,61,189,64,73
