FECHA,HORA,ACO,ATI,CAM,CHO,CCA,CUA,CUT,FAC,HGM,IZT,LLA,LPR,MER,MON,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TLA,TLI,TPN,UAX,UIZ,VIF,XAL
24/04/2014,5,-99,1,3,2,-99,1,1,1,1,2,2,-99,3,-99,3,1,4,1,4,1,-99,4,2,1,1,1,2,-99
24/04/2014,6,2,3,6,2,-99,1,1,3,1,3,4,-99,5,-99,3,1,5,1,5,1,-99,5,4,1,1,2,2,13
24/04/2014,7,3,3,9,7,-99,1,2,4,2,4,4,-99,5,-99,4,1,6,2,12,3,-99,8,3,1,1,3,3,11
24/04/2014,8,3,3,7,7,-99,1,3,4,2,3,5,-99,4,-99,5,2,8,1,9,3,-99,15,4,1,1,3,6,6
24/04/2014,9,3,6,6,3,-99,1,4,3,2,2,4,-99,3,-99,3,2,7,1,3,2,-99,14,5,2,1,2,5,6
24/04/2014,10,2,4,3,2,-99,1,2,3,2,2,4,-99,3,-99,3,2,5,2,2,2,-99,6,3,2,1,2,4,4
24/04/2014,11,2,3,2,1,-99,1,2,3,1,2,2,-99,2,-99,2,2,3,3,2,1,-99,3,2,1,1,2,3,3
24/04/2014,12,2,2,2,2,-99,2,-99,2,1,2,3,-99,1,-99,2,2,3,2,2,1,-99,3,2,2,1,2,2,4
24/04/2014,13,2,2,-99,2,-99,1,2,2,2,1,2,-99,2,-99,2,1,2,2,3,2,-99,2,2,1,1,2,2,4
24/04/2014,14,2,2,-99,2,-99,1,1,2,2,1,2,-99,2,-99,2,2,2,2,3,2,-99,1,2,2,1,2,1,3
24/04/2014,15,2,1,-99,2,-99,1,1,2,1,2,2,-99,2,-99,3,2,1,2,3,2,-99,2,1,1,1,2,1,2
24/04/2014,16,3,2,-99,1,-99,1,7,2,1,1,1,-99,2,-99,2,2,1,1,2,2,-99,4,1,1,0,1,3,2
24/04/2014,17,6,2,-99,1,-99,1,14,2,1,1,2,-99,1,-99,1,1,1,1,2,2,-99,2,3,1,1,1,7,2
24/04/2014,18,19,3,-99,1,-99,1,14,2,1,1,2,-99,1,-99,2,1,2,1,2,1,-99,2,9,1,0,1,23,2
24/04/2014,19,18,2,-99,1,-99,1,10,3,0,1,5,-99,1,-99,2,1,1,2,2,1,-99,2,4,1,0,1,13,1
24/04/2014,20,2,3,-99,1,-99,2,3,5,3,2,3,-99,2,-99,1,3,2,3,2,2,-99,3,5,1,1,1,10,4
24/04/2014,21,2,3,-99,2,-99,3,2,3,3,4,9,-99,4,-99,2,2,7,3,4,3,-99,4,4,2,2,3,4,8
24/04/2014,22,3,2,-99,1,-99,3,4,4,3,3,6,-99,4,-99,3,3,8,4,5,4,-99,4,3,2,1,3,3,9
24/04/2014,23,1,2,-99,1,-99,3,3,3,3,3,3,-99,3,-99,2,2,2,3,5,2,-99,4,4,1,1,2,4,4
24/04/2014,24,2,3,-99,4,-99,3,3,3,2,2,2,-99,2,-99,3,2,3,3,4,2,-99,4,5,-99,-99,1,3,3
25/04/2014,1,2,3,2,3,-99,2,3,3,1,1,3,-99,1,-99,3,1,3,3,-99,2,-99,3,5,1,-99,1,3,6
25/04/2014,2,1,3,2,2,-99,2,2,3,1,1,3,-99,1,-99,3,1,3,2,-99,2,-99,3,4,2,-99,1,3,5
25/04/2014,3,2,3,2,3,-99,2,2,3,1,1,2,-99,2,-99,3,1,3,2,-99,2,-99,3,3,2,-99,2,3,5
25/04/2014,4,2,2,2,2,-99,1,2,2,1,1,2,-99,2,-99,3,1,3,2,-99,2,-99,3,4,2,-99,2,3,5
25/04/2014,5,3,2,2,2,-99,1,2,2,1,2,3,-99,2,-99,4,1,3,2,-99,2,-99,4,4,2,-99,2,4,5
25/04/2014,6,2,3,4,3,-99,1,2,3,2,3,4,-99,4,-99,5,1,4,2,-99,3,-99,5,4,1,2,3,4,6
25/04/2014,7,2,2,7,4,-99,1,2,7,3,4,5,-99,4,-99,5,1,5,2,-99,5,-99,9,4,1,2,4,4,9
25/04/2014,8,3,4,5,6,-99,1,5,7,3,3,6,-99,4,-99,5,2,6,2,-99,6,-99,12,4,2,2,4,4,8
25/04/2014,9,3,6,7,8,-99,2,7,8,2,3,5,-99,3,-99,5,2,7,2,-99,4,-99,8,7,3,2,4,5,8
25/04/2014,10,4,5,4,4,-99,2,6,5,2,3,5,-99,3,-99,4,2,5,2,-99,3,-99,9,4,3,2,3,5,6
25/04/2014,11,3,4,3,3,-99,2,-99,5,2,2,5,-99,-99,-99,3,2,4,2,-99,3,-99,7,4,-99,2,2,5,5
25/04/2014,12,4,3,3,4,-99,2,4,3,2,2,5,-99,-99,-99,3,2,3,2,-99,2,-99,4,4,-99,2,2,5,5
25/04/2014,13,3,3,3,3,-99,2,5,3,2,2,4,-99,2,-99,3,2,3,-99,-99,2,-99,5,3,1,2,2,4,5
25/04/2014,14,4,3,3,2,-99,-99,5,2,1,1,3,-99,2,-99,2,1,3,1,-99,1,-99,3,3,1,2,1,4,3
25/04/2014,15,2,2,2,2,-99,1,2,2,1,0,3,-99,1,-99,2,1,2,2,-99,1,-99,2,4,1,1,1,3,3
25/04/2014,16,2,3,1,1,-99,1,2,2,1,1,2,-99,1,-99,2,1,1,1,-99,2,-99,2,2,1,1,1,3,2
25/04/2014,17,3,2,1,-99,-99,1,3,2,1,1,2,-99,1,-99,2,1,2,2,-99,2,-99,2,2,1,0,1,5,2
25/04/2014,18,12,4,5,1,-99,1,11,3,4,6,11,-99,8,-99,6,1,12,2,-99,5,-99,6,11,2,4,7,15,12
25/04/2014,19,2,10,10,6,-99,2,4,10,10,8,3,-99,8,-99,6,5,4,3,-99,9,-99,12,5,5,9,6,3,4
25/04/2014,20,2,3,3,2,-99,10,3,5,4,3,2,-99,2,-99,3,9,2,11,-99,10,-99,4,2,5,6,2,2,2
25/04/2014,21,1,3,4,2,-99,9,2,5,4,4,2,-99,4,-99,2,8,2,6,-99,8,-99,3,2,3,8,3,2,2
25/04/2014,22,2,3,4,5,-99,5,2,4,6,5,1,-99,6,-99,4,4,2,3,-99,7,-99,3,2,2,6,4,2,5
25/04/2014,23,2,3,3,6,-99,4,3,3,6,5,1,-99,6,-99,6,2,2,3,-99,5,-99,3,3,2,4,5,3,6
25/04/2014,24,1,2,3,3,-99,3,2,3,4,6,2,-99,5,-99,7,2,3,3,-99,3,-99,2,3,2,2,4,3,4
26/04/2014,1,1,2,3,3,-99,2,1,2,3,4,2,-99,4,-99,6,2,4,2,4,3,-99,2,3,1,2,4,2,3
26/04/2014,2,2,2,3,3,-99,2,1,2,5,4,2,-99,4,-99,3,1,4,2,4,2,-99,2,2,1,2,3,3,5
26/04/2014,3,1,1,2,2,-99,2,1,1,3,4,2,-99,3,-99,3,1,3,2,3,3,-99,2,2,1,1,2,3,4
26/04/2014,4,1,1,2,4,-99,2,1,1,2,3,2,-99,3,-99,3,1,3,1,3,3,-99,2,2,1,1,2,2,4
26/04/2014,5,2,1,4,4,-99,2,1,1,2,3,2,-99,3,-99,4,2,3,1,3,2,-99,2,3,1,2,2,2,5
26/04/2014,6,2,2,3,4,-99,2,1,2,2,4,2,-99,4,-99,5,2,4,2,3,3,-99,4,7,1,1,3,3,7
26/04/2014,7,3,2,5,4,-99,2,2,4,3,6,4,-99,5,-99,5,2,5,2,5,4,-99,5,4,2,2,4,3,9
26/04/2014,8,3,4,5,7,-99,2,3,5,4,5,4,-99,6,-99,5,3,5,3,4,4,-99,5,3,3,2,6,6,8
26/04/2014,9,4,6,6,7,-99,2,5,6,4,6,4,-99,5,-99,5,4,6,3,5,4,-99,7,4,4,3,6,5,6
26/04/2014,10,3,7,4,2,-99,3,5,4,3,5,4,-99,4,-99,5,3,5,3,4,4,-99,5,4,4,2,4,5,5
26/04/2014,11,3,5,3,2,-99,2,3,4,2,3,2,-99,3,-99,3,2,3,2,3,4,-99,2,2,3,1,2,5,3
26/04/2014,12,2,3,2,2,-99,1,3,3,1,2,2,-99,2,-99,2,2,2,2,3,2,-99,1,1,2,1,1,3,2
26/04/2014,13,2,2,1,2,-99,1,2,2,1,1,2,-99,1,-99,2,2,1,2,2,2,-99,2,1,2,1,1,3,2
26/04/2014,14,2,2,1,2,-99,1,2,2,1,1,1,-99,1,-99,2,1,1,1,2,2,-99,1,2,2,1,1,2,2
26/04/2014,15,2,2,1,2,-99,1,2,2,1,1,1,-99,1,-99,2,1,1,1,2,2,-99,1,1,1,1,1,2,2
26/04/2014,16,1,2,2,2,-99,0,2,1,1,1,2,-99,1,-99,2,1,1,1,2,2,-99,2,1,1,1,1,2,2
26/04/2014,17,2,1,1,2,-99,1,2,1,1,1,2,-99,1,-99,3,1,2,1,2,1,-99,6,2,1,0,1,2,2
26/04/2014,18,2,1,1,2,-99,1,2,2,1,1,1,-99,1,-99,3,1,2,1,2,2,-99,1,1,1,1,1,2,2
26/04/2014,19,2,2,2,1,-99,1,2,2,1,1,1,-99,2,-99,2,1,2,1,3,2,-99,2,2,1,1,1,2,2
26/04/2014,20,2,1,2,1,-99,1,1,3,1,2,1,-99,3,-99,3,2,2,2,3,2,-99,2,1,1,0,1,2,3
26/04/2014,21,2,2,3,2,-99,1,2,3,2,3,1,-99,3,-99,3,1,2,1,3,1,-99,3,4,1,0,1,2,4
26/04/2014,22,2,2,4,2,-99,1,2,3,3,3,2,-99,4,-99,2,1,4,1,5,2,-99,5,4,1,0,1,3,8
26/04/2014,23,2,2,3,1,-99,1,2,3,2,6,3,-99,5,-99,3,2,4,1,6,2,-99,7,4,1,0,1,3,6
26/04/2014,24,2,2,3,3,-99,1,2,2,2,4,2,-99,4,-99,3,2,6,-99,5,3,-99,3,2,1,0,3,4,5
27/04/2014,1,2,2,4,2,-99,1,2,2,2,4,2,-99,4,-99,3,1,6,-99,4,3,-99,5,2,1,1,2,5,4
27/04/2014,2,1,1,3,1,-99,1,2,1,2,5,2,-99,4,-99,3,1,6,-99,4,3,-99,2,3,1,0,2,4,3
27/04/2014,3,2,2,3,1,-99,1,2,1,1,5,2,-99,4,-99,4,1,6,-99,5,3,-99,2,3,1,0,3,3,3
27/04/2014,4,1,1,3,1,-99,1,1,1,1,5,2,-99,4,-99,4,1,6,-99,6,3,-99,3,2,1,1,1,2,3
27/04/2014,5,2,2,3,2,-99,1,2,2,1,4,2,-99,5,-99,3,1,6,-99,6,3,-99,3,2,1,1,1,3,5
27/04/2014,6,1,1,4,1,-99,1,2,2,2,4,2,-99,5,-99,3,1,6,1,6,3,-99,3,2,1,0,1,3,7
27/04/2014,7,2,1,3,1,-99,1,2,2,2,4,3,-99,6,-99,4,1,7,1,8,4,-99,5,2,1,1,1,3,7
27/04/2014,8,2,2,3,2,-99,1,3,2,1,4,5,-99,6,-99,4,2,7,1,6,3,-99,5,3,2,1,1,5,6
27/04/2014,9,2,4,5,2,-99,1,4,2,1,2,3,-99,3,-99,3,1,6,1,4,2,-99,3,5,2,1,2,6,4
27/04/2014,10,2,2,3,1,-99,1,3,2,1,2,3,-99,2,-99,3,1,5,1,3,2,-99,3,3,2,1,1,4,4
27/04/2014,11,2,2,2,1,-99,1,2,1,1,0,2,-99,2,-99,2,1,3,1,-99,2,-99,2,2,2,0,1,3,2
27/04/2014,12,2,1,1,1,-99,1,2,1,0,1,2,-99,1,-99,2,1,2,1,-99,2,-99,2,1,1,0,-99,2,2
27/04/2014,13,2,1,1,1,-99,1,1,1,0,1,1,-99,1,-99,3,1,1,1,1,2,-99,1,1,1,0,-99,2,1
27/04/2014,14,2,1,1,1,-99,1,1,1,0,1,1,-99,1,-99,2,1,1,1,1,2,-99,1,1,1,0,-99,2,1
27/04/2014,15,2,1,1,1,-99,1,1,1,0,1,1,-99,1,-99,3,1,1,1,2,1,-99,1,1,1,0,1,2,1
27/04/2014,16,2,1,1,1,-99,1,1,1,0,1,1,-99,1,-99,2,1,1,1,1,2,-99,1,1,1,0,1,1,1
27/04/2014,17,2,1,1,0,-99,1,1,1,0,1,0,-99,1,-99,3,1,0,1,1,2,-99,1,3,1,0,0,1,1
27/04/2014,18,2,1,1,1,-99,1,1,1,0,1,0,-99,1,-99,3,-99,1,1,1,2,-99,1,3,1,0,0,2,1
27/04/2014,19,1,1,1,1,-99,1,1,1,0,1,1,-99,1,-99,2,-99,1,1,2,2,-99,1,3,1,0,0,1,1
27/04/2014,20,2,1,1,2,-99,1,1,2,0,1,1,-99,1,-99,2,-99,1,1,2,2,-99,1,1,2,0,1,2,2
27/04/2014,21,2,1,1,2,-99,1,1,2,0,1,2,-99,1,-99,3,-99,1,1,2,2,-99,1,1,2,0,1,2,1
27/04/2014,22,2,1,1,2,-99,1,1,2,1,1,2,-99,1,-99,3,-99,1,1,2,2,-99,1,2,1,0,1,2,2
27/04/2014,23,2,1,1,1,-99,1,1,2,1,1,2,-99,1,-99,2,-99,2,1,2,2,-99,2,2,1,0,1,2,3
27/04/2014,24,2,1,1,1,-99,1,1,1,0,1,1,-99,1,-99,3,-99,2,1,2,1,-99,-99,2,1,0,1,2,4
28/04/2014,1,2,1,2,-99,-99,1,2,1,0,1,2,-99,1,-99,3,-99,2,1,2,1,-99,-99,1,1,0,1,2,3
28/04/2014,2,2,1,1,-99,-99,0,1,1,0,1,2,-99,1,-99,3,-99,3,1,2,2,-99,-99,1,1,0,1,3,2
28/04/2014,3,2,1,1,-99,-99,1,1,1,0,1,2,-99,1,-99,3,-99,3,1,3,2,-99,-99,2,1,0,1,2,3
28/04/2014,4,2,1,1,-99,-99,0,1,1,1,1,1,-99,2,-99,3,-99,4,1,4,2,-99,-99,1,1,0,1,2,4
28/04/2014,5,2,1,2,-99,-99,1,2,-99,1,1,2,-99,2,-99,3,-99,5,1,5,2,-99,-99,2,1,1,1,2,5
28/04/2014,6,3,1,4,-99,-99,1,2,4,1,4,2,-99,4,-99,4,-99,5,1,6,3,-99,-99,2,1,1,2,3,10
28/04/2014,7,4,3,7,-99,-99,1,3,8,2,6,3,-99,10,-99,5,-99,5,1,7,5,-99,-99,6,1,1,-99,4,9
28/04/2014,8,3,3,8,-99,-99,1,3,6,1,4,3,-99,7,-99,6,-99,5,1,6,4,-99,-99,5,3,2,3,5,8
28/04/2014,9,3,4,6,-99,-99,1,4,6,1,3,2,-99,4,-99,4,-99,5,1,5,3,-99,-99,5,3,1,2,4,5
28/04/2014,10,2,4,3,-99,-99,1,3,5,2,2,2,-99,4,-99,4,-99,4,1,3,3,-99,-99,3,2,1,2,3,4
28/04/2014,11,2,2,2,-99,-99,0,1,3,2,1,2,-99,2,-99,3,-99,3,1,2,2,-99,-99,2,1,1,2,3,3
28/04/2014,12,2,2,2,-99,-99,0,1,-99,1,1,1,-99,2,-99,3,-99,2,1,2,2,-99,-99,2,1,1,2,3,3
28/04/2014,13,2,2,2,-99,-99,1,2,-99,1,1,2,-99,1,-99,3,-99,2,1,2,2,-99,-99,2,1,0,1,2,2
28/04/2014,14,3,2,2,-99,-99,1,2,-99,1,1,2,-99,2,-99,3,-99,2,1,2,2,-99,-99,3,1,0,1,3,2
28/04/2014,15,3,1,2,-99,-99,1,4,2,1,1,2,-99,2,-99,3,-99,2,1,2,2,-99,-99,2,2,0,1,3,3
28/04/2014,16,3,2,2,-99,-99,1,5,2,1,1,2,-99,1,-99,3,-99,2,1,3,2,-99,-99,1,2,1,1,5,3
28/04/2014,17,3,3,2,-99,-99,1,8,2,1,2,2,-99,2,-99,3,-99,2,1,3,2,-99,-99,3,2,1,1,5,3
28/04/2014,18,2,3,2,-99,-99,1,22,2,1,1,4,-99,2,-99,3,-99,2,1,2,2,-99,-99,3,2,1,1,7,3
28/04/2014,19,3,4,3,-99,-99,1,27,3,1,1,1,-99,1,-99,3,-99,1,1,2,2,-99,-99,7,2,1,1,18,3
28/04/2014,20,2,2,3,-99,-99,1,8,2,2,1,2,-99,1,-99,3,-99,2,1,2,2,-99,-99,12,1,1,1,12,2
28/04/2014,21,2,2,5,-99,-99,1,3,5,2,2,1,-99,1,-99,3,-99,2,1,4,2,-99,-99,10,2,1,2,5,2
28/04/2014,22,3,2,3,-99,-99,1,3,3,1,1,2,-99,3,-99,4,-99,2,1,4,2,-99,-99,1,1,0,1,3,3
28/04/2014,23,3,1,2,-99,-99,1,2,2,1,1,2,-99,1,-99,3,-99,2,2,3,2,-99,-99,1,1,0,1,3,3
28/04/2014,24,3,1,1,-99,-99,-99,2,2,1,1,2,-99,-99,-99,2,-99,2,1,3,2,-99,-99,2,1,0,1,3,3
29/04/2014,1,2,1,2,-99,-99,-99,1,1,1,1,2,-99,-99,-99,2,-99,2,1,-99,2,-99,1,2,1,0,1,3,3
29/04/2014,2,3,1,1,-99,-99,-99,1,2,1,1,2,-99,-99,-99,2,-99,2,1,-99,2,-99,1,1,1,0,1,3,3
29/04/2014,3,2,2,1,-99,-99,-99,1,2,2,1,2,-99,-99,-99,2,-99,3,1,-99,2,-99,2,2,1,0,1,3,4
29/04/2014,4,2,2,3,-99,-99,-99,1,2,1,1,2,-99,-99,-99,3,-99,3,1,-99,2,-99,2,2,1,1,1,2,5
29/04/2014,5,2,2,3,-99,-99,-99,1,2,1,2,2,-99,-99,-99,3,-99,4,1,-99,3,-99,3,3,1,0,1,3,6
29/04/2014,6,2,2,3,-99,-99,-99,1,4,1,3,3,-99,4,-99,3,-99,4,2,-99,3,-99,4,3,1,1,2,3,7
29/04/2014,7,3,4,5,-99,-99,-99,2,-99,1,6,5,-99,5,-99,4,-99,5,2,-99,3,-99,8,3,1,1,3,4,8
29/04/2014,8,3,4,6,-99,-99,-99,4,-99,2,5,6,-99,-99,-99,5,-99,8,2,-99,4,-99,10,4,-99,1,6,5,9
29/04/2014,9,3,5,5,-99,-99,-99,5,4,3,6,5,-99,6,-99,3,-99,9,2,-99,4,-99,7,6,-99,1,7,5,6
29/04/2014,10,3,5,4,-99,-99,-99,5,5,3,5,4,-99,5,-99,3,-99,6,2,-99,-99,-99,7,8,-99,1,3,5,5
29/04/2014,11,3,5,3,-99,-99,-99,4,3,2,2,2,-99,2,-99,-99,-99,4,2,-99,-99,-99,4,4,-99,1,2,5,3
29/04/2014,12,3,4,2,-99,-99,-99,3,3,2,2,2,-99,2,-99,2,-99,3,2,-99,-99,-99,4,3,-99,1,2,5,4
29/04/2014,13,3,3,2,-99,-99,-99,3,3,1,2,3,-99,2,-99,3,-99,3,2,-99,-99,-99,3,4,-99,1,2,4,3
29/04/2014,14,3,3,2,-99,-99,-99,3,3,1,2,3,-99,2,-99,2,-99,2,2,-99,2,-99,3,4,-99,1,2,4,3
29/04/2014,15,3,3,2,-99,-99,-99,3,3,1,1,2,-99,2,-99,2,-99,2,1,-99,1,-99,4,3,-99,1,1,3,3
29/04/2014,16,2,2,2,-99,-99,-99,2,2,1,1,1,-99,1,-99,2,-99,1,1,-99,1,-99,2,2,-99,1,1,3,3
29/04/2014,17,2,2,1,-99,-99,1,1,3,1,1,1,-99,2,-99,2,-99,2,1,-99,1,-99,4,1,-99,0,1,2,2
29/04/2014,18,2,2,1,-99,-99,1,2,2,1,1,1,-99,1,-99,2,-99,2,1,-99,1,-99,3,1,-99,0,1,2,2
29/04/2014,19,2,2,1,-99,-99,1,2,2,0,1,1,-99,2,-99,2,-99,2,1,-99,1,-99,2,1,-99,0,1,2,3
29/04/2014,20,2,2,1,-99,-99,1,1,3,0,1,1,-99,1,-99,2,-99,3,1,-99,1,-99,2,1,-99,0,1,2,4
29/04/2014,21,2,2,3,-99,-99,1,2,5,1,2,1,-99,2,-99,2,-99,4,1,-99,2,-99,3,1,-99,1,1,2,3
29/04/2014,22,2,2,2,-99,-99,1,2,4,1,2,1,-99,2,-99,2,-99,3,1,-99,1,-99,9,1,-99,1,1,3,2
29/04/2014,23,2,2,2,-99,-99,1,1,2,1,1,2,-99,2,-99,3,-99,3,1,-99,1,-99,5,2,-99,1,1,2,2
29/04/2014,24,2,2,2,-99,-99,1,1,2,-99,1,2,-99,2,-99,3,-99,4,1,-99,1,-99,2,2,-99,1,1,3,4
30/04/2014,1,2,1,1,-99,-99,1,2,2,-99,2,1,-99,2,-99,3,-99,5,1,2,1,-99,2,2,-99,1,2,3,-99
30/04/2014,2,2,1,2,-99,-99,1,2,2,-99,2,1,-99,2,-99,4,-99,3,1,2,1,-99,2,2,-99,1,1,2,-99
30/04/2014,3,2,1,2,-99,-99,1,1,2,-99,2,2,-99,2,-99,3,-99,3,1,2,1,-99,3,1,-99,1,1,3,-99
30/04/2014,4,2,1,2,-99,-99,1,1,1,-99,3,1,-99,2,-99,3,-99,3,1,3,1,-99,2,1,-99,1,2,4,-99
30/04/2014,5,2,1,3,-99,-99,1,2,2,-99,2,2,-99,2,-99,3,2,4,1,2,1,-99,3,1,-99,1,2,5,-99
30/04/2014,6,2,2,3,-99,-99,2,2,3,6,3,2,-99,4,-99,4,2,5,2,4,2,-99,5,3,-99,1,3,4,-99
30/04/2014,7,2,20,5,-99,-99,1,2,8,4,5,2,-99,5,-99,5,2,7,2,5,4,-99,14,3,-99,2,5,3,-99
30/04/2014,8,3,50,38,-99,-99,3,4,60,22,8,2,-99,14,-99,6,4,6,5,5,5,-99,51,18,-99,3,6,4,-99
30/04/2014,9,3,62,-99,-99,-99,28,13,28,21,22,3,-99,19,-99,6,19,6,21,6,16,-99,26,9,-99,15,18,9,-99
30/04/2014,10,3,43,-99,-99,-99,16,8,31,7,10,-99,-99,6,-99,5,12,7,16,4,14,-99,10,6,-99,16,11,7,-99
30/04/2014,11,2,12,-99,-99,-99,16,5,16,3,5,-99,-99,4,-99,5,12,7,14,4,10,-99,8,5,-99,10,5,5,-99
30/04/2014,12,2,6,-99,-99,-99,16,4,8,3,4,-99,-99,4,-99,5,8,5,14,4,7,-99,7,4,-99,6,4,4,-99
30/04/2014,13,3,5,-99,-99,-99,8,4,6,3,4,4,-99,4,-99,5,5,4,8,5,5,-99,6,4,-99,4,4,4,-99
30/04/2014,14,3,5,-99,-99,-99,6,3,5,3,3,3,-99,3,-99,4,5,4,6,4,4,-99,4,3,-99,3,3,4,-99
30/04/2014,15,3,5,3,-99,-99,5,4,5,2,3,3,-99,3,-99,3,3,2,5,3,4,-99,5,2,-99,3,2,3,-99
30/04/2014,16,2,4,2,-99,-99,3,2,4,2,2,1,-99,2,-99,3,3,2,3,3,2,-99,5,3,-99,1,2,3,-99
30/04/2014,17,2,3,2,-99,-99,1,1,3,2,2,1,-99,2,-99,4,3,2,2,4,2,-99,7,2,-99,2,2,2,-99
30/04/2014,18,2,2,2,-99,-99,3,1,2,1,2,1,-99,2,-99,-99,2,2,2,3,2,-99,5,1,-99,1,2,2,-99
30/04/2014,19,2,2,2,-99,-99,5,1,2,1,1,1,-99,1,-99,3,2,2,2,-99,1,-99,3,1,-99,1,1,2,-99
30/04/2014,20,2,2,2,-99,-99,1,1,2,2,2,1,-99,2,-99,3,2,3,1,3,1,-99,3,1,-99,1,2,2,-99
30/04/2014,21,2,1,2,-99,-99,3,1,1,2,2,1,-99,2,-99,4,2,3,4,3,1,-99,2,1,-99,1,2,2,-99
30/04/2014,22,2,1,1,-99,-99,4,1,1,2,3,1,-99,2,-99,3,2,2,3,3,1,-99,2,1,-99,1,2,2,-99
30/04/2014,23,2,1,2,-99,-99,3,1,1,2,2,1,-99,2,-99,4,2,2,2,3,1,-99,2,1,-99,1,2,2,-99
30/04/2014,24,-99,1,2,-99,-99,2,1,2,2,2,2,-99,2,-99,4,2,6,2,3,1,-99,2,1,-99,1,2,2,-99
01/05/2014,1,-99,1,2,-99,-99,2,1,2,1,2,1,-99,2,-99,-99,2,3,2,4,1,2,3,2,0,1,2,2,-99
01/05/2014,2,-99,1,3,-99,-99,1,3,1,1,2,1,-99,3,-99,-99,1,2,2,3,2,2,3,2,1,1,1,4,-99
01/05/2014,3,-99,4,3,-99,-99,1,5,2,2,2,5,-99,2,-99,-99,1,3,1,2,2,2,6,13,1,1,1,32,-99
01/05/2014,4,-99,3,6,-99,-99,1,3,2,3,2,15,-99,3,-99,-99,1,8,1,3,2,1,9,24,1,2,1,48,-99
01/05/2014,5,-99,2,7,-99,-99,1,2,1,3,3,12,-99,5,-99,-99,1,10,1,4,3,2,8,24,1,2,1,24,-99
01/05/2014,6,1,2,7,-99,-99,1,2,2,3,4,5,-99,8,-99,-99,1,6,1,5,2,2,5,22,1,3,3,21,-99
01/05/2014,7,2,2,7,-99,-99,1,2,3,3,7,3,-99,8,-99,-99,2,5,1,6,2,2,5,16,1,3,5,17,-99
01/05/2014,8,2,3,8,-99,-99,1,2,3,5,7,4,-99,8,-99,-99,2,5,2,10,3,2,7,14,2,3,10,12,-99
01/05/2014,9,4,4,7,-99,-99,1,4,5,4,6,5,-99,6,-99,-99,2,8,2,10,4,3,7,10,2,3,7,9,-99
01/05/2014,10,4,6,6,-99,-99,0,4,6,3,3,4,-99,5,-99,-99,2,9,2,6,2,2,5,7,2,2,3,5,-99
01/05/2014,11,2,5,4,-99,-99,-99,4,4,1,1,4,-99,3,-99,-99,2,6,2,4,1,1,4,6,1,1,1,5,-99
01/05/2014,12,2,4,2,-99,-99,-99,3,3,1,1,3,-99,2,-99,-99,1,4,1,3,1,1,4,3,1,1,1,4,-99
01/05/2014,13,2,3,2,-99,-99,-99,2,2,1,1,3,-99,1,-99,-99,1,2,1,3,1,1,3,3,1,1,1,3,-99
01/05/2014,14,2,2,1,-99,-99,1,2,2,1,1,3,-99,1,-99,-99,1,1,1,3,2,2,2,4,1,1,1,3,-99
01/05/2014,15,2,2,1,-99,-99,1,2,2,0,1,2,-99,1,-99,-99,1,1,1,2,1,1,2,2,1,1,1,3,-99
01/05/2014,16,2,2,1,-99,-99,1,20,2,1,1,1,-99,2,-99,-99,1,1,1,3,1,1,1,2,1,1,1,2,-99
01/05/2014,17,2,1,2,-99,-99,1,44,2,1,2,1,-99,2,-99,-99,1,1,1,3,1,1,1,1,1,1,1,2,-99
01/05/2014,18,2,3,2,-99,-99,1,9,2,0,1,1,-99,1,-99,-99,2,2,1,3,1,1,2,2,1,1,1,2,-99
01/05/2014,19,2,24,2,-99,-99,1,10,1,1,2,2,-99,1,-99,-99,1,2,1,3,1,1,14,16,1,1,1,8,-99
01/05/2014,20,2,62,4,-99,-99,1,3,18,2,1,3,-99,2,-99,-99,1,3,1,3,1,1,27,7,1,1,1,5,-99
01/05/2014,21,2,15,5,-99,-99,1,3,23,5,4,2,-99,3,-99,-99,20,3,35,5,7,3,9,3,16,4,4,3,-99
01/05/2014,22,2,17,4,-99,-99,34,2,37,5,4,2,-99,3,-99,-99,19,3,14,4,19,3,3,2,32,14,3,3,-99
01/05/2014,23,2,39,16,-99,-99,14,2,25,11,4,2,-99,2,-99,-99,19,-99,11,3,18,4,3,3,10,14,2,3,-99
01/05/2014,24,2,20,-99,-99,-99,12,6,11,18,11,2,-99,11,-99,-99,13,3,13,5,18,10,18,2,12,-99,2,3,-99
02/05/2014,1,2,9,-99,-99,-99,16,9,7,13,13,2,-99,12,-99,-99,10,5,8,7,14,9,14,6,8,-99,4,3,-99
02/05/2014,2,2,9,-99,-99,-99,10,5,5,13,11,2,-99,10,-99,-99,8,5,6,7,13,4,10,7,4,-99,7,2,-99
02/05/2014,3,2,6,-99,-99,-99,1,3,5,11,8,2,-99,8,-99,-99,6,3,6,5,7,3,7,8,2,-99,7,3,-99
02/05/2014,4,2,5,-99,-99,-99,1,2,4,7,6,2,-99,7,-99,-99,5,3,4,4,3,2,7,5,2,-99,4,2,-99
02/05/2014,5,2,4,-99,-99,-99,1,1,4,4,-99,2,-99,6,-99,-99,4,4,2,4,3,2,9,8,1,-99,2,3,-99
02/05/2014,6,2,5,6,-99,-99,1,2,5,2,3,3,-99,4,-99,-99,3,4,1,6,5,2,10,6,1,3,3,3,-99
