FECHA,HORA,TAC,FAC,SAG,TLA,XAL,MER,PED,CES,TLI,ATI,VIF,LAG,AZC,UIZ,TAX,SUR,IZT
14/04/2010,23,29,18,19,24,43,22,19,26,20,25,13,19,30,29,35,25,26
14/04/2010,24,26,24,14,30,30,23,18,27,29,32,20,23,29,29,34,27,29
15/04/2010,1,31,26,16,-99,27,28,24,29,34,27,22,27,33,28,33,31,35
15/04/2010,2,30,24,24,-99,22,30,24,20,33,18,27,33,29,21,31,33,30
15/04/2010,3,30,21,24,26,31,31,23,18,37,16,26,32,27,23,23,32,27
15/04/2010,4,30,19,27,34,32,28,25,20,37,17,27,30,26,26,25,27,27
15/04/2010,5,31,22,-99,26,36,27,28,23,36,17,26,27,26,26,27,28,28
15/04/2010,6,34,25,26,28,40,29,27,24,34,23,24,30,29,28,26,31,30
15/04/2010,7,34,27,29,33,41,30,26,35,35,21,20,30,33,30,27,32,33
15/04/2010,8,37,31,-99,35,38,39,27,35,33,30,20,34,41,27,29,33,36
15/04/2010,9,57,44,32,58,39,55,33,38,31,36,20,45,54,32,26,30,35
15/04/2010,10,57,69,20,54,32,47,29,32,26,51,19,50,49,22,32,20,32
15/04/2010,11,39,60,11,45,20,27,16,27,29,54,21,35,44,6,16,12,21
15/04/2010,12,-99,47,10,42,19,19,11,18,29,43,18,29,29,4,18,7,11
15/04/2010,13,-99,40,12,38,17,13,7,22,24,35,14,24,25,4,24,6,11
15/04/2010,14,-99,33,12,32,15,12,10,21,19,28,17,21,20,6,17,9,12
15/04/2010,15,19,33,15,19,13,14,11,28,21,25,17,23,17,8,16,14,18
15/04/2010,16,21,34,19,33,22,19,10,14,19,26,19,34,22,11,13,13,18
15/04/2010,17,29,34,23,35,42,29,8,17,23,30,22,34,29,15,11,12,20
15/04/2010,18,41,35,26,41,50,40,9,16,27,28,15,40,39,16,11,15,25
15/04/2010,19,37,47,31,47,34,42,10,30,30,41,30,47,34,18,19,18,38
15/04/2010,20,36,44,31,47,33,40,10,36,26,38,16,43,51,20,16,20,33
15/04/2010,21,52,40,33,53,47,33,17,23,29,29,18,35,49,22,22,20,25
15/04/2010,22,35,24,38,42,51,45,29,19,25,22,15,47,40,17,24,17,34
15/04/2010,23,25,18,16,28,32,37,22,30,23,22,15,32,29,43,43,35,39
15/04/2010,24,28,11,17,38,23,25,15,25,29,14,17,28,38,24,36,22,28
16/04/2010,1,25,20,21,39,35,40,15,21,36,19,20,34,35,30,30,18,32
16/04/2010,2,20,19,23,-99,48,30,12,23,48,22,26,30,29,35,25,26,25
16/04/2010,3,20,16,35,36,40,30,9,35,36,13,29,30,27,43,21,25,27
16/04/2010,4,25,18,38,39,39,38,10,29,36,11,30,33,29,39,32,35,30
16/04/2010,5,35,24,35,40,48,43,13,32,39,15,33,38,38,38,31,36,40
16/04/2010,6,41,36,37,42,50,43,30,35,43,31,34,39,41,35,33,36,40
16/04/2010,7,43,36,39,42,53,48,35,37,43,37,38,42,41,38,37,38,41
16/04/2010,8,43,35,34,37,55,50,37,46,45,27,36,41,40,43,48,47,45
16/04/2010,9,35,34,35,42,49,52,36,61,38,20,27,44,35,54,54,49,51
16/04/2010,10,35,37,27,40,53,70,36,65,48,22,24,50,36,52,62,60,68
16/04/2010,11,49,46,39,-99,51,82,39,52,49,43,21,76,41,41,57,57,68
16/04/2010,12,35,39,31,-99,54,62,23,36,35,44,16,57,38,24,30,23,41
16/04/2010,13,33,38,17,-99,45,30,22,28,17,20,8,39,27,11,29,18,18
16/04/2010,14,35,18,12,31,41,36,28,27,26,13,7,42,25,17,56,24,30
16/04/2010,15,33,13,15,22,34,49,26,25,22,11,11,36,16,31,44,31,19
16/04/2010,16,23,16,12,19,36,43,18,18,21,10,10,29,17,26,44,20,21
16/04/2010,17,18,19,18,22,39,46,20,23,18,15,11,26,20,26,51,22,21
16/04/2010,18,25,30,20,30,51,43,21,45,16,22,8,30,26,21,54,26,23
16/04/2010,19,32,32,24,37,34,37,28,48,20,27,13,30,35,23,52,31,32
16/04/2010,20,26,35,23,38,40,33,23,29,17,25,17,30,26,33,46,30,36
16/04/2010,21,36,34,23,36,38,33,37,39,30,25,14,30,31,35,44,37,31
16/04/2010,22,32,42,24,44,38,31,21,23,25,37,26,31,36,29,41,26,23
16/04/2010,23,33,32,36,37,49,36,17,26,40,20,39,44,38,24,31,26,-99
16/04/2010,24,31,26,37,36,48,45,23,26,35,20,42,46,23,22,22,27,-99
17/04/2010,1,47,32,42,48,41,38,26,20,19,35,46,43,40,24,28,25,31
17/04/2010,2,49,43,40,50,44,38,29,15,50,34,42,38,51,40,26,21,37
17/04/2010,3,35,30,32,48,51,41,30,20,56,18,33,46,46,34,44,20,41
17/04/2010,4,22,22,34,37,44,41,25,26,46,13,32,47,36,36,29,34,45
17/04/2010,5,29,26,33,34,46,44,20,29,39,20,34,44,30,37,30,39,45
17/04/2010,6,31,25,32,33,42,36,20,33,40,24,32,38,28,39,31,34,43
17/04/2010,7,32,28,-99,40,49,36,24,29,41,32,31,37,29,35,29,36,37
17/04/2010,8,52,34,-99,50,61,50,26,33,45,36,31,49,42,37,31,37,40
17/04/2010,9,75,59,-99,79,67,76,23,41,54,57,33,69,69,-99,41,43,63
17/04/2010,10,87,81,-99,71,41,78,28,-99,58,72,38,67,79,37,41,45,51
17/04/2010,11,73,85,21,74,35,58,30,35,49,70,46,59,60,19,36,26,37
17/04/2010,12,50,65,15,66,31,24,19,31,35,44,32,41,44,9,34,21,23
17/04/2010,13,40,41,13,51,34,25,18,27,19,31,13,31,36,10,34,14,18
17/04/2010,14,30,38,29,33,58,43,25,25,38,19,22,38,34,23,-99,29,22
17/04/2010,15,28,29,25,38,38,39,12,24,19,26,24,34,30,24,17,16,24
17/04/2010,16,32,22,33,38,37,42,12,28,36,24,21,38,28,15,15,20,22
17/04/2010,17,38,40,33,41,51,64,22,20,38,20,30,40,33,28,44,26,27
17/04/2010,18,41,35,43,39,63,74,39,38,40,21,30,48,33,45,62,49,47
17/04/2010,19,33,33,43,38,63,54,24,36,32,21,24,47,33,52,41,33,42
17/04/2010,20,43,39,52,47,70,57,25,47,37,30,19,50,41,45,-99,44,45
17/04/2010,21,55,39,65,61,73,57,37,46,55,35,28,48,52,45,-99,60,51
17/04/2010,22,61,51,53,61,67,62,30,49,46,58,19,60,62,54,56,61,58
17/04/2010,23,62,54,27,49,51,66,36,56,25,33,19,63,58,66,57,56,67
17/04/2010,24,40,43,25,-99,40,55,43,57,34,28,14,51,34,66,55,55,53
18/04/2010,1,20,26,18,-99,26,40,40,41,25,25,11,40,21,47,39,50,32
18/04/2010,2,22,26,15,-99,34,36,32,24,18,21,10,35,23,35,36,30,28
18/04/2010,3,30,27,18,30,39,29,23,28,15,24,13,29,26,32,32,32,27
18/04/2010,4,24,26,20,32,31,26,17,23,26,23,16,36,30,34,33,33,33
18/04/2010,5,19,21,38,30,41,35,15,29,42,17,27,36,26,36,28,29,35
18/04/2010,6,21,21,39,29,47,33,17,27,40,25,34,33,23,32,24,26,30
18/04/2010,7,23,22,38,28,45,32,20,28,35,25,30,35,22,33,24,28,29
18/04/2010,8,33,24,-99,35,48,42,25,32,37,15,29,39,28,43,29,31,34
18/04/2010,9,40,35,39,42,53,57,27,53,43,21,22,54,39,50,40,33,41
18/04/2010,10,32,39,38,42,41,63,21,48,34,29,23,62,41,48,50,35,56
18/04/2010,11,40,35,28,37,33,56,24,40,21,33,18,54,37,31,58,38,52
18/04/2010,12,40,31,13,43,27,32,34,29,15,17,10,35,38,20,36,36,36
18/04/2010,13,33,24,14,36,21,25,29,32,13,10,7,24,27,19,29,25,29
18/04/2010,14,23,26,15,23,22,31,23,25,13,10,8,22,19,17,31,22,22
18/04/2010,15,23,16,15,24,19,28,19,18,15,9,8,22,21,19,28,20,23
18/04/2010,16,23,16,18,26,24,19,17,32,14,11,6,27,16,17,37,19,24
18/04/2010,17,23,21,18,27,27,21,11,27,14,10,6,19,15,17,30,17,25
18/04/2010,18,30,33,20,23,34,24,13,15,15,15,8,36,29,14,14,19,20
18/04/2010,19,37,40,38,33,24,31,14,22,21,22,12,35,34,21,13,26,26
18/04/2010,20,22,-99,-99,34,29,38,12,32,29,23,14,41,28,21,19,30,37
18/04/2010,21,24,-99,-99,30,32,36,12,28,21,20,19,33,23,17,22,27,35
18/04/2010,22,18,17,-99,21,27,32,19,27,24,12,16,30,20,20,26,24,26
18/04/2010,23,18,20,-99,26,30,27,20,19,16,14,12,27,22,27,28,21,23
18/04/2010,24,16,17,12,22,30,27,18,20,15,15,10,26,19,27,29,16,25
19/04/2010,1,14,17,9,-99,25,25,14,18,16,19,9,22,15,27,20,15,20
19/04/2010,2,18,16,9,-99,19,23,10,21,33,22,13,23,18,23,19,20,21
19/04/2010,3,15,14,21,23,22,21,8,19,38,14,17,21,17,30,25,22,20
19/04/2010,4,22,16,28,26,37,29,10,28,39,9,23,28,23,24,17,27,23
19/04/2010,5,28,24,31,29,34,30,13,28,36,17,27,31,28,33,24,33,31
19/04/2010,6,36,28,32,30,41,30,26,30,36,19,29,31,30,34,30,36,32
19/04/2010,7,37,30,-99,39,40,34,31,35,34,23,22,35,31,40,30,36,34
19/04/2010,8,36,32,28,37,47,38,33,45,33,26,21,40,34,45,32,33,37
19/04/2010,9,40,31,27,48,43,50,48,56,27,27,16,-99,43,45,53,43,46
19/04/2010,10,59,45,19,48,33,45,-99,60,28,33,15,-99,61,43,62,66,46
19/04/2010,11,68,69,16,68,24,38,72,54,32,46,17,-99,66,37,67,62,44
19/04/2010,12,39,54,15,38,19,36,47,39,30,57,19,45,30,13,44,49,33
19/04/2010,13,36,45,12,37,25,22,29,16,26,36,15,32,31,7,26,21,17
19/04/2010,14,33,44,14,38,25,33,19,13,25,29,15,28,30,8,24,10,15
19/04/2010,15,31,36,16,33,28,33,15,23,30,28,16,31,29,12,15,11,16
19/04/2010,16,16,16,15,30,19,19,13,23,26,20,20,30,20,13,18,-99,22
19/04/2010,17,15,13,17,35,22,20,11,18,25,16,17,38,23,15,14,13,20
19/04/2010,18,13,12,22,28,26,39,13,25,25,9,23,29,17,14,12,16,15
19/04/2010,19,15,21,28,18,30,42,13,19,26,10,31,30,18,17,15,20,23
19/04/2010,20,17,23,26,27,41,32,12,23,36,12,25,36,26,20,15,19,27
19/04/2010,21,16,41,35,34,35,29,16,17,45,20,25,40,23,19,19,16,26
19/04/2010,22,20,42,38,45,41,39,20,22,42,31,25,37,28,19,25,29,31
19/04/2010,23,13,23,31,49,41,29,32,17,37,30,31,25,25,18,26,29,38
19/04/2010,24,14,14,18,46,24,33,28,39,36,38,23,36,16,20,23,27,28
20/04/2010,1,13,18,15,45,19,39,20,36,43,27,31,39,25,24,-99,36,27
20/04/2010,2,15,20,10,43,27,29,21,18,49,25,34,37,23,26,-99,23,28
20/04/2010,3,20,17,13,39,38,36,15,20,41,17,32,32,23,25,-99,19,33
20/04/2010,4,29,22,22,38,39,38,10,17,29,21,34,38,36,19,19,18,31
20/04/2010,5,41,35,37,38,47,39,13,30,40,31,32,38,37,32,30,28,34
20/04/2010,6,44,36,38,40,62,43,29,37,47,36,34,42,39,36,32,38,38
20/04/2010,7,45,41,37,47,57,47,37,46,45,38,34,44,42,39,34,41,39
20/04/2010,8,57,47,-99,55,63,53,40,46,50,51,32,49,55,42,38,52,47
20/04/2010,9,94,67,37,69,61,92,57,60,61,-99,26,-99,78,58,43,39,51
20/04/2010,10,119,77,41,105,72,-99,39,46,73,-99,23,-99,78,37,46,34,55
20/04/2010,11,90,74,33,63,64,-99,29,41,34,-99,22,83,60,23,69,38,64
20/04/2010,12,55,-99,24,43,59,-99,38,41,19,28,11,58,47,22,56,53,53
20/04/2010,13,54,-99,23,37,43,-99,46,40,18,17,8,45,27,20,66,39,34
20/04/2010,14,31,-99,14,28,32,-99,47,40,15,15,6,41,23,26,57,38,36
20/04/2010,15,24,-99,10,24,50,-99,-99,43,12,9,6,34,17,27,64,38,34
20/04/2010,16,13,10,11,24,35,-99,-99,54,11,5,6,31,14,21,63,17,32
20/04/2010,17,13,8,15,30,31,23,-99,50,12,14,9,31,17,17,28,10,21
20/04/2010,18,12,11,25,23,31,29,-99,54,14,10,11,44,13,12,22,12,28
20/04/2010,19,17,21,32,36,37,30,-99,57,24,18,14,58,18,16,57,27,36
20/04/2010,20,27,31,35,43,35,47,-99,54,34,14,38,62,33,26,40,35,48
20/04/2010,21,46,36,30,47,35,58,-99,52,39,16,54,66,72,35,45,49,45
20/04/2010,22,63,55,37,40,34,72,-99,44,40,23,48,68,68,30,39,56,45
20/04/2010,23,73,65,41,45,56,69,-99,29,53,32,49,68,65,24,28,37,39
20/04/2010,24,68,50,31,49,44,58,-99,35,44,22,42,55,59,26,22,36,32
21/04/2010,1,35,41,38,33,58,56,-99,25,45,28,27,47,39,24,23,28,29
21/04/2010,2,16,41,48,31,51,54,-99,23,42,24,29,45,41,23,27,36,32
21/04/2010,3,11,35,37,39,47,54,-99,37,39,21,32,32,40,25,19,34,35
21/04/2010,4,23,26,32,39,48,48,-99,25,36,17,27,27,37,31,19,22,28
21/04/2010,5,37,35,32,41,56,44,-99,35,36,28,26,40,39,38,25,31,33
21/04/2010,6,42,37,-99,42,64,44,-99,41,38,36,27,42,39,42,33,37,39
21/04/2010,7,42,40,-99,45,61,52,-99,44,39,38,27,45,40,44,33,41,39
21/04/2010,8,52,43,38,53,73,60,-99,-99,45,44,34,54,49,48,34,48,43
21/04/2010,9,100,75,47,74,63,111,-99,58,64,57,31,88,82,49,38,42,-99
21/04/2010,10,110,114,38,124,47,109,-99,70,60,61,38,111,105,58,36,38,88
21/04/2010,11,68,92,22,104,32,62,-99,31,45,66,34,77,83,24,27,20,39
21/04/2010,12,38,56,23,73,47,38,-99,19,40,62,26,42,51,12,23,15,19
21/04/2010,13,22,38,28,57,42,28,10,10,36,41,19,30,26,13,25,12,15
21/04/2010,14,21,22,22,-99,36,37,11,23,26,19,16,-99,19,11,28,15,17
21/04/2010,15,19,17,-99,-99,40,44,11,24,13,11,11,26,18,18,21,15,22
21/04/2010,16,21,15,25,-99,36,26,14,40,12,5,7,30,19,14,21,23,24
21/04/2010,17,21,10,24,-99,33,18,15,38,12,6,7,36,19,12,22,-99,25
21/04/2010,18,30,40,27,37,28,26,12,35,22,21,8,40,32,15,17,-99,23
21/04/2010,19,31,54,31,43,34,32,21,20,28,41,26,48,35,18,20,19,29
21/04/2010,20,33,34,33,57,38,41,22,40,28,51,33,48,38,21,23,22,33
21/04/2010,21,32,43,32,57,38,38,25,49,34,58,33,41,41,24,32,35,38
21/04/2010,22,47,43,35,68,38,45,45,49,35,58,33,49,55,21,41,42,38
21/04/2010,23,43,40,40,68,38,54,30,39,50,54,45,48,55,25,36,43,36
21/04/2010,24,25,42,42,68,58,51,23,22,48,46,62,47,40,20,35,45,37
22/04/2010,1,23,35,37,61,39,55,16,18,50,41,55,44,42,-99,22,35,29
22/04/2010,2,21,26,17,60,40,49,14,18,38,43,46,38,48,31,23,23,29
22/04/2010,3,20,28,19,57,45,48,13,17,36,47,45,43,46,22,12,18,24
22/04/2010,4,29,26,22,51,47,42,17,17,47,46,43,34,37,24,14,18,24
22/04/2010,5,43,30,37,46,57,41,18,42,47,46,40,37,34,29,20,29,33
22/04/2010,6,45,37,38,49,55,44,26,40,48,42,39,40,42,41,32,41,38
22/04/2010,7,46,40,37,47,77,47,39,43,53,43,39,44,44,47,36,43,39
22/04/2010,8,49,46,39,60,64,62,45,-99,57,49,46,52,50,56,39,48,44
22/04/2010,9,78,59,56,83,80,103,51,63,69,56,49,76,65,68,37,43,62
22/04/2010,10,78,59,-99,108,74,106,51,77,67,84,41,87,84,69,60,44,98
22/04/2010,11,76,61,-99,119,65,109,36,74,51,92,26,104,74,47,92,50,98
22/04/2010,12,96,-99,-99,101,63,85,37,52,54,72,23,91,74,39,76,57,71
22/04/2010,13,82,92,24,83,35,48,33,34,47,66,29,64,77,15,33,29,33
22/04/2010,14,41,77,17,57,32,28,22,30,42,57,33,44,46,8,29,16,18
22/04/2010,15,30,49,17,38,23,23,13,26,35,49,26,36,31,9,20,13,14
22/04/2010,16,20,-99,20,31,-99,33,11,17,35,30,29,37,24,15,13,16,20
22/04/2010,17,16,19,23,25,23,41,10,20,25,12,25,32,17,19,17,17,25
22/04/2010,18,17,22,25,29,27,51,14,23,26,12,27,34,20,23,14,20,25
22/04/2010,19,15,26,29,33,33,47,18,55,29,13,21,37,26,22,27,26,35
22/04/2010,20,24,32,35,36,30,40,24,49,30,15,32,54,27,22,31,35,37
22/04/2010,21,30,40,43,43,36,47,42,49,45,42,39,52,29,27,46,39,47
22/04/2010,22,38,37,43,51,43,51,45,48,45,52,45,54,28,39,39,40,52
22/04/2010,23,62,46,46,57,41,63,53,38,43,48,48,56,55,35,31,38,41
22/04/2010,24,61,47,38,64,30,64,45,23,52,40,48,61,68,34,28,35,32
23/04/2010,1,41,40,41,57,21,47,25,27,53,27,47,50,64,19,31,46,27
23/04/2010,2,25,34,28,49,21,50,23,25,47,28,43,48,45,25,28,55,33
23/04/2010,3,28,35,37,47,49,57,17,19,48,32,45,50,38,27,28,37,42
23/04/2010,4,24,34,25,41,55,52,14,21,50,34,39,47,34,34,28,25,41
23/04/2010,5,33,39,-99,41,57,52,14,39,47,42,38,44,34,40,33,38,43
23/04/2010,6,38,35,-99,45,59,53,26,44,49,41,39,47,35,49,38,43,42
23/04/2010,7,38,37,-99,52,62,52,28,44,53,43,37,46,39,49,38,41,45
23/04/2010,8,46,39,40,58,74,57,27,87,66,54,42,51,43,47,34,51,45
23/04/2010,9,63,55,42,65,85,82,48,49,83,65,45,69,50,44,37,47,-99
23/04/2010,10,80,82,77,74,104,91,45,48,82,101,39,83,84,53,39,35,-99
23/04/2010,11,78,70,50,90,67,72,31,43,50,108,31,87,117,65,30,27,-99
23/04/2010,12,60,48,26,78,54,67,12,46,34,46,32,68,63,42,43,22,-99
23/04/2010,13,49,53,35,47,73,61,6,46,25,21,15,46,49,29,29,19,43
23/04/2010,14,24,23,36,38,62,65,8,36,22,16,9,38,28,34,22,16,37
23/04/2010,15,14,9,31,15,51,42,12,33,23,9,12,32,11,20,46,20,36
23/04/2010,16,15,10,37,19,42,36,14,46,20,8,12,23,14,11,40,15,25
23/04/2010,17,18,11,39,18,37,46,13,30,24,7,13,26,15,-99,43,18,24
23/04/2010,18,17,16,33,19,41,32,14,18,24,8,13,27,22,26,26,17,22
23/04/2010,19,16,24,37,28,35,38,17,23,27,13,21,31,25,23,27,21,30
23/04/2010,20,22,25,35,26,36,39,22,25,33,23,27,29,30,27,44,26,28
23/04/2010,21,26,25,39,36,42,35,24,56,29,22,30,31,33,27,31,45,34
23/04/2010,22,27,31,45,37,50,32,33,52,37,21,48,28,30,35,39,46,28
23/04/2010,23,30,30,46,28,52,35,38,43,49,23,52,28,32,44,44,49,54
23/04/2010,24,28,27,-99,33,38,59,19,36,39,23,55,33,33,35,50,51,60
24/04/2010,1,21,27,38,28,50,51,14,-99,49,20,46,37,29,39,33,34,49
24/04/2010,2,21,28,45,33,48,43,13,30,37,20,39,31,27,36,33,35,43
24/04/2010,3,23,25,45,30,45,42,19,24,36,9,34,31,28,26,27,38,37
24/04/2010,4,26,27,40,35,42,40,20,31,36,15,32,30,27,29,24,33,34
24/04/2010,5,27,25,36,32,51,36,17,28,38,24,32,33,28,30,29,31,34
24/04/2010,6,27,26,-99,35,52,38,18,-99,35,26,32,33,28,37,29,33,38
24/04/2010,7,28,28,-99,39,51,46,20,34,34,28,31,32,32,38,30,31,42
24/04/2010,8,31,30,-99,44,49,54,26,36,39,33,31,43,34,43,32,33,50
24/04/2010,9,58,37,-99,42,60,70,36,39,56,45,46,52,48,54,33,37,60
24/04/2010,10,51,50,26,63,55,79,37,46,-99,46,53,77,79,65,40,39,61
24/04/2010,11,40,37,31,72,53,64,32,53,57,31,47,54,47,60,58,28,54
24/04/2010,12,29,24,31,31,45,57,24,32,34,24,34,45,25,27,25,24,47
24/04/2010,13,30,34,20,25,48,30,12,17,18,20,23,44,30,4,14,10,16
24/04/2010,14,25,15,10,33,21,27,9,18,22,14,15,29,23,5,10,7,11
24/04/2010,15,20,7,13,12,17,23,9,11,19,8,21,28,15,11,16,10,20
24/04/2010,16,10,9,18,12,22,27,7,17,13,7,18,35,11,10,12,11,16
24/04/2010,17,10,9,17,10,21,28,5,12,12,7,11,16,10,10,7,10,11
24/04/2010,18,9,11,10,11,19,22,5,10,-99,7,9,18,10,9,9,11,14
24/04/2010,19,12,14,18,17,18,18,6,22,16,9,14,28,12,13,12,14,19
24/04/2010,20,16,18,25,22,26,30,10,24,20,9,18,23,20,23,14,21,22
24/04/2010,21,20,18,21,22,28,26,10,30,28,11,20,28,26,22,19,21,22
24/04/2010,22,19,18,24,19,33,27,10,23,21,7,23,26,20,23,16,20,22
24/04/2010,23,22,20,21,20,21,30,7,19,21,6,19,26,22,19,26,19,18
24/04/2010,24,15,32,24,11,26,24,7,26,18,3,20,21,30,26,23,10,33
25/04/2010,1,15,31,27,24,34,29,6,28,20,4,21,16,23,27,26,18,33
25/04/2010,2,12,16,23,21,28,24,5,22,13,3,14,14,16,32,24,29,10
25/04/2010,3,9,20,28,10,33,28,10,26,11,2,10,13,21,19,25,29,8
25/04/2010,4,11,24,24,15,33,19,13,26,10,2,9,16,20,24,25,28,6
25/04/2010,5,15,24,23,25,31,18,6,25,16,8,20,12,15,27,24,25,18
25/04/2010,6,13,22,22,23,34,21,18,25,22,15,29,13,14,27,24,26,27
25/04/2010,7,23,25,23,27,36,29,21,26,18,26,28,22,17,27,22,27,28
25/04/2010,8,17,26,-99,23,30,30,21,34,16,24,30,21,21,38,26,25,30
25/04/2010,9,11,20,-99,21,23,18,16,46,12,15,21,13,11,38,27,29,35
25/04/2010,10,9,13,11,17,20,17,17,21,14,10,14,12,7,15,26,16,20
25/04/2010,11,12,12,15,15,16,19,12,14,12,13,10,13,9,9,22,14,15
25/04/2010,12,14,14,13,17,11,16,11,23,12,10,9,17,10,10,20,13,13
25/04/2010,13,14,10,12,10,11,23,8,16,12,7,7,18,9,10,25,13,18
25/04/2010,14,8,9,10,9,14,26,4,10,10,4,9,18,7,10,14,6,20
25/04/2010,15,7,6,-99,-99,12,15,4,6,12,5,9,13,7,4,4,5,9
25/04/2010,16,7,5,5,-99,13,15,4,7,9,5,7,13,6,4,4,7,7
25/04/2010,17,7,5,5,6,13,14,5,5,10,3,6,12,5,5,4,9,8
25/04/2010,18,8,5,6,7,15,14,7,6,14,4,8,11,6,6,6,11,-99
25/04/2010,19,13,6,11,11,21,19,11,10,16,6,11,17,9,9,16,14,11
25/04/2010,20,20,9,16,16,25,28,18,17,19,8,17,23,15,19,22,19,17
25/04/2010,21,22,17,-99,23,37,29,14,25,21,8,25,29,21,24,25,19,17
25/04/2010,22,22,18,34,30,41,27,18,30,31,24,38,25,21,31,28,31,26
25/04/2010,23,18,15,28,24,41,37,15,27,32,30,36,28,18,28,32,29,35
25/04/2010,24,15,19,29,18,37,37,12,21,37,28,34,27,17,28,30,20,34
26/04/2010,1,13,16,31,-99,35,28,7,23,31,14,33,27,17,28,28,30,36
26/04/2010,2,11,13,32,-99,39,23,6,20,30,10,30,25,15,22,21,26,31
26/04/2010,3,12,17,32,23,39,30,5,22,37,13,26,26,12,20,16,26,23
26/04/2010,4,20,19,33,30,40,32,8,26,36,17,28,30,20,25,17,16,27
26/04/2010,5,26,22,32,35,47,33,13,23,43,27,28,33,23,22,23,26,28
26/04/2010,6,30,27,33,35,51,38,25,26,41,28,27,38,29,27,33,30,31
26/04/2010,7,33,28,-99,41,65,48,31,30,40,28,29,37,32,35,30,35,38
26/04/2010,8,67,36,37,57,56,56,31,40,44,28,28,50,41,40,39,46,54
26/04/2010,9,53,49,37,50,49,74,44,49,44,45,30,58,38,47,86,81,79
26/04/2010,10,53,28,28,-99,-99,89,54,52,42,39,17,85,38,50,79,95,79
26/04/2010,11,28,6,22,-99,-99,53,47,38,29,15,16,65,23,28,48,45,44
26/04/2010,12,9,6,26,-99,-99,29,16,35,23,8,20,17,6,24,39,27,33
26/04/2010,13,11,9,8,-99,-99,20,19,22,11,10,12,18,10,17,37,20,22
26/04/2010,14,10,12,12,-99,-99,30,8,20,12,11,11,26,9,-99,33,13,18
26/04/2010,15,9,12,17,-99,27,28,6,14,12,7,9,20,9,10,7,8,11
26/04/2010,16,11,12,8,-99,18,33,5,15,10,6,9,18,10,9,9,9,10
26/04/2010,17,10,12,8,16,19,30,5,15,11,7,9,19,11,9,7,10,11
26/04/2010,18,12,16,9,19,30,35,7,16,15,8,11,22,10,11,8,13,14
26/04/2010,19,15,23,-99,27,44,49,11,16,23,13,14,36,17,16,13,17,20
26/04/2010,20,24,25,24,38,55,43,18,23,22,13,27,40,25,15,22,28,33
26/04/2010,21,28,29,28,29,49,41,18,29,40,25,37,43,26,20,16,22,37
26/04/2010,22,23,33,33,34,48,36,8,30,40,30,28,39,28,28,31,21,38
26/04/2010,23,16,17,42,28,47,41,5,21,23,12,40,37,22,21,6,7,22
26/04/2010,24,7,16,36,25,31,39,3,8,24,13,27,34,10,10,5,4,17
27/04/2010,1,8,8,30,-99,34,45,3,5,18,22,34,40,8,6,5,7,13
27/04/2010,2,6,7,18,-99,37,40,5,8,39,12,35,40,9,5,8,6,17
27/04/2010,3,6,9,18,23,40,39,7,15,45,16,29,36,7,7,17,15,20
27/04/2010,4,10,9,21,19,42,40,17,20,19,16,37,35,9,8,37,30,20
27/04/2010,5,14,11,31,28,44,40,27,31,36,20,38,37,20,18,51,38,41
27/04/2010,6,33,38,36,50,50,48,34,40,41,26,38,42,40,30,42,41,47
27/04/2010,7,45,49,35,57,54,54,37,40,45,42,35,49,47,40,39,45,49
27/04/2010,8,53,39,39,59,59,61,45,34,49,42,33,54,52,34,48,60,61
27/04/2010,9,37,21,32,46,56,64,53,33,66,14,26,54,38,18,35,58,-99
27/04/2010,10,47,37,20,44,31,27,51,44,42,15,31,41,45,-99,13,23,-99
27/04/2010,11,38,46,17,42,20,13,29,28,26,29,34,27,33,-99,29,18,-99
27/04/2010,12,26,23,12,31,18,16,24,26,26,21,19,27,24,-99,42,22,20
27/04/2010,13,10,13,16,14,-99,17,20,39,23,8,21,28,12,9,36,20,25
27/04/2010,14,10,11,20,13,26,23,12,48,13,10,17,26,10,11,37,18,24
27/04/2010,15,11,11,22,13,22,21,11,43,15,9,18,23,10,11,29,16,22
27/04/2010,16,9,16,-99,18,21,21,8,20,14,10,18,26,11,10,-99,12,20
27/04/2010,17,17,12,-99,29,21,19,8,13,20,13,17,-99,23,11,-99,12,19
27/04/2010,18,14,14,21,28,22,19,9,15,20,8,17,32,20,13,-99,14,18
27/04/2010,19,17,21,29,31,23,23,12,15,24,14,24,39,22,18,-99,13,20
27/04/2010,20,20,42,40,36,33,36,18,25,25,22,37,37,20,22,-99,19,25
27/04/2010,21,19,36,40,49,40,56,39,31,29,30,34,39,26,25,-99,35,50
27/04/2010,22,24,42,41,42,53,62,51,35,51,37,34,41,39,24,-99,38,43
27/04/2010,23,47,32,40,36,38,59,48,36,44,18,36,42,30,23,-99,55,43
27/04/2010,24,40,26,37,36,55,46,33,43,33,12,27,39,27,38,-99,45,63
28/04/2010,1,34,22,40,51,55,44,14,34,51,18,29,46,28,31,-99,33,63
28/04/2010,2,52,12,48,46,51,49,9,12,35,16,30,48,43,10,34,52,27
28/04/2010,3,39,8,40,40,49,39,11,18,34,10,42,34,40,12,18,38,32
28/04/2010,4,38,10,37,33,47,32,16,22,44,9,43,32,39,15,20,14,17
28/04/2010,5,57,35,47,59,52,48,21,28,45,45,40,40,54,22,31,32,32
28/04/2010,6,54,45,50,64,54,59,31,55,49,51,41,47,55,39,42,49,52
