FECHA,HORA,TAC,FAC,SAG,TLA,XAL,MER,PED,CES,TLI,ATI,VIF,LAG,AZC,UIZ,TAX,SUR,IZT
14/01/2010,8,35,34,33,41,67,50,31,49,34,29,20,41,31,56,25,36,39
14/01/2010,9,52,44,58,57,58,72,39,46,42,45,22,60,53,61,37,49,57
14/01/2010,10,70,24,61,45,74,78,47,44,58,55,33,81,73,41,55,56,63
14/01/2010,11,39,10,35,27,51,51,37,25,30,13,43,55,34,15,43,43,32
14/01/2010,12,15,11,-99,10,15,22,24,23,12,9,20,27,11,8,26,25,15
14/01/2010,13,10,12,-99,11,17,32,18,22,14,10,16,25,-99,11,22,19,15
14/01/2010,14,10,11,15,10,26,25,11,18,9,9,11,24,-99,12,9,9,11
14/01/2010,15,-99,10,22,10,20,24,12,18,9,9,9,18,-99,9,8,10,8
14/01/2010,16,-99,10,14,11,16,-99,12,16,8,8,8,15,10,9,9,11,9
14/01/2010,17,-99,11,7,12,14,-99,14,14,8,10,7,16,9,7,11,12,13
14/01/2010,18,16,14,16,17,19,-99,19,18,12,13,9,23,12,11,17,19,18
14/01/2010,19,17,-99,-99,18,31,-99,18,21,15,15,10,33,13,20,18,23,25
14/01/2010,20,14,16,31,19,30,-99,-99,17,17,16,12,26,14,10,17,18,23
14/01/2010,21,15,19,24,20,29,-99,18,18,18,17,11,28,17,10,20,22,25
14/01/2010,22,16,19,33,19,32,-99,13,17,18,12,14,31,18,10,15,19,30
14/01/2010,23,12,19,34,22,32,24,13,18,24,11,19,26,18,8,15,18,26
14/01/2010,24,10,18,28,19,28,18,11,10,18,12,15,18,15,5,10,15,15
15/01/2010,1,6,7,13,9,13,16,12,10,12,11,6,15,3,4,9,10,13
15/01/2010,2,5,7,12,7,24,14,10,6,8,6,3,16,2,2,7,7,6
15/01/2010,3,4,6,13,7,13,11,9,5,7,6,4,12,1,4,7,7,9
15/01/2010,4,6,7,6,14,8,9,8,6,11,8,3,10,4,3,7,6,5
15/01/2010,5,8,8,16,11,16,14,10,15,10,7,4,14,6,4,10,9,8
15/01/2010,6,11,13,21,14,21,18,9,22,14,16,8,15,10,10,11,12,11
15/01/2010,7,19,18,31,21,23,32,13,31,15,19,9,26,14,31,20,28,33
15/01/2010,8,21,23,31,26,43,38,14,-99,19,23,11,33,14,29,21,25,39
15/01/2010,9,13,16,24,18,45,32,13,19,12,14,10,23,11,18,17,19,26
15/01/2010,10,11,11,18,12,22,24,13,14,10,9,9,23,9,10,10,11,13
15/01/2010,11,10,12,15,9,16,22,10,13,-99,9,5,17,7,8,-99,9,10
15/01/2010,12,11,10,11,11,14,-99,-99,10,-99,10,6,13,6,7,-99,10,9
15/01/2010,13,9,12,8,9,11,-99,11,12,-99,-99,7,12,8,8,-99,9,-99
15/01/2010,14,10,11,-99,8,13,-99,10,12,-99,-99,6,-99,7,8,17,-99,11
15/01/2010,15,-99,10,-99,9,14,-99,-99,13,-99,-99,-99,-99,-99,8,8,-99,12
15/01/2010,16,-99,11,13,9,15,20,11,10,-99,-99,-99,-99,-99,9,10,9,13
15/01/2010,17,-99,13,16,12,16,25,11,10,9,-99,-99,-99,-99,9,9,7,-99
15/01/2010,18,-99,17,15,14,19,-99,14,11,10,14,-99,-99,-99,10,11,11,15
15/01/2010,19,-99,20,23,17,31,31,13,17,15,15,12,-99,-99,12,8,-99,18
15/01/2010,20,-99,19,23,15,29,30,17,-99,14,17,11,-99,-99,14,-99,10,16
15/01/2010,21,-99,20,26,16,32,27,15,-99,13,13,12,-99,-99,12,-99,8,13
15/01/2010,22,-99,17,26,16,26,25,13,10,14,13,11,-99,-99,11,8,8,13
15/01/2010,23,-99,16,26,15,28,28,11,11,14,12,15,-99,-99,13,13,12,17
15/01/2010,24,-99,12,25,11,19,21,10,12,14,14,10,-99,-99,13,7,8,15
16/01/2010,1,9,15,8,12,11,13,8,9,19,10,12,-99,-99,8,5,5,8
16/01/2010,2,5,9,10,14,11,15,9,14,7,8,8,-99,-99,8,14,7,13
16/01/2010,3,5,8,12,8,14,20,8,9,7,6,18,-99,-99,6,13,5,13
16/01/2010,4,6,6,8,9,11,25,7,12,7,8,19,-99,-99,8,15,7,19
16/01/2010,5,8,9,25,11,18,15,10,14,17,11,17,12,-99,14,17,6,11
16/01/2010,6,22,21,25,29,34,25,18,26,15,18,12,20,-99,18,25,16,13
16/01/2010,7,32,34,30,26,32,-99,15,29,19,26,25,28,-99,27,26,21,31
16/01/2010,8,33,37,30,33,37,34,29,30,21,28,23,29,-99,30,28,28,33
16/01/2010,9,33,38,30,37,38,31,31,30,21,28,23,29,-99,28,29,29,28
16/01/2010,10,32,41,26,35,33,24,29,31,18,25,17,24,-99,26,32,26,24
16/01/2010,11,28,38,21,39,30,20,31,29,18,29,14,25,-99,23,31,29,22
16/01/2010,12,30,40,16,36,25,-99,32,34,20,38,13,-99,-99,23,34,35,27
16/01/2010,13,33,40,12,28,17,19,34,35,23,43,18,26,-99,17,35,40,27
16/01/2010,14,35,42,18,26,25,26,39,28,27,30,21,29,-99,11,30,28,20
16/01/2010,15,24,18,24,22,26,30,20,37,19,11,17,28,-99,10,38,13,16
16/01/2010,16,9,8,15,10,17,33,14,44,7,7,8,27,-99,14,26,19,17
16/01/2010,17,8,8,17,11,17,33,10,39,8,8,7,26,-99,22,30,15,34
16/01/2010,18,11,11,20,15,20,32,12,18,12,11,11,37,-99,14,23,9,34
16/01/2010,19,16,19,22,22,25,39,15,23,22,18,19,39,-99,28,23,13,21
16/01/2010,20,16,22,24,19,31,37,22,29,32,28,24,33,-99,31,28,18,31
16/01/2010,21,14,21,28,25,36,36,29,29,23,30,29,33,-99,31,33,30,33
16/01/2010,22,17,19,28,17,30,34,31,27,28,32,24,27,-99,31,30,28,34
16/01/2010,23,18,27,27,15,31,31,31,24,26,29,24,25,14,29,32,30,33
16/01/2010,24,22,27,24,14,32,32,29,23,31,-99,23,28,14,27,31,27,32
17/01/2010,1,27,24,23,21,31,31,29,16,27,25,22,26,23,25,26,25,31
17/01/2010,2,28,24,23,28,28,30,30,16,26,18,22,25,26,23,23,25,28
17/01/2010,3,29,26,24,29,23,26,29,25,26,19,22,25,28,26,24,26,25
17/01/2010,4,27,24,23,28,25,27,28,23,28,18,18,25,25,26,21,24,24
17/01/2010,5,24,23,24,28,21,26,26,24,25,13,18,26,21,27,20,23,24
17/01/2010,6,25,23,24,28,22,27,24,21,22,16,19,24,28,27,18,20,24
17/01/2010,7,23,24,25,28,25,26,37,21,21,21,18,23,25,25,22,21,25
17/01/2010,8,23,24,23,26,27,30,38,24,22,24,18,26,22,28,25,22,26
17/01/2010,9,34,34,20,30,51,46,37,24,26,23,17,37,34,47,36,30,43
17/01/2010,10,38,42,22,32,30,38,34,32,34,25,14,38,36,44,45,36,45
17/01/2010,11,20,27,24,16,29,37,35,16,30,28,11,34,15,6,30,31,49
17/01/2010,12,14,10,10,10,16,37,28,15,11,13,14,31,11,5,18,19,21
17/01/2010,13,12,7,11,6,11,32,22,16,9,7,8,26,9,7,31,18,14
17/01/2010,14,7,8,10,5,10,23,13,20,7,9,8,14,4,15,32,14,15
17/01/2010,15,9,10,12,7,9,21,20,20,10,7,10,12,6,9,22,8,8
17/01/2010,16,7,10,8,8,10,26,-99,15,11,7,11,14,8,7,11,6,10
17/01/2010,17,9,10,8,7,14,19,-99,17,7,6,9,15,8,7,3,5,10
17/01/2010,18,9,11,8,9,17,21,18,14,9,8,9,19,10,8,7,7,9
17/01/2010,19,13,13,21,14,30,21,-99,-99,13,11,14,24,13,15,10,15,19
17/01/2010,20,14,16,27,14,26,23,12,-99,15,15,16,21,15,18,13,14,23
17/01/2010,21,12,15,25,15,29,28,12,-99,19,14,14,24,16,19,20,15,25
17/01/2010,22,12,16,26,17,25,31,12,-99,19,23,17,30,13,19,28,24,28
17/01/2010,23,20,16,25,20,25,26,16,-99,15,25,20,27,21,17,23,22,24
17/01/2010,24,22,17,19,31,25,25,32,-99,22,27,24,29,21,12,16,21,22
18/01/2010,1,18,17,16,-99,23,30,32,-99,24,25,21,27,23,6,13,22,16
18/01/2010,2,-99,14,12,-99,21,28,29,-99,21,24,20,26,22,4,23,25,13
18/01/2010,3,26,12,11,-99,22,25,24,-99,23,24,18,25,23,6,23,25,26
18/01/2010,4,26,18,7,25,21,26,24,7,28,22,18,24,23,4,21,23,23
18/01/2010,5,26,6,16,24,23,26,25,13,23,16,19,24,22,18,21,22,25
18/01/2010,6,25,16,23,28,30,27,25,-99,21,21,18,25,24,27,24,23,25
18/01/2010,7,31,25,24,30,45,28,27,27,23,25,17,28,26,28,23,26,27
18/01/2010,8,28,24,29,30,60,38,28,26,31,24,18,31,27,36,30,32,32
18/01/2010,9,31,31,34,36,46,50,28,35,37,29,18,40,26,34,49,36,40
18/01/2010,10,36,22,27,31,36,60,24,31,53,28,20,51,24,24,45,34,45
18/01/2010,11,44,34,22,24,36,-99,15,-99,25,16,33,40,32,16,38,34,28
18/01/2010,12,21,26,14,33,24,21,25,-99,27,30,29,26,24,-99,16,16,17
18/01/2010,13,19,13,11,27,-99,24,24,-99,19,24,25,25,17,10,16,11,14
18/01/2010,14,10,18,14,21,-99,25,12,-99,14,20,15,28,7,-99,18,14,19
18/01/2010,15,13,19,18,20,-99,22,-99,26,15,20,16,21,7,10,23,14,12
18/01/2010,16,16,18,22,22,28,25,13,32,20,21,14,21,10,7,30,12,15
18/01/2010,17,15,17,23,38,26,20,13,41,18,-99,16,31,12,10,26,11,24
18/01/2010,18,-99,23,26,41,26,27,18,35,20,13,21,35,23,13,20,17,26
18/01/2010,19,-99,42,30,45,31,37,25,24,28,-99,33,43,36,20,24,21,35
18/01/2010,20,23,34,32,58,40,41,34,38,32,43,33,43,31,21,31,34,39
18/01/2010,21,27,43,36,54,42,44,32,39,35,19,38,37,34,36,33,37,40
18/01/2010,22,36,49,32,53,40,49,34,37,40,18,36,45,38,38,37,37,40
18/01/2010,23,34,45,38,42,43,44,33,36,42,27,44,42,48,38,37,39,40
18/01/2010,24,31,42,40,38,49,42,33,35,39,32,41,39,42,35,35,36,41
19/01/2010,1,19,38,36,34,43,39,32,35,39,26,34,35,32,35,31,32,37
19/01/2010,2,18,32,31,26,41,37,21,32,41,25,30,35,30,36,30,31,34
19/01/2010,3,15,29,29,29,37,33,17,26,37,23,25,31,29,29,23,29,31
19/01/2010,4,20,34,30,30,35,31,14,25,32,19,24,30,26,27,23,27,30
19/01/2010,5,25,33,29,29,35,32,15,27,33,16,23,32,26,29,20,25,28
19/01/2010,6,25,33,27,29,39,35,18,24,36,26,24,33,27,32,24,25,29
19/01/2010,7,29,31,26,32,35,38,31,34,39,28,23,34,29,33,26,29,32
19/01/2010,8,33,33,23,46,41,40,36,-99,40,33,23,34,30,35,25,37,32
19/01/2010,9,46,43,29,44,61,64,31,39,48,42,32,42,43,42,32,43,54
19/01/2010,10,95,75,45,76,79,77,32,48,74,58,-99,68,81,46,36,39,67
19/01/2010,11,75,113,-99,97,56,86,45,39,99,73,-99,88,85,39,36,32,57
19/01/2010,12,67,74,-99,70,68,85,27,35,70,75,-99,92,59,43,41,24,44
19/01/2010,13,62,72,22,62,30,43,24,32,50,57,-99,61,65,22,21,16,34
19/01/2010,14,44,62,16,59,26,36,19,22,34,56,-99,47,52,10,34,10,23
19/01/2010,15,36,32,16,46,28,25,19,31,36,32,-99,38,34,6,38,13,19
19/01/2010,16,15,13,18,18,30,30,16,29,20,14,39,33,13,8,48,12,-99
19/01/2010,17,14,16,19,20,30,36,15,30,15,12,34,25,13,12,27,9,15
19/01/2010,18,14,20,23,22,26,36,15,38,22,14,12,32,17,16,20,12,19
19/01/2010,19,22,28,35,30,44,45,30,43,28,18,41,39,24,34,22,27,36
19/01/2010,20,27,25,45,31,62,51,33,35,33,15,46,36,29,38,30,28,44
19/01/2010,21,24,24,-99,30,42,50,30,44,29,24,36,36,29,40,42,39,47
19/01/2010,22,27,29,-99,33,46,41,39,43,29,29,35,35,15,54,49,44,49
19/01/2010,23,28,20,47,27,45,36,35,47,33,32,35,34,20,46,44,47,37
19/01/2010,24,24,32,45,28,48,34,32,43,33,25,34,33,30,46,42,42,41
20/01/2010,1,23,30,41,33,43,38,21,42,33,19,35,33,19,42,37,33,43
20/01/2010,2,32,27,34,28,42,37,13,34,34,27,27,35,25,35,30,29,39
20/01/2010,3,30,18,36,29,41,37,17,21,33,17,21,37,25,23,26,29,36
20/01/2010,4,13,19,35,25,32,36,15,21,32,13,28,37,20,27,24,24,34
20/01/2010,5,15,19,33,28,37,35,15,26,33,16,25,33,22,29,22,28,31
20/01/2010,6,27,25,32,29,50,33,20,28,35,24,27,32,22,29,24,-99,29
20/01/2010,7,31,28,29,34,53,35,30,30,36,28,30,35,25,28,25,29,31
20/01/2010,8,34,32,34,32,67,40,33,46,34,33,29,36,29,27,32,31,35
20/01/2010,9,50,43,45,47,64,63,40,52,38,37,37,55,37,50,37,37,40
20/01/2010,10,81,63,61,66,67,99,43,83,48,61,48,100,59,79,45,33,50
20/01/2010,11,113,83,61,105,86,109,28,88,63,77,51,108,80,74,53,33,75
20/01/2010,12,110,87,32,63,48,52,26,41,52,65,69,83,62,32,47,32,52
20/01/2010,13,47,31,27,53,50,43,20,25,46,36,48,53,53,18,23,16,27
20/01/2010,14,13,13,29,14,32,37,17,21,20,8,34,30,12,17,19,16,19
20/01/2010,15,18,20,12,17,29,35,17,37,7,8,9,23,17,17,17,13,17
20/01/2010,16,11,15,14,19,24,34,11,32,10,8,10,22,14,10,20,11,14
20/01/2010,17,13,12,18,15,20,35,12,36,9,11,8,22,11,10,21,9,12
20/01/2010,18,16,17,28,18,26,38,14,31,19,12,10,26,14,15,22,14,15
20/01/2010,19,24,20,34,28,41,41,19,21,32,15,23,35,21,18,18,24,32
20/01/2010,20,37,28,40,29,46,46,20,20,35,32,40,39,29,24,23,21,29
20/01/2010,21,46,35,43,35,54,50,35,31,37,32,42,45,37,36,19,24,42
20/01/2010,22,39,34,44,34,54,48,33,42,37,31,41,46,35,46,-99,27,48
20/01/2010,23,29,35,43,36,55,42,36,42,39,33,38,42,34,45,40,32,44
20/01/2010,24,26,-99,43,38,49,43,34,40,39,34,36,39,32,42,40,35,44
21/01/2010,1,16,19,37,34,42,39,27,34,39,22,34,36,28,34,32,35,40
21/01/2010,2,20,14,34,29,42,38,19,35,27,23,32,37,24,38,32,32,37
21/01/2010,3,25,13,36,26,41,38,13,30,16,17,29,37,21,32,31,30,37
21/01/2010,4,29,14,35,26,41,35,12,21,27,15,27,35,13,22,28,27,34
21/01/2010,5,25,15,34,25,41,34,11,25,35,16,27,34,26,25,26,28,34
21/01/2010,6,27,22,32,26,52,36,18,35,38,26,28,35,25,31,26,29,32
21/01/2010,7,35,35,34,37,54,38,30,29,39,31,29,34,29,31,34,31,34
21/01/2010,8,36,39,37,47,65,48,36,66,36,35,28,40,41,34,35,38,38
21/01/2010,9,49,52,-99,63,58,58,37,44,41,44,32,48,48,48,40,47,46
21/01/2010,10,52,71,51,-99,59,72,34,67,70,73,42,67,49,56,48,38,58
21/01/2010,11,58,70,47,-99,64,73,33,34,101,59,62,70,59,33,41,38,46
21/01/2010,12,45,59,30,66,41,40,18,24,78,63,56,58,36,-99,30,30,28
21/01/2010,13,30,31,17,35,39,28,17,20,33,36,40,41,-99,-99,29,21,23
21/01/2010,14,13,13,22,18,29,35,21,16,23,24,28,27,-99,14,34,18,27
21/01/2010,15,17,11,14,13,20,37,20,26,16,9,22,27,-99,21,37,16,18
21/01/2010,16,17,14,13,15,27,44,16,33,10,9,7,27,-99,18,22,14,20
21/01/2010,17,14,10,16,16,36,41,18,42,10,10,8,31,13,14,41,15,17
21/01/2010,18,18,10,23,19,40,42,18,46,21,12,11,26,13,16,30,17,24
21/01/2010,19,32,10,42,32,46,48,31,28,36,18,28,33,28,26,21,21,42
21/01/2010,20,32,35,41,35,47,48,39,33,37,33,45,38,39,36,29,34,45
21/01/2010,21,39,41,44,44,55,48,42,43,42,28,41,42,41,43,40,43,45
21/01/2010,22,41,40,47,49,61,49,40,48,43,36,40,45,38,55,46,48,54
21/01/2010,23,38,38,50,41,60,57,38,40,41,34,40,52,38,53,46,47,54
21/01/2010,24,35,35,49,39,54,53,31,45,41,33,37,44,36,48,41,43,50
22/01/2010,1,30,31,41,36,50,47,19,41,39,34,36,38,35,45,39,37,44
22/01/2010,2,18,28,38,37,40,37,14,35,35,34,35,35,34,41,35,34,39
22/01/2010,3,17,34,36,38,37,37,12,33,38,36,34,36,33,38,31,34,38
22/01/2010,4,26,27,36,38,41,38,14,33,42,34,34,39,33,35,28,32,36
22/01/2010,5,34,25,31,36,36,38,10,33,41,33,30,38,31,37,31,28,34
22/01/2010,6,34,30,33,39,41,39,15,30,40,33,31,37,32,39,29,26,36
22/01/2010,7,38,36,33,41,45,42,32,35,37,35,34,38,33,39,28,34,40
22/01/2010,8,40,38,30,48,62,48,41,40,51,38,34,46,39,49,30,38,42
22/01/2010,9,48,40,30,61,71,66,38,42,61,45,45,60,54,49,35,35,49
22/01/2010,10,87,63,43,76,87,85,60,43,94,-99,62,101,88,55,38,33,57
22/01/2010,11,130,135,53,129,81,131,41,43,89,-99,68,110,158,88,35,28,-99
22/01/2010,12,94,171,27,161,45,143,33,100,78,-99,71,127,153,116,55,25,73
22/01/2010,13,110,-99,17,137,45,79,29,81,69,83,99,87,108,69,77,32,106
22/01/2010,14,74,-99,16,113,33,40,24,59,30,48,43,54,62,49,83,46,68
22/01/2010,15,57,-99,16,84,48,46,32,47,23,37,19,46,51,33,82,53,48
22/01/2010,16,68,79,26,68,49,67,33,45,25,33,13,57,56,32,39,42,42
22/01/2010,17,63,63,35,75,67,53,35,62,33,30,17,60,59,26,70,29,48
22/01/2010,18,81,100,52,76,131,56,33,63,-99,33,15,85,70,21,44,25,50
22/01/2010,19,105,129,42,93,60,50,68,60,-99,83,68,73,109,39,42,53,74
22/01/2010,20,81,135,56,90,49,68,89,66,-99,58,69,75,86,75,48,66,73
22/01/2010,21,54,100,51,86,60,78,66,54,-99,67,91,81,77,73,58,73,74
22/01/2010,22,51,65,-99,81,74,81,59,65,86,61,77,75,73,72,64,66,77
22/01/2010,23,55,63,60,70,68,78,74,65,72,55,66,74,65,71,57,55,72
22/01/2010,24,54,59,59,63,64,70,74,55,64,52,67,69,58,64,55,53,64
23/01/2010,1,47,53,54,60,70,65,62,57,65,52,61,62,55,66,54,57,60
23/01/2010,2,50,46,42,58,72,60,52,52,65,52,54,61,50,58,51,65,53
23/01/2010,3,50,41,55,56,69,60,26,38,60,53,47,62,50,42,46,52,56
23/01/2010,4,50,36,56,64,61,60,18,40,59,52,40,62,48,43,42,59,50
23/01/2010,5,53,35,55,53,61,50,15,31,61,44,44,55,51,32,-99,56,43
23/01/2010,6,45,36,53,52,65,49,15,36,61,33,44,54,46,37,-99,52,44
23/01/2010,7,47,42,53,54,71,52,19,43,52,44,43,51,45,46,34,49,45
23/01/2010,8,51,43,44,58,76,56,30,62,53,49,41,57,42,51,38,49,46
23/01/2010,9,92,51,63,70,93,73,48,66,50,49,45,62,61,63,52,56,60
23/01/2010,10,100,85,67,84,62,93,41,100,60,50,52,95,88,97,99,74,101
23/01/2010,11,112,135,-99,119,51,68,61,103,71,72,46,75,95,60,113,110,70
23/01/2010,12,83,127,-99,104,50,41,69,38,43,74,29,56,99,26,88,74,60
23/01/2010,13,97,81,-99,57,68,57,45,38,30,41,28,65,87,29,64,41,44
23/01/2010,14,13,24,-99,27,57,47,18,27,20,18,23,42,25,27,49,18,20
23/01/2010,15,11,13,-99,14,27,37,15,39,10,10,13,25,13,18,38,15,16
23/01/2010,16,18,15,-99,12,29,39,19,39,9,11,12,26,16,19,23,15,19
23/01/2010,17,17,22,-99,22,27,40,20,48,13,11,14,32,20,17,36,22,29
23/01/2010,18,18,27,33,26,32,31,21,48,16,16,19,53,21,19,35,21,42
23/01/2010,19,26,38,40,37,34,62,33,35,-99,18,47,75,29,25,29,28,51
23/01/2010,20,25,34,52,40,57,70,22,42,-99,31,64,53,40,31,-99,27,58
23/01/2010,21,20,29,46,38,60,50,47,43,33,31,63,37,22,55,56,43,56
23/01/2010,22,28,31,56,44,64,43,53,52,35,41,65,38,29,65,54,52,51
23/01/2010,23,52,32,58,53,68,59,45,47,36,45,55,58,47,56,52,52,61
23/01/2010,24,45,44,56,48,67,62,33,54,47,39,46,59,47,55,52,53,60
24/01/2010,1,43,42,52,40,55,57,22,47,48,39,39,58,42,50,48,46,54
24/01/2010,2,40,39,47,39,51,54,17,46,44,36,38,53,39,50,44,42,51
24/01/2010,3,32,35,40,37,41,52,24,41,41,28,38,45,36,47,39,40,45
24/01/2010,4,36,36,37,40,37,45,41,41,40,28,36,43,35,46,36,38,43
24/01/2010,5,37,33,36,39,40,45,35,40,-99,28,32,40,36,46,34,37,41
24/01/2010,6,36,36,34,40,38,44,27,34,-99,35,31,42,35,41,32,35,39
24/01/2010,7,35,35,33,40,49,42,23,32,-99,42,33,42,33,38,31,32,37
24/01/2010,8,-99,35,32,41,41,40,29,33,-99,42,34,43,34,37,29,33,36
24/01/2010,9,49,40,38,46,52,51,37,42,48,50,42,60,46,58,38,34,42
24/01/2010,10,70,73,43,72,83,59,33,50,83,55,48,60,81,56,38,27,60
24/01/2010,11,54,104,44,125,54,121,31,54,104,73,62,102,137,64,43,30,110
24/01/2010,12,86,107,41,114,44,107,29,26,74,82,76,122,113,32,34,26,75
24/01/2010,13,109,104,36,65,41,65,18,31,56,66,51,85,74,19,29,22,42
24/01/2010,14,57,84,27,43,36,30,18,19,22,36,19,38,68,9,16,16,24
24/01/2010,15,34,52,20,30,27,26,14,22,21,25,19,28,41,8,-99,9,16
24/01/2010,16,26,33,19,22,24,26,9,-99,20,18,20,23,28,-99,16,9,18
24/01/2010,17,17,32,24,24,17,20,11,26,19,23,16,35,25,11,24,8,23
24/01/2010,18,-99,40,29,35,23,22,13,29,25,27,25,42,38,14,27,12,30
24/01/2010,19,28,24,40,55,36,44,24,44,-99,-99,32,51,39,31,31,27,53
24/01/2010,20,39,42,51,64,36,62,42,43,36,45,49,68,52,49,46,43,69
24/01/2010,21,61,53,50,74,62,70,48,38,62,38,49,67,71,65,41,51,73
24/01/2010,22,75,65,56,66,66,68,59,44,58,38,63,70,68,58,-99,52,69
24/01/2010,23,69,55,57,80,61,70,50,47,57,36,59,69,72,56,-99,60,64
24/01/2010,24,48,49,56,57,62,66,29,55,67,38,62,61,53,56,58,54,62
25/01/2010,1,38,53,50,-99,57,63,24,48,67,45,45,59,46,55,49,48,62
25/01/2010,2,35,50,40,-99,45,60,22,48,56,45,35,44,44,53,44,47,53
25/01/2010,3,31,46,36,-99,43,45,32,43,45,35,34,43,42,51,41,36,51
25/01/2010,4,30,42,34,39,38,43,31,32,38,-99,29,45,41,45,-99,32,48
25/01/2010,5,34,40,33,43,34,46,19,31,36,-99,28,45,37,44,-99,37,40
25/01/2010,6,35,37,32,39,35,47,19,37,39,34,31,39,36,46,33,37,38
25/01/2010,7,39,38,32,39,43,44,29,36,42,37,32,41,36,42,33,38,39
25/01/2010,8,38,38,31,42,43,49,37,53,47,39,34,46,40,44,34,36,47
25/01/2010,9,54,47,33,52,53,64,42,43,56,46,44,61,54,55,-99,36,45
25/01/2010,10,108,77,49,69,86,92,55,52,68,65,65,96,80,65,58,44,81
25/01/2010,11,110,105,60,82,103,93,49,64,62,62,58,96,83,64,82,49,108
25/01/2010,12,103,79,-99,72,57,60,40,66,60,64,48,60,80,60,66,43,73
25/01/2010,13,50,71,-99,44,30,39,28,58,68,51,29,-99,40,56,50,26,-99
25/01/2010,14,51,53,-99,41,22,48,23,45,35,51,18,-99,36,37,41,20,-99
25/01/2010,15,43,56,24,43,23,35,21,29,27,42,20,45,48,10,-99,12,-99
25/01/2010,16,32,51,19,51,24,23,15,38,30,44,23,36,37,9,14,10,20
25/01/2010,17,29,46,23,43,20,23,14,26,34,-99,24,36,31,18,21,13,30
25/01/2010,18,34,41,26,43,25,30,18,29,26,-99,25,48,40,23,20,20,35
25/01/2010,19,36,48,31,51,29,45,36,39,26,-99,30,59,36,29,31,26,42
25/01/2010,20,29,59,37,73,39,60,54,62,-99,-99,37,67,55,39,46,44,54
25/01/2010,21,45,43,40,55,46,67,73,57,-99,-99,61,70,47,48,-99,51,55
25/01/2010,22,53,46,44,55,47,66,72,48,-99,-99,58,62,51,51,-99,60,64
25/01/2010,23,52,46,41,55,62,60,44,50,45,-99,45,63,50,54,-99,69,66
25/01/2010,24,47,47,49,52,58,56,37,50,-99,-99,44,55,46,56,-99,50,63
26/01/2010,1,30,34,38,48,52,57,25,48,49,-99,42,54,49,50,-99,50,59
26/01/2010,2,21,28,41,27,48,59,20,46,47,-99,41,51,37,34,-99,49,45
26/01/2010,3,20,19,41,24,45,55,16,41,45,-99,38,50,28,42,-99,38,41
26/01/2010,4,15,20,35,36,42,49,16,26,43,-99,36,45,29,30,-99,38,35
26/01/2010,5,34,25,35,33,44,44,15,28,-99,-99,33,47,31,32,-99,31,32
26/01/2010,6,37,32,33,36,49,42,23,38,43,-99,35,45,34,45,-99,34,39
26/01/2010,7,44,40,32,42,51,44,34,39,39,-99,33,46,37,46,-99,39,44
26/01/2010,8,47,41,34,47,52,51,44,57,44,-99,34,48,41,46,-99,42,49
26/01/2010,9,48,49,37,52,63,60,51,54,55,-99,48,66,52,60,-99,55,58
26/01/2010,10,82,68,53,66,98,85,60,56,86,-99,63,97,69,64,-99,68,87
26/01/2010,11,100,89,64,63,108,100,55,57,73,-99,55,98,87,87,-99,54,121
26/01/2010,12,64,76,52,52,98,98,31,55,53,-99,31,86,58,64,-99,29,87
26/01/2010,13,56,-99,36,57,65,48,19,43,-99,42,17,58,45,43,-99,22,52
26/01/2010,14,49,-99,17,47,37,45,20,52,-99,46,18,43,49,41,59,-99,43
26/01/2010,15,41,-99,16,48,30,42,18,44,-99,39,19,42,35,36,44,20,37
26/01/2010,16,39,42,18,37,36,33,18,47,-99,28,18,39,30,25,40,16,37
26/01/2010,17,39,40,23,34,26,42,20,48,-99,28,16,45,33,13,48,21,39
26/01/2010,18,42,79,28,54,27,33,25,51,-99,28,16,55,38,15,31,21,37
26/01/2010,19,42,76,25,61,29,40,28,36,-99,53,30,52,50,25,34,23,43
26/01/2010,20,53,54,31,69,40,60,40,51,-99,51,30,64,67,35,31,29,59
26/01/2010,21,48,35,36,59,47,60,56,53,-99,48,47,65,57,46,36,46,61
26/01/2010,22,37,32,36,58,44,63,46,49,-99,49,33,64,47,34,48,47,59
26/01/2010,23,41,43,45,58,55,62,36,43,-99,39,44,55,56,35,47,53,48
26/01/2010,24,47,45,49,46,59,60,33,44,-99,21,51,56,43,46,54,52,57
27/01/2010,1,46,40,47,49,50,56,25,40,-99,29,48,53,34,50,53,49,48
27/01/2010,2,45,31,45,55,49,55,29,42,-99,13,46,53,40,51,48,44,-99
27/01/2010,3,38,28,42,55,46,49,24,44,-99,21,40,52,34,48,39,43,52
27/01/2010,4,38,30,35,53,43,42,25,42,-99,21,36,46,21,44,42,42,45
27/01/2010,5,38,29,33,44,41,39,28,37,-99,24,34,39,33,39,42,39,40
27/01/2010,6,39,37,31,42,37,38,32,34,-99,34,38,35,37,38,40,34,37
27/01/2010,7,43,35,32,42,44,40,32,33,-99,35,36,35,38,38,49,36,37
27/01/2010,8,44,38,34,47,38,46,31,33,-99,38,34,37,43,36,45,38,41
27/01/2010,9,63,46,39,53,57,54,42,47,-99,53,37,54,53,41,49,47,47
27/01/2010,10,95,98,52,84,57,66,39,71,-99,69,44,66,85,59,65,47,-99
27/01/2010,11,99,119,59,70,54,63,43,72,-99,104,39,64,71,61,88,61,-99
