FECHA,HORA,CAM,COY,MER,NEZ,PED,PER,SAG,SJA,TLA,UIZ,XAL,,,,,,,,,,,,,
30/10/2011,7,20,14,26,29,5,-99,12,22,9,31,-99,,,,,,,,,,,,,
30/10/2011,8,22,21,28,36,11,-99,21,15,12,29,-99,,,,,,,,,,,,,
30/10/2011,9,25,24,17,37,12,-99,35,15,21,37,-99,,,,,,,,,,,,,
30/10/2011,10,30,22,38,43,18,-99,37,29,28,50,-99,,,,,,,,,,,,,
30/10/2011,11,28,30,34,37,21,-99,34,29,36,50,60,,,,,,,,,,,,,
30/10/2011,12,11,24,20,25,9,-99,23,26,13,28,34,,,,,,,,,,,,,
30/10/2011,13,12,15,7,14,12,-99,20,16,12,18,12,,,,,,,,,,,,,
30/10/2011,14,11,14,4,6,13,-99,9,-99,13,8,12,,,,,,,,,,,,,
30/10/2011,15,6,13,15,10,15,-99,13,-99,9,12,6,,,,,,,,,,,,,
30/10/2011,16,12,16,13,14,11,-99,11,8,11,13,10,,,,,,,,,,,,,
30/10/2011,17,16,11,8,10,14,-99,12,3,18,14,12,,,,,,,,,,,,,
30/10/2011,18,14,11,13,-99,10,-99,-99,18,12,14,7,,,,,,,,,,,,,
30/10/2011,19,24,14,11,9,15,-99,15,16,14,8,5,,,,,,,,,,,,,
30/10/2011,20,16,10,10,14,13,-99,-99,17,15,10,10,,,,,,,,,,,,,
30/10/2011,21,10,10,6,16,8,-99,-99,10,15,9,9,,,,,,,,,,,,,
30/10/2011,22,11,8,7,29,13,-99,11,14,17,6,8,,,,,,,,,,,,,
30/10/2011,23,15,10,11,7,7,-99,7,10,13,3,7,,,,,,,,,,,,,
30/10/2011,24,6,10,10,11,5,-99,13,-99,15,12,5,,,,,,,,,,,,,
31/10/2011,1,7,12,8,10,5,-99,13,12,5,13,5,,,,,,,,,,,,,
31/10/2011,2,2,11,6,20,1,-99,10,16,4,7,19,,,,,,,,,,,,,
31/10/2011,3,1,8,10,36,-99,-99,17,15,4,12,21,,,,,,,,,,,,,
31/10/2011,4,-99,8,15,18,3,-99,2,20,4,22,21,,,,,,,,,,,,,
31/10/2011,5,-99,7,5,15,7,-99,7,17,3,20,33,,,,,,,,,,,,,
31/10/2011,6,3,5,-99,-99,5,-99,16,24,5,15,26,,,,,,,,,,,,,
31/10/2011,7,9,12,18,7,4,-99,25,21,13,15,57,,,,,,,,,,,,,
31/10/2011,8,23,16,33,11,5,-99,30,28,17,16,66,,,,,,,,,,,,,
31/10/2011,9,22,16,19,19,2,-99,43,23,-99,18,54,,,,,,,,,,,,,
31/10/2011,10,29,15,25,37,8,-99,22,13,-99,12,31,,,,,,,,,,,,,
31/10/2011,11,18,10,21,32,4,-99,11,12,-99,19,13,,,,,,,,,,,,,
31/10/2011,12,23,13,6,9,11,-99,17,13,-99,13,13,,,,,,,,,,,,,
31/10/2011,13,-99,12,12,10,14,-99,11,4,10,10,11,,,,,,,,,,,,,
31/10/2011,14,7,14,6,4,13,-99,8,-99,10,7,6,,,,,,,,,,,,,
31/10/2011,15,13,8,5,5,6,-99,1,5,8,6,8,,,,,,,,,,,,,
31/10/2011,16,7,4,7,10,8,-99,5,7,6,4,10,,,,,,,,,,,,,
31/10/2011,17,9,8,6,7,7,-99,7,4,12,3,4,,,,,,,,,,,,,
31/10/2011,18,15,11,12,-99,13,-99,6,20,11,10,10,,,,,,,,,,,,,
31/10/2011,19,13,11,7,16,13,-99,12,22,9,11,13,,,,,,,,,,,,,
31/10/2011,20,18,14,17,18,10,-99,15,17,22,12,17,,,,,,,,,,,,,
31/10/2011,21,14,16,18,15,20,-99,20,20,15,14,15,,,,,,,,,,,,,
31/10/2011,22,8,17,9,18,19,-99,13,17,17,13,14,,,,,,,,,,,,,
31/10/2011,23,10,18,16,14,23,-99,21,13,25,17,14,,,,,,,,,,,,,
31/10/2011,24,17,18,13,19,19,-99,22,-99,24,14,11,,,,,,,,,,,,,
01/11/2011,1,22,23,22,25,21,-99,16,16,30,16,17,,,,,,,,,,,,,
01/11/2011,2,29,28,26,13,22,-99,13,16,31,21,20,,,,,,,,,,,,,
01/11/2011,3,34,29,32,16,25,-99,14,23,30,15,23,,,,,,,,,,,,,
01/11/2011,4,25,29,30,17,24,-99,19,23,22,15,31,,,,,,,,,,,,,
01/11/2011,5,26,29,23,16,26,-99,20,21,20,21,40,,,,,,,,,,,,,
01/11/2011,6,23,29,26,-99,24,-99,15,20,21,33,38,,,,,,,,,,,,,
01/11/2011,7,35,32,31,42,18,-99,24,22,22,33,42,,,,,,,,,,,,,
01/11/2011,8,35,34,25,-99,27,-99,18,24,22,34,44,,,,,,,,,,,,,
01/11/2011,9,41,33,31,31,36,-99,22,19,37,38,53,,,,,,,,,,,,,
01/11/2011,10,55,42,52,50,40,-99,38,28,47,48,55,,,,,,,,,,,,,
01/11/2011,11,60,52,47,58,39,-99,45,31,63,59,60,,,,,,,,,,,,,
01/11/2011,12,65,71,44,50,40,-99,43,30,73,58,52,,,,,,,,,,,,,
01/11/2011,13,74,79,47,45,58,-99,35,24,68,61,55,,,,,,,,,,,,,
01/11/2011,14,58,79,55,57,72,-99,37,29,58,62,40,,,,,,,,,,,,,
01/11/2011,15,46,76,62,47,65,-99,38,36,58,48,39,,,,,,,,,,,,,
01/11/2011,16,63,60,59,23,59,-99,52,46,51,32,51,,,,,,,,,,,,,
01/11/2011,17,57,40,36,4,49,-99,33,38,34,15,51,,,,,,,,,,,,,
01/11/2011,18,33,19,16,-99,15,-99,16,13,34,13,26,,,,,,,,,,,,,
01/11/2011,19,21,15,16,9,26,-99,21,13,16,12,25,,,,,,,,,,,,,
01/11/2011,20,16,16,14,18,32,-99,20,7,34,15,22,,,,,,,,,,,,,
01/11/2011,21,27,13,18,21,32,-99,17,14,30,17,42,,,,,,,,,,,,,
01/11/2011,22,35,29,20,23,35,-99,22,22,33,23,41,,,,,,,,,,,,,
01/11/2011,23,32,44,36,20,24,-99,28,24,26,22,40,,,,,,,,,,,,,
01/11/2011,24,30,42,35,34,15,-99,23,27,35,32,44,,,,,,,,,,,,,
02/11/2011,1,33,31,37,27,15,-99,38,67,34,33,46,,,,,,,,,,,,,
02/11/2011,2,31,20,31,37,10,-99,30,69,31,32,45,,,,,,,,,,,,,
02/11/2011,3,39,16,31,37,14,-99,42,39,27,32,54,,,,,,,,,,,,,
02/11/2011,4,31,23,40,38,14,-99,38,34,27,34,52,,,,,,,,,,,,,
02/11/2011,5,41,32,40,37,17,-99,30,32,26,32,55,,,,,,,,,,,,,
02/11/2011,6,34,27,42,27,14,-99,36,39,33,31,62,,,,,,,,,,,,,
02/11/2011,7,31,27,40,28,19,-99,33,36,25,31,57,,,,,,,,,,,,,
02/11/2011,8,33,29,44,36,20,-99,52,24,29,41,67,,,,,,,,,,,,,
02/11/2011,9,45,45,49,38,40,-99,68,39,36,49,83,,,,,,,,,,,,,
02/11/2011,10,77,56,59,48,46,-99,59,48,57,59,84,,,,,,,,,,,,,
02/11/2011,11,71,68,71,53,49,-99,55,52,59,64,82,,,,,,,,,,,,,
02/11/2011,12,71,66,63,48,56,-99,37,56,51,58,69,,,,,,,,,,,,,
02/11/2011,13,60,57,41,36,47,-99,24,30,17,42,40,,,,,,,,,,,,,
02/11/2011,14,55,45,26,11,36,-99,14,15,31,39,22,,,,,,,,,,,,,
02/11/2011,15,43,43,26,11,37,-99,15,7,28,39,21,,,,,,,,,,,,,
02/11/2011,16,43,38,32,22,37,-99,12,14,28,33,24,,,,,,,,,,,,,
02/11/2011,17,32,26,27,17,35,-99,19,21,26,27,21,,,,,,,,,,,,,
02/11/2011,18,31,33,28,-99,30,-99,19,25,25,22,24,,,,,,,,,,,,,
02/11/2011,19,34,30,16,19,35,-99,23,26,24,19,23,,,,,,,,,,,,,
02/11/2011,20,23,26,21,19,34,-99,22,20,26,20,26,,,,,,,,,,,,,
02/11/2011,21,26,24,20,23,29,-99,24,21,31,19,27,,,,,,,,,,,,,
02/11/2011,22,33,21,22,24,29,-99,27,16,34,23,30,,,,,,,,,,,,,
02/11/2011,23,25,33,32,29,27,-99,23,20,33,20,22,,,,,,,,,,,,,
02/11/2011,24,21,32,26,28,19,-99,25,-99,27,27,26,,,,,,,,,,,,,
03/11/2011,1,20,29,29,27,20,-99,23,25,25,30,34,,,,,,,,,,,,,
03/11/2011,2,20,29,25,32,16,-99,12,31,23,24,34,,,,,,,,,,,,,
03/11/2011,3,25,29,21,33,21,-99,14,34,25,25,32,,,,,,,,,,,,,
03/11/2011,4,29,28,29,25,19,-99,27,38,34,25,33,,,,,,,,,,,,,
03/11/2011,5,28,24,26,22,16,-99,30,28,26,30,34,,,,,,,,,,,,,
03/11/2011,6,24,24,32,-99,16,-99,20,31,27,35,35,,,,,,,,,,,,,
03/11/2011,7,26,28,35,37,19,-99,28,35,29,39,46,,,,,,,,,,,,,
03/11/2011,8,33,34,33,41,19,-99,49,29,40,39,60,,,,,,,,,,,,,
03/11/2011,9,36,40,41,31,36,-99,47,40,-99,45,71,,,,,,,,,,,,,
03/11/2011,10,40,51,39,38,43,-99,43,38,-99,-99,66,,,,,,,,,,,,,
03/11/2011,11,48,59,-99,32,-99,-99,39,27,-99,48,54,,,,,,,,,,,,,
03/11/2011,12,58,48,26,36,-99,-99,23,28,-99,41,20,,,,,,,,,,,,,
03/11/2011,13,40,31,17,25,-99,-99,12,14,-99,23,18,,,,,,,,,,,,,
03/11/2011,14,-99,-99,20,15,31,-99,8,7,-99,19,11,,,,,,,,,,,,,
03/11/2011,15,16,-99,13,6,38,-99,6,-99,-99,15,15,,,,,,,,,,,,,
03/11/2011,16,25,27,18,10,24,-99,11,5,12,11,21,,,,,,,,,,,,,
03/11/2011,17,9,15,14,12,17,-99,3,6,8,3,14,,,,,,,,,,,,,
03/11/2011,18,8,11,7,-99,10,-99,4,-99,15,12,16,,,,,,,,,,,,,
03/11/2011,19,9,10,12,13,12,-99,2,19,12,7,4,,,,,,,,,,,,,
03/11/2011,20,12,6,5,10,4,-99,3,19,-99,-99,11,,,,,,,,,,,,,
03/11/2011,21,11,6,3,9,2,-99,5,8,-99,1,6,,,,,,,,,,,,,
03/11/2011,22,-99,4,6,10,3,-99,1,7,9,5,4,,,,,,,,,,,,,
03/11/2011,23,-99,5,-99,8,6,-99,7,7,2,5,7,,,,,,,,,,,,,
03/11/2011,24,-99,6,2,14,3,-99,10,2,11,1,1,,,,,,,,,,,,,
04/11/2011,1,4,7,5,38,9,-99,4,12,5,-99,2,,,,,,,,,,,,,
04/11/2011,2,2,6,9,1,5,-99,2,3,6,2,2,,,,,,,,,,,,,
04/11/2011,3,-99,9,8,-99,7,-99,10,2,12,2,5,,,,,,,,,,,,,
04/11/2011,4,2,6,-99,3,-99,-99,7,5,4,6,3,,,,,,,,,,,,,
04/11/2011,5,6,8,3,-99,3,-99,1,-99,3,6,2,,,,,,,,,,,,,
04/11/2011,6,9,9,4,4,5,-99,3,7,8,6,14,,,,,,,,,,,,,
04/11/2011,7,5,9,11,8,6,-99,10,9,22,9,16,,,,,,,,,,,,,
04/11/2011,8,25,12,15,-99,9,-99,15,11,27,9,23,,,,,,,,,,,,,
04/11/2011,9,31,15,10,16,12,-99,21,5,24,14,32,,,,,,,,,,,,,
04/11/2011,10,14,22,23,11,13,-99,15,8,16,24,26,,,,,,,,,,,,,
04/11/2011,11,24,31,27,14,21,-99,11,13,20,33,35,,,,,,,,,,,,,
04/11/2011,12,28,36,36,25,33,-99,-99,22,32,41,-99,,,,,,,,,,,,,
04/11/2011,13,33,39,45,28,37,-99,-99,25,37,49,-99,,,,,,,,,,,,,
04/11/2011,14,33,50,45,22,47,-99,-99,1,39,42,-99,,,,,,,,,,,,,
04/11/2011,15,29,52,50,36,32,-99,-99,10,35,41,39,,,,,,,,,,,,,
04/11/2011,16,43,43,57,26,30,-99,14,21,51,53,25,,,,,,,,,,,,,
04/11/2011,17,53,49,56,20,25,-99,15,15,31,43,23,,,,,,,,,,,,,
04/11/2011,18,54,44,39,-99,16,-99,16,36,39,25,21,,,,,,,,,,,,,
04/11/2011,19,31,22,23,27,12,-99,14,18,36,23,-99,,,,,,,,,,,,,
04/11/2011,20,12,26,22,27,18,-99,19,17,25,24,-99,,,,,,,,,,,,,
04/11/2011,21,16,19,13,24,10,-99,10,14,19,13,11,,,,,,,,,,,,,
04/11/2011,22,19,12,17,23,8,-99,15,11,14,15,13,,,,,,,,,,,,,
04/11/2011,23,16,14,18,15,10,-99,14,7,22,17,14,,,,,,,,,,,,,
04/11/2011,24,18,16,12,19,16,-99,8,14,7,17,20,,,,,,,,,,,,,
05/11/2011,1,19,18,16,14,15,-99,5,13,16,22,21,,,,,,,,,,,,,
05/11/2011,2,10,18,19,23,12,-99,2,25,17,23,20,,,,,,,,,,,,,
05/11/2011,3,20,18,12,10,9,-99,22,20,12,13,44,,,,,,,,,,,,,
05/11/2011,4,23,14,19,15,13,-99,24,16,8,16,17,,,,,,,,,,,,,
05/11/2011,5,28,14,19,16,9,-99,-99,25,14,18,21,,,,,,,,,,,,,
05/11/2011,6,17,15,26,28,11,-99,-99,17,14,17,32,,,,,,,,,,,,,
05/11/2011,7,24,15,26,30,8,-99,-99,13,23,22,38,,,,,,,,,,,,,
05/11/2011,8,24,16,26,33,13,-99,-99,20,29,27,8,,,,,,,,,,,,,
05/11/2011,9,35,22,21,42,17,-99,-99,15,47,33,65,,,,,,,,,,,,,
05/11/2011,10,38,31,35,35,23,-99,40,31,65,43,76,,,,,,,,,,,,,
05/11/2011,11,49,30,46,29,23,-99,53,29,61,48,74,,,,,,,,,,,,,
05/11/2011,12,51,34,45,26,29,-99,39,23,42,47,73,,,,,,,,,,,,,
05/11/2011,13,31,40,51,33,40,-99,21,46,45,46,44,,,,,,,,,,,,,
05/11/2011,14,21,46,-99,24,39,-99,27,24,23,36,39,,,,,,,,,,,,,
05/11/2011,15,25,46,-99,9,39,-99,-99,14,24,27,24,,,,,,,,,,,,,
05/11/2011,16,27,45,-99,17,30,-99,-99,19,23,38,18,,,,,,,,,,,,,
05/11/2011,17,29,43,-99,21,23,-99,15,10,21,33,22,,,,,,,,,,,,,
05/11/2011,18,19,25,30,18,20,-99,31,18,11,20,35,,,,,,,,,,,,,
05/11/2011,19,14,22,24,18,24,-99,22,19,20,19,27,,,,,,,,,,,,,
05/11/2011,20,13,27,21,24,21,-99,14,17,4,21,14,,,,,,,,,,,,,
05/11/2011,21,16,32,9,27,18,-99,11,11,27,19,19,,,,,,,,,,,,,
05/11/2011,22,12,17,10,23,25,-99,13,8,16,24,15,,,,,,,,,,,,,
05/11/2011,23,19,21,20,20,21,-99,18,7,19,26,19,,,,,,,,,,,,,
05/11/2011,24,19,26,18,27,23,-99,20,15,14,35,17,,,,,,,,,,,,,
06/11/2011,1,22,29,28,27,24,-99,21,18,18,32,21,,,,,,,,,,,,,
06/11/2011,2,22,31,28,27,16,-99,22,23,26,36,28,,,,,,,,,,,,,
06/11/2011,3,12,26,34,33,17,-99,19,36,20,32,24,,,,,,,,,,,,,
06/11/2011,4,15,27,35,32,18,-99,27,48,17,31,28,,,,,,,,,,,,,
06/11/2011,5,19,30,28,31,19,-99,31,30,16,35,28,,,,,,,,,,,,,
06/11/2011,6,18,26,28,39,16,-99,41,30,13,39,34,,,,,,,,,,,,,
06/11/2011,7,22,25,30,38,17,-99,28,31,15,39,43,,,,,,,,,,,,,
06/11/2011,8,11,25,45,37,16,-99,38,34,25,37,48,,,,,,,,,,,,,
06/11/2011,9,27,31,38,34,20,-99,36,24,30,42,61,,,,,,,,,,,,,
06/11/2011,10,33,40,45,42,35,-99,34,31,34,64,63,,,,,,,,,,,,,
06/11/2011,11,37,49,47,46,37,-99,40,28,29,60,75,,,,,,,,,,,,,
06/11/2011,12,31,50,44,50,35,-99,44,32,32,55,78,,,,,,,,,,,,,
06/11/2011,13,29,40,43,54,26,-99,36,45,25,45,45,,,,,,,,,,,,,
06/11/2011,14,35,32,41,40,24,-99,25,17,49,44,24,,,,,,,,,,,,,
06/11/2011,15,23,38,38,34,34,-99,18,-99,33,36,26,,,,,,,,,,,,,
06/11/2011,16,26,37,29,35,-99,-99,22,-99,23,33,19,,,,,,,,,,,,,
06/11/2011,17,28,37,18,35,-99,-99,18,-99,19,28,22,,,,,,,,,,,,,
06/11/2011,18,22,41,40,34,37,-99,13,-99,26,24,18,,,,,,,,,,,,,
06/11/2011,19,24,40,26,37,31,-99,26,-99,18,26,18,,,,,,,,,,,,,
06/11/2011,20,23,35,19,36,25,-99,19,-99,23,24,21,,,,,,,,,,,,,
06/11/2011,21,24,31,17,25,17,-99,25,-99,39,22,24,,,,,,,,,,,,,
06/11/2011,22,23,25,19,28,17,-99,20,-99,21,23,14,,,,,,,,,,,,,
06/11/2011,23,21,27,18,28,18,-99,13,-99,17,19,9,,,,,,,,,,,,,
06/11/2011,24,16,31,25,33,16,-99,7,-99,13,26,16,,,,,,,,,,,,,
07/11/2011,1,18,30,25,29,13,-99,13,-99,22,24,14,,,,,,,,,,,,,
07/11/2011,2,14,19,22,20,13,-99,19,-99,22,24,21,,,,,,,,,,,,,
07/11/2011,3,17,15,27,32,9,-99,19,-99,13,19,21,,,,,,,,,,,,,
07/11/2011,4,22,16,22,33,13,-99,27,-99,16,19,23,,,,,,,,,,,,,
07/11/2011,5,20,17,21,20,19,-99,28,-99,14,20,32,,,,,,,,,,,,,
07/11/2011,6,24,18,22,-99,19,-99,26,-99,22,23,30,,,,,,,,,,,,,
07/11/2011,7,39,20,29,30,21,-99,23,-99,27,27,27,,,,,,,,,,,,,
07/11/2011,8,40,27,36,38,23,-99,29,-99,31,32,46,,,,,,,,,,,,,
07/11/2011,9,44,34,40,34,35,-99,31,-99,42,51,42,,,,,,,,,,,,,
07/11/2011,10,54,42,46,50,37,-99,37,-99,49,50,57,,,,,,,,,,,,,
07/11/2011,11,56,48,43,50,34,-99,31,-99,64,61,49,,,,,,,,,,,,,
07/11/2011,12,52,45,42,69,-99,-99,28,-99,83,54,47,,,,,,,,,,,,,
07/11/2011,13,33,50,33,46,-99,-99,21,-99,71,47,33,,,,,,,,,,,,,
07/11/2011,14,26,54,29,34,-99,-99,14,-99,46,39,25,,,,,,,,,,,,,
07/11/2011,15,26,-99,27,17,36,-99,22,-99,23,20,17,,,,,,,,,,,,,
07/11/2011,16,25,-99,34,9,24,-99,26,-99,30,24,25,,,,,,,,,,,,,
07/11/2011,17,32,49,36,20,19,-99,18,-99,34,26,29,,,,,,,,,,,,,
07/11/2011,18,29,24,26,-99,11,-99,29,-99,31,28,37,,,,,,,,,,,,,
07/11/2011,19,31,25,32,30,20,-99,34,-99,26,25,38,,,,,,,,,,,,,
07/11/2011,20,33,26,28,32,23,-99,26,-99,32,22,30,,,,,,,,,,,,,
07/11/2011,21,26,21,25,32,10,-99,24,-99,19,24,35,,,,,,,,,,,,,
07/11/2011,22,22,22,21,51,22,-99,20,-99,28,25,31,,,,,,,,,,,,,
07/11/2011,23,24,25,23,53,16,-99,18,19,29,30,32,,,,,,,,,,,,,
07/11/2011,24,25,29,28,40,18,-99,25,-99,32,32,28,,,,,,,,,,,,,
08/11/2011,1,33,29,23,38,23,-99,20,34,25,24,33,,,,,,,,,,,,,
08/11/2011,2,25,23,21,25,20,-99,22,41,27,27,37,,,,,,,,,,,,,
08/11/2011,3,26,23,30,23,18,-99,32,28,24,20,51,,,,,,,,,,,,,
08/11/2011,4,22,24,26,20,19,-99,25,44,29,20,39,,,,,,,,,,,,,
08/11/2011,5,27,22,24,30,22,-99,26,39,27,19,43,,,,,,,,,,,,,
08/11/2011,6,28,19,19,-99,13,-99,19,28,21,18,51,,,,,,,,,,,,,
08/11/2011,7,45,19,21,41,12,-99,32,20,29,19,73,,,,,,,,,,,,,
08/11/2011,8,31,21,27,27,3,-99,44,24,37,23,64,,,,,,,,,,,,,
08/11/2011,9,33,25,-99,39,19,-99,36,27,43,29,79,,,,,,,,,,,,,
08/11/2011,10,45,29,-99,51,32,-99,50,33,61,40,90,,,,,,,,,,,,,
08/11/2011,11,46,38,-99,51,37,-99,48,32,55,54,81,,,,,,,,,,,,,
08/11/2011,12,44,41,-99,37,23,-99,47,31,48,45,55,,,,,,,,,,,,,
08/11/2011,13,43,25,38,15,23,-99,21,12,66,27,35,,,,,,,,,,,,,
08/11/2011,14,36,39,38,24,33,-99,24,11,67,34,37,,,,,,,,,,,,,
08/11/2011,15,47,41,38,26,25,-99,24,20,61,32,40,,,,,,,,,,,,,
08/11/2011,16,64,35,41,20,29,-99,36,28,67,17,46,,,,,,,,,,,,,
08/11/2011,17,52,31,22,21,27,-99,27,30,42,21,35,,,,,,,,,,,,,
08/11/2011,18,23,30,25,-99,25,-99,19,20,44,24,35,,,,,,,,,,,,,
08/11/2011,19,11,34,28,52,40,-99,21,24,17,28,41,,,,,,,,,,,,,
08/11/2011,20,-99,31,34,41,18,-99,26,35,38,34,39,,,,,,,,,,,,,
08/11/2011,21,-99,35,32,43,21,-99,22,31,38,33,35,,,,,,,,,,,,,
08/11/2011,22,26,38,24,22,32,-99,23,12,40,34,33,,,,,,,,,,,,,
08/11/2011,23,25,32,33,36,28,-99,21,22,32,31,30,,,,,,,,,,,,,
08/11/2011,24,24,28,31,27,18,-99,28,-99,29,36,46,,,,,,,,,,,,,
09/11/2011,1,30,27,46,29,23,-99,29,25,24,32,30,,,,,,,,,,,,,
09/11/2011,2,42,31,73,24,26,-99,32,37,27,30,45,,,,,,,,,,,,,
09/11/2011,3,35,36,44,29,26,-99,29,29,22,35,36,,,,,,,,,,,,,
09/11/2011,4,33,39,34,30,23,-99,36,30,25,36,36,,,,,,,,,,,,,
09/11/2011,5,20,39,35,34,36,-99,35,28,21,35,42,,,,,,,,,,,,,
09/11/2011,6,37,38,37,-99,22,-99,38,37,22,35,51,,,,,,,,,,,,,
09/11/2011,7,30,39,43,43,18,-99,46,42,38,38,60,,,,,,,,,,,,,
09/11/2011,8,31,38,38,43,25,-99,37,43,33,44,71,,,,,,,,,,,,,
09/11/2011,9,47,39,36,44,35,-99,40,35,28,46,78,,,,,,,,,,,,,
09/11/2011,10,41,46,31,69,39,-99,36,43,51,44,61,,,,,,,,,,,,,
09/11/2011,11,57,-99,40,63,32,-99,35,38,62,68,51,,,,,,,,,,,,,
09/11/2011,12,69,39,51,44,39,-99,31,23,53,59,59,,,,,,,,,,,,,
09/11/2011,13,79,60,68,45,58,-99,38,36,47,-99,61,,,,,,,,,,,,,
09/11/2011,14,72,82,66,63,70,-99,38,36,62,-99,45,,,,,,,,,,,,,
09/11/2011,15,62,93,-99,33,82,-99,35,45,52,58,42,,,,,,,,,,,,,
09/11/2011,16,50,84,52,37,63,-99,29,31,54,56,40,,,,,,,,,,,,,
09/11/2011,17,43,73,47,32,60,-99,26,32,33,44,38,,,,,,,,,,,,,
09/11/2011,18,34,65,44,40,48,-99,25,32,40,62,27,,,,,,,,,,,,,
09/11/2011,19,40,53,42,69,36,-99,27,-99,36,42,31,,,,,,,,,,,,,
09/11/2011,20,45,51,29,37,39,-99,13,-99,42,25,31,,,,,,,,,,,,,
09/11/2011,21,42,36,30,34,32,-99,25,-99,31,27,33,,,,,,,,,,,,,
09/11/2011,22,31,37,30,32,32,-99,26,-99,34,30,34,,,,,,,,,,,,,
09/11/2011,23,28,38,29,32,26,-99,29,-99,18,32,34,,,,,,,,,,,,,
09/11/2011,24,18,32,25,30,32,-99,19,-99,16,26,24,,,,,,,,,,,,,
10/11/2011,1,17,28,17,23,27,-99,-99,27,13,26,22,,,,,,,,,,,,,
10/11/2011,2,19,23,15,18,25,-99,2,25,17,14,19,,,,,,,,,,,,,
10/11/2011,3,9,16,12,4,25,-99,2,13,20,13,20,,,,,,,,,,,,,
10/11/2011,4,11,17,15,9,32,-99,3,12,16,14,18,,,,,,,,,,,,,
10/11/2011,5,24,21,18,11,18,-99,-99,13,1,21,15,,,,,,,,,,,,,
10/11/2011,6,12,20,16,-99,13,-99,10,10,9,27,21,,,,,,,,,,,,,
10/11/2011,7,17,17,19,6,18,-99,2,13,8,21,32,,,,,,,,,,,,,
10/11/2011,8,12,17,19,11,22,-99,4,10,14,16,27,,,,,,,,,,,,,
10/11/2011,9,23,18,23,12,22,-99,10,16,19,21,26,,,,,,,,,,,,,
10/11/2011,10,17,25,26,16,29,-99,12,15,13,31,36,,,,,,,,,,,,,
10/11/2011,11,28,34,30,17,34,-99,23,20,-99,37,44,,,,,,,,,,,,,
10/11/2011,12,40,41,50,35,45,-99,38,25,-99,52,44,,,,,,,,,,,,,
10/11/2011,13,49,52,55,41,39,-99,44,35,-99,63,56,,,,,,,,,,,,,
10/11/2011,14,58,58,48,44,41,-99,45,31,50,63,57,,,,,,,,,,,,,
10/11/2011,15,53,60,25,41,54,-99,34,52,66,64,52,,,,,,,,,,,,,
10/11/2011,16,57,67,-99,-99,54,-99,36,33,47,56,39,,,,,,,,,,,,,
10/11/2011,17,41,67,-99,42,49,-99,13,35,-99,-99,26,,,,,,,,,,,,,
10/11/2011,18,20,49,-99,-99,36,-99,-99,14,-99,-99,8,,,,,,,,,,,,,
10/11/2011,19,24,16,24,19,18,-99,-99,16,-99,23,15,,,,,,,,,,,,,
10/11/2011,20,26,-99,24,22,16,-99,6,18,29,28,14,,,,,,,,,,,,,
10/11/2011,21,16,24,23,22,19,-99,14,10,21,23,17,,,,,,,,,,,,,
10/11/2011,22,28,26,23,9,22,-99,15,9,19,26,22,,,,,,,,,,,,,
10/11/2011,23,20,21,16,16,20,-99,9,14,22,28,39,,,,,,,,,,,,,
10/11/2011,24,14,20,11,14,22,-99,11,13,26,20,18,,,,,,,,,,,,,
11/11/2011,1,15,20,-99,14,19,-99,24,9,38,16,17,,,,,,,,,,,,,
11/11/2011,2,22,20,-99,19,16,-99,28,12,34,19,26,,,,,,,,,,,,,
11/11/2011,3,41,20,30,20,17,-99,28,13,45,22,24,,,,,,,,,,,,,
11/11/2011,4,41,22,17,24,19,-99,25,17,41,20,24,,,,,,,,,,,,,
11/11/2011,5,39,25,27,24,27,-99,28,22,36,24,33,,,,,,,,,,,,,
11/11/2011,6,39,27,30,22,31,-99,30,26,48,26,40,,,,,,,,,,,,,
11/11/2011,7,47,27,25,27,26,-99,27,23,44,30,39,,,,,,,,,,,,,
11/11/2011,8,49,31,33,30,31,-99,27,27,51,32,39,,,,,,,,,,,,,
11/11/2011,9,61,38,31,31,45,-99,33,28,50,37,40,,,,,,,,,,,,,
11/11/2011,10,82,53,50,33,49,-99,32,27,72,54,36,,,,,,,,,,,,,
11/11/2011,11,63,69,64,53,65,-99,39,42,85,59,52,,,,,,,,,,,,,
11/11/2011,12,90,73,70,63,56,-99,43,53,80,49,56,,,,,,,,,,,,,
11/11/2011,13,81,58,60,57,52,-99,50,50,77,47,58,,,,,,,,,,,,,
11/11/2011,14,85,47,54,37,56,-99,39,31,70,43,58,,,,,,,,,,,,,
11/11/2011,15,70,53,52,16,39,-99,32,28,70,32,55,,,,,,,,,,,,,
11/11/2011,16,65,51,46,19,32,-99,33,31,42,17,53,,,,,,,,,,,,,
11/11/2011,17,54,32,23,15,19,-99,33,20,72,16,50,,,,,,,,,,,,,
11/11/2011,18,27,23,21,16,18,-99,21,13,38,20,26,,,,,,,,,,,,,
11/11/2011,19,21,23,18,14,29,-99,19,10,40,22,25,,,,,,,,,,,,,
11/11/2011,20,17,26,22,22,30,-99,21,13,34,21,42,,,,,,,,,,,,,
11/11/2011,21,22,25,24,20,27,-99,28,16,32,21,43,,,,,,,,,,,,,
11/11/2011,22,33,22,26,18,18,-99,29,19,35,20,33,,,,,,,,,,,,,
11/11/2011,23,43,22,23,18,25,-99,21,17,38,25,31,,,,,,,,,,,,,
