FECHA,HORA,CAM,COY,CCA,HGM,MER,NEZ,PED,SAG,SFE,SJA,TLA,UAX,UIZ,XAL,,,,,,,,,,,,,,
05/03/2014,7,17,16,-99,10,21,15,-99,16,9,16,28,18,20,50,,,,,,,,,,,,,,
05/03/2014,8,36,27,-99,14,19,16,-99,14,9,21,33,16,17,67,,,,,,,,,,,,,,
05/03/2014,9,21,22,-99,20,16,12,-99,18,8,14,27,8,19,31,,,,,,,,,,,,,,
05/03/2014,10,18,18,-99,16,19,17,-99,9,11,12,18,16,16,34,,,,,,,,,,,,,,
05/03/2014,11,15,15,-99,10,16,5,-99,11,6,10,7,13,-99,16,,,,,,,,,,,,,,
05/03/2014,12,14,8,-99,9,13,10,-99,12,16,-99,14,9,10,21,,,,,,,,,,,,,,
05/03/2014,13,13,11,-99,19,15,5,-99,10,10,5,11,10,12,20,,,,,,,,,,,,,,
05/03/2014,14,13,7,-99,15,15,11,-99,20,6,6,11,12,16,19,,,,,,,,,,,,,,
05/03/2014,15,10,16,-99,11,13,14,-99,-99,7,4,19,11,20,3,,,,,,,,,,,,,,
05/03/2014,16,15,22,-99,7,11,16,-99,18,8,16,12,16,17,-99,,,,,,,,,,,,,,
05/03/2014,17,18,17,-99,9,16,12,-99,17,6,13,16,15,11,-99,,,,,,,,,,,,,,
05/03/2014,18,10,7,-99,13,17,16,-99,14,10,19,14,14,10,7,,,,,,,,,,,,,,
05/03/2014,19,11,9,-99,8,10,13,-99,16,8,16,8,7,6,7,,,,,,,,,,,,,,
05/03/2014,20,7,12,-99,2,6,11,-99,12,10,19,14,13,6,12,,,,,,,,,,,,,,
05/03/2014,21,10,14,-99,5,11,9,-99,9,7,13,16,7,8,14,,,,,,,,,,,,,,
05/03/2014,22,10,12,-99,11,8,11,-99,7,5,13,11,11,11,6,,,,,,,,,,,,,,
05/03/2014,23,10,11,-99,12,8,7,-99,11,8,14,12,9,10,32,,,,,,,,,,,,,,
05/03/2014,24,6,11,-99,6,8,13,-99,11,11,14,10,13,5,23,,,,,,,,,,,,,,
06/03/2014,1,12,12,-99,5,8,6,-99,20,-99,15,12,14,9,19,,,,,,,,,,,,,,
06/03/2014,2,11,17,-99,14,9,11,-99,8,5,13,16,12,13,23,,,,,,,,,,,,,,
06/03/2014,3,9,18,-99,10,12,18,-99,18,1,22,14,9,14,26,,,,,,,,,,,,,,
06/03/2014,4,10,12,-99,11,11,22,-99,20,4,19,10,8,21,34,,,,,,,,,,,,,,
06/03/2014,5,11,5,-99,13,13,18,-99,26,-99,18,8,15,19,22,,,,,,,,,,,,,,
06/03/2014,6,13,11,-99,8,18,53,-99,16,7,24,6,13,28,23,,,,,,,,,,,,,,
06/03/2014,7,34,17,-99,15,20,38,-99,16,6,25,17,20,22,33,,,,,,,,,,,,,,
06/03/2014,8,27,21,-99,14,28,29,-99,27,16,21,27,21,25,53,,,,,,,,,,,,,,
06/03/2014,9,24,18,-99,21,34,28,-99,43,17,16,33,15,27,61,,,,,,,,,,,,,,
06/03/2014,10,30,25,-99,28,36,21,-99,39,10,23,29,18,29,50,,,,,,,,,,,,,,
06/03/2014,11,28,21,-99,23,31,23,-99,23,14,27,28,19,41,38,,,,,,,,,,,,,,
06/03/2014,12,34,35,-99,12,35,9,-99,17,18,13,27,23,27,31,,,,,,,,,,,,,,
06/03/2014,13,38,35,-99,32,35,12,-99,23,19,17,30,26,27,20,,,,,,,,,,,,,,
06/03/2014,14,36,36,-99,43,35,11,-99,21,33,14,36,22,33,29,,,,,,,,,,,,,,
06/03/2014,15,42,37,-99,36,35,24,-99,28,35,14,41,25,35,40,,,,,,,,,,,,,,
06/03/2014,16,37,36,-99,33,34,23,-99,37,33,20,43,23,34,41,,,,,,,,,,,,,,
06/03/2014,17,42,24,-99,31,28,23,-99,29,22,23,48,19,23,42,,,,,,,,,,,,,,
06/03/2014,18,26,18,-99,11,21,20,-99,28,19,24,47,19,20,36,,,,,,,,,,,,,,
06/03/2014,19,17,23,-99,10,23,15,-99,17,8,18,36,14,17,31,,,,,,,,,,,,,,
06/03/2014,20,17,23,-99,24,19,20,-99,18,14,25,19,18,21,25,,,,,,,,,,,,,,
06/03/2014,21,19,19,-99,21,21,21,-99,15,10,18,19,24,16,33,,,,,,,,,,,,,,
06/03/2014,22,18,22,-99,3,16,10,-99,25,13,16,23,20,22,30,,,,,,,,,,,,,,
06/03/2014,23,24,19,-99,29,21,16,-99,39,17,21,21,21,22,32,,,,,,,,,,,,,,
06/03/2014,24,21,24,-99,13,21,22,-99,25,17,18,25,26,27,38,,,,,,,,,,,,,,
07/03/2014,1,14,31,-99,32,33,42,-99,28,10,25,42,27,30,34,,,,,,,,,,,,,,
07/03/2014,2,20,25,-99,37,28,26,-99,20,13,23,37,18,57,29,,,,,,,,,,,,,,
07/03/2014,3,25,17,-99,15,24,23,-99,26,12,20,25,12,47,34,,,,,,,,,,,,,,
07/03/2014,4,21,17,-99,13,19,25,-99,24,15,31,23,12,13,35,,,,,,,,,,,,,,
07/03/2014,5,22,18,-99,13,19,17,-99,28,14,31,22,17,15,63,,,,,,,,,,,,,,
07/03/2014,6,26,22,-99,14,14,18,-99,33,3,25,30,16,19,45,,,,,,,,,,,,,,
07/03/2014,7,26,23,-99,16,17,17,-99,34,10,29,35,17,21,46,,,,,,,,,,,,,,
07/03/2014,8,32,22,-99,32,35,22,-99,45,6,30,45,21,17,69,,,,,,,,,,,,,,
07/03/2014,9,31,26,-99,27,36,37,-99,51,5,27,35,18,26,63,,,,,,,,,,,,,,
07/03/2014,10,37,29,-99,39,42,34,-99,37,15,35,33,31,44,57,,,,,,,,,,,,,,
07/03/2014,11,38,24,-99,23,19,27,-99,19,16,19,38,23,23,36,,,,,,,,,,,,,,
07/03/2014,12,23,23,-99,3,24,9,-99,17,15,6,32,10,12,29,,,,,,,,,,,,,,
07/03/2014,13,15,14,-99,8,17,4,-99,8,19,10,26,12,9,22,,,,,,,,,,,,,,
07/03/2014,14,24,15,-99,8,12,14,-99,22,18,6,18,13,13,18,,,,,,,,,,,,,,
07/03/2014,15,14,13,-99,12,21,11,-99,18,8,8,-99,13,12,19,,,,,,,,,,,,,,
07/03/2014,16,12,9,-99,10,13,10,-99,14,14,15,15,15,16,18,,,,,,,,,,,,,,
07/03/2014,17,17,19,-99,26,8,19,-99,18,15,14,20,16,18,15,,,,,,,,,,,,,,
07/03/2014,18,29,22,-99,9,18,18,-99,10,12,23,7,16,17,-99,,,,,,,,,,,,,,
07/03/2014,19,13,30,-99,5,16,21,-99,16,11,38,26,18,18,-99,,,,,,,,,,,,,,
07/03/2014,20,12,18,-99,14,19,21,-99,14,7,2,19,19,14,-99,,,,,,,,,,,,,,
07/03/2014,21,13,17,-99,16,19,11,-99,11,12,13,14,15,12,-99,,,,,,,,,,,,,,
07/03/2014,22,19,19,-99,13,23,14,-99,22,9,18,15,13,13,26,,,,,,,,,,,,,,
07/03/2014,23,9,14,-99,22,17,18,-99,31,10,15,24,11,22,34,,,,,,,,,,,,,,
07/03/2014,24,7,17,-99,4,11,16,-99,26,9,11,30,10,17,16,,,,,,,,,,,,,,
08/03/2014,1,12,16,-99,13,17,26,-99,25,7,19,26,7,26,29,,,,,,,,,,,,,,
08/03/2014,2,16,16,-99,16,20,17,-99,15,5,19,27,20,28,25,,,,,,,,,,,,,,
08/03/2014,3,36,23,-99,13,16,13,-99,18,14,11,29,12,8,24,,,,,,,,,,,,,,
08/03/2014,4,34,22,-99,13,17,6,-99,17,11,17,29,8,14,22,,,,,,,,,,,,,,
08/03/2014,5,22,12,-99,11,13,13,-99,14,6,13,22,10,10,19,,,,,,,,,,,,,,
08/03/2014,6,24,21,-99,17,33,11,-99,10,8,19,26,11,12,26,,,,,,,,,,,,,,
08/03/2014,7,28,24,-99,19,41,12,-99,11,11,18,21,11,9,38,,,,,,,,,,,,,,
08/03/2014,8,37,16,-99,16,26,12,-99,18,16,15,19,14,17,49,,,,,,,,,,,,,,
08/03/2014,9,38,20,-99,11,19,11,-99,21,6,10,43,6,17,45,,,,,,,,,,,,,,
08/03/2014,10,22,19,-99,11,19,12,-99,18,7,21,-99,15,10,41,,,,,,,,,,,,,,
08/03/2014,11,23,1,-99,-99,5,7,-99,14,15,6,49,11,11,15,,,,,,,,,,,,,,
08/03/2014,12,10,8,-99,-99,4,6,-99,11,14,1,28,3,3,18,,,,,,,,,,,,,,
08/03/2014,13,13,17,-99,9,12,7,-99,11,-99,3,19,9,3,18,,,,,,,,,,,,,,
08/03/2014,14,3,14,-99,7,12,-99,-99,12,3,5,12,10,14,15,,,,,,,,,,,,,,
08/03/2014,15,14,-99,-99,20,5,-99,-99,12,12,15,27,10,8,23,,,,,,,,,,,,,,
08/03/2014,16,18,11,-99,4,10,19,-99,16,5,3,15,11,11,21,,,,,,,,,,,,,,
08/03/2014,17,8,3,-99,5,10,10,-99,18,4,15,10,12,7,18,,,,,,,,,,,,,,
08/03/2014,18,10,11,-99,12,12,12,-99,12,7,4,7,12,10,19,,,,,,,,,,,,,,
08/03/2014,19,12,43,-99,14,12,18,-99,4,1,22,11,14,5,4,,,,,,,,,,,,,,
08/03/2014,20,2,8,-99,10,-99,8,-99,23,6,16,14,8,2,16,,,,,,,,,,,,,,
08/03/2014,21,10,8,-99,10,11,8,-99,8,7,20,23,6,10,13,,,,,,,,,,,,,,
08/03/2014,22,12,11,-99,3,8,9,-99,7,9,14,16,9,7,16,,,,,,,,,,,,,,
08/03/2014,23,9,10,-99,16,10,6,-99,11,9,9,15,10,7,13,,,,,,,,,,,,,,
08/03/2014,24,8,11,-99,5,7,7,-99,13,10,7,15,5,8,22,,,,,,,,,,,,,,
09/03/2014,1,6,11,-99,17,9,16,-99,10,15,-99,11,9,4,44,,,,,,,,,,,,,,
09/03/2014,2,11,11,-99,4,8,5,-99,13,14,7,3,7,5,41,,,,,,,,,,,,,,
09/03/2014,3,7,12,-99,11,5,7,-99,9,4,5,14,9,9,17,,,,,,,,,,,,,,
09/03/2014,4,15,12,-99,8,9,10,-99,19,11,13,9,8,4,25,,,,,,,,,,,,,,
09/03/2014,5,15,15,-99,6,14,8,-99,14,1,6,8,7,11,39,,,,,,,,,,,,,,
09/03/2014,6,5,13,-99,7,9,7,-99,12,3,16,10,12,11,15,,,,,,,,,,,,,,
09/03/2014,7,8,15,-99,13,16,10,-99,12,9,16,8,13,10,25,,,,,,,,,,,,,,
09/03/2014,8,9,18,-99,9,20,7,-99,23,5,10,17,9,14,39,,,,,,,,,,,,,,
09/03/2014,9,13,16,-99,18,21,12,-99,30,8,14,18,15,14,31,,,,,,,,,,,,,,
09/03/2014,10,18,16,-99,30,18,12,-99,25,1,14,23,30,17,27,,,,,,,,,,,,,,
09/03/2014,11,17,13,-99,14,4,8,-99,34,9,16,18,21,7,36,,,,,,,,,,,,,,
09/03/2014,12,3,10,-99,5,8,5,-99,21,15,1,18,17,3,29,,,,,,,,,,,,,,
09/03/2014,13,5,5,-99,20,10,3,-99,10,4,3,8,5,7,1,,,,,,,,,,,,,,
09/03/2014,14,3,3,-99,-99,9,8,-99,7,-99,5,7,4,4,6,,,,,,,,,,,,,,
09/03/2014,15,5,12,-99,-99,11,2,-99,5,-99,-99,7,2,6,6,,,,,,,,,,,,,,
09/03/2014,16,12,12,-99,12,7,11,-99,6,4,-99,8,10,7,8,,,,,,,,,,,,,,
09/03/2014,17,8,7,-99,7,7,9,-99,10,11,-99,8,9,9,15,,,,,,,,,,,,,,
09/03/2014,18,9,6,-99,-99,8,9,-99,4,6,-99,12,10,5,5,,,,,,,,,,,,,,
09/03/2014,19,8,7,-99,-99,6,6,-99,2,7,-99,4,4,5,6,,,,,,,,,,,,,,
09/03/2014,20,-99,8,-99,3,13,6,-99,4,-99,-99,5,6,8,10,,,,,,,,,,,,,,
09/03/2014,21,4,7,-99,16,-99,6,-99,12,-99,-99,4,9,9,7,,,,,,,,,,,,,,
09/03/2014,22,4,7,-99,11,8,5,-99,11,3,-99,7,5,9,8,,,,,,,,,,,,,,
09/03/2014,23,7,14,-99,4,12,4,-99,11,3,-99,6,6,4,9,,,,,,,,,,,,,,
09/03/2014,24,11,17,-99,11,8,5,-99,14,4,7,7,5,7,12,,,,,,,,,,,,,,
10/03/2014,1,16,10,-99,5,5,2,-99,12,-99,14,6,7,8,29,,,,,,,,,,,,,,
10/03/2014,2,3,14,-99,10,14,2,-99,6,10,6,3,3,6,27,,,,,,,,,,,,,,
10/03/2014,3,9,15,-99,9,9,4,-99,6,1,4,-99,4,6,22,,,,,,,,,,,,,,
10/03/2014,4,4,7,-99,6,6,2,-99,4,-99,8,2,3,5,31,,,,,,,,,,,,,,
10/03/2014,5,-99,9,-99,2,7,5,-99,4,1,5,4,6,4,15,,,,,,,,,,,,,,
10/03/2014,6,2,11,-99,5,9,6,-99,7,5,10,1,5,6,14,,,,,,,,,,,,,,
10/03/2014,7,8,8,-99,4,2,5,-99,14,5,18,7,7,5,45,,,,,,,,,,,,,,
10/03/2014,8,17,15,-99,8,10,9,-99,13,15,14,17,11,10,35,,,,,,,,,,,,,,
10/03/2014,9,14,24,-99,13,15,15,-99,10,7,-99,18,10,9,22,,,,,,,,,,,,,,
10/03/2014,10,2,14,-99,8,15,5,-99,7,11,-99,4,7,10,23,,,,,,,,,,,,,,
10/03/2014,11,2,11,-99,-99,15,2,-99,6,11,7,2,5,4,8,,,,,,,,,,,,,,
10/03/2014,12,-99,12,-99,-99,4,5,-99,9,3,-99,9,10,6,8,,,,,,,,,,,,,,
10/03/2014,13,-99,8,-99,-99,7,2,-99,13,1,5,2,1,9,11,,,,,,,,,,,,,,
10/03/2014,14,8,9,-99,8,12,4,-99,6,8,5,10,6,9,9,,,,,,,,,,,,,,
10/03/2014,15,9,10,-99,1,7,10,-99,14,3,6,13,12,9,14,,,,,,,,,,,,,,
10/03/2014,16,8,16,-99,11,6,5,-99,10,5,3,10,8,7,14,,,,,,,,,,,,,,
10/03/2014,17,6,-99,-99,-99,8,7,-99,10,5,5,8,5,6,18,,,,,,,,,,,,,,
10/03/2014,18,9,-99,-99,15,4,7,-99,2,1,5,10,4,6,6,,,,,,,,,,,,,,
10/03/2014,19,2,3,-99,10,6,8,-99,4,3,11,10,4,6,9,,,,,,,,,,,,,,
10/03/2014,20,5,8,-99,12,8,6,-99,7,9,9,10,10,-99,5,,,,,,,,,,,,,,
10/03/2014,21,8,7,-99,18,6,5,-99,12,2,10,11,6,5,11,,,,,,,,,,,,,,
10/03/2014,22,8,12,-99,11,-99,8,-99,7,9,8,16,9,9,14,,,,,,,,,,,,,,
10/03/2014,23,5,11,-99,-99,10,4,-99,8,6,7,4,10,8,8,,,,,,,,,,,,,,
10/03/2014,24,6,6,-99,-99,7,9,-99,9,3,10,6,5,14,12,,,,,,,,,,,,,,
11/03/2014,1,2,4,-99,-99,10,8,-99,36,10,5,8,17,9,6,,,,,,,,,,,,,,
11/03/2014,2,1,9,-99,9,10,4,-99,31,6,4,6,6,8,3,,,,,,,,,,,,,,
11/03/2014,3,8,8,-99,4,8,6,-99,13,-99,12,8,5,2,14,,,,,,,,,,,,,,
11/03/2014,4,6,8,-99,5,14,6,-99,15,3,12,15,2,3,10,,,,,,,,,,,,,,
11/03/2014,5,-99,8,-99,9,8,7,-99,9,4,12,10,4,11,24,,,,,,,,,,,,,,
11/03/2014,6,8,8,-99,5,11,11,-99,8,10,16,9,6,16,32,,,,,,,,,,,,,,
11/03/2014,7,6,10,-99,3,17,9,-99,7,8,21,15,8,11,41,,,,,,,,,,,,,,
11/03/2014,8,12,11,-99,-99,14,18,-99,14,6,7,11,7,-99,12,,,,,,,,,,,,,,
11/03/2014,9,5,9,-99,10,5,14,-99,-99,4,3,5,2,11,30,,,,,,,,,,,,,,
11/03/2014,10,4,-99,-99,9,5,3,-99,9,-99,6,-99,10,1,9,,,,,,,,,,,,,,
11/03/2014,11,6,4,-99,1,6,3,-99,7,2,5,-99,8,-99,9,,,,,,,,,,,,,,
11/03/2014,12,9,14,-99,10,11,2,-99,11,14,-99,-99,2,8,6,,,,,,,,,,,,,,
11/03/2014,13,5,17,-99,12,1,4,-99,14,2,-99,5,3,4,7,,,,,,,,,,,,,,
11/03/2014,14,3,8,-99,-99,7,8,-99,6,9,-99,2,12,10,5,,,,,,,,,,,,,,
11/03/2014,15,4,22,-99,8,1,4,-99,2,9,-99,5,6,13,7,,,,,,,,,,,,,,
11/03/2014,16,3,10,-99,12,12,17,-99,10,-99,3,10,8,6,4,,,,,,,,,,,,,,
11/03/2014,17,2,-99,-99,-99,9,16,-99,5,9,6,3,8,19,6,,,,,,,,,,,,,,
11/03/2014,18,3,6,-99,17,9,21,-99,3,4,3,4,7,14,14,,,,,,,,,,,,,,
11/03/2014,19,8,5,-99,3,6,20,-99,-99,5,14,5,10,8,11,,,,,,,,,,,,,,
11/03/2014,20,16,8,-99,5,5,7,-99,14,6,13,6,9,8,32,,,,,,,,,,,,,,
11/03/2014,21,13,11,-99,12,11,9,-99,20,3,15,12,3,8,17,,,,,,,,,,,,,,
11/03/2014,22,12,16,-99,8,11,17,-99,19,7,15,19,10,11,32,,,,,,,,,,,,,,
11/03/2014,23,13,13,-99,15,19,18,-99,20,-99,22,-99,12,19,9,,,,,,,,,,,,,,
11/03/2014,24,14,10,-99,17,24,2,-99,13,9,17,-99,20,21,14,,,,,,,,,,,,,,
12/03/2014,1,11,16,-99,16,17,15,-99,11,5,16,-99,20,14,44,,,,,,,,,,,,,,
12/03/2014,2,13,20,-99,12,16,21,-99,8,-99,20,9,13,13,45,,,,,,,,,,,,,,
12/03/2014,3,20,18,-99,14,16,6,-99,11,5,21,10,15,11,16,,,,,,,,,,,,,,
12/03/2014,4,23,17,-99,12,17,11,-99,19,5,15,13,15,11,19,,,,,,,,,,,,,,
12/03/2014,5,12,17,-99,11,15,15,-99,22,6,19,6,13,27,64,,,,,,,,,,,,,,
12/03/2014,6,17,13,-99,11,18,16,-99,20,7,26,12,13,29,39,,,,,,,,,,,,,,
12/03/2014,7,24,16,-99,11,20,19,-99,26,5,35,21,18,18,51,,,,,,,,,,,,,,
12/03/2014,8,34,22,-99,17,40,24,-99,22,11,23,27,14,21,76,,,,,,,,,,,,,,
12/03/2014,9,37,20,-99,17,36,21,-99,24,3,17,23,10,30,81,,,,,,,,,,,,,,
12/03/2014,10,37,31,-99,41,34,25,-99,20,17,21,33,19,38,42,,,,,,,,,,,,,,
12/03/2014,11,36,35,-99,38,35,33,-99,8,17,19,35,26,44,25,,,,,,,,,,,,,,
12/03/2014,12,20,45,-99,16,24,10,-99,19,38,15,23,34,39,8,,,,,,,,,,,,,,
12/03/2014,13,24,34,-99,31,26,7,-99,14,33,12,25,19,34,16,,,,,,,,,,,,,,
12/03/2014,14,29,28,-99,35,31,17,-99,15,42,15,13,17,21,21,,,,,,,,,,,,,,
12/03/2014,15,27,23,-99,23,22,14,-99,19,35,8,23,6,23,16,,,,,,,,,,,,,,
12/03/2014,16,25,21,-99,25,24,26,-99,25,31,8,25,-99,23,19,,,,,,,,,,,,,,
12/03/2014,17,28,24,-99,17,24,17,-99,18,25,10,15,33,23,17,,,,,,,,,,,,,,
12/03/2014,18,22,21,-99,30,9,22,-99,12,26,25,10,27,26,15,,,,,,,,,,,,,,
12/03/2014,19,19,22,-99,12,13,35,-99,20,17,25,21,32,27,28,,,,,,,,,,,,,,
12/03/2014,20,17,20,-99,13,12,34,-99,20,12,20,19,23,20,24,,,,,,,,,,,,,,
12/03/2014,21,21,21,-99,4,22,20,-99,18,19,21,22,23,19,24,,,,,,,,,,,,,,
12/03/2014,22,16,21,-99,18,21,23,-99,16,19,20,19,45,20,27,,,,,,,,,,,,,,
12/03/2014,23,15,17,-99,18,17,14,-99,18,14,18,19,22,19,24,,,,,,,,,,,,,,
12/03/2014,24,18,20,-99,23,20,10,6,17,15,19,16,11,17,13,,,,,,,,,,,,,,
13/03/2014,1,16,22,-99,20,22,4,14,19,13,20,23,15,18,21,,,,,,,,,,,,,,
13/03/2014,2,19,25,-99,21,25,24,16,18,22,21,17,16,20,28,,,,,,,,,,,,,,
13/03/2014,3,18,23,-99,23,21,25,25,18,23,22,14,16,16,44,,,,,,,,,,,,,,
13/03/2014,4,14,17,-99,11,21,21,20,15,16,19,10,19,17,32,,,,,,,,,,,,,,
13/03/2014,5,17,18,-99,15,13,20,16,16,15,16,17,13,25,34,,,,,,,,,,,,,,
13/03/2014,6,20,18,-99,18,16,16,23,24,22,18,19,14,26,34,,,,,,,,,,,,,,
13/03/2014,7,24,21,-99,23,15,15,11,26,18,23,28,21,29,38,,,,,,,,,,,,,,
13/03/2014,8,31,38,-99,20,25,19,10,26,14,25,29,24,30,44,,,,,,,,,,,,,,
13/03/2014,9,35,33,-99,24,29,30,24,34,24,18,41,16,32,38,,,,,,,,,,,,,,
13/03/2014,10,40,68,-99,43,41,35,29,33,26,23,53,25,41,53,,,,,,,,,,,,,,
13/03/2014,11,50,61,-99,71,48,44,37,28,-99,33,62,33,48,57,,,,,,,,,,,,,,
13/03/2014,12,51,63,-99,74,45,42,57,33,-99,35,58,41,58,44,,,,,,,,,,,,,,
13/03/2014,13,38,62,-99,48,42,19,44,45,-99,19,26,26,36,30,,,,,,,,,,,,,,
13/03/2014,14,28,25,-99,31,26,3,39,29,-99,13,33,15,20,23,,,,,,,,,,,,,,
13/03/2014,15,21,20,-99,15,19,11,23,15,25,11,43,18,16,23,,,,,,,,,,,,,,
13/03/2014,16,23,19,-99,23,18,12,19,16,20,18,28,13,14,29,,,,,,,,,,,,,,
13/03/2014,17,22,21,-99,10,21,16,18,16,18,26,27,18,18,36,,,,,,,,,,,,,,
13/03/2014,18,16,25,-99,8,17,16,22,17,16,17,18,17,16,26,,,,,,,,,,,,,,
13/03/2014,19,23,18,-99,27,16,18,21,23,20,28,21,14,14,20,,,,,,,,,,,,,,
13/03/2014,20,16,17,-99,30,16,16,16,19,9,23,19,17,14,22,,,,,,,,,,,,,,
13/03/2014,21,18,17,-99,28,13,18,10,18,11,19,28,18,15,22,,,,,,,,,,,,,,
13/03/2014,22,19,17,-99,27,12,15,17,21,13,23,32,18,14,17,,,,,,,,,,,,,,
13/03/2014,23,36,21,-99,18,12,17,9,21,12,21,34,10,15,24,,,,,,,,,,,,,,
13/03/2014,24,24,18,-99,5,14,14,5,21,20,17,23,10,15,20,,,,,,,,,,,,,,
14/03/2014,1,25,37,-99,12,15,19,-99,23,10,19,20,20,22,31,,,,,,,,,,,,,,
14/03/2014,2,21,36,-99,17,16,23,10,18,1,13,20,11,-99,26,,,,,,,,,,,,,,
14/03/2014,3,25,34,-99,12,16,21,19,27,18,14,25,19,24,27,,,,,,,,,,,,,,
14/03/2014,4,22,14,-99,11,16,21,25,24,10,19,19,25,31,33,,,,,,,,,,,,,,
14/03/2014,5,20,21,-99,18,19,19,16,11,11,16,17,15,26,38,,,,,,,,,,,,,,
14/03/2014,6,25,25,-99,15,24,17,13,17,12,20,23,17,17,40,,,,,,,,,,,,,,
14/03/2014,7,41,27,-99,14,26,15,6,16,16,24,35,20,22,44,,,,,,,,,,,,,,
14/03/2014,8,42,50,-99,23,24,18,15,34,17,27,33,17,19,39,,,,,,,,,,,,,,
14/03/2014,9,41,90,-99,30,23,17,21,38,16,24,44,15,24,44,,,,,,,,,,,,,,
14/03/2014,10,36,71,-99,41,31,17,18,25,16,24,46,18,26,39,,,,,,,,,,,,,,
14/03/2014,11,42,72,-99,48,22,27,25,21,9,19,40,23,25,28,,,,,,,,,,,,,,
14/03/2014,12,29,71,-99,20,21,30,23,17,22,11,31,20,25,29,,,,,,,,,,,,,,
14/03/2014,13,26,52,-99,26,21,23,34,36,23,14,33,31,23,26,,,,,,,,,,,,,,
14/03/2014,14,25,60,-99,31,16,20,24,28,34,20,28,27,23,42,,,,,,,,,,,,,,
14/03/2014,15,31,40,-99,22,19,29,27,26,29,16,32,18,25,36,,,,,,,,,,,,,,
14/03/2014,16,38,18,-99,25,30,48,29,27,31,24,31,28,25,42,,,,,,,,,,,,,,
14/03/2014,17,37,37,-99,28,25,40,27,27,25,30,43,19,25,46,,,,,,,,,,,,,,
14/03/2014,18,25,53,-99,16,23,44,26,15,28,29,36,39,20,34,,,,,,,,,,,,,,
14/03/2014,19,32,46,-99,21,21,32,14,30,17,23,28,15,16,25,,,,,,,,,,,,,,
14/03/2014,20,23,41,-99,31,23,29,11,9,16,26,31,19,14,26,,,,,,,,,,,,,,
14/03/2014,21,22,30,-99,31,23,23,11,18,10,20,22,19,23,28,,,,,,,,,,,,,,
14/03/2014,22,26,30,-99,39,28,24,14,21,7,28,63,22,26,28,,,,,,,,,,,,,,
14/03/2014,23,16,25,-99,27,18,28,18,18,9,28,37,15,15,40,,,,,,,,,,,,,,
14/03/2014,24,21,25,-99,24,17,30,18,25,7,24,27,16,42,52,,,,,,,,,,,,,,
15/03/2014,1,22,27,-99,10,18,34,9,138,14,25,-99,23,26,50,,,,,,,,,,,,,,
15/03/2014,2,14,23,-99,13,16,27,11,61,10,20,16,18,27,42,,,,,,,,,,,,,,
15/03/2014,3,15,22,-99,16,15,23,3,29,9,23,20,15,28,49,,,,,,,,,,,,,,
15/03/2014,4,16,23,-99,13,24,24,13,29,14,18,15,17,21,54,,,,,,,,,,,,,,
15/03/2014,5,12,23,-99,15,19,22,11,27,7,24,15,18,18,57,,,,,,,,,,,,,,
15/03/2014,6,24,22,-99,19,22,27,2,34,8,19,14,22,22,50,,,,,,,,,,,,,,
15/03/2014,7,31,11,-99,17,25,36,21,36,13,32,19,20,24,77,,,,,,,,,,,,,,
15/03/2014,8,33,32,-99,34,41,34,17,39,15,38,22,18,25,65,,,,,,,,,,,,,,
15/03/2014,9,40,37,-99,37,44,21,12,31,11,34,24,30,33,64,,,,,,,,,,,,,,
15/03/2014,10,51,43,-99,53,47,33,28,32,17,28,31,30,43,42,,,,,,,,,,,,,,
15/03/2014,11,39,54,-99,52,37,37,25,26,27,38,36,32,44,23,,,,,,,,,,,,,,
15/03/2014,12,29,50,-99,40,24,20,30,18,28,14,27,31,40,27,,,,,,,,,,,,,,
15/03/2014,13,47,49,-99,47,41,16,36,23,33,20,43,32,43,28,,,,,,,,,,,,,,
15/03/2014,14,46,53,-99,46,49,27,17,31,23,30,46,21,38,43,,,,,,,,,,,,,,
15/03/2014,15,41,39,-99,39,36,18,18,33,14,23,37,21,32,34,,,,,,,,,,,,,,
15/03/2014,16,26,34,-99,21,29,19,16,29,17,24,32,20,28,31,,,,,,,,,,,,,,
15/03/2014,17,21,41,-99,20,23,15,26,26,10,14,6,18,19,24,,,,,,,,,,,,,,
15/03/2014,18,14,39,-99,18,20,19,11,18,20,17,11,23,19,30,,,,,,,,,,,,,,
15/03/2014,19,14,29,-99,7,14,18,12,16,5,22,15,19,19,25,,,,,,,,,,,,,,
15/03/2014,20,15,28,-99,17,13,12,10,10,15,23,15,19,13,8,,,,,,,,,,,,,,
15/03/2014,21,16,30,-99,27,10,15,13,-99,3,17,9,12,17,9,,,,,,,,,,,,,,
15/03/2014,22,14,23,-99,23,14,20,17,19,10,16,7,14,20,14,,,,,,,,,,,,,,
15/03/2014,23,14,25,-99,29,18,19,16,19,16,20,16,15,22,18,,,,,,,,,,,,,,
15/03/2014,24,13,21,-99,20,17,1,16,18,11,23,13,11,17,20,,,,,,,,,,,,,,
16/03/2014,1,11,18,-99,15,15,17,1,13,5,15,12,15,16,16,,,,,,,,,,,,,,
16/03/2014,2,7,16,-99,3,5,14,2,8,6,10,18,19,11,19,,,,,,,,,,,,,,
16/03/2014,3,11,16,-99,18,7,13,1,8,4,12,16,22,13,15,,,,,,,,,,,,,,
16/03/2014,4,12,17,-99,10,13,15,4,13,9,12,16,16,11,14,,,,,,,,,,,,,,
