FECHA,HORA,ACO,ATI,CAM,CHO,CUA,CUT,FAC,HGM,IZT,LLA,LPR,MER,MON,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TLA,TLI,TPN,UAX,UIZ,VIF,XAL
02/01/2013,10,3,17,10,3,9,-99,22,11,6,9,6,8,-99,2,4,-99,11,8,6,3,20,25,9,2,3,26,8
02/01/2013,11,3,14,8,3,5,-99,18,7,4,5,5,5,-99,2,5,-99,8,6,4,2,9,12,2,1,1,18,8
02/01/2013,12,3,7,6,3,8,-99,8,3,1,4,3,2,-99,1,4,-99,6,4,2,3,5,6,1,1,-99,4,4
02/01/2013,13,2,4,2,2,5,-99,4,2,1,2,2,1,-99,1,3,-99,4,3,1,3,3,3,1,3,-99,2,24
02/01/2013,14,1,2,2,2,2,-99,2,2,0,2,2,1,-99,1,2,-99,1,3,1,3,1,2,1,2,-99,1,8
02/01/2013,15,1,1,2,3,2,-99,2,2,1,1,2,1,-99,0,2,-99,1,3,1,2,1,1,1,1,-99,1,4
02/01/2013,16,1,1,2,2,2,-99,2,2,0,1,1,1,-99,0,2,-99,1,3,1,2,0,2,1,1,-99,0,3
02/01/2013,17,1,1,2,3,2,-99,2,1,0,1,1,1,-99,1,2,-99,1,3,1,2,1,2,1,1,1,1,2
02/01/2013,18,1,1,2,2,2,-99,2,2,0,1,1,1,-99,1,2,-99,0,3,1,2,0,2,1,1,1,1,4
02/01/2013,19,1,1,2,2,2,-99,2,2,1,1,1,1,-99,1,2,-99,1,4,1,3,1,2,1,1,1,1,2
02/01/2013,20,1,1,2,2,2,-99,3,2,0,1,1,2,-99,1,2,-99,1,4,1,3,1,2,1,1,1,2,3
02/01/2013,21,1,1,2,2,2,-99,3,2,0,2,2,1,-99,1,2,-99,1,3,1,3,2,2,1,1,1,1,3
02/01/2013,22,2,1,2,2,2,-99,1,2,0,2,2,1,-99,1,1,-99,1,3,1,2,1,3,1,1,0,1,3
02/01/2013,23,1,1,3,2,2,-99,2,2,0,3,1,1,-99,1,1,-99,1,3,1,3,1,3,1,1,1,3,4
02/01/2013,24,1,1,3,3,1,-99,2,2,0,2,2,1,-99,1,2,-99,0,3,1,3,1,2,1,1,1,1,-99
03/01/2013,1,2,2,4,3,0,-99,1,1,0,2,1,0,-99,2,2,-99,0,4,1,3,1,3,1,1,1,1,-99
03/01/2013,2,1,1,3,2,1,-99,2,1,0,2,1,0,-99,2,2,-99,0,4,1,3,2,4,1,1,1,1,-99
03/01/2013,3,1,1,4,2,1,-99,1,1,0,2,1,0,-99,1,2,-99,0,3,1,3,3,3,1,1,1,1,-99
03/01/2013,4,1,1,4,2,1,-99,1,3,0,1,1,1,-99,1,2,-99,0,3,1,2,1,3,1,1,1,34,-99
03/01/2013,5,1,1,3,2,1,-99,1,3,1,8,1,3,-99,2,2,-99,0,3,1,3,8,121,1,1,1,105,-99
03/01/2013,6,1,12,15,2,1,-99,1,4,2,101,1,4,-99,5,2,-99,0,3,2,2,90,261,1,1,1,266,7
03/01/2013,7,7,22,110,2,3,-99,8,51,7,178,1,18,-99,44,2,-99,1,4,3,3,192,140,1,1,4,163,10
03/01/2013,8,9,15,149,3,27,-99,14,122,52,113,2,90,-99,165,3,-99,15,15,7,3,124,82,1,6,7,145,14
03/01/2013,9,11,16,92,2,67,-99,27,97,115,102,14,122,-99,101,6,-99,37,86,55,13,71,63,2,30,97,124,60
03/01/2013,10,10,24,72,13,37,-99,34,97,90,88,54,85,-99,51,10,-99,28,81,72,67,56,60,12,59,74,100,90
03/01/2013,11,7,17,54,6,23,-99,-99,59,47,63,40,48,-99,32,8,-99,18,56,39,25,33,38,18,37,35,86,50
03/01/2013,12,7,14,36,3,20,-99,-99,31,20,28,25,24,-99,14,10,-99,14,18,31,5,28,25,21,26,21,46,22
03/01/2013,13,4,18,19,2,20,-99,-99,17,11,12,11,13,-99,3,9,-99,18,11,17,4,23,24,10,8,8,27,11
03/01/2013,14,1,16,9,2,17,-99,-99,4,1,6,7,4,-99,1,6,-99,16,6,2,3,11,20,1,1,1,10,7
03/01/2013,15,1,8,4,3,6,-99,-99,3,1,3,2,1,-99,1,4,-99,10,3,2,3,3,7,1,1,1,4,4
03/01/2013,16,1,3,3,2,2,-99,2,2,1,3,2,1,-99,1,3,-99,3,3,2,3,2,4,1,1,1,1,3
03/01/2013,17,-99,2,3,2,2,-99,2,2,1,2,1,1,-99,1,2,-99,1,3,2,3,1,3,1,1,1,1,3
03/01/2013,18,1,2,3,2,2,-99,1,2,1,2,2,1,-99,1,2,-99,1,2,2,3,1,3,1,1,1,1,7
03/01/2013,19,1,70,3,2,2,-99,6,2,1,2,2,1,-99,1,2,-99,1,3,2,3,22,17,1,1,1,2,10
03/01/2013,20,1,85,64,2,2,-99,117,6,1,2,2,2,-99,3,2,-99,2,5,2,4,76,7,1,1,1,2,6
03/01/2013,21,2,69,18,2,2,-99,99,54,3,3,-99,11,-99,4,5,-99,2,6,10,3,6,4,1,1,2,2,7
03/01/2013,22,1,51,6,3,8,-99,48,13,4,3,2,5,-99,3,11,-99,12,6,56,4,4,3,3,19,4,3,7
03/01/2013,23,1,197,7,2,14,-99,110,30,22,4,2,9,-99,8,8,-99,11,5,33,4,8,4,4,38,18,8,5
03/01/2013,24,2,228,38,2,16,-99,237,77,48,7,3,32,-99,7,8,-99,13,5,27,11,134,8,2,-99,23,30,4
04/01/2013,1,19,164,24,2,15,-99,219,82,50,43,2,22,-99,4,7,-99,8,6,70,15,111,86,1,-99,17,120,5
04/01/2013,2,22,75,79,5,9,-99,111,108,29,137,3,16,-99,28,7,-99,6,7,127,7,96,240,1,-99,5,114,6
04/01/2013,3,5,45,93,3,9,-99,48,112,122,201,4,102,-99,65,5,-99,6,30,153,9,96,180,2,-99,17,151,7
04/01/2013,4,6,22,50,5,6,-99,22,78,80,128,18,67,-99,66,6,-99,6,35,52,8,34,120,2,-99,49,162,39
04/01/2013,5,5,13,28,4,10,-99,13,55,73,151,35,75,-99,54,6,-99,10,36,37,8,45,93,2,-99,67,198,75
04/01/2013,6,3,7,25,3,19,-99,9,76,110,143,33,95,-99,74,7,-99,14,50,52,8,58,100,3,4,69,149,86
04/01/2013,7,10,11,37,5,17,-99,9,87,128,117,28,95,-99,159,7,-99,14,57,54,9,67,104,2,12,130,125,95
04/01/2013,8,3,15,32,5,21,-99,9,108,121,103,33,93,-99,94,10,-99,18,46,79,10,64,105,3,69,122,127,81
04/01/2013,9,3,26,51,8,18,-99,13,102,88,96,51,88,-99,61,13,-99,19,68,111,14,49,83,11,75,95,111,88
04/01/2013,10,6,45,52,13,18,-99,42,96,83,79,47,84,-99,67,14,-99,25,82,79,24,60,66,23,50,85,91,84
04/01/2013,11,26,53,50,12,20,-99,49,85,76,69,42,77,-99,67,16,-99,23,75,63,42,57,61,28,65,73,70,61
04/01/2013,12,23,43,45,15,26,-99,42,56,60,57,38,52,-99,51,16,-99,21,56,59,25,-99,47,30,61,53,49,55
04/01/2013,13,20,32,32,8,19,-99,33,41,46,36,29,-99,-99,28,15,-99,25,42,49,19,36,33,30,44,39,32,28
04/01/2013,14,14,20,29,3,24,-99,29,30,28,21,16,27,-99,17,12,-99,18,21,38,11,26,23,26,29,21,14,18
04/01/2013,15,7,14,19,2,19,-99,20,19,15,11,10,15,-99,11,10,-99,18,13,28,8,20,19,22,22,14,14,11
04/01/2013,16,5,11,14,3,20,-99,17,14,11,8,8,12,-99,7,8,-99,18,10,17,5,12,14,22,20,11,11,10
04/01/2013,17,4,10,13,2,20,-99,14,12,10,8,9,9,-99,4,8,-99,17,10,14,5,12,11,15,16,8,9,9
04/01/2013,18,5,9,13,2,17,-99,12,12,9,9,9,10,-99,2,7,-99,15,6,9,4,10,10,5,7,5,7,10
04/01/2013,19,2,43,39,4,12,-99,25,19,2,7,7,17,-99,2,6,-99,13,6,3,4,47,23,2,2,2,5,10
04/01/2013,20,2,22,47,3,29,-99,33,48,40,6,8,41,-99,3,8,-99,34,13,17,4,27,8,2,19,28,4,7
04/01/2013,21,1,7,12,5,53,-99,12,18,9,5,4,9,-99,2,11,-99,36,7,26,14,8,6,31,31,11,3,4
04/01/2013,22,2,16,8,3,38,-99,12,10,7,4,5,8,-99,2,10,-99,28,6,17,22,7,6,16,13,4,2,5
04/01/2013,23,1,33,14,4,36,-99,23,12,8,4,4,8,-99,2,10,-99,26,8,13,26,24,15,10,9,6,3,7
04/01/2013,24,1,56,35,3,27,-99,33,14,10,5,3,17,-99,5,8,-99,19,11,11,26,49,42,7,10,9,4,7
05/01/2013,1,4,43,46,3,25,-99,17,54,32,7,4,42,-99,4,9,-99,16,35,20,19,51,47,6,16,17,17,7
05/01/2013,2,6,22,46,4,16,-99,10,60,44,9,3,55,-99,6,7,-99,11,23,17,13,54,41,5,15,13,12,8
05/01/2013,3,3,15,34,3,16,-99,5,51,11,10,4,16,-99,6,7,-99,10,9,13,7,21,19,3,11,5,22,13
05/01/2013,4,2,10,15,3,12,-99,4,14,8,13,4,10,-99,4,6,-99,8,7,10,6,15,14,2,8,6,12,12
05/01/2013,5,2,8,13,3,9,-99,3,10,8,21,5,9,-99,9,5,-99,5,8,9,6,12,16,2,6,6,8,12
05/01/2013,6,2,6,12,4,8,-99,3,13,13,18,6,15,-99,15,5,-99,4,9,7,6,13,34,1,5,10,7,22
05/01/2013,7,1,5,12,4,7,-99,3,12,16,18,4,14,-99,5,5,-99,4,9,6,4,9,17,1,4,10,3,16
05/01/2013,8,2,6,11,5,9,-99,4,17,19,12,6,17,-99,7,4,-99,5,9,6,4,10,12,1,4,6,18,25
05/01/2013,9,2,12,12,6,11,-99,6,35,34,9,11,28,-99,17,6,-99,8,15,10,6,16,15,4,5,23,25,32
05/01/2013,10,4,17,19,8,10,-99,15,43,41,20,18,34,-99,35,5,-99,6,25,24,8,30,29,7,15,39,22,25
05/01/2013,11,14,18,25,8,9,-99,23,32,32,52,20,31,-99,47,6,-99,7,21,19,11,33,44,9,20,39,38,24
05/01/2013,12,30,24,20,6,11,-99,20,24,23,45,16,22,-99,18,5,-99,10,18,19,11,29,38,8,20,29,48,26
05/01/2013,13,15,20,16,5,14,-99,20,16,12,26,18,13,-99,9,6,-99,11,12,18,12,18,23,9,19,11,24,22
05/01/2013,14,10,14,14,3,13,-99,18,13,7,17,15,10,-99,5,5,-99,11,10,12,9,13,13,-99,12,7,9,18
05/01/2013,15,8,9,11,3,11,-99,12,10,7,14,11,8,-99,6,4,-99,11,9,10,8,12,10,5,8,6,8,14
05/01/2013,16,6,8,10,3,11,-99,10,9,5,13,9,7,-99,4,4,-99,9,8,6,9,8,9,3,6,6,6,12
05/01/2013,17,5,6,10,4,10,-99,10,8,4,8,8,6,-99,4,4,-99,8,8,4,6,8,8,2,3,-99,9,11
05/01/2013,18,4,6,6,6,5,-99,4,4,1,7,7,3,-99,1,3,-99,5,5,3,4,3,15,1,3,2,8,7
05/01/2013,19,6,21,15,4,3,-99,8,7,4,11,8,12,-99,4,3,-99,3,11,2,5,36,46,1,2,5,16,10
05/01/2013,20,3,15,24,5,8,-99,21,25,20,7,4,25,-99,11,4,-99,8,14,12,5,25,16,1,5,15,6,6
05/01/2013,21,3,15,16,10,17,-99,24,19,17,6,5,14,-99,5,5,-99,9,8,19,13,13,9,2,14,13,5,6
05/01/2013,22,2,10,12,9,14,-99,12,7,4,4,4,5,-99,3,5,-99,7,6,13,19,10,8,1,9,4,4,6
05/01/2013,23,1,8,11,10,13,-99,8,10,4,4,5,5,-99,3,5,-99,8,5,7,15,10,7,2,7,4,3,5
05/01/2013,24,2,7,11,7,15,-99,6,6,4,5,4,4,-99,3,5,-99,-99,6,9,9,8,8,1,8,4,3,8
06/01/2013,1,2,5,9,5,16,-99,5,6,5,6,3,6,-99,3,5,-99,-99,7,9,7,7,7,2,7,5,4,7
06/01/2013,2,1,5,8,4,14,-99,3,6,6,5,3,7,-99,2,5,-99,-99,5,8,6,6,6,2,5,6,4,8
06/01/2013,3,2,4,8,4,15,-99,3,6,3,5,3,5,-99,1,4,-99,-99,6,7,6,5,6,1,6,3,4,7
06/01/2013,4,2,4,7,4,11,-99,2,5,3,5,3,4,-99,2,4,-99,-99,5,7,6,5,5,1,5,3,3,7
06/01/2013,5,2,4,6,3,7,-99,2,4,3,4,3,3,-99,2,5,-99,-99,5,7,6,4,5,1,5,2,3,6
06/01/2013,6,1,3,6,3,5,-99,2,4,3,4,3,4,-99,3,4,-99,4,6,5,5,5,5,1,4,4,2,6
06/01/2013,7,2,3,6,3,5,-99,2,4,4,4,3,5,-99,5,4,-99,3,6,5,5,4,4,1,3,3,1,6
06/01/2013,8,2,3,7,4,6,-99,2,6,4,5,3,6,-99,3,5,-99,3,7,5,5,5,4,1,3,4,2,7
06/01/2013,9,2,4,6,4,9,-99,4,8,6,6,4,6,-99,3,5,-99,6,7,6,7,6,5,3,4,6,6,9
06/01/2013,10,3,6,9,6,8,-99,8,9,7,9,8,7,-99,5,4,-99,6,9,8,9,8,8,5,5,5,6,9
06/01/2013,11,4,8,11,6,8,-99,8,10,8,10,10,10,-99,7,4,-99,7,9,10,10,10,10,6,8,7,6,10
06/01/2013,12,6,11,10,9,8,-99,8,11,9,12,8,11,-99,11,3,-99,6,12,11,13,8,8,7,12,11,8,11
06/01/2013,13,5,8,9,7,7,-99,7,9,7,10,7,9,-99,8,4,-99,6,9,9,11,7,7,6,10,9,7,9
06/01/2013,14,4,4,6,5,7,-99,6,7,4,6,5,5,-99,5,3,-99,5,6,7,8,6,6,4,8,4,4,7
06/01/2013,15,3,3,6,5,6,-99,5,5,3,5,4,4,-99,4,3,-99,4,6,5,6,5,6,2,6,4,4,5
06/01/2013,16,2,10,6,4,5,-99,5,4,2,5,4,3,-99,3,3,-99,4,6,4,4,5,9,2,3,3,5,5
06/01/2013,17,3,12,10,3,3,-99,-99,4,3,7,9,3,-99,2,2,-99,3,4,4,4,8,5,2,3,2,3,4
06/01/2013,18,2,6,6,4,3,-99,-99,6,2,4,4,5,-99,3,2,-99,2,8,3,4,5,5,1,2,3,2,6
06/01/2013,19,3,5,6,5,2,-99,4,5,2,5,2,5,-99,4,2,-99,2,6,3,5,4,4,1,2,2,3,4
06/01/2013,20,2,5,5,5,2,-99,3,4,1,5,3,3,-99,4,2,-99,1,7,2,4,4,35,1,2,4,7,5
06/01/2013,21,1,19,29,5,5,-99,2,12,4,6,13,4,-99,4,2,-99,2,6,3,4,55,58,1,2,3,3,10
06/01/2013,22,1,36,37,3,14,-99,4,30,25,4,7,31,-99,4,3,-99,3,12,10,4,19,11,1,2,10,2,12
06/01/2013,23,1,15,16,4,18,-99,5,16,19,3,5,18,-99,19,3,-99,10,20,11,6,7,14,1,3,26,5,15
06/01/2013,24,2,13,11,3,16,-99,4,12,10,3,4,10,-99,9,3,-99,8,10,6,7,-99,30,1,3,13,36,6
07/01/2013,1,4,9,11,3,15,-99,3,11,10,37,3,17,-99,3,3,-99,7,8,5,7,-99,33,1,3,9,98,7
07/01/2013,2,1,7,23,2,10,-99,2,26,16,75,3,33,-99,42,2,-99,7,10,5,7,-99,87,1,2,11,88,13
07/01/2013,3,1,25,73,2,9,-99,2,51,29,76,4,30,-99,29,2,-99,6,17,4,6,-99,104,1,9,36,119,28
07/01/2013,4,1,41,81,2,7,-99,8,33,26,93,9,30,-99,36,2,-99,4,18,8,6,-99,109,1,25,21,69,29
07/01/2013,5,1,29,81,3,6,-99,15,27,35,48,23,52,-99,19,2,-99,3,27,16,10,-99,75,1,21,29,50,32
07/01/2013,6,0,24,69,3,5,-99,21,40,40,40,36,53,-99,29,4,-99,2,50,22,8,55,60,1,26,-99,39,46
07/01/2013,7,1,22,48,3,7,-99,17,39,35,37,34,51,-99,25,4,-99,2,51,24,11,41,52,1,26,33,44,51
07/01/2013,8,0,18,40,3,8,-99,12,37,35,28,33,45,-99,15,5,-99,3,35,25,10,33,36,1,29,25,41,49
07/01/2013,9,1,19,36,-99,10,-99,10,32,25,13,34,32,-99,11,5,-99,3,25,23,7,28,27,-99,22,16,34,36
07/01/2013,10,1,21,33,3,10,-99,12,31,21,8,29,27,-99,10,6,-99,6,24,20,10,28,31,5,20,16,25,31
07/01/2013,11,1,23,29,4,-99,-99,20,28,18,10,27,23,-99,6,6,-99,7,24,19,10,28,27,9,18,15,-99,24
07/01/2013,12,2,23,23,5,-99,-99,21,19,12,12,16,15,-99,5,5,-99,9,13,18,10,26,20,10,14,8,-99,15
07/01/2013,13,4,-99,16,5,13,-99,21,12,8,10,10,9,-99,6,5,-99,11,9,12,10,18,18,9,11,6,-99,12
07/01/2013,14,3,15,8,-99,11,-99,12,7,4,6,7,5,-99,5,4,-99,8,7,9,8,6,15,6,6,5,-99,8
07/01/2013,15,4,5,-99,3,-99,-99,6,4,2,4,4,3,-99,3,3,-99,4,5,7,5,3,9,5,5,4,5,5
07/01/2013,16,1,3,5,3,3,-99,4,4,3,3,3,3,-99,2,3,-99,3,4,6,3,3,4,3,3,3,3,4
07/01/2013,17,1,3,4,3,4,-99,4,3,2,2,2,3,-99,1,3,-99,3,4,3,4,2,3,2,2,2,3,5
07/01/2013,18,1,3,4,3,3,-99,5,3,1,2,2,2,-99,1,2,-99,2,4,3,4,2,3,2,2,2,2,6
07/01/2013,19,2,3,4,3,2,-99,3,6,2,2,2,2,-99,2,2,-99,2,4,3,4,-99,2,2,2,2,3,4
07/01/2013,20,1,6,5,3,3,-99,3,3,2,2,3,2,-99,2,2,-99,2,5,3,4,2,13,2,2,2,6,4
07/01/2013,21,1,18,5,3,2,-99,17,3,2,3,3,2,-99,2,2,-99,1,5,2,3,17,9,1,2,3,5,5
07/01/2013,22,2,26,19,3,3,-99,17,4,2,4,4,2,-99,2,4,-99,1,6,2,4,36,15,1,2,3,8,8
07/01/2013,23,2,16,22,3,3,-99,8,15,4,4,3,18,-99,3,3,-99,1,17,3,4,22,30,1,1,3,8,13
07/01/2013,24,2,12,15,3,-99,-99,5,11,7,4,4,-99,-99,3,2,-99,1,24,4,4,13,26,1,1,3,8,8
08/01/2013,1,2,8,9,3,-99,-99,4,10,3,4,4,-99,-99,3,3,-99,1,19,3,4,10,18,1,2,2,8,7
08/01/2013,2,2,7,10,2,-99,-99,3,8,3,6,3,-99,-99,2,3,-99,1,9,2,4,9,19,1,2,2,8,7
08/01/2013,3,1,8,9,2,-99,-99,4,7,3,4,3,-99,-99,1,2,-99,1,6,2,3,6,15,1,1,2,7,6
08/01/2013,4,1,6,10,2,-99,-99,4,6,3,4,2,-99,-99,2,2,-99,1,5,3,3,5,7,1,1,2,7,5
08/01/2013,5,1,4,9,2,-99,-99,3,5,3,4,2,-99,-99,2,2,-99,1,6,3,3,4,4,1,1,2,7,5
08/01/2013,6,2,4,9,2,2,-99,3,5,3,5,2,4,-99,2,2,-99,1,8,3,3,6,5,1,2,2,11,10
08/01/2013,7,1,4,10,2,2,-99,5,5,4,6,3,6,-99,3,2,-99,1,9,5,3,7,7,1,2,3,8,10
08/01/2013,8,2,5,11,3,3,-99,7,6,7,6,3,7,-99,3,4,-99,2,10,6,4,9,8,2,2,7,6,14
08/01/2013,9,3,5,11,3,2,-99,11,6,7,6,4,8,-99,3,7,-99,2,10,6,5,11,10,2,2,7,7,12
08/01/2013,10,3,5,10,3,3,-99,11,5,5,7,4,6,-99,4,6,-99,2,9,5,4,7,11,2,2,-99,9,10
08/01/2013,11,3,5,-99,3,3,-99,9,5,2,6,4,3,-99,2,-99,-99,1,5,3,3,4,5,1,1,2,8,7
08/01/2013,12,2,2,-99,3,2,-99,-99,3,1,4,2,-99,-99,1,-99,-99,1,4,2,3,2,3,1,1,1,4,5
08/01/2013,13,1,2,-99,3,2,-99,-99,2,1,3,2,-99,-99,1,-99,-99,1,3,2,3,2,2,-99,1,1,2,6
08/01/2013,14,1,1,-99,2,2,-99,-99,2,1,3,1,1,-99,1,-99,-99,1,3,2,3,1,2,1,1,1,2,3
08/01/2013,15,1,1,-99,-99,2,-99,-99,2,0,2,1,0,-99,1,-99,-99,0,3,2,3,-99,2,1,1,1,2,2
08/01/2013,16,0,1,-99,2,2,-99,-99,2,0,2,1,0,-99,1,-99,-99,0,3,2,4,-99,2,1,1,-99,2,3
08/01/2013,17,0,1,-99,3,2,-99,2,3,1,2,1,1,-99,1,-99,-99,0,3,2,4,1,1,1,1,1,2,3
08/01/2013,18,1,1,-99,3,2,-99,3,2,1,1,3,1,-99,1,-99,-99,1,4,2,3,1,3,1,1,1,2,3
08/01/2013,19,1,1,-99,2,2,-99,3,2,1,2,2,1,-99,1,-99,-99,1,4,2,3,1,3,1,1,1,2,3
08/01/2013,20,1,1,-99,3,2,-99,3,2,1,2,2,1,-99,1,-99,-99,1,4,2,3,1,2,1,1,1,2,3
08/01/2013,21,1,1,-99,2,2,-99,3,3,1,1,2,1,-99,-99,-99,-99,1,5,2,4,2,2,1,1,2,2,3
08/01/2013,22,1,2,-99,2,2,-99,3,3,1,2,2,1,-99,2,-99,-99,1,5,2,4,2,2,1,1,2,2,3
08/01/2013,23,2,1,-99,3,2,-99,3,2,1,2,2,1,-99,1,-99,-99,1,5,2,3,2,2,1,1,2,2,3
08/01/2013,24,7,1,-99,2,1,-99,4,-99,1,2,2,0,-99,1,-99,-99,1,4,2,3,1,2,1,1,2,2,3
09/01/2013,1,4,1,-99,2,2,-99,3,-99,1,2,2,0,-99,1,-99,-99,1,4,2,2,2,2,1,1,1,2,3
09/01/2013,2,2,1,-99,2,2,-99,2,-99,1,2,1,0,-99,1,-99,-99,1,3,1,3,1,2,1,1,1,2,3
09/01/2013,3,5,1,-99,2,1,-99,2,-99,0,4,1,0,-99,1,-99,-99,1,3,2,3,1,2,1,1,1,2,3
09/01/2013,4,10,1,-99,2,2,-99,2,-99,0,2,1,0,-99,1,-99,-99,0,3,1,3,1,2,1,1,1,2,3
09/01/2013,5,2,1,-99,2,1,-99,2,-99,1,2,1,0,-99,1,-99,-99,0,3,1,3,1,2,1,1,1,2,4
09/01/2013,6,2,1,-99,2,2,-99,2,1,0,2,1,1,-99,1,1,-99,0,4,1,3,1,2,1,1,1,2,7
09/01/2013,7,6,1,-99,2,2,-99,3,1,1,1,1,1,-99,1,1,-99,1,4,1,3,1,2,1,1,1,2,8
09/01/2013,8,3,2,-99,2,2,-99,3,2,1,1,2,2,-99,1,2,-99,1,4,2,3,3,2,1,1,1,2,9
09/01/2013,9,1,1,-99,2,2,-99,2,1,1,1,2,2,-99,1,1,-99,1,4,1,3,4,2,1,1,1,2,9
09/01/2013,10,0,1,-99,2,3,-99,3,1,0,2,2,1,-99,1,1,-99,1,4,1,3,2,2,1,1,1,2,7
09/01/2013,11,0,1,-99,1,2,-99,2,1,0,2,2,0,-99,1,1,-99,1,3,1,2,1,1,1,1,1,2,7
09/01/2013,12,0,0,-99,2,2,-99,2,1,0,2,1,0,-99,0,1,-99,0,3,1,2,1,2,1,1,1,2,3
09/01/2013,13,0,0,-99,2,2,-99,2,1,0,1,1,0,-99,1,1,-99,0,4,1,2,0,1,1,1,1,2,3
09/01/2013,14,1,1,-99,2,2,-99,-99,2,0,2,1,0,-99,-99,1,-99,0,3,1,3,1,1,1,1,1,2,3
