FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CHO,CUA,CUT,FAC,HGM,INN,IZT,MER,MGH,PED,SAG,SFE,SUR,TAH,TLA,TLI,UIZ,VIF,XAL,,,
20/04/2015,18,85,48,61,-99,53,69,55,98,89,84,-99,54,50,44,44,75,55,58,53,-99,79,62,102,97,,,
20/04/2015,19,76,35,55,-99,52,78,32,105,69,80,-99,50,52,41,50,82,44,52,49,-99,70,65,88,85,,,
20/04/2015,20,64,35,51,-99,39,66,45,88,56,39,-99,49,41,33,44,69,47,46,42,-99,69,44,73,67,,,
20/04/2015,21,63,32,49,-99,33,59,35,64,56,51,-99,44,58,32,39,65,48,29,33,-99,60,37,70,59,,,
20/04/2015,22,49,26,48,-99,43,64,38,74,40,43,-99,35,40,37,39,75,39,35,42,-99,78,31,96,58,,,
20/04/2015,23,44,30,45,-99,53,57,28,76,38,30,-99,33,60,31,39,45,38,43,48,-99,77,38,91,78,,,
20/04/2015,24,39,31,37,-99,32,45,33,42,43,55,-99,36,43,27,34,54,34,30,42,-99,30,34,66,76,,,
21/04/2015,1,52,35,37,-99,40,38,36,76,33,53,-99,35,42,26,36,91,34,33,34,-99,61,42,58,64,,,
21/04/2015,2,44,35,40,-99,40,37,26,67,43,47,-99,37,47,27,34,57,32,29,40,-99,85,36,59,77,,,
21/04/2015,3,45,35,43,-99,52,32,23,60,51,34,-99,40,63,35,38,61,33,34,28,-99,75,48,56,64,,,
21/04/2015,4,48,32,47,-99,56,45,36,57,113,65,-99,57,70,44,39,47,36,61,66,-99,71,60,53,68,,,
21/04/2015,5,51,34,45,-99,52,55,45,54,36,72,-99,-99,78,42,31,63,50,80,54,-99,66,58,70,86,,,
21/04/2015,6,56,39,47,-99,54,68,55,69,13,73,-99,-99,88,39,48,84,51,16,51,-99,54,72,68,101,,,
21/04/2015,7,53,46,66,-99,63,109,59,102,91,73,-99,96,90,47,56,82,60,70,69,-99,85,84,67,105,,,
21/04/2015,8,63,50,87,-99,61,192,48,119,147,83,-99,60,102,67,81,73,63,111,86,-99,109,87,121,89,,,
21/04/2015,9,74,71,85,-99,85,118,62,106,157,86,-99,60,104,77,89,112,70,88,81,-99,122,82,147,127,,,
21/04/2015,10,65,80,80,-99,93,53,56,137,81,84,-99,63,93,80,82,133,44,58,47,-99,84,-99,139,95,,,
21/04/2015,11,69,90,82,-99,78,98,50,109,52,64,-99,54,81,71,85,65,52,24,39,-99,49,-99,111,108,,,
21/04/2015,12,50,62,50,-99,68,101,62,105,41,60,-99,42,46,52,62,56,73,23,32,-99,54,-99,86,87,,,
21/04/2015,13,50,36,48,-99,62,106,62,62,37,38,-99,36,72,44,45,72,66,2,40,-99,26,-99,-99,63,,,
21/04/2015,14,42,43,48,-99,65,130,51,36,34,50,-99,39,80,38,33,61,57,13,24,-99,40,51,-99,67,,,
21/04/2015,15,47,47,48,-99,79,91,52,65,40,42,-99,30,46,40,34,57,46,34,5,-99,46,41,60,71,,,
21/04/2015,16,36,45,54,-99,68,136,40,-99,56,42,-99,30,58,34,49,56,46,57,54,-99,98,38,62,87,,,
21/04/2015,17,62,42,60,-99,69,107,54,-99,79,66,-99,60,68,47,51,79,64,59,71,-99,137,74,119,156,,,
21/04/2015,18,125,38,69,-99,73,83,45,-99,122,86,-99,68,71,57,49,70,45,40,17,-99,98,26,130,109,,,
21/04/2015,19,128,43,56,-99,52,86,55,-99,112,80,-99,52,75,54,55,69,49,107,46,-99,43,68,44,108,,,
21/04/2015,20,58,51,37,-99,50,49,61,-99,37,84,-99,69,66,44,47,41,59,95,99,-99,40,68,82,84,,,
21/04/2015,21,36,43,42,-99,57,112,35,-99,42,73,-99,56,45,37,44,73,49,62,125,-99,64,54,69,62,,,
21/04/2015,22,24,38,41,-99,44,166,37,-99,23,76,-99,40,56,40,44,80,38,40,53,-99,59,54,27,34,,,
21/04/2015,23,24,38,29,-99,48,11,42,-99,22,68,-99,39,52,32,43,34,40,22,40,-99,64,55,47,51,,,
21/04/2015,24,24,36,22,-99,52,51,32,-99,11,31,-99,36,53,33,44,29,42,23,30,-99,48,52,60,22,,,
22/04/2015,1,25,39,18,-99,46,37,24,-99,20,28,-99,30,55,33,37,50,38,21,45,-99,41,61,32,30,,,
22/04/2015,2,20,37,10,-99,35,36,35,-99,10,54,-99,41,54,28,36,40,39,24,28,-99,20,53,25,67,,,
22/04/2015,3,33,37,16,-99,26,46,25,-99,27,22,-99,29,49,31,36,34,28,40,41,-99,35,26,23,42,,,
22/04/2015,4,39,35,21,-99,41,40,36,-99,26,36,-99,28,50,35,33,44,39,24,30,-99,10,52,38,32,,,
22/04/2015,5,39,32,31,-99,72,36,31,-99,30,38,-99,39,61,47,31,51,32,35,36,-99,68,57,63,93,,,
22/04/2015,6,36,29,62,-99,112,36,44,-99,61,64,-99,54,74,48,44,57,63,48,59,-99,85,74,78,127,,,
22/04/2015,7,50,34,49,-99,92,53,33,-99,87,75,-99,66,84,58,64,86,47,57,72,-99,112,92,99,138,,,
22/04/2015,8,63,59,53,-99,130,83,27,-99,103,110,-99,70,128,75,83,87,50,72,75,-99,88,92,136,123,,,
22/04/2015,9,51,67,-99,-99,100,98,36,-99,64,108,-99,83,118,62,81,57,75,78,70,-99,96,115,126,103,,,
22/04/2015,10,30,69,53,-99,90,84,36,-99,-99,111,-99,75,97,66,77,75,81,53,58,-99,-99,105,92,97,,,
22/04/2015,11,43,71,47,-99,102,65,47,-99,-99,85,-99,71,72,75,79,79,81,71,52,-99,-99,82,42,113,,,
22/04/2015,12,43,82,41,-99,76,88,54,-99,56,70,-99,40,71,63,78,50,105,55,71,-99,-99,49,44,57,,,
22/04/2015,13,38,81,40,-99,76,104,83,-99,61,56,-99,35,38,57,67,54,110,46,61,-99,39,74,19,52,,,
22/04/2015,14,38,72,48,-99,64,70,89,-99,69,69,-99,41,-99,49,74,58,63,43,35,-99,42,83,-99,55,,,
22/04/2015,15,42,83,55,-99,69,89,67,-99,59,66,-99,48,-99,55,76,76,78,63,58,-99,50,73,-99,76,,,
22/04/2015,16,53,78,57,-99,61,67,94,-99,-99,81,-99,63,-99,75,99,119,103,94,83,-99,58,147,-99,108,,,
22/04/2015,17,80,78,33,-99,66,88,55,-99,125,76,-99,87,-99,65,81,35,55,94,13,-99,42,89,-99,95,,,
22/04/2015,18,31,60,51,-99,39,158,40,-99,49,66,-99,46,39,45,60,42,65,7,61,-99,16,60,-99,59,,,
22/04/2015,19,30,60,30,-99,53,85,52,-99,49,63,-99,40,63,39,68,37,50,58,89,-99,66,51,-99,63,,,
22/04/2015,20,27,61,37,-99,50,101,53,-99,62,54,-99,48,54,50,60,46,63,63,62,-99,25,54,-99,47,,,
22/04/2015,21,19,60,35,-99,31,100,48,-99,32,42,-99,43,34,38,55,42,49,39,33,-99,43,48,-99,36,,,
22/04/2015,22,26,46,36,-99,41,56,38,-99,24,34,-99,20,27,37,46,24,41,5,25,-99,31,28,-99,44,,,
22/04/2015,23,23,32,31,-99,30,51,41,-99,21,42,-99,23,44,28,44,38,31,40,12,-99,56,42,-99,48,,,
22/04/2015,24,23,20,21,-99,41,43,25,-99,18,55,-99,28,40,29,27,45,22,35,14,-99,59,34,-99,32,,,
23/04/2015,1,34,23,9,-99,40,94,11,-99,14,29,-99,19,47,28,28,40,27,28,19,-99,40,59,-99,-99,,,
23/04/2015,2,40,24,15,-99,37,51,25,-99,9,21,-99,29,47,26,23,42,27,14,37,-99,32,26,-99,43,,,
23/04/2015,3,29,29,20,-99,47,2,21,-99,13,35,-99,28,41,31,30,47,28,22,12,-99,34,27,-99,58,,,
23/04/2015,4,31,21,18,-99,30,22,29,-99,18,36,-99,28,52,24,31,48,31,24,28,-99,32,58,-99,50,,,
23/04/2015,5,26,21,21,-99,46,27,28,-99,17,26,-99,32,48,33,29,58,29,28,39,-99,43,48,-99,91,,,
23/04/2015,6,31,29,52,-99,101,42,36,-99,63,45,-99,34,55,42,34,60,36,34,48,-99,97,55,-99,181,,,
23/04/2015,7,39,29,86,-99,147,89,45,-99,108,46,-99,51,76,46,49,71,64,57,56,-99,105,57,-99,164,,,
23/04/2015,8,39,46,81,-99,112,109,63,-99,111,49,-99,47,84,52,70,98,79,54,65,-99,118,86,-99,155,,,
23/04/2015,9,36,54,58,-99,114,120,38,-99,90,102,-99,43,112,73,82,100,61,53,69,-99,128,110,-99,101,,,
23/04/2015,10,46,67,56,-99,69,77,38,-99,65,122,-99,82,119,95,74,-99,81,86,76,-99,127,126,-99,96,,,
23/04/2015,11,38,65,75,-99,66,21,69,-99,68,91,-99,75,86,74,92,60,89,100,57,-99,69,116,-99,67,,,
23/04/2015,12,36,97,35,-99,61,40,67,-99,32,52,-99,44,39,60,83,41,71,20,56,-99,56,54,-99,63,,,
23/04/2015,13,42,51,55,-99,47,57,46,-99,9,39,-99,26,56,37,50,41,44,33,23,-99,25,54,-99,56,,,
23/04/2015,14,23,55,32,-99,39,39,49,-99,22,37,-99,25,64,40,42,46,101,38,26,-99,22,60,-99,55,,,
23/04/2015,15,48,38,32,-99,63,67,49,-99,70,35,-99,43,64,40,34,49,71,1,1,-99,41,62,-99,45,,,
23/04/2015,16,-99,33,41,-99,38,147,37,-99,28,49,-99,34,31,40,42,11,56,2,53,-99,13,45,-99,75,,,
23/04/2015,17,-99,30,24,-99,-99,118,33,-99,47,59,-99,38,29,40,31,60,34,40,28,-99,28,43,-99,249,,,
23/04/2015,18,-99,22,42,-99,-99,91,30,-99,9,32,-99,39,49,29,15,49,39,1,24,-99,102,32,-99,80,,,
23/04/2015,19,-99,29,45,-99,-99,50,33,-99,10,52,-99,31,21,22,17,37,31,24,15,-99,66,19,-99,60,,,
23/04/2015,20,-99,27,66,-99,36,78,36,-99,111,22,-99,34,35,24,23,48,35,81,53,-99,73,24,-99,53,,,
23/04/2015,21,-99,24,54,-99,58,82,27,-99,86,47,-99,41,59,41,25,10,25,61,60,-99,78,50,-99,47,,,
23/04/2015,22,-99,39,44,-99,51,146,49,-99,42,45,-99,57,60,41,48,48,50,63,121,-99,65,64,-99,72,,,
23/04/2015,23,-99,44,30,-99,32,215,41,-99,38,53,-99,40,55,33,36,39,41,79,125,-99,53,105,-99,60,,,
23/04/2015,24,-99,14,60,-99,89,22,35,-99,189,150,-99,101,102,59,12,40,25,43,67,-99,87,166,-99,76,,,
24/04/2015,1,-99,11,23,-99,86,43,26,60,1,23,-99,87,86,18,15,50,10,2,31,-99,41,99,-99,69,,,
24/04/2015,2,-99,13,12,-99,23,32,-99,61,5,57,-99,75,93,12,14,47,8,23,46,-99,1,83,-99,90,,,
24/04/2015,3,-99,14,10,-99,59,24,7,59,-99,83,-99,65,73,25,31,58,14,47,25,-99,20,56,-99,77,,,
24/04/2015,4,-99,13,16,-99,32,21,18,55,16,25,-99,28,36,30,20,37,14,34,29,-99,67,45,-99,58,,,
24/04/2015,5,-99,17,24,-99,30,18,14,58,25,31,-99,25,48,32,24,43,20,26,39,-99,55,42,-99,51,,,
24/04/2015,6,-99,20,46,-99,47,40,14,74,40,48,-99,31,65,47,27,42,27,38,34,-99,60,43,-99,76,,,
24/04/2015,7,-99,19,78,-99,64,53,29,114,71,42,-99,39,52,50,39,67,35,50,67,-99,101,65,-99,90,,,
24/04/2015,8,-99,34,50,-99,78,-99,34,116,86,62,-99,37,54,52,47,82,49,49,77,-99,103,72,-99,93,,,
24/04/2015,9,-99,38,44,-99,74,-99,49,109,69,73,-99,57,55,38,52,78,34,49,65,-99,89,61,-99,78,,,
24/04/2015,10,-99,57,45,-99,75,2,40,87,50,47,-99,45,63,47,58,44,39,49,46,-99,95,73,-99,94,,,
24/04/2015,11,-99,29,61,-99,58,34,51,68,88,58,-99,57,69,39,51,29,-99,35,12,-99,73,76,-99,76,,,
24/04/2015,12,-99,21,38,-99,54,33,33,67,1,49,-99,33,42,37,31,66,26,1,1,-99,29,45,-99,66,,,
24/04/2015,13,-99,25,2,-99,42,122,19,35,1,43,-99,29,72,20,18,62,18,40,1,-99,22,35,-99,50,,,
24/04/2015,14,-99,27,15,-99,34,122,7,15,1,15,-99,35,69,23,25,47,25,18,23,-99,15,38,-99,49,,,
24/04/2015,15,-99,25,13,-99,37,78,14,44,8,36,-99,32,39,21,26,38,29,19,17,-99,30,43,-99,50,,,
24/04/2015,16,-99,29,20,-99,31,81,19,26,1,34,-99,34,27,28,27,20,22,27,43,-99,9,34,-99,51,,,
24/04/2015,17,-99,32,25,-99,42,90,24,18,49,17,-99,37,46,27,28,71,19,25,67,-99,21,48,-99,52,,,
24/04/2015,18,-99,36,35,-99,37,67,24,52,40,13,-99,34,26,27,26,53,26,34,32,-99,31,34,-99,43,,,
24/04/2015,19,-99,34,45,-99,35,54,36,66,61,20,-99,33,35,26,36,44,25,31,54,-99,61,19,-99,40,,,
24/04/2015,20,-99,31,64,-99,23,63,37,77,93,33,-99,42,31,30,34,36,29,67,43,-99,63,41,-99,37,,,
24/04/2015,21,-99,31,53,-99,24,82,31,130,56,35,-99,40,30,30,34,36,28,28,43,-99,65,47,-99,56,,,
24/04/2015,22,-99,32,52,-99,43,81,37,77,81,27,-99,40,46,34,34,35,36,42,45,-99,87,47,-99,45,,,
24/04/2015,23,-99,28,51,-99,39,83,44,62,59,62,-99,35,55,37,40,77,44,45,37,-99,77,56,-99,65,,,
24/04/2015,24,-99,33,40,-99,52,93,42,40,65,62,-99,46,57,40,39,59,42,65,66,-99,110,48,-99,86,,,
25/04/2015,1,43,39,39,-99,61,58,32,54,58,67,-99,51,72,42,36,-99,44,46,80,-99,51,57,-99,58,,,
25/04/2015,2,49,41,42,-99,51,53,34,51,43,45,-99,63,-99,53,42,-99,42,106,47,-99,48,59,-99,59,,,
25/04/2015,3,48,40,41,-99,47,25,31,53,68,54,-99,50,-99,43,42,-99,37,21,43,-99,53,51,-99,62,,,
25/04/2015,4,45,45,40,-99,50,41,38,59,44,76,-99,42,-99,44,38,-99,40,26,38,-99,59,56,-99,57,,,
25/04/2015,5,42,44,40,-99,55,31,34,81,31,47,-99,48,-99,37,44,-99,36,38,49,-99,51,43,-99,62,,,
25/04/2015,6,52,47,37,-99,43,47,34,102,51,65,-99,52,-99,39,52,-99,44,51,55,-99,64,55,-99,76,,,
25/04/2015,7,67,47,98,-99,49,78,39,218,79,43,-99,44,-99,38,51,-99,53,74,78,-99,76,57,-99,105,,,
25/04/2015,8,83,53,98,-99,74,106,39,172,108,83,-99,55,-99,46,59,-99,60,66,88,-99,114,75,-99,113,,,
25/04/2015,9,59,52,66,-99,78,99,39,128,91,63,-99,54,-99,47,66,-99,53,57,86,-99,72,77,-99,111,,,
25/04/2015,10,45,57,60,-99,87,67,42,96,75,62,-99,67,-99,47,63,-99,75,56,68,-99,87,96,-99,93,,,
25/04/2015,11,63,66,64,-99,92,36,53,54,34,76,-99,69,91,57,60,-99,82,38,-99,-99,66,47,-99,84,,,
25/04/2015,12,60,31,54,-99,76,14,64,64,64,52,-99,42,58,54,58,-99,73,9,-99,-99,55,63,-99,69,,,
25/04/2015,13,50,26,46,-99,48,22,54,63,23,36,-99,30,45,41,29,-99,58,-99,-99,-99,18,41,-99,62,,,
25/04/2015,14,42,30,22,-99,39,62,42,52,-99,37,-99,24,44,24,32,-99,42,20,24,-99,18,28,-99,35,,,
25/04/2015,15,41,27,5,-99,29,38,38,34,-99,36,-99,23,19,22,18,-99,28,3,23,-99,-99,28,-99,55,,,
25/04/2015,16,40,32,8,-99,33,69,36,43,-99,28,-99,22,32,18,23,-99,37,23,17,-99,10,38,-99,49,,,
25/04/2015,17,42,25,17,-99,37,48,43,44,76,22,-99,28,26,21,7,-99,39,32,15,-99,40,35,-99,48,,,
25/04/2015,18,52,28,51,-99,32,80,37,48,66,63,-99,36,40,22,27,-99,-99,62,54,-99,38,44,-99,47,,,
25/04/2015,19,58,33,37,-99,35,76,40,95,59,68,-99,43,33,28,33,-99,28,65,57,-99,68,52,-99,44,,,
25/04/2015,20,66,40,47,-99,27,53,41,66,65,36,-99,52,41,32,38,-99,39,57,49,-99,74,48,-99,51,,,
25/04/2015,21,55,34,54,-99,32,62,35,91,63,63,-99,43,55,37,39,-99,37,38,40,-99,66,50,-99,50,,,
25/04/2015,22,64,33,62,-99,49,72,37,109,58,52,-99,40,39,32,36,-99,46,19,44,-99,77,44,-99,58,,,
25/04/2015,23,68,35,81,-99,48,57,53,85,79,44,-99,47,59,47,45,-99,53,69,65,-99,113,47,-99,69,,,
25/04/2015,24,68,37,43,-99,58,54,45,82,47,63,-99,45,52,50,54,-99,55,48,39,-99,52,54,-99,78,,,
26/04/2015,1,57,36,36,-99,62,57,35,52,41,75,-99,66,73,51,41,-99,43,35,61,-99,27,60,-99,71,,,
26/04/2015,2,73,41,39,-99,45,50,41,58,52,56,-99,54,56,56,39,-99,43,38,62,-99,51,54,-99,71,,,
26/04/2015,3,82,40,40,-99,50,47,32,53,50,37,-99,53,67,36,42,-99,43,47,60,-99,53,55,-99,72,,,
26/04/2015,4,90,44,43,-99,33,55,34,54,46,26,-99,46,54,37,43,-99,41,50,58,-99,61,50,-99,87,,,
26/04/2015,5,67,44,47,-99,42,52,34,62,55,49,-99,53,57,40,36,-99,40,48,40,-99,79,61,-99,85,,,
26/04/2015,6,55,43,49,-99,45,58,29,75,49,67,-99,47,57,40,44,-99,36,50,61,-99,72,68,-99,91,,,
26/04/2015,7,60,45,62,-99,60,88,34,145,75,44,-99,54,71,44,38,-99,39,62,67,-99,72,61,-99,119,,,
26/04/2015,8,79,53,69,-99,60,110,43,137,60,55,-99,53,64,52,46,-99,43,68,96,-99,98,76,-99,121,,,
26/04/2015,9,74,53,56,-99,65,86,34,109,58,67,-99,46,87,54,61,-99,35,57,72,-99,93,99,-99,119,,,
26/04/2015,10,47,65,77,-99,83,63,40,71,67,99,-99,72,97,72,56,-99,48,75,63,-99,116,77,-99,96,,,
26/04/2015,11,65,57,42,-99,80,26,51,55,63,72,-99,65,78,79,69,-99,63,17,-99,-99,70,54,-99,70,,,
26/04/2015,12,52,54,49,-99,71,59,37,64,49,46,-99,32,36,55,52,-99,69,-99,3,-99,31,33,-99,51,,,
26/04/2015,13,49,39,46,-99,50,92,37,67,34,30,-99,27,37,33,56,-99,54,23,23,-99,52,47,-99,38,,,
26/04/2015,14,61,41,39,-99,44,80,33,77,4,31,-99,32,24,28,45,-99,57,39,43,-99,52,50,-99,51,,,
26/04/2015,15,53,31,15,-99,42,94,35,54,14,30,-99,36,29,32,34,-99,36,44,20,-99,37,38,-99,44,,,
26/04/2015,16,59,39,21,-99,46,48,43,27,35,53,-99,42,50,39,45,-99,50,39,40,-99,27,39,-99,53,,,
26/04/2015,17,57,35,38,-99,43,58,43,33,27,90,-99,43,58,37,32,-99,49,42,49,-99,46,57,-99,48,,,
26/04/2015,18,51,38,32,-99,49,66,33,57,39,59,-99,43,54,35,35,-99,38,36,56,-99,27,73,-99,59,,,
26/04/2015,19,51,31,32,-99,36,49,36,35,50,54,-99,43,32,31,31,-99,39,14,40,-99,48,-99,-99,51,,,
26/04/2015,20,59,28,30,-99,43,35,41,49,39,25,-99,35,27,30,33,-99,39,30,31,-99,46,38,-99,42,,,
26/04/2015,21,47,32,38,-99,41,37,31,52,59,45,-99,36,28,35,32,-99,38,21,39,-99,50,33,-99,39,,,
26/04/2015,22,47,24,35,-99,31,52,25,73,40,24,-99,32,44,32,29,-99,27,23,28,-99,47,37,-99,50,,,
26/04/2015,23,52,26,40,-99,40,41,37,75,36,43,-99,31,33,28,26,-99,30,5,40,-99,44,33,-99,45,,,
26/04/2015,24,50,32,31,-99,26,43,24,72,34,34,-99,39,37,29,21,-99,32,45,44,-99,39,38,-99,49,,,
27/04/2015,1,50,31,25,-99,36,41,30,97,21,22,-99,32,27,33,33,-99,40,50,45,-99,45,46,-99,45,,,
27/04/2015,2,48,32,18,-99,31,46,31,63,21,25,-99,42,52,29,29,-99,32,32,34,-99,39,47,-99,60,,,
27/04/2015,3,48,31,20,-99,24,52,23,113,31,11,-99,38,39,22,32,-99,19,15,46,-99,48,57,-99,63,,,
27/04/2015,4,50,20,27,-99,25,47,26,52,38,4,-99,47,45,25,28,-99,21,36,21,-99,32,49,-99,68,,,
27/04/2015,5,52,25,25,-99,21,48,27,48,41,45,-99,48,48,26,24,-99,31,50,17,-99,39,41,-99,68,,,
27/04/2015,6,55,34,50,-99,23,61,22,96,61,47,-99,78,66,31,35,-99,36,33,40,-99,42,53,-99,84,,,
27/04/2015,7,73,36,66,-99,66,104,32,146,95,53,-99,68,72,34,54,-99,45,56,81,-99,93,69,-99,130,,,
27/04/2015,8,109,40,74,-99,138,127,35,220,134,41,-99,59,64,36,53,-99,51,88,127,-99,171,79,-99,77,,,
27/04/2015,9,93,46,86,-99,64,81,37,157,44,57,-99,48,54,44,54,-99,40,67,-99,-99,119,79,-99,58,,,
27/04/2015,10,100,49,64,-99,44,-99,38,93,35,39,-99,46,50,41,64,-99,55,42,-99,-99,123,55,-99,54,,,
27/04/2015,11,61,53,47,-99,32,-99,29,42,20,67,-99,36,47,31,47,-99,48,40,38,-99,90,43,-99,51,,,
27/04/2015,12,60,48,11,-99,-99,-99,38,38,7,51,-99,37,38,32,51,-99,44,51,71,-99,23,67,-99,46,,,
27/04/2015,13,58,56,24,-99,-99,-99,38,57,27,32,-99,40,79,41,52,-99,50,49,92,-99,31,66,-99,55,,,
27/04/2015,14,56,44,38,-99,-99,-99,44,26,48,69,-99,41,80,44,58,-99,56,53,16,-99,27,75,-99,72,,,
27/04/2015,15,73,37,52,-99,45,-99,40,31,-99,69,-99,50,82,42,48,-99,55,42,41,-99,47,45,-99,68,,,
27/04/2015,16,80,33,26,-99,50,87,45,47,-99,69,-99,46,57,34,39,-99,53,37,42,-99,44,50,-99,66,,,
27/04/2015,17,72,39,39,-99,37,71,30,40,42,67,-99,33,38,36,39,-99,55,30,51,-99,39,-99,-99,63,,,
27/04/2015,18,57,32,43,-99,38,69,26,48,58,62,-99,37,38,45,31,-99,45,26,34,-99,56,29,-99,57,,,
27/04/2015,19,61,26,33,-99,42,64,66,45,40,59,-99,32,30,37,28,-99,45,20,19,-99,51,25,-99,75,,,
27/04/2015,20,58,28,33,-99,34,61,44,55,49,49,-99,38,42,34,47,-99,52,29,39,-99,59,37,-99,68,,,
27/04/2015,21,64,31,32,-99,47,54,34,76,59,38,-99,40,41,34,46,-99,38,43,36,-99,42,56,-99,62,,,
27/04/2015,22,56,35,32,-99,42,56,36,73,44,49,-99,33,38,30,38,-99,32,34,43,-99,48,39,-99,88,,,
27/04/2015,23,39,39,33,-99,37,56,23,67,41,24,-99,33,35,28,30,-99,30,40,46,-99,40,36,-99,99,,,
27/04/2015,24,44,34,41,-99,29,49,22,78,56,7,-99,26,35,25,26,-99,26,38,31,-99,46,30,-99,108,,,
28/04/2015,1,56,32,26,-99,32,39,26,73,39,27,-99,27,33,22,29,-99,31,16,77,-99,47,49,-99,79,,,
28/04/2015,2,53,28,31,-99,29,29,24,67,33,51,-99,45,42,25,26,-99,32,17,17,-99,76,61,-99,76,,,
28/04/2015,3,55,26,23,-99,38,34,15,74,21,64,-99,40,47,26,23,-99,21,34,23,-99,68,38,-99,68,,,
28/04/2015,4,55,26,23,-99,71,49,16,117,38,63,-99,36,50,31,27,-99,19,39,42,-99,86,38,-99,67,,,
28/04/2015,5,50,27,11,-99,69,52,16,92,60,64,-99,35,52,39,31,-99,22,37,30,-99,111,44,-99,96,,,
28/04/2015,6,55,35,24,-99,61,88,23,117,57,42,-99,41,65,43,36,-99,39,77,46,-99,134,45,-99,142,,,
28/04/2015,7,66,26,71,-99,74,134,27,89,134,49,-99,54,76,43,48,-99,46,99,99,-99,110,78,-99,178,,,
28/04/2015,8,83,40,89,-99,100,129,36,162,114,78,-99,69,88,60,64,-99,50,69,138,-99,133,84,-99,176,,,
28/04/2015,9,80,50,65,-99,98,191,49,144,98,103,-99,81,91,84,100,-99,48,61,94,-99,123,84,-99,112,,,
28/04/2015,10,59,53,75,-99,92,150,47,104,87,87,-99,82,87,92,82,-99,74,41,56,-99,60,92,-99,75,,,
28/04/2015,11,29,57,65,-99,81,97,65,50,111,-99,-99,67,65,80,87,-99,84,51,37,-99,50,114,-99,54,,,
28/04/2015,12,32,42,49,-99,62,130,65,53,81,-99,-99,42,66,67,56,-99,83,45,61,-99,57,78,-99,51,,,
28/04/2015,13,52,45,59,-99,54,90,77,56,59,49,-99,29,29,58,76,-99,80,68,58,-99,49,75,-99,65,,,
28/04/2015,14,44,50,31,-99,43,101,67,51,50,45,-99,42,39,48,76,-99,74,54,49,-99,31,72,-99,65,,,
28/04/2015,15,29,67,44,-99,47,82,50,57,39,71,-99,52,77,53,62,-99,62,49,50,-99,39,59,-99,58,,,
28/04/2015,16,43,56,42,-99,65,77,46,49,66,71,-99,45,49,52,62,-99,52,44,48,-99,50,44,-99,72,,,
28/04/2015,17,54,47,57,-99,63,89,28,121,59,54,-99,36,64,39,53,-99,37,71,38,-99,87,62,-99,67,,,
28/04/2015,18,72,41,107,-99,93,78,41,165,183,82,-99,41,66,37,48,-99,47,56,36,-99,210,44,-99,180,,,
28/04/2015,19,129,55,64,-99,146,72,40,88,138,148,-99,104,127,82,73,-99,68,202,211,-99,77,151,-99,426,,,
28/04/2015,20,70,75,57,-99,62,224,55,59,-99,56,-99,85,78,55,69,-99,58,105,154,-99,87,82,-99,97,,,
28/04/2015,21,43,51,31,-99,44,129,48,51,-99,54,-99,44,56,41,51,-99,49,95,48,-99,31,41,-99,56,,,
28/04/2015,22,27,41,45,-99,36,63,32,66,28,43,-99,41,34,38,42,-99,39,107,84,-99,40,48,-99,42,,,
28/04/2015,23,21,35,37,-99,41,53,37,49,60,32,-99,29,36,33,43,-99,32,33,1,-99,31,23,-99,47,,,
28/04/2015,24,24,37,30,-99,39,33,39,34,26,54,-99,20,37,32,36,-99,32,30,24,-99,30,31,-99,46,,,
29/04/2015,1,23,39,34,-99,40,36,33,31,35,33,-99,31,43,33,37,-99,34,3,5,-99,34,49,-99,38,,,
29/04/2015,2,24,41,32,-99,38,31,33,44,23,51,-99,31,39,37,43,-99,38,30,24,-99,36,104,-99,37,,,
29/04/2015,3,22,39,29,-99,37,38,38,39,25,40,-99,34,43,37,36,-99,39,1,39,-99,23,63,-99,31,,,
29/04/2015,4,24,41,31,-99,51,43,38,59,34,50,-99,36,41,40,50,-99,41,31,44,-99,29,48,-99,47,,,
29/04/2015,5,28,41,33,-99,52,40,41,94,36,53,-99,37,46,44,49,-99,46,23,-99,-99,51,59,-99,68,,,
29/04/2015,6,25,44,56,-99,56,45,48,54,71,51,-99,34,56,46,55,-99,51,25,36,-99,48,64,-99,73,,,
29/04/2015,7,42,47,55,-99,73,70,48,84,73,75,-99,47,68,56,53,-99,58,38,65,-99,41,65,-99,97,,,
29/04/2015,8,41,52,49,-99,65,49,56,38,67,90,-99,52,79,51,55,-99,57,36,60,-99,54,56,-99,119,,,
29/04/2015,9,52,51,59,-99,68,52,55,26,84,101,-99,61,66,50,70,-99,58,48,40,-99,42,58,-99,91,,,
29/04/2015,10,59,58,39,-99,78,104,50,51,60,109,-99,59,79,51,66,-99,69,50,37,-99,53,60,-99,99,,,
29/04/2015,11,31,49,36,-99,71,76,52,34,56,93,-99,60,80,57,64,-99,58,79,-99,-99,60,49,-99,73,,,
29/04/2015,12,26,50,44,-99,66,36,49,41,34,63,-99,67,58,73,58,-99,55,27,-99,-99,61,52,-99,58,,,
29/04/2015,13,28,43,41,-99,71,28,49,52,44,63,-99,35,40,77,75,-99,71,49,45,-99,58,42,-99,67,,,
29/04/2015,14,24,28,19,-99,75,31,39,21,17,90,-99,39,56,69,48,-99,78,7,29,-99,60,47,-99,79,,,
