FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CHO,CUA,CUT,FAC,HGM,INN,IZT,MER,MGH,PED,SAG,SFE,SUR,TAH,TLA,TLI,UIZ,VIF,XAL,,,
15/11/2015,5,-99,5,-99,13,-99,35,1,34,16,13,-99,13,41,5,-99,36,-99,-99,-99,43,-99,35,-99,38,,,
15/11/2015,6,-99,5,-99,14,-99,30,1,18,11,18,-99,17,16,13,-99,17,-99,-99,-99,19,-99,16,-99,49,,,
15/11/2015,7,-99,7,-99,11,-99,42,3,30,12,20,-99,17,37,9,-99,28,-99,-99,-99,20,-99,24,-99,45,,,
15/11/2015,8,-99,6,-99,17,-99,61,15,36,14,15,-99,15,36,16,-99,23,-99,-99,-99,18,-99,24,-99,50,,,
15/11/2015,9,-99,8,-99,15,-99,61,8,42,10,11,-99,12,27,11,-99,27,-99,-99,-99,16,-99,20,-99,77,,,
15/11/2015,10,-99,3,-99,12,-99,47,1,24,16,11,-99,15,41,10,-99,37,-99,-99,-99,16,-99,26,-99,58,,,
15/11/2015,11,-99,7,-99,17,-99,38,16,18,22,16,-99,5,36,11,-99,13,-99,-99,-99,18,-99,16,-99,46,,,
15/11/2015,12,-99,9,-99,15,-99,33,7,19,9,30,-99,7,38,16,-99,41,-99,-99,-99,19,-99,26,-99,37,,,
15/11/2015,13,-99,7,-99,20,-99,35,15,24,18,38,-99,12,41,22,-99,22,-99,-99,-99,33,-99,42,-99,37,,,
15/11/2015,14,-99,22,-99,30,-99,41,25,18,47,41,-99,20,40,31,-99,14,-99,-99,-99,36,-99,31,-99,23,,,
15/11/2015,15,-99,14,-99,33,-99,41,26,19,30,46,-99,23,48,29,-99,18,-99,-99,-99,42,-99,47,-99,40,,,
15/11/2015,16,-99,30,-99,39,-99,31,19,19,63,39,-99,22,32,26,-99,24,-99,-99,-99,29,-99,33,-99,24,,,
15/11/2015,17,-99,30,-99,33,-99,26,34,20,51,31,-99,29,21,19,-99,20,-99,-99,-99,41,-99,27,-99,39,,,
15/11/2015,18,-99,37,-99,24,-99,26,30,20,33,16,-99,18,45,25,-99,8,-99,-99,-99,47,-99,42,-99,23,,,
15/11/2015,19,-99,35,-99,27,-99,41,34,35,37,21,-99,19,41,20,-99,16,-99,-99,-99,45,-99,17,-99,26,,,
15/11/2015,20,-99,36,-99,32,-99,69,27,29,34,25,-99,26,28,26,-99,29,-99,-99,-99,59,-99,27,-99,34,,,
15/11/2015,21,-99,31,-99,26,-99,64,28,46,22,25,-99,29,42,23,-99,28,-99,-99,-99,47,-99,33,-99,50,,,
15/11/2015,22,-99,26,-99,17,-99,50,24,33,19,16,-99,26,34,14,-99,24,-99,-99,-99,14,-99,28,-99,29,,,
15/11/2015,23,-99,15,-99,13,-99,33,18,29,21,22,-99,19,32,13,-99,13,-99,-99,-99,34,-99,24,-99,54,,,
15/11/2015,24,-99,13,-99,16,-99,30,23,27,19,17,-99,17,24,18,-99,11,-99,-99,-99,26,-99,18,-99,37,,,
16/11/2015,1,-99,16,-99,8,-99,20,20,21,21,19,15,20,20,15,25,13,-99,-99,-99,27,-99,22,-99,27,,,
16/11/2015,2,-99,20,-99,18,-99,17,19,9,21,22,12,21,32,20,27,16,-99,-99,-99,33,-99,32,-99,45,,,
16/11/2015,3,-99,20,-99,28,-99,14,13,23,21,21,14,25,38,22,25,26,-99,-99,-99,34,-99,21,-99,79,,,
16/11/2015,4,-99,21,-99,25,-99,29,28,25,26,27,12,25,36,20,13,33,-99,-99,-99,30,-99,29,-99,34,,,
16/11/2015,5,-99,21,-99,19,-99,22,20,43,20,25,11,19,24,26,16,41,-99,-99,-99,27,-99,40,-99,43,,,
16/11/2015,6,-99,26,-99,26,-99,28,8,41,26,29,11,18,23,26,24,33,-99,-99,-99,36,-99,18,-99,89,,,
16/11/2015,7,-99,26,-99,46,-99,50,24,34,33,42,-99,19,43,45,41,28,-99,-99,-99,48,-99,38,-99,119,,,
16/11/2015,8,-99,26,-99,50,-99,90,27,70,45,51,-99,41,67,58,36,35,-99,-99,-99,54,-99,48,-99,89,,,
16/11/2015,9,-99,48,-99,56,-99,79,29,98,48,59,-99,50,71,53,38,64,-99,-99,-99,77,-99,77,-99,86,,,
16/11/2015,10,-99,44,-99,70,-99,102,30,111,51,81,12,50,87,59,82,97,-99,-99,-99,74,-99,82,-99,117,,,
16/11/2015,11,-99,45,-99,76,-99,84,33,63,56,91,18,52,94,67,66,87,-99,-99,-99,102,-99,100,-99,113,,,
16/11/2015,12,-99,52,-99,78,-99,75,41,88,38,67,15,53,77,61,74,71,-99,-99,-99,111,-99,87,-99,120,,,
16/11/2015,13,-99,43,-99,54,-99,62,20,25,13,27,22,44,82,41,69,52,-99,-99,-99,72,-99,72,-99,75,,,
16/11/2015,14,-99,46,-99,31,-99,39,37,8,27,19,30,16,10,31,31,39,-99,-99,-99,39,-99,50,-99,73,,,
16/11/2015,15,-99,35,-99,33,-99,51,41,14,16,21,-99,17,8,41,39,40,-99,-99,-99,39,-99,51,-99,68,,,
16/11/2015,16,-99,42,-99,32,-99,92,28,13,23,17,50,20,58,33,47,41,-99,-99,-99,33,-99,-99,-99,76,,,
16/11/2015,17,-99,34,-99,46,-99,91,38,27,35,20,40,30,38,35,53,27,-99,-99,-99,42,-99,-99,-99,67,,,
16/11/2015,18,-99,37,-99,45,-99,77,43,86,76,38,31,40,65,38,56,70,-99,-99,-99,39,-99,-99,-99,63,,,
16/11/2015,19,-99,31,-99,58,-99,52,38,69,84,62,25,61,78,53,53,107,-99,-99,-99,58,-99,56,-99,107,,,
16/11/2015,20,-99,29,-99,62,-99,46,47,103,80,55,26,52,66,50,48,86,-99,-99,-99,81,-99,71,-99,103,,,
16/11/2015,21,-99,34,-99,52,-99,46,34,153,75,60,25,41,70,38,49,57,-99,-99,-99,105,-99,57,-99,103,,,
16/11/2015,22,-99,28,-99,50,-99,31,22,126,74,51,28,39,77,33,33,72,-99,-99,-99,77,-99,54,-99,93,,,
16/11/2015,23,-99,33,-99,50,-99,24,19,150,65,42,25,34,40,29,41,77,-99,-99,-99,81,-99,51,-99,91,,,
16/11/2015,24,-99,40,-99,48,-99,23,8,105,50,45,18,30,69,48,41,46,-99,-99,-99,76,-99,46,-99,79,,,
17/11/2015,1,-99,37,-99,43,-99,1,17,71,40,42,15,32,47,41,25,48,-99,-99,-99,73,-99,36,-99,75,,,
17/11/2015,2,-99,30,-99,44,-99,13,16,59,37,41,15,31,51,41,24,45,-99,-99,-99,59,-99,28,-99,56,,,
17/11/2015,3,-99,32,-99,32,-99,17,18,51,33,36,14,31,43,35,20,21,-99,-99,-99,67,-99,33,-99,70,,,
17/11/2015,4,-99,30,-99,30,-99,17,17,49,33,32,15,32,48,29,27,40,-99,-99,-99,62,-99,29,-99,59,,,
17/11/2015,5,-99,25,-99,31,-99,17,25,61,37,28,20,26,41,28,25,33,-99,-99,-99,63,-99,24,-99,62,,,
17/11/2015,6,-99,29,-99,29,-99,34,21,57,44,32,14,23,47,32,46,39,-99,-99,-99,50,-99,35,-99,92,,,
17/11/2015,7,-99,33,-99,41,-99,67,15,138,71,32,-99,29,52,43,35,59,-99,-99,-99,71,-99,47,-99,119,,,
17/11/2015,8,-99,47,-99,52,-99,92,20,173,106,45,13,33,52,45,55,75,-99,-99,-99,113,-99,62,-99,183,,,
17/11/2015,9,-99,49,-99,56,-99,102,25,175,81,64,17,40,58,54,56,80,-99,-99,-99,105,-99,65,-99,101,,,
17/11/2015,10,-99,49,-99,55,-99,60,24,126,61,65,15,39,70,70,54,-99,-99,-99,-99,81,-99,95,-99,130,,,
17/11/2015,11,-99,33,-99,60,-99,8,19,89,61,76,15,39,77,61,50,-99,-99,-99,-99,68,-99,66,-99,125,,,
17/11/2015,12,-99,49,-99,43,-99,16,21,1,45,63,19,33,75,48,52,-99,-99,-99,-99,109,-99,40,-99,110,,,
17/11/2015,13,-99,47,-99,41,-99,34,19,37,58,45,23,23,52,41,36,-99,-99,-99,-99,119,-99,52,-99,111,,,
17/11/2015,14,-99,40,-99,37,-99,40,33,32,75,32,28,39,49,41,44,-99,-99,-99,-99,105,-99,44,-99,95,,,
17/11/2015,15,-99,34,-99,44,-99,59,23,35,63,33,-99,31,75,33,39,65,-99,-99,-99,80,-99,40,-99,94,,,
17/11/2015,16,-99,33,-99,43,-99,63,41,25,24,29,42,21,84,28,36,73,-99,-99,-99,75,-99,43,-99,104,,,
17/11/2015,17,-99,39,-99,55,-99,45,39,26,20,32,49,30,45,31,52,74,-99,-99,-99,43,-99,61,-99,82,,,
17/11/2015,18,-99,35,-99,80,-99,50,43,62,41,38,37,33,27,35,66,77,-99,-99,-99,64,-99,47,-99,67,,,
17/11/2015,19,-99,37,-99,65,-99,56,39,56,83,49,30,40,54,42,53,96,-99,-99,-99,63,-99,74,-99,105,,,
17/11/2015,20,-99,31,-99,57,-99,44,44,142,110,38,31,54,85,37,66,87,-99,-99,-99,41,-99,72,-99,107,,,
17/11/2015,21,-99,31,-99,49,-99,48,42,127,61,46,27,50,86,38,43,50,-99,-99,-99,39,-99,62,-99,131,,,
17/11/2015,22,-99,25,-99,61,-99,38,26,81,51,44,25,42,82,44,37,76,-99,-99,-99,41,-99,48,-99,144,,,
17/11/2015,23,-99,14,-99,58,-99,49,23,64,58,59,18,54,72,40,36,73,-99,-99,-99,39,-99,58,-99,212,,,
17/11/2015,24,-99,10,-99,48,-99,60,10,81,43,58,9,48,75,36,30,61,-99,-99,-99,67,-99,63,-99,152,,,
18/11/2015,1,-99,16,-99,50,-99,65,24,59,26,36,10,45,46,24,22,117,-99,-99,-99,47,-99,68,-99,97,,,
18/11/2015,2,-99,21,-99,45,-99,49,21,40,17,32,9,52,64,16,35,108,-99,-99,-99,44,-99,74,-99,117,,,
18/11/2015,3,-99,22,-99,30,-99,34,20,26,13,30,13,36,65,20,28,62,-99,-99,-99,13,-99,49,-99,101,,,
18/11/2015,4,-99,23,-99,26,-99,27,20,59,15,26,22,29,51,25,14,86,-99,-99,-99,18,-99,42,-99,128,,,
18/11/2015,5,-99,28,-99,31,-99,36,30,71,13,29,18,33,53,36,17,63,-99,-99,-99,39,-99,50,-99,108,,,
18/11/2015,6,-99,29,-99,39,-99,80,22,54,19,29,11,59,61,35,26,80,-99,-99,-99,37,-99,57,-99,177,,,
18/11/2015,7,-99,25,-99,63,-99,94,42,72,48,34,-99,45,58,47,44,104,-99,-99,-99,43,-99,89,-99,222,,,
18/11/2015,8,-99,29,-99,69,-99,175,68,299,115,51,11,45,82,62,37,91,-99,-99,-99,77,-99,102,-99,212,,,
18/11/2015,9,-99,42,-99,54,-99,147,49,160,115,76,15,73,99,51,68,91,-99,-99,-99,109,-99,104,-99,201,,,
18/11/2015,10,-99,48,-99,87,-99,109,40,150,107,83,16,65,107,66,74,70,-99,-99,-99,108,-99,111,-99,173,,,
18/11/2015,11,-99,52,-99,73,-99,129,40,48,66,57,20,55,80,70,60,65,-99,-99,-99,80,-99,80,-99,134,,,
18/11/2015,12,-99,48,-99,52,-99,75,53,36,63,42,25,34,48,52,59,48,-99,-99,-99,85,-99,47,-99,78,,,
18/11/2015,13,-99,56,-99,54,-99,57,66,27,68,34,32,13,-99,47,56,45,-99,-99,-99,101,-99,43,-99,76,,,
18/11/2015,14,-99,65,-99,43,-99,51,55,34,70,51,57,22,-99,47,74,65,-99,-99,-99,118,-99,35,-99,78,,,
18/11/2015,15,-99,55,-99,49,-99,187,50,46,80,53,-99,34,-99,46,67,44,-99,-99,-99,99,-99,59,-99,72,,,
18/11/2015,16,-99,51,-99,52,-99,74,49,48,81,58,31,40,83,51,78,57,-99,-99,-99,84,-99,74,-99,69,,,
18/11/2015,17,-99,46,-99,70,-99,87,67,57,100,68,37,65,87,57,65,93,-99,-99,-99,105,-99,56,-99,133,,,
18/11/2015,18,-99,39,-99,54,-99,-99,61,142,86,51,29,44,65,62,59,65,-99,-99,-99,89,-99,44,-99,97,,,
18/11/2015,19,-99,27,-99,41,-99,56,58,92,107,42,31,42,78,54,47,31,-99,-99,-99,97,-99,42,-99,79,,,
18/11/2015,20,-99,16,-99,47,-99,33,45,135,120,43,33,41,73,68,59,-99,-99,-99,-99,127,-99,55,-99,83,,,
18/11/2015,21,-99,12,-99,38,-99,47,29,147,95,30,36,37,74,67,43,62,-99,-99,-99,112,-99,62,-99,78,,,
18/11/2015,22,-99,12,-99,41,-99,22,35,130,-99,51,37,40,37,51,50,63,-99,-99,-99,102,-99,51,-99,66,,,
18/11/2015,23,-99,12,-99,55,-99,40,32,97,-99,42,25,35,42,50,57,38,-99,-99,-99,77,-99,38,-99,75,,,
18/11/2015,24,-99,15,-99,65,-99,20,19,135,59,56,14,38,67,45,32,64,-99,-99,-99,72,-99,41,-99,106,,,
19/11/2015,1,-99,21,-99,52,-99,25,18,130,42,64,11,38,62,52,23,41,-99,-99,-99,74,-99,40,-99,103,,,
19/11/2015,2,-99,24,-99,34,-99,20,27,101,31,60,12,40,77,44,15,63,-99,-99,-99,70,-99,58,-99,76,,,
19/11/2015,3,-99,26,-99,35,-99,31,39,99,32,42,10,36,67,27,12,60,-99,-99,-99,51,-99,51,-99,89,,,
19/11/2015,4,-99,36,-99,28,-99,18,25,127,29,33,9,35,51,33,12,78,-99,-99,-99,35,-99,43,-99,94,,,
19/11/2015,5,-99,46,-99,40,-99,26,29,102,29,37,8,29,52,36,11,87,-99,-99,-99,44,-99,55,-99,106,,,
19/11/2015,6,-99,36,-99,41,-99,62,9,98,37,32,9,45,64,43,9,95,-99,-99,-99,78,-99,106,-99,135,,,
19/11/2015,7,-99,35,-99,45,-99,88,42,101,57,51,-99,115,155,47,17,118,-99,-99,-99,93,-99,123,-99,215,,,
19/11/2015,8,-99,34,-99,91,-99,172,64,73,94,60,-99,132,163,55,40,124,-99,-99,-99,131,-99,110,-99,170,,,
19/11/2015,9,-99,53,-99,134,-99,131,61,95,90,73,-99,122,117,46,54,157,-99,-99,-99,154,-99,145,-99,236,,,
19/11/2015,10,-99,52,-99,84,-99,162,50,56,101,89,-99,64,122,67,66,159,-99,-99,-99,173,-99,135,-99,236,,,
19/11/2015,11,-99,61,-99,90,-99,139,50,-99,126,102,-99,70,144,85,106,148,-99,-99,-99,193,-99,140,-99,194,,,
19/11/2015,12,-99,76,-99,108,-99,115,63,90,97,95,-99,96,141,102,90,134,-99,-99,-99,163,-99,142,-99,156,,,
19/11/2015,13,-99,80,-99,114,-99,114,83,67,49,131,-99,78,134,121,-99,107,-99,-99,-99,116,-99,120,-99,95,,,
19/11/2015,14,-99,86,-99,128,-99,110,71,85,85,112,-99,58,158,98,-99,123,-99,-99,-99,133,-99,124,-99,108,,,
19/11/2015,15,-99,111,-99,104,-99,120,56,73,90,95,68,76,97,82,-99,117,-99,-99,-99,103,-99,121,-99,100,,,
19/11/2015,16,-99,98,-99,113,-99,175,74,74,73,107,70,59,100,81,-99,91,-99,-99,-99,100,-99,127,-99,109,,,
19/11/2015,17,-99,102,-99,113,-99,165,65,108,117,101,81,47,131,98,116,108,-99,-99,-99,112,-99,83,-99,96,,,
19/11/2015,18,-99,107,-99,108,-99,110,80,71,105,89,94,59,98,92,111,61,-99,-99,-99,130,-99,113,-99,107,,,
19/11/2015,19,-99,107,-99,101,-99,110,96,67,98,77,85,61,106,86,113,53,-99,-99,-99,128,-99,74,-99,95,,,
19/11/2015,20,-99,107,-99,86,-99,123,90,59,65,61,67,52,67,81,111,66,-99,-99,-99,70,-99,54,-99,66,,,
19/11/2015,21,-99,55,-99,44,-99,121,57,50,45,34,51,23,54,48,68,47,-99,-99,-99,71,-99,43,-99,49,,,
19/11/2015,22,-99,39,-99,41,-99,103,42,28,30,40,39,23,42,40,45,24,-99,-99,-99,53,-99,39,-99,42,,,
19/11/2015,23,-99,33,-99,36,-99,129,16,15,13,28,23,17,38,26,40,23,-99,-99,-99,47,-99,30,-99,38,,,
19/11/2015,24,-99,22,-99,31,-99,119,9,46,6,30,18,21,37,21,33,27,-99,-99,-99,33,-99,42,-99,29,,,
20/11/2015,1,-99,12,-99,23,-99,83,14,60,8,22,17,22,45,15,20,26,-99,-99,-99,63,-99,36,-99,25,,,
20/11/2015,2,-99,17,-99,25,-99,101,6,15,8,26,16,21,39,11,19,32,-99,-99,-99,39,-99,29,-99,40,,,
20/11/2015,3,-99,14,-99,27,-99,76,14,22,9,24,17,28,40,9,22,26,-99,-99,-99,19,-99,38,-99,35,,,
20/11/2015,4,-99,20,-99,19,-99,63,15,28,11,22,16,21,34,10,19,26,-99,-99,-99,33,-99,39,-99,50,,,
20/11/2015,5,-99,18,-99,24,-99,68,18,19,17,26,17,28,43,20,24,30,-99,-99,-99,47,-99,36,-99,55,,,
20/11/2015,6,-99,19,-99,29,-99,60,16,30,17,27,20,30,52,32,20,25,-99,-99,-99,69,-99,46,-99,81,,,
20/11/2015,7,-99,27,-99,31,-99,123,23,71,30,30,18,40,71,29,30,41,-99,-99,-99,56,-99,54,-99,108,,,
20/11/2015,8,-99,25,-99,50,-99,-99,36,185,46,50,17,41,48,27,37,73,-99,-99,-99,70,-99,56,-99,141,,,
20/11/2015,9,-99,33,-99,54,-99,-99,29,9,38,66,25,38,62,35,53,97,-99,-99,-99,109,-99,55,-99,116,,,
20/11/2015,10,-99,47,-99,66,-99,-99,21,31,42,60,24,34,61,40,62,77,-99,-99,-99,88,-99,-99,-99,56,,,
20/11/2015,11,-99,50,-99,70,-99,71,26,24,29,65,23,52,77,55,63,41,-99,-99,-99,66,-99,-99,-99,71,,,
20/11/2015,12,-99,51,-99,69,-99,67,34,-99,26,67,25,55,99,45,50,36,-99,-99,-99,77,-99,-99,-99,76,,,
20/11/2015,13,-99,64,-99,73,-99,62,42,15,41,68,27,54,108,55,67,32,-99,-99,-99,98,-99,-99,-99,62,,,
20/11/2015,14,-99,63,-99,89,-99,93,44,27,54,89,41,55,92,75,79,33,-99,-99,-99,93,-99,-99,-99,55,,,
20/11/2015,15,-99,87,-99,88,-99,103,67,29,77,78,53,41,49,75,90,41,-99,-99,-99,104,-99,78,-99,65,,,
20/11/2015,16,-99,76,-99,73,-99,65,80,28,83,68,69,38,74,88,83,64,-99,-99,-99,101,-99,75,-99,69,,,
20/11/2015,17,-99,47,-99,70,-99,57,103,71,100,65,54,46,117,90,72,58,-99,-99,-99,102,-99,70,-99,92,,,
20/11/2015,18,-99,29,-99,49,-99,62,99,94,86,69,21,45,79,97,-99,68,-99,-99,-99,95,-99,56,-99,112,,,
20/11/2015,19,-99,41,-99,37,-99,50,98,97,83,33,19,32,45,94,84,80,-99,-99,-99,103,-99,39,-99,107,,,
20/11/2015,20,-99,64,-99,72,-99,46,58,77,82,56,30,27,73,57,77,49,-99,-99,-99,90,-99,61,-99,70,,,
20/11/2015,21,-99,62,-99,56,-99,72,42,45,46,49,34,42,83,36,64,26,-99,-99,-99,80,-99,40,-99,54,,,
20/11/2015,22,-99,49,-99,45,-99,47,32,24,35,34,36,36,33,33,49,38,-99,-99,-99,56,-99,34,-99,92,,,
20/11/2015,23,-99,41,-99,38,-99,54,41,44,38,33,38,26,66,36,56,54,-99,-99,-99,51,-99,45,-99,82,,,
20/11/2015,24,-99,38,-99,37,-99,55,46,70,41,41,38,22,49,37,56,38,-99,-99,-99,46,-99,38,-99,75,,,
21/11/2015,1,-99,39,-99,40,-99,37,75,39,29,38,26,39,34,35,52,34,-99,-99,-99,56,-99,49,-99,61,,,
21/11/2015,2,-99,38,-99,42,-99,37,60,48,25,38,21,34,48,34,43,50,-99,-99,-99,46,-99,53,-99,72,,,
21/11/2015,3,-99,34,-99,34,-99,37,27,53,35,40,18,51,60,34,33,30,-99,-99,-99,83,-99,38,-99,74,,,
21/11/2015,4,-99,37,-99,48,-99,73,39,79,28,52,15,46,45,41,34,56,-99,-99,-99,50,-99,41,-99,72,,,
21/11/2015,5,-99,34,-99,52,-99,62,35,45,25,41,10,36,61,45,37,66,-99,-99,-99,37,-99,42,-99,82,,,
21/11/2015,6,-99,35,-99,51,-99,62,23,20,33,47,13,45,51,43,26,85,-99,-99,-99,45,-99,54,-99,113,,,
21/11/2015,7,-99,37,-99,48,-99,57,30,3,37,52,16,42,85,53,26,70,-99,-99,-99,51,-99,53,-99,141,,,
21/11/2015,8,-99,37,-99,56,-99,142,56,91,81,58,16,37,85,65,31,86,-99,-99,-99,65,-99,58,-99,207,,,
21/11/2015,9,-99,54,-99,69,-99,107,42,135,64,67,22,44,87,54,54,133,-99,-99,-99,78,-99,77,-99,246,,,
21/11/2015,10,-99,60,-99,85,-99,104,44,119,48,97,23,60,120,58,67,164,-99,-99,-99,152,-99,110,-99,247,,,
21/11/2015,11,-99,59,-99,97,-99,114,26,132,69,121,22,78,139,85,75,118,-99,-99,-99,135,-99,103,-99,171,,,
21/11/2015,12,-99,43,-99,88,-99,72,43,36,55,100,31,52,108,60,66,67,-99,-99,-99,100,-99,71,-99,132,,,
21/11/2015,13,-99,62,-99,62,-99,78,50,46,70,72,44,56,92,44,49,65,-99,-99,-99,73,-99,94,-99,84,,,
21/11/2015,14,-99,46,-99,68,-99,87,56,105,36,73,43,23,58,48,63,53,-99,-99,-99,60,-99,71,-99,88,,,
21/11/2015,15,-99,64,-99,78,-99,85,30,69,67,73,38,40,53,59,60,48,-99,-99,-99,85,-99,55,-99,75,,,
21/11/2015,16,-99,64,-99,51,-99,80,66,58,88,28,46,34,49,57,65,63,-99,-99,-99,76,-99,61,-99,83,,,
21/11/2015,17,-99,-99,-99,52,-99,103,61,85,61,51,46,42,51,46,57,47,-99,-99,-99,68,-99,64,-99,78,,,
21/11/2015,18,-99,-99,-99,45,-99,164,46,87,97,43,44,43,29,36,53,52,-99,-99,-99,74,-99,72,-99,67,,,
21/11/2015,19,-99,-99,-99,33,-99,131,38,46,45,24,34,38,26,29,41,29,-99,-99,-99,48,-99,38,-99,62,,,
21/11/2015,20,-99,31,-99,24,-99,82,24,80,37,15,23,34,53,24,27,24,-99,-99,-99,71,-99,38,-99,53,,,
21/11/2015,21,-99,29,-99,29,-99,51,33,52,52,18,25,44,51,24,35,50,-99,-99,-99,47,-99,34,-99,42,,,
21/11/2015,22,-99,31,-99,23,-99,58,24,40,15,25,19,22,27,21,23,29,-99,-99,-99,11,-99,28,-99,22,,,
21/11/2015,23,-99,26,-99,29,-99,44,25,21,25,25,19,19,37,19,22,47,-99,-99,-99,12,-99,26,-99,22,,,
21/11/2015,24,-99,22,-99,29,-99,26,11,65,16,23,16,22,29,20,14,29,-99,-99,-99,33,-99,21,-99,33,,,
22/11/2015,1,-99,19,-99,23,-99,25,12,46,21,24,17,19,33,19,19,12,-99,-99,-99,22,-99,28,-99,24,,,
22/11/2015,2,-99,17,-99,22,-99,28,17,47,13,24,14,21,41,19,23,19,-99,-99,-99,33,-99,30,-99,22,,,
22/11/2015,3,-99,18,-99,19,-99,18,7,47,13,14,9,19,25,17,22,31,-99,-99,-99,26,-99,19,-99,23,,,
22/11/2015,4,-99,5,-99,12,-99,21,22,14,17,19,7,15,55,18,8,20,-99,-99,-99,16,-99,20,-99,11,,,
22/11/2015,5,-99,8,-99,13,-99,31,16,7,20,14,-99,20,36,11,14,28,-99,-99,-99,20,-99,15,-99,31,,,
22/11/2015,6,-99,10,-99,16,-99,18,11,1,18,16,-99,17,33,15,13,10,-99,-99,-99,13,-99,30,-99,11,,,
22/11/2015,7,-99,11,-99,12,-99,8,5,1,1,14,-99,17,8,11,13,7,-99,-99,-99,14,-99,24,-99,8,,,
22/11/2015,8,-99,8,-99,6,-99,1,8,6,1,11,-99,4,19,5,7,5,-99,-99,-99,19,-99,9,-99,15,,,
22/11/2015,9,-99,9,-99,5,-99,13,3,13,1,10,-99,8,11,6,12,13,-99,-99,-99,21,-99,12,-99,13,,,
22/11/2015,10,-99,6,-99,10,-99,16,6,7,6,9,5,6,7,11,9,27,-99,-99,-99,22,-99,8,-99,19,,,
22/11/2015,11,-99,6,-99,23,-99,17,1,8,7,13,8,10,41,13,8,41,-99,-99,-99,20,-99,7,-99,15,,,
22/11/2015,12,-99,11,-99,26,-99,15,1,6,11,20,9,5,27,14,17,8,-99,-99,-99,17,-99,41,-99,17,,,
22/11/2015,13,-99,16,-99,22,-99,22,21,25,12,16,20,14,30,19,12,21,-99,-99,-99,19,-99,51,-99,24,,,
22/11/2015,14,-99,19,-99,27,-99,22,16,13,10,25,23,15,29,16,14,29,-99,-99,-99,23,-99,18,-99,24,,,
22/11/2015,15,-99,23,-99,23,-99,36,7,30,20,26,26,17,37,15,12,25,-99,-99,-99,19,-99,9,-99,32,,,
22/11/2015,16,-99,23,-99,25,-99,46,8,34,21,28,26,19,36,17,16,12,-99,-99,-99,39,-99,10,-99,36,,,
22/11/2015,17,-99,24,-99,29,-99,37,20,27,22,28,25,24,39,22,24,9,-99,-99,-99,19,-99,18,-99,38,,,
22/11/2015,18,-99,26,-99,29,-99,29,18,39,18,24,25,20,41,21,24,15,-99,-99,-99,47,-99,34,-99,64,,,
22/11/2015,19,-99,33,-99,31,-99,38,33,42,32,25,29,25,43,25,32,28,-99,-99,-99,28,-99,28,-99,65,,,
22/11/2015,20,-99,31,-99,30,-99,29,39,47,37,31,27,31,54,29,29,-99,-99,-99,-99,58,-99,30,-99,50,,,
22/11/2015,21,-99,35,-99,42,-99,33,59,51,30,36,27,36,40,33,31,30,-99,-99,-99,49,-99,42,-99,44,,,
22/11/2015,22,-99,33,-99,42,-99,52,45,31,39,39,25,33,36,34,38,38,-99,-99,-99,41,-99,31,-99,41,,,
22/11/2015,23,-99,32,-99,42,-99,51,36,40,37,39,16,32,55,36,40,43,-99,-99,-99,58,-99,15,-99,50,,,
22/11/2015,24,-99,37,-99,35,-99,46,22,53,26,38,20,31,37,33,30,25,-99,-99,-99,56,-99,31,-99,53,,,
23/11/2015,1,-99,28,-99,37,-99,31,25,36,14,39,20,38,55,33,34,16,-99,-99,-99,40,-99,39,-99,66,,,
23/11/2015,2,-99,34,-99,35,-99,23,47,40,12,31,11,35,44,32,30,22,-99,-99,-99,41,-99,40,-99,48,,,
23/11/2015,3,-99,39,-99,33,-99,23,35,36,8,35,8,34,55,30,23,52,-99,-99,-99,53,-99,25,-99,40,,,
23/11/2015,4,-99,31,-99,37,-99,24,30,37,26,34,9,35,97,29,22,42,-99,-99,-99,59,-99,69,-99,57,,,
23/11/2015,5,-99,32,-99,80,-99,17,30,62,17,85,6,91,115,30,24,48,-99,-99,-99,58,-99,76,-99,88,,,
23/11/2015,6,-99,28,-99,85,-99,31,18,44,29,75,3,80,90,37,41,51,-99,-99,-99,51,-99,89,-99,100,,,
23/11/2015,7,-99,38,-99,73,-99,45,7,43,48,80,-99,76,98,47,69,65,-99,-99,-99,92,-99,102,-99,112,,,
23/11/2015,8,-99,49,-99,87,-99,76,49,56,53,78,2,92,101,62,77,65,-99,-99,-99,92,-99,113,-99,104,,,
23/11/2015,9,-99,66,-99,94,-99,90,62,70,48,90,12,111,126,65,94,80,-99,-99,-99,73,-99,137,-99,143,,,
23/11/2015,10,-99,90,-99,132,-99,96,81,55,54,100,14,108,137,65,98,96,-99,-99,-99,82,-99,144,-99,151,,,
23/11/2015,11,-99,94,-99,118,-99,132,71,69,46,107,12,122,-99,-99,102,106,-99,-99,-99,89,-99,156,-99,164,,,
23/11/2015,12,-99,120,-99,132,-99,121,81,57,49,102,18,128,-99,-99,117,128,-99,-99,-99,94,-99,169,-99,170,,,
23/11/2015,13,-99,153,-99,150,-99,126,88,76,56,136,28,123,-99,-99,148,136,-99,-99,-99,104,-99,185,-99,190,,,
23/11/2015,14,-99,154,-99,180,-99,134,108,94,76,153,45,125,-99,-99,176,120,-99,-99,-99,118,-99,176,-99,200,,,
