FECHA,HORA,ACO,ATI,CAM,CHO,COY,CCA,CUA,CUT,FAC,HGM,IZT,LLA,LPR,MER,MON,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TLA,TLI,TPN,UAX,UIZ,VIF,XAL
18/02/2014,23,22,31,59,-99,84,-99,41,31,47,56,69,46,-99,59,50,-99,63,49,56,53,76,42,53,53,46,71,79,43,26
18/02/2014,24,22,17,53,-99,59,-99,29,40,39,-99,59,50,-99,56,48,-99,-99,51,47,54,56,36,47,50,33,70,65,42,34
19/02/2014,1,18,18,50,-99,56,-99,33,36,28,-99,55,48,-99,51,32,36,-99,43,32,52,51,43,34,48,20,64,51,45,44
19/02/2014,2,33,20,41,-99,49,-99,37,33,24,-99,54,45,-99,42,35,45,-99,39,21,48,53,42,23,48,12,56,54,43,50
19/02/2014,3,22,23,39,-99,38,-99,32,29,18,-99,54,37,-99,48,36,56,-99,35,19,45,51,32,22,-99,8,46,55,39,39
19/02/2014,4,14,20,43,-99,48,-99,23,30,15,-99,55,36,-99,51,31,35,-99,39,18,43,33,20,26,46,6,30,44,37,37
19/02/2014,5,18,23,42,-99,35,-99,33,30,23,-99,53,39,-99,53,30,46,-99,44,13,46,33,27,40,46,6,29,34,34,42
19/02/2014,6,28,29,62,-99,39,-99,41,31,30,42,46,43,-99,49,40,54,14,45,33,45,40,32,41,47,7,35,43,37,49
19/02/2014,7,28,39,54,-99,47,-99,47,35,40,47,51,37,-99,50,40,52,41,41,53,46,44,34,39,43,11,43,50,36,44
19/02/2014,8,29,44,52,-99,48,-99,59,42,38,52,50,37,-99,52,42,48,51,37,52,48,47,37,48,43,14,46,59,34,45
19/02/2014,9,29,57,63,-99,59,-99,46,47,47,65,61,51,-99,76,40,49,58,48,34,51,53,39,65,53,27,42,71,42,64
19/02/2014,10,30,60,73,-99,79,-99,50,45,55,108,78,67,-99,94,28,65,77,67,28,66,59,37,60,79,50,58,79,64,81
19/02/2014,11,24,37,88,-99,79,-99,35,43,85,113,88,81,-99,82,31,74,68,65,42,54,56,30,55,92,44,52,-99,69,71
19/02/2014,12,25,43,96,-99,55,-99,18,27,59,77,64,-99,-99,60,-99,61,44,52,31,50,41,-99,49,60,13,29,64,42,-99
19/02/2014,13,19,26,58,-99,24,-99,16,15,29,41,28,-99,-99,34,-99,24,15,23,24,21,18,-99,36,24,12,16,27,18,-99
19/02/2014,14,11,22,43,-99,25,-99,20,7,32,38,26,-99,-99,45,-99,15,19,21,27,23,21,-99,29,11,17,18,15,9,-99
19/02/2014,15,9,11,35,-99,33,-99,26,9,26,42,37,15,-99,42,-99,17,20,14,34,20,24,-99,28,10,26,15,15,8,20
19/02/2014,16,10,14,28,-99,35,-99,33,8,26,41,38,14,-99,41,9,15,28,16,32,17,32,12,25,13,26,16,27,8,20
19/02/2014,17,10,16,33,-99,39,-99,34,9,37,33,41,16,-99,41,9,18,34,15,34,19,36,14,28,15,33,24,-99,9,36
19/02/2014,18,12,17,40,-99,46,-99,38,17,37,39,37,32,-99,44,12,20,35,18,38,25,42,15,41,18,42,25,21,9,41
19/02/2014,19,23,39,72,-99,41,-99,38,19,86,50,58,38,-99,50,16,28,50,36,68,46,34,11,72,39,18,23,26,24,46
19/02/2014,20,20,41,52,-99,55,-99,21,49,67,61,57,29,-99,54,15,47,60,43,36,60,42,12,76,52,15,24,32,45,41
19/02/2014,21,20,42,35,-99,73,-99,17,73,74,68,59,37,-99,58,17,49,60,45,25,70,54,23,-99,43,13,26,32,48,42
19/02/2014,22,39,44,58,-99,68,-99,15,46,76,74,61,44,-99,67,24,49,80,47,22,80,63,29,76,74,15,30,35,51,50
19/02/2014,23,47,22,84,-99,69,-99,12,58,77,59,64,58,-99,80,21,60,44,49,19,80,61,31,71,65,16,46,67,64,64
19/02/2014,24,-99,25,74,-99,67,-99,11,55,69,58,56,72,-99,66,17,46,32,53,20,77,47,39,61,61,14,40,47,70,-99
20/02/2014,1,-99,46,64,-99,62,-99,11,50,60,53,54,70,-99,59,19,40,29,43,18,72,65,42,60,36,9,41,45,60,-99
20/02/2014,2,-99,43,62,-99,61,-99,9,45,49,63,49,64,-99,65,9,23,21,29,16,67,49,22,56,52,12,30,37,45,-99
20/02/2014,3,-99,33,58,-99,29,-99,13,39,46,51,37,57,-99,59,8,16,44,18,17,47,21,10,55,50,14,13,27,44,-99
20/02/2014,4,-99,28,58,-99,20,-99,10,38,30,24,26,42,-99,47,9,20,31,16,16,34,22,13,55,39,11,11,20,39,-99
20/02/2014,5,-99,32,68,-99,22,-99,11,38,27,27,28,45,-99,38,26,33,30,39,19,43,19,19,41,48,11,15,23,39,-99
20/02/2014,6,27,37,65,-99,28,-99,14,35,37,38,39,43,-99,46,39,31,39,44,37,44,31,22,44,46,13,26,34,39,47
20/02/2014,7,29,46,54,-99,42,-99,26,38,44,45,44,43,-99,48,42,45,42,41,51,48,44,33,49,46,14,40,45,39,54
20/02/2014,8,31,47,53,-99,48,-99,43,40,48,48,47,49,-99,53,42,47,45,43,57,44,48,30,52,51,17,44,45,39,51
20/02/2014,9,30,61,56,-99,52,-99,62,47,55,56,55,59,-99,55,-99,52,52,49,41,45,49,38,68,62,36,42,61,49,68
20/02/2014,10,18,86,58,-99,59,-99,58,45,86,78,76,73,-99,69,-99,68,61,44,47,47,46,37,84,72,55,39,69,60,63
20/02/2014,11,11,90,60,-99,76,-99,-99,23,77,69,82,44,-99,59,-99,64,53,28,63,37,52,31,66,62,59,64,85,-99,50
20/02/2014,12,7,60,38,-99,71,-99,-99,17,52,42,60,10,-99,34,13,25,43,13,57,20,56,10,40,46,30,51,49,26,21
20/02/2014,13,7,44,24,-99,-99,-99,49,13,-99,25,32,9,-99,21,9,17,42,11,46,13,-99,7,29,33,31,-99,26,21,16
20/02/2014,14,8,31,28,-99,37,-99,40,15,39,29,30,13,-99,31,8,17,31,14,39,16,30,7,31,23,30,15,22,20,26
20/02/2014,15,9,31,31,-99,36,-99,37,15,37,32,31,18,-99,38,7,17,24,16,34,20,26,6,38,22,18,14,18,20,24
20/02/2014,16,9,31,40,-99,29,-99,34,16,38,31,31,19,-99,34,9,-99,23,20,29,21,20,6,35,24,19,13,17,19,37
20/02/2014,17,14,31,42,-99,26,-99,41,14,33,33,36,23,-99,31,11,-99,19,26,29,26,23,6,51,27,19,16,16,21,37
20/02/2014,18,14,38,45,-99,28,-99,26,24,79,34,40,18,-99,32,12,21,21,29,28,32,24,7,54,32,26,22,16,23,30
20/02/2014,19,22,40,47,-99,38,-99,24,21,30,36,47,29,-99,40,14,30,34,34,36,39,36,10,51,37,12,28,21,42,39
20/02/2014,20,31,33,68,-99,67,-99,24,18,27,56,55,40,-99,62,16,44,34,37,30,62,48,15,59,39,15,34,28,30,46
20/02/2014,21,42,28,63,-99,60,-99,25,17,23,-99,78,36,-99,73,19,33,39,44,31,51,52,44,47,27,30,42,55,27,49
20/02/2014,22,21,22,49,-99,71,-99,24,23,24,-99,72,52,-99,58,27,34,35,41,25,70,66,22,38,36,33,60,48,20,64
20/02/2014,23,15,19,47,-99,41,-99,27,18,16,-99,47,43,-99,48,38,48,27,42,23,68,41,28,41,36,27,48,66,25,29
20/02/2014,24,13,14,48,-99,38,-99,18,15,15,-99,49,41,-99,60,38,49,26,40,22,65,33,30,36,40,13,-99,69,28,37
21/02/2014,1,19,13,45,-99,33,-99,16,22,18,-99,51,37,-99,59,47,62,25,31,27,52,29,30,29,49,9,-99,69,23,19
21/02/2014,2,13,12,39,-99,26,-99,16,19,12,-99,42,24,-99,57,41,37,20,19,24,35,29,19,22,53,8,-99,67,16,11
21/02/2014,3,9,11,34,-99,19,-99,13,11,9,-99,38,12,-99,51,23,18,14,13,13,12,18,20,24,26,7,-99,62,17,8
21/02/2014,4,9,11,24,-99,16,-99,10,23,8,-99,31,11,-99,35,19,14,10,10,9,9,11,14,25,11,7,-99,53,12,8
21/02/2014,5,9,11,14,-99,18,-99,10,26,9,-99,20,16,-99,23,31,15,9,10,12,7,12,9,22,18,6,-99,36,11,11
21/02/2014,6,11,17,24,-99,21,-99,16,35,14,-99,-99,26,-99,32,25,23,13,18,23,19,16,11,26,31,-99,21,38,16,26
21/02/2014,7,15,25,40,-99,35,-99,20,35,17,-99,38,41,-99,45,21,34,32,31,43,41,30,22,45,46,14,34,53,36,46
21/02/2014,8,22,30,49,-99,46,-99,36,40,28,-99,50,45,-99,50,36,50,45,39,45,51,39,32,47,52,15,53,61,38,49
21/02/2014,9,15,33,46,-99,44,-99,24,42,29,-99,45,40,-99,50,24,38,29,33,16,48,39,37,43,45,31,42,49,25,34
21/02/2014,10,10,18,38,-99,36,-99,23,14,23,-99,44,32,-99,47,21,30,24,29,16,32,33,41,47,32,27,35,46,16,30
21/02/2014,11,6,22,36,-99,39,-99,17,10,21,-99,42,20,-99,46,20,31,26,23,16,26,32,34,36,21,26,37,51,9,25
21/02/2014,12,5,17,36,-99,41,-99,15,9,25,-99,47,18,-99,53,13,25,25,19,18,20,36,40,29,15,31,39,51,7,23
21/02/2014,13,5,17,32,-99,46,-99,21,8,29,-99,46,17,-99,35,8,21,34,17,24,17,41,42,27,13,37,47,32,6,23
21/02/2014,14,6,17,29,-99,44,-99,28,7,25,-99,34,13,-99,27,6,15,40,14,31,16,43,30,29,12,40,33,27,7,20
21/02/2014,15,8,19,34,-99,33,-99,29,7,32,-99,24,13,-99,29,7,15,35,13,31,17,34,21,31,12,36,24,21,7,21
21/02/2014,16,9,25,34,-99,31,-99,31,9,40,-99,27,11,-99,26,9,18,28,17,32,16,28,16,27,15,38,22,19,8,24
21/02/2014,17,11,32,31,-99,27,-99,32,15,39,-99,36,16,-99,26,11,20,27,19,31,22,26,11,39,19,27,22,21,13,29
21/02/2014,18,17,36,72,-99,26,-99,30,15,53,-99,40,17,-99,34,14,21,22,32,32,29,26,8,46,27,24,21,16,22,33
21/02/2014,19,18,38,46,-99,27,-99,29,13,70,-99,42,26,-99,39,19,24,20,36,40,34,29,8,49,36,16,24,21,22,38
21/02/2014,20,18,37,47,-99,36,-99,35,17,49,-99,41,35,-99,49,-99,37,28,32,37,49,34,9,46,28,13,25,35,18,40
21/02/2014,21,17,25,30,-99,56,-99,38,14,41,-99,46,28,-99,50,-99,48,48,26,41,53,52,12,38,26,21,37,42,16,40
21/02/2014,22,13,33,32,-99,46,-99,33,14,29,-99,40,26,-99,32,16,40,37,24,34,40,43,40,36,26,36,47,42,18,26
21/02/2014,23,11,39,34,-99,40,-99,34,26,27,-99,44,27,-99,39,16,32,30,23,37,35,34,46,40,27,33,44,43,19,31
21/02/2014,24,12,41,30,-99,41,-99,39,28,33,-99,43,26,-99,31,14,30,29,22,40,36,36,35,34,26,27,42,42,25,33
22/02/2014,1,12,39,37,-99,45,-99,30,42,38,35,42,21,-99,37,21,26,33,19,40,37,36,32,34,32,16,43,39,31,31
22/02/2014,2,17,37,38,-99,41,-99,40,37,35,38,41,28,-99,39,27,-99,31,28,38,36,37,30,40,23,12,46,33,30,36
22/02/2014,3,19,29,37,-99,41,-99,50,35,33,38,39,34,-99,38,23,-99,24,29,24,33,39,22,38,27,9,46,28,32,33
22/02/2014,4,21,25,42,-99,38,-99,36,29,29,35,30,27,-99,35,24,-99,20,24,21,31,42,12,36,28,9,35,27,36,29
22/02/2014,5,19,24,48,-99,40,-99,33,27,33,32,35,23,-99,33,23,-99,18,26,20,30,35,21,39,37,-99,33,32,35,27
22/02/2014,6,21,30,36,-99,36,-99,48,23,37,34,36,27,-99,35,21,-99,19,31,27,28,33,18,41,38,-99,33,32,27,32
22/02/2014,7,22,37,42,-99,39,-99,58,23,36,37,35,28,-99,35,26,-99,29,30,38,33,38,17,44,35,-99,32,32,26,29
22/02/2014,8,22,32,46,-99,40,-99,62,19,36,38,37,27,-99,37,30,-99,42,29,51,30,40,25,42,36,-99,33,37,26,30
22/02/2014,9,24,40,53,-99,49,-99,54,34,42,43,46,35,-99,58,37,46,42,33,37,37,46,30,50,43,-99,33,38,32,44
22/02/2014,10,23,46,74,-99,56,-99,50,42,47,83,68,54,-99,63,27,40,45,42,37,51,43,21,70,59,-99,34,40,34,49
22/02/2014,11,18,46,85,-99,67,-99,36,48,60,74,82,32,-99,64,19,29,47,27,47,48,36,21,73,60,-99,33,38,44,36
22/02/2014,12,14,31,54,-99,49,-99,27,35,40,43,47,20,-99,46,12,30,34,22,31,36,33,15,46,29,-99,22,22,36,30
22/02/2014,13,10,28,22,-99,27,-99,34,10,28,22,28,10,-99,25,8,14,24,14,27,13,19,7,26,19,-99,15,20,15,22
22/02/2014,14,7,21,22,-99,27,-99,25,10,28,22,22,10,-99,26,7,13,23,14,22,13,21,6,25,18,-99,11,16,16,16
22/02/2014,15,10,18,26,-99,28,-99,21,11,30,21,22,15,-99,23,7,15,24,19,20,15,18,7,35,20,-99,11,17,15,22
22/02/2014,16,9,21,30,-99,23,-99,17,13,37,19,-99,19,-99,40,8,17,20,17,18,17,16,6,38,25,-99,13,12,17,26
22/02/2014,17,13,28,25,-99,19,-99,17,16,38,25,24,17,-99,25,9,16,14,22,17,23,15,7,43,29,-99,13,12,21,26
22/02/2014,18,11,31,29,-99,14,-99,11,20,46,19,26,15,-99,21,10,20,10,27,14,28,17,7,33,27,-99,13,17,24,24
22/02/2014,19,12,36,26,-99,17,-99,17,33,22,25,26,20,-99,28,12,-99,10,30,15,38,21,6,28,30,-99,15,23,29,29
22/02/2014,20,12,23,18,-99,27,-99,26,36,22,41,28,24,-99,32,14,40,13,39,15,40,32,6,30,35,-99,16,22,33,40
22/02/2014,21,11,32,33,-99,45,-99,16,21,39,48,41,36,-99,42,15,48,15,44,22,41,31,8,33,46,-99,17,21,44,38
22/02/2014,22,10,27,60,-99,64,-99,15,17,56,46,37,27,-99,45,12,48,25,40,22,53,48,12,52,39,-99,21,24,48,47
22/02/2014,23,15,36,51,-99,60,-99,17,33,57,52,46,51,-99,45,12,45,44,43,21,55,46,16,57,34,-99,25,25,53,52
22/02/2014,24,39,43,27,-99,49,-99,11,31,55,45,35,58,-99,49,12,43,23,50,-99,56,47,24,61,35,-99,30,31,42,57
23/02/2014,1,25,43,23,-99,51,-99,11,41,48,37,40,49,-99,42,14,34,16,42,-99,51,40,35,56,42,-99,29,41,42,54
23/02/2014,2,24,38,23,-99,43,-99,10,33,39,43,46,45,-99,52,16,23,20,32,-99,48,33,30,49,49,-99,31,39,32,49
23/02/2014,3,21,36,40,-99,33,-99,8,39,33,36,36,42,-99,43,9,19,22,38,-99,44,27,23,45,41,-99,22,26,37,40
23/02/2014,4,19,36,37,-99,38,-99,7,36,26,34,32,39,-99,39,10,35,24,37,-99,45,28,28,42,43,-99,22,30,41,44
23/02/2014,5,26,34,26,-99,30,-99,7,28,32,36,33,37,-99,38,30,22,17,32,-99,43,25,12,40,45,-99,21,27,34,42
23/02/2014,6,18,30,30,-99,28,-99,7,25,24,34,34,35,-99,41,31,38,16,32,20,40,31,17,38,41,-99,20,31,35,39
23/02/2014,7,22,21,40,-99,36,-99,14,28,27,37,34,36,-99,39,28,38,-99,34,37,40,30,19,38,42,-99,28,35,35,38
23/02/2014,8,22,31,40,-99,37,-99,38,28,37,37,39,38,-99,39,28,38,-99,34,47,37,35,30,39,43,-99,31,36,33,36
23/02/2014,9,23,39,48,-99,42,-99,35,28,36,37,39,44,-99,44,20,41,39,38,38,42,40,31,42,49,-99,32,46,39,45
23/02/2014,10,14,32,47,-99,53,-99,23,21,36,45,52,47,-99,53,10,41,42,39,25,56,42,27,41,49,-99,31,36,37,59
23/02/2014,11,12,17,45,-99,53,-99,21,18,24,44,58,29,-99,66,12,40,43,42,21,48,39,17,37,32,-99,24,-99,28,44
23/02/2014,12,10,15,41,-99,37,-99,17,10,23,37,50,21,-99,48,10,25,27,21,16,30,35,15,20,14,-99,29,47,12,34
23/02/2014,13,8,14,35,-99,37,-99,18,9,24,33,34,15,-99,37,8,16,21,17,19,17,25,13,24,17,-99,29,24,10,26
23/02/2014,14,7,21,25,-99,26,-99,23,8,31,25,29,12,-99,34,7,16,22,15,20,16,23,9,29,14,-99,28,20,12,19
23/02/2014,15,7,22,25,-99,27,-99,23,9,28,27,27,12,-99,35,8,18,22,13,21,19,22,9,29,15,-99,21,22,12,17
23/02/2014,16,7,22,26,-99,19,-99,21,13,28,23,24,16,-99,36,7,20,20,16,19,16,21,18,25,16,-99,18,20,14,28
23/02/2014,17,11,23,23,-99,22,-99,20,13,22,22,22,19,-99,36,8,17,18,16,20,17,19,9,25,23,-99,19,19,15,24
23/02/2014,18,12,24,24,-99,31,-99,21,13,23,25,26,32,-99,28,10,21,20,16,26,20,23,8,28,23,-99,15,15,17,20
23/02/2014,19,15,33,36,-99,29,-99,30,17,22,36,36,31,-99,34,12,24,39,37,47,35,26,8,42,33,-99,20,19,22,24
23/02/2014,20,15,33,51,-99,46,-99,33,22,23,38,47,19,-99,42,12,27,35,34,24,39,40,15,41,31,-99,22,22,20,32
23/02/2014,21,13,25,51,-99,62,-99,26,19,30,41,43,23,-99,42,11,36,47,38,33,48,55,24,24,24,-99,25,30,20,32
23/02/2014,22,15,28,35,-99,61,-99,23,14,31,41,57,25,-99,51,13,41,41,37,26,41,55,43,44,37,-99,36,54,28,36
23/02/2014,23,14,21,39,-99,64,-99,23,11,17,34,61,25,-99,47,28,44,42,33,36,37,57,40,38,33,-99,39,47,22,36
23/02/2014,24,13,18,30,-99,36,-99,23,10,13,24,41,28,-99,42,20,44,31,26,31,35,41,37,-99,36,-99,44,56,15,36
24/02/2014,1,12,15,21,-99,21,-99,40,18,15,16,20,18,-99,27,27,43,24,18,28,24,20,28,-99,29,-99,24,40,14,41
24/02/2014,2,11,13,19,-99,21,-99,38,29,13,16,17,16,-99,26,26,35,20,14,22,30,22,25,-99,17,-99,24,32,11,24
24/02/2014,3,27,12,36,-99,23,-99,32,38,13,19,23,15,-99,29,21,19,17,10,21,35,29,20,-99,19,-99,36,27,12,26
24/02/2014,4,11,9,28,-99,21,-99,20,34,15,19,30,12,-99,33,21,21,12,24,20,34,26,16,-99,25,-99,32,30,12,30
24/02/2014,5,14,15,28,-99,20,-99,36,30,18,24,38,29,-99,38,31,39,10,34,20,35,17,19,-99,31,-99,24,32,23,26
24/02/2014,6,23,29,39,-99,23,-99,34,31,29,34,40,45,-99,42,28,44,15,35,36,36,39,19,33,46,-99,31,32,38,35
24/02/2014,7,28,42,43,-99,41,-99,49,35,44,41,42,39,-99,52,27,42,33,37,44,40,39,27,47,48,-99,35,40,39,38
24/02/2014,8,29,45,47,-99,42,-99,59,39,48,42,45,41,-99,54,34,46,40,40,49,42,38,32,54,53,-99,35,43,38,41
24/02/2014,9,29,52,61,-99,46,-99,35,43,53,46,48,45,-99,53,37,59,39,46,26,45,43,36,58,60,-99,34,43,45,54
24/02/2014,10,23,58,74,-99,48,-99,28,58,64,50,46,63,-99,65,31,43,40,59,16,77,42,29,66,69,-99,23,33,59,61
24/02/2014,11,16,44,52,-99,32,-99,25,59,76,36,43,52,-99,53,21,44,34,60,30,71,29,13,58,58,-99,20,34,55,53
24/02/2014,12,9,31,32,-99,17,-99,17,39,33,19,18,29,-99,26,19,31,15,35,16,25,-99,7,35,18,-99,7,18,41,39
24/02/2014,13,6,25,18,-99,12,-99,14,14,25,18,18,15,-99,33,9,13,10,19,12,15,-99,6,32,25,-99,5,14,15,28
24/02/2014,14,7,22,21,-99,15,-99,14,19,26,25,22,15,-99,26,8,12,11,14,13,-99,-99,4,25,18,-99,7,13,18,20
24/02/2014,15,5,20,29,-99,16,-99,14,16,26,23,22,13,-99,24,8,13,12,10,13,16,-99,5,30,19,-99,9,15,16,21
24/02/2014,16,8,21,29,-99,18,-99,18,14,35,18,22,11,-99,29,7,16,13,12,17,17,17,6,26,-99,-99,9,14,13,17
24/02/2014,17,10,25,26,-99,21,-99,26,16,39,28,30,15,-99,25,7,14,16,13,21,19,17,6,39,18,-99,14,19,13,28
24/02/2014,18,11,27,37,-99,38,-99,34,15,43,38,41,36,-99,30,10,22,24,20,33,25,23,8,39,27,-99,17,14,18,47
24/02/2014,19,9,33,48,-99,26,-99,31,23,25,39,41,33,-99,41,13,29,33,34,34,34,28,6,51,48,-99,19,24,24,41
24/02/2014,20,12,30,52,-99,54,-99,24,17,24,51,48,16,-99,54,14,40,38,31,36,46,44,7,49,21,-99,21,30,20,32
24/02/2014,21,15,30,55,-99,45,-99,21,20,28,61,61,54,-99,48,16,51,39,43,31,54,53,10,38,27,-99,25,31,18,47
24/02/2014,22,16,30,42,-99,44,-99,26,31,20,38,47,31,-99,40,21,-99,24,32,21,47,34,24,41,28,-99,39,36,23,27
24/02/2014,23,14,21,37,-99,35,-99,19,45,19,43,52,52,-99,49,19,40,29,43,36,35,33,26,43,51,-99,32,46,30,43
24/02/2014,24,14,18,42,-99,39,-99,-99,43,30,34,41,36,-99,-99,18,36,26,32,23,52,32,18,53,49,-99,34,46,39,55
25/02/2014,1,16,18,43,-99,44,-99,-99,31,26,43,41,24,-99,-99,22,39,15,24,28,48,32,18,45,59,7,49,48,28,56
25/02/2014,2,21,14,44,-99,39,-99,-99,30,12,26,36,28,-99,-99,22,29,12,19,34,31,27,16,29,46,7,31,49,40,36
25/02/2014,3,28,11,29,-99,30,-99,-99,30,16,26,32,38,-99,-99,27,21,13,40,31,31,49,15,25,39,8,23,28,40,33
25/02/2014,4,28,12,30,-99,30,-99,-99,26,14,23,33,38,-99,-99,33,30,15,38,17,33,36,14,29,40,9,23,31,33,44
25/02/2014,5,31,18,37,-99,37,-99,-99,22,18,39,40,35,-99,-99,30,27,16,32,18,32,32,14,31,43,11,23,37,35,36
25/02/2014,6,29,30,52,-99,37,-99,43,23,29,38,38,31,-99,36,31,35,20,33,31,31,40,30,37,41,13,35,38,36,32
25/02/2014,7,24,38,40,-99,53,-99,48,22,39,45,45,32,-99,41,33,49,37,35,42,34,51,35,45,42,16,40,45,30,34
25/02/2014,8,25,39,43,-99,53,-99,32,20,44,45,49,36,-99,37,33,48,44,34,51,36,49,39,45,43,16,40,45,30,37
25/02/2014,9,28,47,53,-99,42,-99,26,37,50,45,57,39,-99,43,42,44,47,37,38,-99,51,39,60,45,28,38,61,38,53
25/02/2014,10,20,48,71,-99,64,-99,18,56,59,58,72,49,-99,56,33,59,44,39,43,46,53,26,53,51,45,38,90,48,66
25/02/2014,11,20,43,62,-99,76,-99,51,39,55,59,-99,51,-99,50,15,60,-99,30,56,35,49,20,57,39,35,42,84,38,55
25/02/2014,12,12,36,40,-99,35,-99,43,16,42,44,-99,17,-99,33,9,24,-99,24,49,27,45,14,45,20,22,47,26,13,45
25/02/2014,13,11,20,46,-99,30,-99,31,11,32,29,-99,16,-99,27,7,15,-99,17,26,15,22,16,35,20,31,22,19,10,36
25/02/2014,14,8,14,41,-99,23,-99,26,8,31,22,-99,9,-99,26,7,13,-99,14,26,13,21,10,34,17,26,17,22,9,25
25/02/2014,15,8,13,31,-99,27,-99,25,9,36,23,-99,14,-99,23,8,11,24,14,26,13,23,15,31,15,-99,17,16,9,23
25/02/2014,16,8,12,36,-99,26,-99,30,8,27,26,23,14,-99,33,8,13,27,16,29,16,23,14,28,13,-99,16,12,8,25
25/02/2014,17,9,17,34,-99,27,-99,29,18,22,27,29,18,-99,25,8,16,25,18,28,17,29,16,29,12,34,15,16,8,32
25/02/2014,18,11,27,46,-99,47,-99,30,22,31,32,35,30,-99,36,10,24,34,22,32,23,32,15,34,18,42,24,32,13,30
25/02/2014,19,19,37,49,-99,55,-99,41,21,45,32,42,55,-99,60,18,25,36,34,39,33,48,12,48,39,27,31,26,31,32
25/02/2014,20,12,41,57,-99,55,-99,45,47,46,61,54,44,-99,49,17,38,52,38,45,54,51,14,64,62,25,36,32,33,56
25/02/2014,21,17,35,66,-99,70,-99,28,28,42,61,73,19,-99,73,13,42,35,36,45,53,55,23,49,28,26,38,39,22,30
25/02/2014,22,26,36,44,-99,72,-99,30,17,33,53,61,38,-99,50,23,24,33,44,31,42,52,30,30,33,32,42,43,31,42
25/02/2014,23,30,23,46,-99,58,-99,17,21,32,36,59,33,-99,51,30,25,29,45,37,40,47,47,42,34,32,36,50,31,44
25/02/2014,24,25,22,47,-99,61,-99,17,34,17,-99,52,45,-99,42,37,39,-99,38,39,41,47,55,43,34,23,51,61,24,32
26/02/2014,1,17,13,47,-99,31,-99,13,38,13,-99,47,33,-99,40,39,30,-99,33,35,42,27,53,28,29,16,52,44,18,21
26/02/2014,2,12,12,33,-99,25,-99,17,37,15,-99,44,19,-99,43,35,31,-99,21,38,23,33,37,32,38,10,53,44,14,21
26/02/2014,3,12,13,32,-99,27,-99,16,33,15,-99,32,29,-99,27,34,27,-99,19,29,45,56,27,28,47,8,45,49,18,32
26/02/2014,4,29,13,25,-99,38,-99,17,34,14,-99,32,42,-99,23,31,25,-99,27,20,45,49,21,25,45,8,36,46,40,45
26/02/2014,5,21,24,29,-99,48,-99,16,32,16,-99,49,38,-99,37,33,23,-99,35,21,42,42,20,29,49,8,32,43,37,35
26/02/2014,6,25,30,45,-99,40,-99,25,33,34,48,48,45,-99,48,33,38,14,44,33,42,40,36,43,47,9,32,43,38,43
26/02/2014,7,27,41,49,-99,45,-99,46,31,45,50,53,43,-99,51,33,39,34,43,50,44,44,38,46,47,13,41,47,35,44
26/02/2014,8,30,43,49,-99,48,-99,59,30,49,55,57,42,-99,53,-99,42,38,43,49,46,45,39,48,49,13,41,47,35,49
26/02/2014,9,31,36,56,-99,52,-99,30,45,51,70,62,57,-99,68,-99,49,37,42,26,54,59,48,55,49,30,54,54,47,61
