FECHA,HORA,MER,TLA,COY,UIZ,SJA,SAG,PER,CAM,ACO
28/06/2009,17,-99,15,14,-99,-99,8,17,-99,15
28/06/2009,18,-99,13,19,16,-99,20,14,-99,12
28/06/2009,19,-99,14,17,26,-99,34,21,11,13
28/06/2009,20,-99,14,13,13,6,22,19,46,8
28/06/2009,21,-99,16,12,19,32,20,22,47,8
28/06/2009,22,-99,18,15,21,44,15,28,40,9
28/06/2009,23,-99,19,14,15,29,10,21,31,10
28/06/2009,24,-99,20,14,13,19,11,14,40,6
29/06/2009,1,-99,25,17,9,20,6,9,11,1
29/06/2009,2,-99,22,19,10,4,9,10,17,13
29/06/2009,3,-99,21,23,15,25,15,28,20,8
29/06/2009,4,-99,21,23,11,26,17,4,19,17
29/06/2009,5,-99,25,18,13,19,16,13,19,20
29/06/2009,6,-99,27,11,15,14,16,22,8,20
29/06/2009,7,-99,27,14,16,14,18,18,56,16
29/06/2009,8,-99,37,15,9,39,26,25,34,25
29/06/2009,9,-99,44,19,9,20,35,12,46,12
29/06/2009,10,-99,51,22,13,-99,33,11,46,8
29/06/2009,11,-99,50,25,-99,-99,32,2,17,11
29/06/2009,12,-99,44,17,-99,-99,11,4,-99,7
29/06/2009,13,-99,33,13,-99,5,-99,3,-99,-99
29/06/2009,14,-99,26,12,-99,2,-99,3,-99,-99
29/06/2009,15,-99,29,17,8,29,3,6,-99,4
29/06/2009,16,-99,33,14,30,59,18,16,55,15
29/06/2009,17,-99,23,8,10,55,34,5,46,22
29/06/2009,18,-99,13,11,9,23,14,-99,26,23
29/06/2009,19,-99,28,14,23,29,36,16,20,15
29/06/2009,20,-99,24,19,33,28,33,15,35,15
29/06/2009,21,23,16,13,25,5,26,20,1,13
29/06/2009,22,13,28,10,24,28,15,18,23,12
