FECHA,HORA,ACO,ATI,CAM,CHO,CUA,CUT,FAC,HGM,IZT,MER,PED,SAG,SFE,SUR,TAH,TLA,TLI,UIZ,VIF,XAL,,,,,,,,
05/10/2014,17,13,28,32,17,-99,17,17,26,25,34,19,30,27,20,22,36,17,22,27,-99,,,,,,,,
05/10/2014,18,22,37,18,10,-99,35,23,39,23,17,16,-99,9,20,51,31,20,35,28,-99,,,,,,,,
05/10/2014,19,32,40,27,33,-99,13,17,22,35,33,45,27,23,23,-99,32,24,23,15,-99,,,,,,,,
05/10/2014,20,16,7,3,12,-99,35,17,13,28,20,14,18,11,10,-99,-99,32,12,28,-99,,,,,,,,
05/10/2014,21,20,17,10,24,-99,22,10,4,4,11,12,20,9,11,-99,20,28,-99,20,-99,,,,,,,,
05/10/2014,22,27,15,11,7,-99,11,17,13,12,4,19,18,11,2,12,19,20,9,16,-99,,,,,,,,
05/10/2014,23,11,7,13,20,-99,31,6,12,13,19,13,5,14,4,7,23,9,29,12,-99,,,,,,,,
05/10/2014,24,6,13,4,8,-99,2,13,7,7,32,14,18,6,2,7,21,13,35,18,-99,,,,,,,,
06/10/2014,1,11,11,8,12,-99,12,3,13,11,11,15,8,5,2,1,22,-99,29,15,-99,,,,,,,,
06/10/2014,2,10,6,16,10,-99,11,2,13,10,14,12,14,11,1,3,15,5,37,9,-99,,,,,,,,
06/10/2014,3,10,12,8,8,-99,9,7,21,10,10,12,7,7,3,1,14,4,34,17,-99,,,,,,,,
06/10/2014,4,12,12,10,9,-99,26,14,19,9,15,21,15,-99,3,2,15,2,36,13,-99,,,,,,,,
06/10/2014,5,14,13,16,9,-99,15,11,16,10,20,18,13,10,7,6,22,10,28,15,-99,,,,,,,,
06/10/2014,6,17,17,11,6,-99,24,16,15,16,11,25,19,14,9,5,23,4,39,14,-99,,,,,,,,
06/10/2014,7,20,22,14,13,-99,25,24,13,10,19,19,26,17,9,14,30,34,29,23,-99,,,,,,,,
06/10/2014,8,22,40,18,26,-99,-99,40,17,20,20,-99,17,13,11,24,34,26,29,34,-99,,,,,,,,
06/10/2014,9,22,40,26,26,-99,-99,18,24,23,12,-99,29,18,16,21,54,24,32,41,-99,,,,,,,,
06/10/2014,10,19,30,17,32,-99,-99,25,36,20,29,-99,39,25,19,13,48,16,34,31,-99,,,,,,,,
06/10/2014,11,16,43,22,9,-99,-99,9,43,28,56,-99,15,29,14,7,56,28,71,23,-99,,,,,,,,
06/10/2014,12,20,1,33,11,-99,-99,-99,32,24,63,-99,42,20,13,7,44,20,40,21,-99,,,,,,,,
06/10/2014,13,22,5,52,14,-99,-99,20,63,11,69,-99,31,-99,-99,24,62,-99,-99,30,-99,,,,,,,,
06/10/2014,14,17,10,66,27,-99,17,26,51,30,71,-99,66,-99,18,26,52,-99,59,-99,-99,,,,,,,,
06/10/2014,15,13,26,31,41,-99,2,4,30,25,53,-99,66,-99,29,23,23,-99,54,23,-99,,,,,,,,
06/10/2014,16,9,18,25,62,-99,32,17,43,30,39,-99,38,26,13,33,22,-99,50,6,-99,,,,,,,,
06/10/2014,17,20,19,29,51,-99,13,4,-99,15,33,-99,21,8,15,50,17,36,57,35,-99,,,,,,,,
06/10/2014,18,32,16,38,29,-99,33,24,33,26,34,-99,18,11,17,61,25,13,65,31,-99,,,,,,,,
06/10/2014,19,34,17,39,47,-99,16,13,25,31,42,-99,32,18,22,44,27,37,47,46,-99,,,,,,,,
06/10/2014,20,16,25,-99,40,-99,50,21,19,28,38,-99,29,18,16,30,23,71,44,42,-99,,,,,,,,
06/10/2014,21,18,14,-99,21,-99,35,19,25,23,17,-99,28,19,24,-99,17,38,15,29,-99,,,,,,,,
06/10/2014,22,21,18,24,5,-99,3,23,11,76,12,-99,19,4,16,12,19,10,24,5,-99,,,,,,,,
06/10/2014,23,15,16,7,7,-99,18,13,10,51,20,-99,18,-99,6,16,17,4,4,4,-99,,,,,,,,
06/10/2014,24,8,15,5,14,-99,15,2,12,7,20,-99,6,12,-99,1,15,8,31,7,-99,,,,,,,,
07/10/2014,1,11,17,12,-99,-99,21,7,-99,17,15,21,11,7,-99,-99,20,-99,32,6,-99,,,,,,,,
07/10/2014,2,9,16,10,2,-99,20,2,-99,8,5,30,45,-99,-99,-99,18,-99,29,9,-99,,,,,,,,
07/10/2014,3,10,16,11,4,-99,10,5,-99,11,11,19,36,-99,3,-99,12,-99,26,14,-99,,,,,,,,
07/10/2014,4,14,18,14,2,-99,15,8,-99,16,17,12,18,-99,4,-99,17,-99,27,12,-99,,,,,,,,
07/10/2014,5,13,12,15,13,-99,10,-99,-99,22,14,7,-99,12,2,-99,25,-99,35,28,-99,,,,,,,,
07/10/2014,6,19,24,18,12,-99,12,18,-99,13,24,24,8,14,8,-99,26,-99,36,25,-99,,,,,,,,
07/10/2014,7,18,29,24,18,-99,45,23,-99,15,28,33,15,23,9,-99,44,-99,14,46,-99,,,,,,,,
07/10/2014,8,15,67,35,29,-99,69,28,-99,15,35,14,32,29,14,23,42,-99,13,56,-99,,,,,,,,
07/10/2014,9,25,51,43,31,-99,41,34,-99,20,49,21,31,49,17,8,63,-99,39,57,-99,,,,,,,,
07/10/2014,10,16,21,45,17,-99,-99,14,-99,30,-99,24,47,8,22,16,47,-99,62,74,-99,,,,,,,,
07/10/2014,11,15,3,60,22,-99,-99,4,-99,29,-99,13,60,9,-99,25,42,-99,60,22,-99,,,,,,,,
07/10/2014,12,12,17,43,22,-99,57,-99,-99,32,-99,-99,-99,4,19,3,32,-99,43,7,-99,,,,,,,,
07/10/2014,13,9,24,-99,33,-99,9,30,-99,23,-99,-99,-99,5,17,31,32,-99,86,13,-99,,,,,,,,
07/10/2014,14,6,27,-99,15,-99,-99,18,-99,27,-99,34,25,39,20,50,28,-99,60,11,-99,,,,,,,,
07/10/2014,15,10,17,-99,-99,-99,8,3,-99,6,37,40,21,42,4,-99,14,-99,-99,18,-99,,,,,,,,
07/10/2014,16,14,27,-99,6,-99,13,12,-99,28,22,30,13,31,9,5,18,-99,21,32,-99,,,,,,,,
07/10/2014,17,13,33,-99,20,-99,28,21,-99,21,18,27,19,28,11,14,21,-99,52,14,-99,,,,,,,,
07/10/2014,18,27,46,-99,28,-99,35,23,-99,17,42,-99,-99,20,16,25,24,-99,23,29,-99,,,,,,,,
07/10/2014,19,34,54,-99,51,-99,58,33,-99,36,28,39,24,-99,25,48,35,-99,30,36,-99,,,,,,,,
07/10/2014,20,34,56,-99,46,-99,37,34,-99,23,29,35,21,16,21,39,29,-99,24,49,-99,,,,,,,,
07/10/2014,21,29,38,-99,37,-99,35,26,-99,22,27,22,22,26,14,20,36,-99,26,51,-99,,,,,,,,
07/10/2014,22,27,36,-99,28,-99,48,35,-99,19,-99,51,26,28,12,15,39,-99,18,62,-99,,,,,,,,
07/10/2014,23,29,28,-99,34,-99,52,40,-99,10,-99,56,37,18,11,4,31,-99,33,40,-99,,,,,,,,
07/10/2014,24,17,32,-99,48,-99,58,20,-99,24,-99,36,25,20,12,5,29,-99,34,24,-99,,,,,,,,
08/10/2014,1,25,20,-99,34,-99,48,14,22,35,34,25,39,17,5,17,20,44,39,22,-99,,,,,,,,
08/10/2014,2,30,10,-99,25,-99,42,10,24,34,48,25,28,12,5,3,24,10,33,25,-99,,,,,,,,
08/10/2014,3,28,8,-99,16,-99,35,7,18,38,40,11,29,9,4,20,9,26,33,48,-99,,,,,,,,
08/10/2014,4,20,4,-99,15,-99,39,10,15,13,35,20,40,6,7,15,24,8,34,33,-99,,,,,,,,
08/10/2014,5,25,16,-99,52,-99,51,18,32,21,57,17,30,18,12,14,24,-99,44,85,-99,,,,,,,,
08/10/2014,6,22,63,-99,54,-99,83,55,44,34,70,25,37,22,18,23,35,50,60,99,-99,,,,,,,,
08/10/2014,7,34,87,-99,75,-99,88,118,59,39,75,27,45,29,31,72,52,86,75,142,-99,,,,,,,,
08/10/2014,8,36,97,-99,114,-99,263,152,65,36,76,36,74,27,37,85,80,56,61,144,-99,,,,,,,,
08/10/2014,9,27,68,-99,97,-99,90,62,52,36,80,53,81,31,40,60,60,54,44,153,-99,,,,,,,,
08/10/2014,10,14,59,-99,85,-99,44,44,61,45,57,71,48,43,33,33,55,12,71,103,-99,,,,,,,,
08/10/2014,11,13,50,-99,81,-99,43,38,49,44,47,65,51,26,28,19,71,38,64,71,-99,,,,,,,,
08/10/2014,12,18,46,-99,60,-99,44,27,37,32,73,34,55,31,14,35,66,47,87,44,-99,,,,,,,,
08/10/2014,13,10,35,-99,57,-99,33,41,53,37,43,44,37,60,10,41,51,4,40,24,-99,,,,,,,,
08/10/2014,14,9,35,-99,43,-99,3,55,59,27,36,43,29,40,17,47,50,-99,40,18,-99,,,,,,,,
08/10/2014,15,16,27,-99,48,-99,12,39,43,7,25,44,23,32,18,31,42,2,25,12,-99,,,,,,,,
08/10/2014,16,15,28,-99,82,-99,42,21,51,17,41,23,23,26,12,40,26,5,16,14,-99,,,,,,,,
08/10/2014,17,20,38,-99,54,-99,61,29,-99,23,-99,45,23,48,17,40,32,20,24,43,-99,,,,,,,,
08/10/2014,18,25,50,-99,42,-99,71,48,-99,31,30,31,40,42,13,86,54,26,53,46,-99,,,,,,,,
08/10/2014,19,35,55,-99,40,-99,66,59,-99,49,41,32,65,49,46,53,54,56,56,58,-99,,,,,,,,
08/10/2014,20,29,74,-99,33,-99,62,69,22,49,-99,22,34,23,27,45,32,71,21,54,-99,,,,,,,,
08/10/2014,21,26,47,-99,32,-99,30,26,18,21,29,-99,30,20,18,27,33,49,26,35,-99,,,,,,,,
08/10/2014,22,21,23,-99,31,-99,34,18,27,19,30,-99,27,20,11,28,23,33,28,40,-99,,,,,,,,
08/10/2014,23,16,22,-99,27,-99,35,10,29,20,19,18,24,23,13,10,35,36,26,35,-99,,,,,,,,
08/10/2014,24,13,14,-99,14,-99,44,12,32,22,20,23,23,-99,12,16,28,18,33,26,-99,,,,,,,,
09/10/2014,1,11,15,-99,22,-99,33,9,25,26,38,9,16,-99,10,14,14,9,40,10,-99,,,,,,,,
09/10/2014,2,9,15,-99,22,-99,38,9,22,25,31,17,12,-99,10,-99,24,21,24,3,-99,,,,,,,,
09/10/2014,3,9,8,-99,26,-99,31,6,17,17,26,27,20,-99,8,-99,19,12,25,2,-99,,,,,,,,
09/10/2014,4,10,17,-99,14,-99,20,17,20,17,27,19,17,-99,5,16,23,29,16,14,-99,,,,,,,,
09/10/2014,5,11,28,-99,40,-99,-99,21,17,15,27,19,25,-99,13,8,33,21,9,22,-99,,,,,,,,
09/10/2014,6,21,38,-99,53,-99,58,26,30,14,41,25,-99,-99,19,20,46,14,27,35,-99,,,,,,,,
09/10/2014,7,33,67,-99,76,-99,73,43,27,22,48,28,35,-99,22,24,68,27,40,105,-99,,,,,,,,
09/10/2014,8,33,65,-99,102,-99,218,67,34,24,39,21,56,-99,25,42,68,36,22,86,-99,,,,,,,,
09/10/2014,9,41,35,-99,82,-99,8,35,47,20,46,21,44,-99,26,46,76,49,47,62,-99,,,,,,,,
09/10/2014,10,31,52,-99,50,-99,14,36,31,29,30,45,45,-99,26,46,52,-99,44,22,-99,,,,,,,,
09/10/2014,11,11,50,-99,31,-99,32,19,40,34,24,45,32,-99,24,30,54,-99,79,22,-99,,,,,,,,
09/10/2014,12,8,28,-99,42,-99,14,28,70,29,61,43,22,-99,31,28,48,-99,73,-99,-99,,,,,,,,
09/10/2014,13,3,25,-99,46,-99,9,27,54,23,59,60,27,-99,17,30,52,-99,51,-99,-99,,,,,,,,
09/10/2014,14,5,35,-99,49,-99,-99,31,23,16,40,42,22,-99,15,31,44,-99,25,37,-99,,,,,,,,
09/10/2014,15,8,34,-99,75,-99,-99,31,-99,17,23,36,30,-99,16,41,53,-99,31,34,-99,,,,,,,,
09/10/2014,16,5,27,-99,37,-99,36,31,35,14,87,46,25,-99,17,35,34,-99,33,29,-99,,,,,,,,
09/10/2014,17,37,45,-99,31,-99,82,-99,41,43,55,50,48,-99,34,29,49,-99,68,73,-99,,,,,,,,
09/10/2014,18,27,81,-99,29,-99,43,-99,37,45,55,52,29,-99,30,31,42,-99,35,32,-99,,,,,,,,
09/10/2014,19,16,34,-99,24,-99,31,26,28,46,14,19,20,-99,14,39,30,-99,40,31,-99,,,,,,,,
09/10/2014,20,25,35,-99,10,-99,40,22,21,22,26,-99,23,-99,23,17,22,-99,27,32,-99,,,,,,,,
09/10/2014,21,14,31,-99,38,-99,35,34,28,14,27,14,24,-99,10,8,22,-99,8,39,-99,,,,,,,,
09/10/2014,22,16,28,-99,11,-99,29,8,27,20,38,13,14,-99,15,31,29,-99,21,38,-99,,,,,,,,
09/10/2014,23,11,21,-99,29,-99,23,16,28,22,36,20,23,-99,10,26,29,-99,36,45,-99,,,,,,,,
09/10/2014,24,11,14,-99,21,-99,25,9,31,20,40,15,30,-99,10,13,29,-99,36,31,-99,,,,,,,,
10/10/2014,1,15,28,-99,23,-99,19,8,26,29,35,15,34,-99,11,27,22,21,49,18,-99,,,,,,,,
10/10/2014,2,20,26,-99,20,-99,25,-99,22,23,36,21,33,-99,6,25,34,20,20,24,-99,,,,,,,,
10/10/2014,3,15,14,-99,21,-99,35,13,23,15,34,18,33,-99,8,9,34,30,16,17,-99,,,,,,,,
10/10/2014,4,20,11,-99,20,-99,36,14,25,19,50,23,25,-99,11,2,38,33,25,27,-99,,,,,,,,
10/10/2014,5,25,19,-99,37,-99,57,27,26,18,39,21,36,-99,12,7,33,31,49,32,-99,,,,,,,,
10/10/2014,6,30,48,-99,55,-99,71,44,26,24,48,36,41,-99,28,30,56,34,42,58,-99,,,,,,,,
10/10/2014,7,37,45,-99,64,-99,60,100,33,30,46,29,36,-99,30,39,65,66,38,99,-99,,,,,,,,
10/10/2014,8,38,61,-99,80,-99,54,79,38,33,52,30,61,-99,38,44,80,98,45,108,-99,,,,,,,,
10/10/2014,9,27,58,-99,63,-99,57,52,53,38,59,33,47,-99,31,64,84,77,57,102,-99,,,,,,,,
10/10/2014,10,24,49,-99,78,-99,56,67,75,50,94,55,-99,-99,36,40,83,83,68,70,-99,,,,,,,,
10/10/2014,11,17,38,-99,57,-99,54,75,76,51,94,36,-99,-99,41,26,69,48,74,61,-99,,,,,,,,
10/10/2014,12,28,51,-99,60,-99,46,60,95,47,88,69,-99,-99,45,50,84,85,78,73,-99,,,,,,,,
10/10/2014,13,22,58,-99,44,-99,32,53,66,44,-99,64,-99,-99,42,54,79,26,93,50,-99,,,,,,,,
10/10/2014,14,16,56,-99,51,-99,-99,46,62,35,-99,75,49,-99,36,50,59,58,73,40,-99,,,,,,,,
10/10/2014,15,16,63,-99,55,-99,-99,55,66,34,-99,77,51,-99,41,40,66,31,38,44,-99,,,,,,,,
10/10/2014,16,37,62,-99,72,-99,65,46,41,16,-99,80,38,-99,44,80,48,73,44,87,-99,,,,,,,,
10/10/2014,17,33,103,-99,69,-99,54,63,36,44,-99,73,43,-99,47,43,48,37,38,-99,-99,,,,,,,,
10/10/2014,18,30,43,39,23,-99,54,58,32,62,30,44,27,-99,38,43,41,32,26,-99,-99,,,,,,,,
10/10/2014,19,14,26,22,30,-99,23,24,32,22,23,-99,16,-99,14,7,22,34,22,-99,-99,,,,,,,,
10/10/2014,20,20,24,21,27,-99,30,11,30,23,29,44,17,-99,9,-99,27,29,16,31,-99,,,,,,,,
10/10/2014,21,17,17,22,19,-99,27,13,26,16,31,38,22,-99,13,27,20,16,44,25,-99,,,,,,,,
10/10/2014,22,20,15,25,18,-99,18,20,24,20,36,24,34,-99,14,14,23,38,37,15,-99,,,,,,,,
10/10/2014,23,22,18,32,28,-99,17,8,30,19,39,40,21,-99,7,10,23,14,31,16,-99,,,,,,,,
10/10/2014,24,21,13,34,25,-99,19,12,26,25,37,35,-99,-99,17,28,32,39,50,25,-99,,,,,,,,
11/10/2014,1,21,10,39,5,-99,19,7,36,26,40,30,49,-99,13,14,37,-99,39,25,-99,,,,,,,,
11/10/2014,2,23,16,41,9,-99,17,-99,38,32,46,34,37,-99,29,27,30,47,37,26,-99,,,,,,,,
11/10/2014,3,18,16,29,13,-99,21,18,44,30,48,24,47,-99,22,21,34,27,67,27,-99,,,,,,,,
11/10/2014,4,36,23,42,21,-99,17,22,53,37,53,31,30,-99,17,20,26,85,72,43,-99,,,,,,,,
11/10/2014,5,31,44,48,26,-99,34,28,61,45,64,36,39,-99,15,12,36,29,78,46,-99,,,,,,,,
11/10/2014,6,42,43,44,38,-99,40,32,48,49,72,24,38,-99,25,38,48,21,75,50,-99,,,,,,,,
11/10/2014,7,28,37,44,60,-99,30,37,57,42,85,39,54,-99,20,26,54,52,48,45,-99,,,,,,,,
11/10/2014,8,28,61,47,63,-99,46,58,52,49,55,35,61,-99,26,34,60,84,61,52,-99,,,,,,,,
11/10/2014,9,19,67,53,59,-99,70,55,59,36,66,54,61,-99,27,32,67,69,71,57,-99,,,,,,,,
11/10/2014,10,28,65,75,55,-99,72,74,74,32,127,58,72,-99,38,36,87,36,76,62,-99,,,,,,,,
11/10/2014,11,30,88,72,63,-99,78,87,93,48,98,64,80,-99,43,49,107,63,100,64,-99,,,,,,,,
11/10/2014,12,29,98,94,70,-99,78,67,85,66,80,89,87,-99,55,54,111,44,141,60,-99,,,,,,,,
11/10/2014,13,29,72,99,62,-99,78,71,101,52,94,112,95,-99,58,53,91,29,119,60,-99,,,,,,,,
11/10/2014,14,19,63,49,64,-99,44,21,108,29,99,85,65,-99,29,78,78,-99,88,29,-99,,,,,,,,
11/10/2014,15,2,17,55,54,-99,16,22,97,48,87,55,35,-99,38,65,52,-99,76,11,-99,,,,,,,,
11/10/2014,16,12,37,54,37,-99,24,24,78,35,71,85,36,-99,58,46,35,2,31,13,-99,,,,,,,,
11/10/2014,17,42,44,56,55,-99,54,57,98,48,68,112,43,-99,44,47,27,84,40,24,-99,,,,,,,,
11/10/2014,18,73,51,49,38,-99,51,20,34,40,38,67,41,-99,38,59,40,12,29,25,-99,,,,,,,,
11/10/2014,19,25,73,32,46,-99,42,-99,28,2,39,62,18,-99,11,48,42,30,34,30,-99,,,,,,,,
11/10/2014,20,102,53,26,14,-99,38,-99,26,9,32,27,33,-99,9,1,30,32,28,33,-99,,,,,,,,
11/10/2014,21,54,19,26,16,-99,30,32,31,11,31,27,37,-99,23,13,27,42,37,42,-99,,,,,,,,
11/10/2014,22,21,16,27,22,-99,30,17,23,30,12,28,34,-99,14,18,21,33,40,40,-99,,,,,,,,
11/10/2014,23,28,23,33,23,-99,28,23,17,15,28,28,24,-99,13,-99,33,35,13,37,-99,,,,,,,,
11/10/2014,24,27,11,13,13,-99,26,10,29,11,32,29,26,-99,1,-99,27,21,29,19,-99,,,,,,,,
12/10/2014,1,31,9,13,7,-99,25,13,22,25,5,22,26,-99,11,-99,25,12,20,30,-99,,,,,,,,
12/10/2014,2,31,19,20,30,-99,22,23,22,21,49,-99,19,-99,8,14,26,29,26,25,-99,,,,,,,,
12/10/2014,3,25,17,23,28,-99,24,25,28,24,32,-99,30,-99,5,22,21,39,33,17,-99,,,,,,,,
12/10/2014,4,30,17,27,20,-99,27,7,29,26,34,27,30,-99,9,11,28,23,19,15,-99,,,,,,,,
12/10/2014,5,33,20,26,11,-99,16,10,24,24,40,22,39,-99,11,9,26,34,16,20,-99,,,,,,,,
12/10/2014,6,27,19,30,27,-99,53,12,31,28,36,17,22,-99,13,21,33,36,26,35,-99,,,,,,,,
12/10/2014,7,31,32,38,19,-99,50,33,40,42,44,36,37,-99,23,20,35,31,46,36,-99,,,,,,,,
12/10/2014,8,33,43,40,65,-99,56,46,50,38,45,34,38,-99,61,62,42,46,47,51,-99,,,,,,,,
12/10/2014,9,33,38,45,37,-99,44,41,54,31,48,30,38,-99,-99,31,43,50,60,54,-99,,,,,,,,
12/10/2014,10,25,46,64,43,-99,45,11,57,38,46,38,51,-99,28,24,42,52,54,46,-99,,,,,,,,
12/10/2014,11,33,44,44,40,-99,36,37,92,44,82,54,87,-99,38,25,52,41,78,41,-99,,,,,,,,
12/10/2014,12,36,45,53,41,-99,32,43,73,40,87,72,78,-99,23,30,63,37,53,49,-99,,,,,,,,
12/10/2014,13,35,34,46,48,-99,38,32,47,28,70,-99,59,-99,23,30,57,41,77,60,-99,,,,,,,,
12/10/2014,14,35,35,54,50,-99,32,43,36,32,79,-99,56,-99,26,-99,70,39,33,52,-99,,,,,,,,
12/10/2014,15,33,54,45,3,-99,43,43,71,51,74,33,49,-99,44,9,50,40,37,58,-99,,,,,,,,
12/10/2014,16,32,40,58,-99,-99,51,54,56,69,73,24,55,-99,35,20,52,31,47,42,-99,,,,,,,,
12/10/2014,17,47,18,43,27,-99,64,15,52,33,51,22,30,-99,-99,11,51,64,52,34,-99,,,,,,,,
12/10/2014,18,32,44,38,8,-99,44,26,34,18,47,19,36,-99,-99,48,46,17,40,24,-99,,,,,,,,
12/10/2014,19,22,34,51,9,-99,72,59,46,30,57,31,34,-99,43,38,62,38,47,34,-99,,,,,,,,
12/10/2014,20,38,48,63,33,-99,88,42,49,35,41,25,38,-99,24,64,52,40,37,54,-99,,,,,,,,
12/10/2014,21,46,35,34,32,-99,69,50,47,37,52,10,48,-99,9,54,52,68,35,49,-99,,,,,,,,
12/10/2014,22,38,23,41,19,-99,74,33,43,22,65,9,62,-99,19,25,45,61,64,51,-99,,,,,,,,
12/10/2014,23,37,27,36,25,-99,67,30,46,29,63,12,67,-99,5,25,40,74,52,68,-99,,,,,,,,
12/10/2014,24,30,-99,30,23,-99,46,20,40,25,62,9,62,-99,6,-99,32,44,48,82,-99,,,,,,,,
13/10/2014,1,29,-99,33,11,-99,39,14,40,23,56,13,42,-99,17,16,32,54,48,81,-99,,,,,,,,
13/10/2014,2,28,-99,31,12,-99,45,16,25,26,49,8,53,-99,5,4,22,62,21,67,-99,,,,,,,,
13/10/2014,3,25,-99,26,10,-99,50,9,29,20,22,15,43,-99,1,5,25,57,34,46,-99,,,,,,,,
13/10/2014,4,26,-99,28,22,-99,57,13,22,21,33,16,37,-99,5,6,27,20,19,42,-99,,,,,,,,
13/10/2014,5,27,-99,36,40,-99,51,26,26,28,40,21,39,-99,14,14,18,73,33,64,-99,,,,,,,,
13/10/2014,6,29,-99,43,59,-99,115,61,25,23,60,21,45,-99,33,29,38,89,41,100,-99,,,,,,,,
13/10/2014,7,38,-99,64,106,-99,130,114,39,27,63,51,45,-99,24,38,52,93,73,133,-99,,,,,,,,
13/10/2014,8,39,-99,65,82,-99,252,143,53,35,-99,34,93,-99,60,62,99,123,64,150,-99,,,,,,,,
13/10/2014,9,30,-99,61,55,-99,157,9,68,51,96,65,95,-99,28,64,81,65,64,174,-99,,,,,,,,
13/10/2014,10,30,-99,65,70,-99,-99,94,53,57,86,71,78,-99,37,34,98,116,56,134,-99,,,,,,,,
13/10/2014,11,33,-99,105,77,-99,77,63,56,37,71,63,67,-99,36,40,91,34,37,111,-99,,,,,,,,
13/10/2014,12,30,-99,120,81,-99,54,64,102,50,90,73,65,-99,30,36,83,32,62,57,-99,,,,,,,,
13/10/2014,13,26,-99,77,22,-99,23,25,89,48,122,90,52,-99,27,37,68,37,68,31,-99,,,,,,,,
13/10/2014,14,23,-99,51,40,-99,4,47,99,52,98,90,42,-99,33,23,64,-99,68,19,-99,,,,,,,,
13/10/2014,15,31,-99,44,44,-99,46,34,75,47,68,88,39,-99,39,26,47,4,41,39,-99,,,,,,,,
13/10/2014,16,43,-99,32,18,-99,32,20,32,31,54,49,47,-99,34,2,32,62,41,43,-99,,,,,,,,
13/10/2014,17,36,-99,50,54,-99,49,51,66,19,45,48,40,-99,12,46,44,40,41,38,-99,,,,,,,,
13/10/2014,18,28,-99,62,122,-99,60,33,45,41,57,51,36,-99,42,68,57,40,62,39,-99,,,,,,,,
13/10/2014,19,43,-99,104,65,-99,76,39,38,34,50,50,46,-99,35,53,67,63,59,61,-99,,,,,,,,
13/10/2014,20,35,-99,38,53,-99,89,59,42,33,39,44,55,-99,36,84,49,83,44,54,-99,,,,,,,,
13/10/2014,21,47,-99,35,48,-99,69,58,27,33,47,48,48,-99,27,84,38,66,33,76,-99,,,,,,,,
13/10/2014,22,40,-99,33,38,-99,74,59,31,29,50,43,40,-99,21,19,55,74,35,51,-99,,,,,,,,
13/10/2014,23,34,-99,30,23,-99,79,44,27,26,36,44,42,-99,18,18,59,58,41,34,-99,,,,,,,,
13/10/2014,24,28,-99,62,-99,-99,35,27,38,23,33,38,27,-99,21,29,45,32,42,27,-99,,,,,,,,
14/10/2014,1,30,-99,17,-99,-99,14,24,31,27,-99,34,31,31,30,27,46,21,28,21,-99,,,,,,,,
14/10/2014,2,17,-99,34,21,-99,50,31,29,18,29,27,33,29,17,13,39,53,21,31,-99,,,,,,,,
14/10/2014,3,17,-99,30,33,-99,33,26,30,31,31,27,24,24,18,13,35,28,15,16,-99,,,,,,,,
14/10/2014,4,17,-99,39,59,-99,30,20,27,21,20,25,34,34,17,23,39,45,40,16,-99,,,,,,,,
14/10/2014,5,13,-99,27,37,-99,17,19,24,25,31,30,25,24,19,15,38,37,38,32,-99,,,,,,,,
14/10/2014,6,27,-99,38,64,-99,20,20,31,27,38,27,29,25,16,23,35,21,34,27,-99,,,,,,,,
14/10/2014,7,42,-99,35,97,-99,28,24,20,23,39,29,43,19,19,28,44,56,28,50,-99,,,,,,,,
14/10/2014,8,46,-99,50,102,-99,25,33,26,19,26,33,55,25,18,-99,46,28,25,41,-99,,,,,,,,
14/10/2014,9,22,-99,49,42,-99,27,15,36,21,39,32,55,24,27,-99,43,27,29,31,-99,,,,,,,,
14/10/2014,10,12,-99,33,42,-99,29,14,29,20,25,33,33,17,15,-99,32,-99,28,32,-99,,,,,,,,
14/10/2014,11,7,-99,23,38,-99,22,16,35,18,-99,34,29,19,16,-99,34,45,25,16,-99,,,,,,,,
14/10/2014,12,3,-99,30,34,-99,19,11,51,19,-99,28,48,25,18,69,39,12,38,23,-99,,,,,,,,
14/10/2014,13,8,-99,23,37,-99,28,5,19,21,-99,24,-99,6,16,44,40,-99,32,31,-99,,,,,,,,
14/10/2014,14,13,-99,24,43,-99,31,17,50,25,46,30,-99,48,13,36,35,13,62,39,-99,,,,,,,,
14/10/2014,15,12,-99,43,31,-99,41,30,25,30,50,40,-99,-99,19,45,42,26,49,32,-99,,,,,,,,
14/10/2014,16,15,-99,41,35,-99,43,32,40,26,36,-99,-99,48,21,29,-99,24,-99,32,-99,,,,,,,,
14/10/2014,17,14,-99,-99,45,-99,38,24,-99,19,37,-99,-99,28,15,33,-99,14,-99,31,-99,,,,,,,,
14/10/2014,18,17,-99,-99,40,-99,44,23,21,17,34,-99,-99,30,16,31,-99,23,-99,33,-99,,,,,,,,
14/10/2014,19,22,-99,37,39,-99,37,25,26,21,38,33,-99,-99,29,28,34,28,31,28,-99,,,,,,,,
14/10/2014,20,13,-99,25,42,-99,23,14,26,26,36,26,-99,18,23,32,29,10,19,21,-99,,,,,,,,
14/10/2014,21,15,-99,24,21,-99,27,12,20,21,38,19,-99,12,16,29,29,30,40,27,-99,,,,,,,,
14/10/2014,22,14,-99,22,18,-99,31,7,18,20,27,13,-99,12,11,27,37,18,-99,20,-99,,,,,,,,
14/10/2014,23,7,-99,15,21,-99,40,10,23,14,22,13,-99,19,6,16,26,-99,-99,12,-99,,,,,,,,
14/10/2014,24,12,-99,11,16,-99,47,14,15,20,20,10,-99,7,1,10,30,25,26,15,-99,,,,,,,,
15/10/2014,1,10,26,22,17,-99,69,26,21,8,18,12,-99,6,5,12,35,24,26,24,-99,,,,,,,,
15/10/2014,2,14,27,23,17,-99,42,18,26,17,22,17,-99,16,7,16,25,25,35,19,-99,,,,,,,,
15/10/2014,3,14,34,22,16,-99,37,32,19,30,35,19,-99,15,5,13,44,24,17,34,-99,,,,,,,,
