FECHA,HORA,LAG,TAC,FAC,TLA,XAL,MER,PED,CES,PLA,HAN,UIZ,ARA,IMP,TAX,MIN,TLI,ATI,VIF,SAG,VAL,AZC,SUR
06/06/2006,20,0.6,0.5,0.5,0.8,0.8,0.1,1.7,-99,1.3,-99,0.7,-99,0.5,2.2,1.4,0.4,-99,0.4,0.6,0.4,-99,1.0
06/06/2006,21,0.4,0.5,0.5,0.7,0.7,0.0,1.5,-99,0.9,-99,1.1,-99,0.5,1.8,1.1,0.5,-99,0.4,0.5,0.3,-99,0.5
06/06/2006,22,0.5,0.5,0.4,0.5,0.7,0.0,1.1,-99,0.8,-99,1.1,-99,0.4,1.7,1.3,0.4,-99,0.3,0.5,0.4,-99,0.6
06/06/2006,23,0.3,0.4,0.2,0.3,0.5,0.0,0.9,-99,0.6,-99,0.8,-99,0.4,1.7,1.3,0.3,-99,0.2,0.3,0.3,-99,0.4
06/06/2006,24,0.2,0.6,0.1,0.2,0.3,0.0,0.6,-99,0.3,-99,0.7,-99,0.4,1.4,1.0,0.2,-99,0.1,0.2,0.2,-99,0.4
07/06/2006,1,0.0,0.4,0.1,0.2,0.2,0.0,0.5,-99,0.1,-99,0.5,-99,0.3,1.0,0.9,0.3,-99,0.1,0.1,0.1,-99,0.2
07/06/2006,2,0.0,0.2,0.1,0.2,0.2,0.0,0.5,-99,0.0,-99,0.4,-99,0.3,0.9,0.9,0.2,-99,0.2,0.2,0.2,-99,0.1
07/06/2006,3,0.0,0.2,0.0,0.1,0.2,0.0,0.5,-99,0.0,-99,0.5,-99,0.4,0.9,0.8,0.2,-99,0.2,0.2,0.2,-99,0.2
07/06/2006,4,0.0,0.2,0.1,0.2,0.3,0.0,0.5,-99,0.0,-99,0.5,-99,0.3,1.0,0.9,0.2,-99,0.1,0.1,0.2,-99,0.1
07/06/2006,5,0.0,0.3,0.1,0.3,0.7,0.0,0.5,-99,0.2,-99,0.6,-99,0.3,1.4,0.9,0.4,-99,0.2,0.3,0.3,-99,0.3
07/06/2006,6,0.3,0.6,0.5,0.5,1.5,0.1,0.8,-99,0.6,-99,0.9,-99,0.7,2.8,1.1,0.7,-99,0.2,0.5,0.9,-99,0.7
07/06/2006,7,0.7,0.8,1.0,1.1,1.1,0.3,1.1,-99,1.8,-99,1.1,-99,1.0,3.9,1.6,0.7,-99,0.4,0.8,0.9,-99,1.3
07/06/2006,8,1.3,0.8,1.1,1.1,1.3,0.2,1.3,-99,1.5,-99,1.0,-99,1.1,4.0,2.0,0.4,-99,0.4,0.6,0.7,-99,1.3
07/06/2006,9,1.0,0.9,0.7,0.9,1.0,0.4,1.3,-99,3.4,-99,1.2,-99,0.5,2.8,2.0,0.5,-99,0.2,0.5,0.6,-99,1.2
07/06/2006,10,0.7,0.7,0.5,1.0,1.0,0.3,-99,-99,1.4,-99,0.9,-99,0.6,2.6,2.0,0.4,-99,0.2,0.2,0.7,-99,1.1
07/06/2006,11,0.4,0.6,0.5,0.8,0.7,1.0,-99,-99,2.9,-99,1.2,-99,0.5,2.6,1.7,0.3,-99,0.1,0.2,0.5,-99,1.3
07/06/2006,12,0.6,0.6,0.4,0.7,-99,0.8,1.1,-99,-99,-99,1.1,-99,0.5,2.2,1.5,0.4,-99,0.1,0.2,0.4,-99,1.1
07/06/2006,13,0.4,0.6,0.5,0.9,-99,0.2,1.1,-99,-99,-99,0.7,-99,0.3,2.1,1.5,0.4,-99,0.1,0.3,0.4,-99,0.9
07/06/2006,14,0.3,0.5,0.6,0.7,0.7,0.1,1.1,-99,0.6,-99,0.5,-99,0.3,1.7,1.3,0.3,-99,0.1,0.4,0.3,-99,0.5
07/06/2006,15,0.4,0.4,0.4,0.7,0.8,0.1,0.9,-99,0.6,-99,0.6,-99,0.3,1.9,1.1,0.3,-99,0.2,0.5,0.2,-99,0.5
07/06/2006,16,0.5,0.4,0.4,0.8,0.9,0.3,0.8,-99,0.1,-99,0.4,-99,0.4,1.8,1.2,0.3,-99,0.2,0.5,0.4,-99,0.5
07/06/2006,17,0.5,0.5,0.3,0.8,0.9,0.1,0.7,-99,0.0,-99,0.5,-99,0.4,1.8,1.3,0.4,-99,0.2,0.4,0.2,-99,0.5
07/06/2006,18,0.6,0.5,0.5,0.9,0.8,0.0,0.8,-99,0.3,-99,0.4,-99,0.5,2.2,1.5,0.4,-99,0.2,0.5,0.3,-99,0.5
07/06/2006,19,0.7,0.5,0.5,0.4,0.8,0.1,0.9,-99,0.2,-99,0.5,-99,0.5,2.0,1.5,0.4,-99,0.2,0.5,0.3,-99,0.5
07/06/2006,20,0.6,0.5,0.5,0.5,0.8,0.1,0.9,-99,0.2,-99,0.7,-99,0.6,1.8,1.3,0.4,-99,0.2,0.3,0.5,-99,0.6
07/06/2006,21,0.5,0.5,0.4,0.4,0.7,0.1,0.7,-99,0.3,-99,1.0,-99,0.5,1.6,1.4,0.5,-99,0.3,0.5,0.4,-99,0.7
07/06/2006,22,0.4,0.4,0.3,0.4,0.5,0.0,0.7,-99,0.2,-99,1.1,-99,0.4,1.5,1.2,0.5,-99,0.2,0.5,0.4,-99,0.7
07/06/2006,23,0.2,0.3,0.1,0.3,0.3,0.0,0.6,-99,0.3,-99,0.8,-99,0.4,1.5,1.1,0.5,-99,0.2,0.3,0.3,-99,0.4
07/06/2006,24,0.1,0.4,0.1,0.3,0.2,0.0,0.6,-99,0.1,-99,0.7,-99,0.4,1.1,1.0,0.3,-99,0.1,0.3,0.2,-99,0.3
08/06/2006,1,0.0,0.3,0.1,0.4,0.2,0.0,0.5,-99,0.0,-99,0.5,-99,0.3,1.1,1.1,0.3,-99,0.2,0.2,0.1,-99,0.3
08/06/2006,2,0.1,0.3,0.2,0.3,0.1,0.0,0.5,-99,0.0,-99,0.4,-99,0.4,1.0,1.0,0.4,-99,0.2,0.3,0.3,-99,0.3
08/06/2006,3,0.1,0.4,0.2,0.4,0.2,0.0,0.5,-99,0.0,-99,0.5,-99,0.7,0.9,1.0,0.4,-99,0.3,0.3,0.4,-99,0.3
08/06/2006,4,0.1,0.4,0.2,0.4,0.4,0.0,0.6,-99,0.0,-99,0.8,-99,0.8,1.3,1.0,0.5,-99,0.2,0.4,0.4,-99,0.4
08/06/2006,5,0.3,0.6,0.3,0.7,1.6,0.3,0.5,-99,0.3,-99,1.0,-99,0.8,2.0,1.1,0.6,-99,0.5,0.7,0.7,-99,0.6
08/06/2006,6,0.6,1.0,1.4,1.3,2.0,0.8,1.1,-99,1.0,-99,1.7,-99,1.4,3.7,1.5,1.4,-99,0.7,1.9,1.7,-99,1.2
08/06/2006,7,1.3,1.9,3.4,2.4,2.6,1.3,2.1,-99,4.0,-99,2.1,-99,2.0,5.2,2.3,1.4,-99,1.0,2.3,2.7,-99,2.2
08/06/2006,8,1.5,2.0,1.6,2.0,1.8,1.4,2.1,-99,2.0,-99,2.3,-99,2.0,5.3,2.6,1.8,-99,0.7,1.8,2.2,-99,2.1
08/06/2006,9,1.1,1.1,0.7,1.7,1.2,1.4,2.1,-99,2.5,-99,2.5,-99,1.2,3.6,2.3,1.3,-99,0.4,0.9,1.3,-99,1.5
08/06/2006,10,-99,1.0,0.7,1.3,0.6,1.4,1.5,-99,3.5,-99,2.3,-99,1.0,2.8,1.9,0.6,-99,0.2,0.3,0.9,-99,1.3
08/06/2006,11,-99,1.0,0.8,0.8,0.6,1.2,1.3,-99,-99,-99,1.6,-99,1.0,2.3,2.0,0.5,-99,0.1,0.1,0.6,-99,1.3
08/06/2006,12,0.9,0.8,0.5,0.8,0.6,1.0,1.2,-99,-99,-99,0.8,-99,-99,2.5,1.8,0.5,-99,0.2,0.1,0.6,-99,1.2
08/06/2006,13,0.6,0.6,0.4,0.6,0.5,0.1,1.3,-99,0.7,-99,0.7,-99,0.1,2.2,1.6,0.3,-99,0.2,0.3,0.5,-99,1.3
08/06/2006,14,0.5,0.5,0.4,0.4,0.5,0.0,1.3,-99,0.5,-99,0.6,-99,0.1,1.7,1.5,0.3,-99,0.2,0.4,0.4,-99,0.9
08/06/2006,15,0.3,0.4,0.4,0.6,0.5,0.1,1.0,-99,0.1,-99,0.6,-99,0.0,1.6,1.3,0.3,-99,0.1,0.4,0.4,-99,0.7
08/06/2006,16,0.3,0.4,0.3,0.8,0.7,0.2,0.8,-99,0.0,-99,0.6,-99,0.0,1.5,1.1,0.3,-99,0.1,0.4,0.4,-99,0.7
08/06/2006,17,0.4,0.4,0.3,0.5,0.7,0.2,0.7,-99,0.0,-99,0.6,-99,0.1,1.6,1.1,0.3,-99,0.2,0.5,0.4,-99,0.7
08/06/2006,18,0.5,0.5,0.3,0.7,0.7,0.2,0.7,-99,0.0,-99,0.9,-99,0.1,1.5,1.2,0.4,-99,0.3,0.5,0.3,-99,0.7
08/06/2006,19,0.7,0.4,0.4,0.5,0.7,0.1,0.8,-99,0.1,-99,0.8,-99,0.1,1.7,1.2,0.4,-99,0.3,0.4,0.4,-99,0.6
08/06/2006,20,0.5,0.6,0.6,0.6,0.6,0.1,0.8,-99,0.2,-99,0.9,-99,0.2,2.0,1.5,0.4,-99,0.3,0.3,0.4,-99,0.7
08/06/2006,21,0.4,0.5,0.6,0.5,0.7,0.2,0.7,-99,0.1,-99,1.0,-99,0.3,1.9,1.3,0.6,-99,0.4,-99,0.4,-99,0.7
08/06/2006,22,0.4,0.5,0.5,0.4,0.7,0.1,0.7,-99,0.1,-99,1.0,-99,0.3,1.9,1.3,0.5,-99,0.2,0.5,0.6,-99,0.9
08/06/2006,23,0.4,0.4,0.4,0.4,0.4,0.0,0.9,-99,0.0,-99,1.2,-99,0.6,1.7,1.1,0.5,-99,0.2,0.5,0.5,-99,0.6
08/06/2006,24,0.1,0.4,0.3,0.4,0.1,0.0,0.7,-99,0.0,-99,1.0,-99,0.2,1.2,1.1,0.5,-99,0.2,0.3,0.4,-99,0.5
09/06/2006,1,0.1,0.4,0.3,0.3,0.2,0.0,0.6,-99,0.0,-99,0.6,-99,0.3,1.0,1.1,0.4,-99,0.1,0.3,0.3,-99,0.4
09/06/2006,2,0.1,0.3,0.3,0.4,0.2,0.0,0.6,-99,0.0,-99,0.7,-99,0.2,1.0,1.0,0.3,-99,0.1,0.3,0.3,-99,0.4
09/06/2006,3,0.1,0.4,0.3,0.4,0.2,0.0,0.6,-99,0.0,-99,0.5,-99,0.2,1.1,1.0,0.4,-99,0.2,0.3,0.2,-99,0.3
09/06/2006,4,0.1,0.5,0.4,0.4,0.3,0.0,0.7,-99,0.0,-99,0.7,-99,0.3,1.1,1.0,0.6,-99,0.2,0.4,0.4,-99,0.3
09/06/2006,5,0.1,0.6,0.6,0.5,1.3,0.0,0.8,-99,0.1,-99,0.9,-99,0.4,1.6,1.0,0.8,-99,0.5,1.1,0.6,-99,0.5
09/06/2006,6,0.5,1.6,1.6,1.3,1.9,0.7,1.5,-99,0.7,-99,1.5,-99,1.0,3.4,1.6,1.4,-99,0.9,1.8,1.2,-99,1.7
09/06/2006,7,1.1,2.5,2.9,2.0,1.7,1.1,2.1,-99,2.0,-99,1.8,-99,1.6,4.8,2.2,1.7,-99,0.8,2.0,2.6,-99,1.5
09/06/2006,8,2.9,1.7,1.8,2.1,1.9,1.1,1.5,-99,4.3,-99,1.6,-99,1.7,3.7,2.6,1.2,-99,0.8,1.4,2.0,-99,1.1
09/06/2006,9,2.0,1.2,1.3,2.3,1.6,1.0,1.6,-99,3.2,-99,1.5,-99,1.2,3.7,2.5,1.1,-99,0.3,1.1,2.2,-99,1.5
09/06/2006,10,1.8,1.4,1.5,2.0,1.4,1.2,1.9,-99,2.0,-99,1.4,-99,1.7,2.9,3.2,0.9,-99,0.3,0.6,-99,-99,2.0
09/06/2006,11,1.5,1.3,1.2,1.4,0.8,1.0,2.5,-99,2.0,-99,1.4,-99,1.5,2.5,2.6,0.7,-99,0.2,0.5,-99,-99,1.8
09/06/2006,12,1.4,1.0,-99,1.2,0.7,0.7,2.5,-99,1.2,-99,1.4,-99,0.9,-99,2.3,0.6,-99,0.2,0.3,-99,-99,1.8
09/06/2006,13,0.9,0.8,-99,0.9,0.6,0.7,1.5,-99,0.3,-99,0.9,-99,0.4,2.0,1.7,0.5,-99,0.2,0.4,-99,-99,1.4
09/06/2006,14,0.7,0.5,0.8,0.8,0.7,0.1,1.0,-99,0.1,-99,0.9,-99,0.1,1.8,1.6,0.4,-99,0.1,0.4,0.5,-99,1.1
09/06/2006,15,0.4,0.5,0.7,1.2,0.6,0.2,0.9,-99,0.0,-99,0.7,-99,0.1,1.8,1.3,0.4,-99,0.2,0.5,0.3,-99,0.8
09/06/2006,16,0.4,0.5,0.6,0.7,0.7,0.5,0.8,-99,0.0,-99,0.7,-99,0.0,1.7,1.1,0.4,-99,0.2,0.6,0.3,-99,0.7
09/06/2006,17,0.4,0.4,-99,0.5,0.7,0.4,0.7,-99,0.0,-99,0.7,-99,0.0,1.4,1.2,0.3,-99,0.1,0.6,0.4,-99,0.6
09/06/2006,18,0.5,0.5,-99,0.7,0.9,0.4,0.7,-99,0.0,-99,0.6,-99,0.0,1.5,1.3,0.4,-99,0.2,0.7,0.4,-99,0.6
09/06/2006,19,0.8,0.5,-99,0.5,0.8,0.1,0.8,-99,0.1,-99,0.5,-99,0.1,1.6,1.4,0.5,-99,0.2,0.8,0.5,-99,0.6
09/06/2006,20,0.7,0.5,-99,0.6,0.9,0.1,0.9,-99,0.2,-99,0.6,-99,0.2,1.8,1.5,0.6,-99,0.4,0.7,0.4,-99,0.5
09/06/2006,21,0.5,0.6,-99,0.7,0.8,0.0,0.9,-99,0.2,-99,1.0,-99,0.4,1.9,1.4,0.7,-99,0.4,0.7,0.6,-99,0.5
09/06/2006,22,0.6,1.7,-99,0.5,0.9,0.0,1.0,-99,0.3,-99,1.2,-99,0.3,2.0,1.4,0.7,-99,0.3,0.6,0.5,-99,0.7
09/06/2006,23,0.6,0.5,-99,0.6,0.7,0.0,0.8,-99,0.2,-99,0.9,-99,0.4,1.8,1.5,0.6,-99,0.3,0.5,0.6,-99,0.7
09/06/2006,24,0.4,0.5,-99,0.4,0.3,0.0,0.8,-99,0.0,-99,0.9,-99,0.3,1.8,1.3,0.5,-99,0.3,0.5,0.6,-99,0.6
10/06/2006,1,0.2,0.5,-99,0.5,0.3,0.0,0.9,-99,0.1,-99,0.9,-99,0.2,1.4,1.5,0.5,-99,0.2,0.4,0.5,-99,0.5
10/06/2006,2,0.2,0.4,-99,0.3,0.3,0.0,0.9,-99,0.1,-99,0.8,-99,0.3,1.1,1.3,0.5,-99,0.2,0.4,0.5,-99,0.5
10/06/2006,3,0.2,0.4,-99,0.2,0.3,0.0,0.7,-99,0.0,-99,0.8,-99,0.3,1.2,1.2,0.5,-99,0.2,0.5,0.5,-99,0.4
10/06/2006,4,0.1,0.5,-99,0.3,0.4,0.0,0.9,-99,0.0,-99,1.0,-99,0.3,1.2,1.2,0.7,-99,0.2,0.5,0.5,-99,0.3
10/06/2006,5,0.2,0.7,-99,0.7,0.9,0.2,0.9,-99,0.0,-99,1.0,-99,0.5,2.0,1.1,0.9,-99,0.3,1.0,0.8,-99,0.6
10/06/2006,6,0.7,2.0,-99,1.4,1.8,0.7,1.1,-99,0.4,-99,1.3,-99,1.1,3.8,1.5,1.2,-99,0.5,1.2,1.3,-99,0.8
10/06/2006,7,0.9,2.1,-99,1.9,2.4,1.2,1.7,-99,0.8,-99,2.2,-99,1.4,4.6,1.7,1.8,-99,0.9,1.9,1.8,-99,0.9
10/06/2006,8,0.9,1.7,-99,2.5,1.9,1.1,1.2,-99,0.6,-99,2.0,-99,1.5,3.8,2.2,1.8,-99,0.6,1.3,1.7,-99,1.7
10/06/2006,9,1.1,0.8,-99,1.9,1.0,1.2,1.5,-99,0.6,-99,1.8,-99,1.2,3.5,1.7,1.4,-99,0.4,0.9,1.5,-99,1.6
10/06/2006,10,1.8,1.1,-99,1.6,0.8,1.1,1.8,-99,0.9,-99,1.5,-99,1.5,2.9,2.0,1.3,-99,0.3,0.7,2.1,-99,1.9
10/06/2006,11,1.7,1.1,-99,1.6,0.9,0.8,2.2,-99,1.1,-99,1.3,-99,1.2,2.7,2.3,0.8,-99,0.2,0.5,1.5,-99,1.6
10/06/2006,12,1.1,1.1,-99,1.1,0.8,0.9,2.1,-99,1.0,-99,1.2,-99,0.6,2.6,2.9,0.7,-99,0.2,0.5,0.8,-99,1.3
10/06/2006,13,0.6,0.7,-99,0.9,0.4,0.7,1.6,-99,0.5,-99,1.1,-99,0.0,2.5,1.5,0.5,-99,0.1,0.4,0.5,-99,1.1
10/06/2006,14,0.5,0.6,-99,0.6,0.7,0.3,1.1,-99,0.1,-99,1.0,-99,0.0,2.0,1.1,0.4,-99,0.1,0.5,0.4,-99,0.9
10/06/2006,15,0.4,0.6,-99,0.7,0.5,0.1,0.9,-99,0.0,-99,0.8,-99,0.0,1.8,1.3,0.4,-99,0.2,0.4,0.4,-99,0.5
10/06/2006,16,0.4,0.5,-99,0.4,0.6,0.4,0.8,-99,0.0,-99,0.6,-99,0.0,1.5,1.0,0.4,-99,0.2,0.5,0.4,-99,0.5
10/06/2006,17,0.5,0.5,-99,0.7,0.5,0.4,0.7,-99,0.1,-99,0.6,-99,0.0,1.4,1.1,0.4,-99,0.1,0.5,0.4,-99,0.6
10/06/2006,18,0.5,0.5,-99,0.2,0.5,0.2,0.7,-99,0.1,-99,0.6,-99,0.0,1.5,1.0,0.4,-99,0.2,0.5,0.4,-99,0.6
10/06/2006,19,0.6,0.5,-99,0.4,0.7,0.3,0.7,-99,0.1,-99,0.6,-99,0.0,1.5,1.1,0.5,-99,0.2,0.5,0.5,-99,0.5
10/06/2006,20,0.9,0.6,-99,0.5,0.8,0.4,0.8,-99,0.5,-99,0.9,-99,0.2,1.7,1.3,0.6,-99,0.3,0.4,0.7,-99,0.7
10/06/2006,21,0.5,0.7,-99,0.6,0.7,0.0,0.9,-99,0.4,-99,0.8,-99,0.2,1.8,1.3,0.6,-99,0.4,0.6,0.6,-99,0.4
10/06/2006,22,0.4,0.8,-99,0.7,0.6,0.0,0.7,-99,0.0,-99,0.7,-99,0.4,1.7,1.2,0.6,-99,0.4,0.7,0.6,-99,0.4
10/06/2006,23,0.5,0.6,-99,0.5,0.6,0.0,0.8,-99,0.2,-99,0.9,-99,0.4,2.0,1.3,0.7,-99,0.3,0.6,0.6,-99,0.5
10/06/2006,24,0.4,0.6,-99,0.5,0.7,0.0,0.9,-99,0.0,-99,0.9,-99,0.2,1.6,1.3,0.5,-99,0.3,0.5,0.6,-99,0.5
11/06/2006,1,0.1,0.5,-99,0.4,0.3,0.0,0.9,-99,0.0,-99,1.2,-99,0.2,1.4,1.3,0.6,-99,0.3,0.5,0.5,-99,0.5
11/06/2006,2,0.2,0.4,-99,0.5,0.4,0.0,0.9,-99,0.0,-99,1.1,-99,0.3,1.3,1.2,0.6,-99,0.3,0.5,0.5,-99,0.4
11/06/2006,3,0.2,0.5,-99,0.5,0.4,0.0,0.8,-99,0.0,-99,1.1,-99,0.3,1.5,1.2,0.5,-99,0.3,0.5,0.4,-99,0.3
11/06/2006,4,0.2,0.5,-99,0.5,0.5,0.0,0.8,-99,0.0,-99,1.1,-99,0.3,1.4,1.1,0.6,-99,0.3,0.6,0.5,-99,0.4
11/06/2006,5,0.3,0.6,-99,0.6,0.6,0.1,0.9,-99,0.8,-99,1.1,-99,0.4,1.2,1.4,0.7,-99,0.3,0.5,0.6,-99,0.4
11/06/2006,6,0.3,1.0,-99,0.9,0.6,0.5,0.9,-99,0.1,-99,1.4,-99,0.5,2.4,1.3,0.8,-99,0.3,0.9,1.0,-99,0.5
11/06/2006,7,0.8,1.1,-99,1.6,0.8,1.1,1.4,-99,0.6,-99,1.8,-99,0.7,2.0,1.8,1.0,-99,0.4,1.2,1.6,-99,1.2
11/06/2006,8,1.2,1.3,-99,2.1,1.3,0.9,1.3,-99,0.8,-99,2.1,-99,1.0,2.0,2.4,1.1,-99,0.3,1.2,1.9,-99,1.0
11/06/2006,9,1.2,1.5,-99,1.7,0.9,0.7,1.5,-99,0.7,-99,1.8,-99,1.2,1.7,2.5,1.2,-99,0.5,1.2,1.6,-99,0.9
11/06/2006,10,1.0,1.7,-99,1.2,0.7,0.5,1.4,-99,0.8,-99,1.7,-99,1.2,1.8,2.1,1.2,-99,0.5,0.7,1.5,-99,0.8
11/06/2006,11,0.8,0.9,-99,0.9,0.7,0.4,1.2,-99,0.6,-99,1.2,-99,0.7,1.5,1.7,1.0,-99,0.3,0.6,1.0,-99,0.5
11/06/2006,12,0.6,0.6,-99,0.5,0.8,0.3,1.3,-99,0.5,-99,1.2,-99,0.3,1.3,1.3,0.8,-99,0.2,0.8,0.7,-99,0.5
11/06/2006,13,0.5,0.5,-99,0.5,0.3,0.2,0.9,-99,0.1,-99,1.2,-99,0.2,1.4,1.0,0.5,-99,0.2,0.5,0.4,-99,0.6
11/06/2006,14,0.4,0.5,-99,0.4,0.2,0.1,0.7,-99,0.0,-99,1.1,-99,0.0,1.3,1.2,0.4,-99,0.1,0.4,0.3,-99,0.6
11/06/2006,15,0.2,0.4,-99,0.4,0.2,0.0,0.6,-99,0.0,-99,0.9,-99,0.0,1.3,1.3,0.3,-99,0.1,0.5,0.3,-99,0.5
11/06/2006,16,0.2,0.3,-99,0.4,0.3,0.0,0.6,-99,0.0,-99,0.8,-99,0.0,1.1,0.9,0.3,-99,0.1,0.5,0.3,-99,0.5
11/06/2006,17,0.2,0.3,-99,0.3,0.2,0.0,0.6,-99,0.0,-99,0.8,-99,0.0,1.1,0.9,0.3,-99,0.1,0.5,0.3,-99,0.4
11/06/2006,18,0.2,0.4,-99,0.3,0.3,0.0,0.6,-99,0.1,-99,0.7,-99,0.0,1.2,0.9,0.3,-99,0.2,0.5,0.3,-99,0.3
11/06/2006,19,0.4,0.4,-99,0.3,0.3,0.0,0.7,-99,0.0,-99,0.7,-99,0.0,1.4,1.0,0.4,-99,0.2,0.5,0.5,-99,0.3
11/06/2006,20,0.4,0.5,-99,0.5,0.4,0.0,0.9,-99,0.4,-99,1.2,-99,0.1,1.7,1.1,0.5,-99,0.3,0.5,0.5,-99,0.4
11/06/2006,21,0.4,0.6,0.8,0.8,0.6,0.0,0.9,-99,0.1,-99,1.1,-99,0.2,2.1,1.1,0.6,-99,0.5,0.6,0.7,-99,0.5
11/06/2006,22,0.5,0.7,0.7,0.6,0.8,0.0,0.8,-99,0.1,-99,1.0,-99,0.3,1.7,1.2,0.7,-99,0.5,0.6,0.6,-99,0.5
11/06/2006,23,0.3,0.6,0.7,0.7,0.6,0.0,0.9,-99,0.0,-99,0.8,-99,0.3,1.3,1.1,0.7,-99,0.4,0.4,0.8,-99,0.4
11/06/2006,24,0.2,0.5,0.6,0.4,0.3,0.0,0.7,-99,0.0,-99,0.9,-99,0.4,1.3,1.2,0.7,-99,0.3,0.4,0.6,-99,0.3
12/06/2006,1,0.2,1.0,0.5,0.2,0.1,0.0,0.6,-99,0.0,-99,0.9,-99,0.2,1.0,1.0,0.6,-99,0.2,0.3,0.5,-99,0.1
12/06/2006,2,0.1,0.7,0.5,0.1,0.1,0.0,0.6,-99,0.0,-99,0.9,-99,0.2,0.9,0.9,0.5,-99,0.3,0.2,0.4,-99,0.1
12/06/2006,3,0.1,0.4,0.5,0.1,0.2,0.0,0.5,-99,0.0,-99,0.8,-99,0.2,0.8,0.8,0.4,-99,0.4,0.2,0.4,-99,0.0
12/06/2006,4,0.1,0.3,0.5,0.3,0.5,0.0,0.6,-99,0.0,-99,0.9,-99,0.2,1.0,0.8,0.5,-99,0.5,0.3,0.4,-99,0.0
12/06/2006,5,0.2,0.6,0.8,0.8,2.0,0.1,0.7,-99,0.0,-99,1.3,-99,0.6,1.8,1.0,0.8,-99,0.5,0.6,0.6,-99,0.3
12/06/2006,6,0.4,1.1,2.0,1.7,2.4,1.0,1.1,-99,0.8,-99,2.0,-99,1.2,3.6,1.9,1.7,-99,0.6,1.6,2.0,-99,0.9
12/06/2006,7,1.3,1.8,3.6,3.0,3.1,1.2,1.5,-99,2.7,-99,3.8,-99,2.3,4.8,2.1,2.2,-99,1.2,2.0,4.1,-99,2.6
12/06/2006,8,1.9,1.9,2.2,3.5,2.8,1.5,1.4,-99,3.0,-99,2.6,-99,2.5,3.9,2.2,1.6,-99,0.9,1.9,3.9,-99,2.2
12/06/2006,9,1.7,1.2,1.8,3.1,1.9,1.4,1.6,-99,2.8,-99,2.3,-99,1.7,3.8,2.1,2.1,-99,0.8,1.4,2.6,-99,2.1
12/06/2006,10,1.4,1.1,2.0,3.0,1.5,1.3,2.2,-99,2.0,-99,2.0,-99,0.9,3.5,2.1,1.4,-99,0.5,-99,1.3,-99,2.1
12/06/2006,11,1.3,1.0,1.4,1.5,1.0,1.4,1.7,-99,1.2,-99,1.7,-99,1.2,2.6,1.8,0.9,-99,0.4,-99,1.4,-99,1.7
12/06/2006,12,1.3,1.0,1.2,0.9,0.6,0.5,1.4,-99,0.7,-99,1.0,-99,1.0,2.5,2.1,0.7,-99,-99,-99,1.7,-99,1.2
12/06/2006,13,0.6,0.8,1.0,0.9,0.7,0.3,1.4,-99,-99,-99,0.8,-99,0.4,1.6,1.7,0.5,-99,-99,-99,0.7,-99,0.9
12/06/2006,14,0.4,0.6,0.8,0.5,0.7,0.1,1.3,-99,-99,-99,0.7,-99,0.1,1.3,1.3,0.3,-99,0.1,-99,0.5,-99,0.6
12/06/2006,15,0.4,0.3,0.7,0.4,0.4,0.1,0.8,-99,0.5,-99,0.7,-99,0.0,1.6,1.2,0.3,-99,0.2,0.6,0.4,-99,0.4
12/06/2006,16,0.5,0.4,0.6,0.4,0.5,0.2,0.6,-99,0.4,-99,0.6,-99,0.0,1.7,1.0,0.4,-99,0.2,0.6,0.4,-99,0.3
12/06/2006,17,0.5,0.4,0.6,0.4,0.7,0.3,0.7,-99,0.4,-99,0.7,-99,0.1,1.5,1.2,0.4,-99,0.2,0.5,0.4,-99,0.4
12/06/2006,18,0.7,0.4,0.6,0.4,0.9,0.0,0.8,-99,0.6,-99,1.0,-99,0.1,1.6,1.3,0.4,-99,0.3,0.4,0.6,-99,0.7
12/06/2006,19,0.8,0.5,0.6,0.4,0.9,0.4,0.8,-99,0.6,-99,0.9,-99,0.2,1.4,1.7,0.5,-99,0.3,0.5,0.4,-99,0.5
12/06/2006,20,1.0,0.8,0.7,0.7,0.6,0.8,1.2,-99,0.8,-99,1.5,-99,0.1,2.8,1.6,0.5,-99,0.4,0.5,0.5,-99,1.2
12/06/2006,21,0.8,0.8,0.7,0.5,0.8,0.3,1.4,-99,1.5,-99,1.4,-99,0.3,4.2,1.4,0.6,-99,0.4,0.3,0.5,-99,2.1
12/06/2006,22,0.4,0.4,0.5,0.4,0.6,0.0,1.4,-99,1.1,-99,1.1,-99,0.1,2.0,1.1,0.6,-99,0.3,0.3,0.4,-99,1.2
12/06/2006,23,0.3,0.4,0.5,0.2,0.2,0.0,0.7,-99,0.5,-99,0.9,-99,0.0,1.3,1.1,0.5,-99,0.3,0.1,0.6,-99,1.1
12/06/2006,24,0.2,0.4,0.4,0.2,0.0,0.0,0.8,-99,0.4,-99,0.9,-99,0.1,1.3,1.0,0.4,-99,0.2,0.0,0.4,-99,0.3
13/06/2006,1,0.1,0.3,0.3,0.1,0.0,0.0,0.6,-99,0.3,-99,1.0,-99,0.0,1.1,0.9,0.4,-99,0.1,0.0,0.2,-99,0.2
13/06/2006,2,0.1,0.3,0.3,0.1,0.0,0.0,0.5,-99,0.2,-99,0.8,-99,0.0,0.9,0.9,0.3,-99,0.1,0.0,0.2,-99,0.0
13/06/2006,3,0.1,0.3,0.3,0.2,0.0,0.0,0.6,-99,0.2,-99,0.9,-99,0.0,0.9,0.8,0.4,-99,0.1,0.0,0.3,-99,0.0
